,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
22,SF000068438,2021-09,-28.8,24.767,1196.0,"KIMBERLEY, SF",,,,,0.0,"2,S",28.0,"2,S",6.0,"2,S",,,20210928.0,"+,2,S",,,36.0,"2,S,28,+",29.31,"2,,,S",,
23,SF000068438,2021-10,-28.8,24.767,1196.0,"KIMBERLEY, SF",,,,,0.0,"3,S",28.0,"3,S",4.0,"3,S",,,20211014.0,"+,3,S",,,36.1,"3,S,14,+",28.68,"3,,,S",,
24,SF000068438,2021-11,-28.8,24.767,1196.0,"KIMBERLEY, SF",0.0,"5,S",0.0,"5,S",0.0,"1,S",29.0,"1,S",18.0,"1,S",20211104.0,",5,S",20211117.0,"+,1,S",6.5,"5,S,04,",37.3,"1,S,17,+",32.37,"1,,,S",10.18,"5,,,S"
25,SF000068438,2021-12,-28.8,24.767,1196.0,"KIMBERLEY, SF",,,,,0.0,"1,S",30.0,"1,S",12.0,"1,S",,,20211202.0,"+,1,S",,,37.5,"1,S,02,+",31.12,"1,,,S",,
26,SF000068438,2022-01,-28.8,24.767,1196.0,"KIMBERLEY, SF",,,,,0.0,"2,S",29.0,"2,S",12.0,"2,S",,,20220129.0,"+,2,S",,,34.6,"2,S,29,+",32.09,"2,,,S",,
27,SF000068438,2022-02,-28.8,24.767,1196.0,"KIMBERLEY, SF",0.0,"5,S",0.0,"5,S",0.0,"2,S",26.0,"2,S",18.0,"2,S",20220222.0,",5,S",20220226.0,"+,2,S",11.3,"5,S,22,",36.2,"2,S,26,+",33.1,"2,,,S",15.48,"5,,,S"
28,SF000068438,2022-03,-28.8,24.767,1196.0,"KIMBERLEY, SF",,,,,0.0,"1,S",30.0,"1,S",4.0,"1,S",,,20220303.0,"+,1,S",,,34.3,"1,S,03,+",29.35,"1,,,S",,
29,SF000068438,2022-04,-28.8,24.767,1196.0,"KIMBERLEY, SF",,,,,0.0,"3,S",24.0,"3,S",0.0,"3,S",,,20220401.0,",3,S",,,30.1,"3,S,01,",25.1,"3,,,S",,
30,SF000068438,2022-05,-28.8,24.767,1196.0,"KIMBERLEY, SF",,,,,0.0,"5,S",21.0,"5,S",0.0,"5,S",,,20220505.0,"+,5,S",,,26.6,"5,S,05,+",23.77,"5,,,S",,
31,SF000068438,2022-06,-28.8,24.767,1196.0,"KIMBERLEY, SF",,,,,0.0,"2,S",16.0,"2,S",0.0,"2,S",,,20220619.0,",2,S",,,23.9,"2,S,19,",20.45,"2,,,S",,
32,SF000068438,2022-07,-28.8,24.767,1196.0,"KIMBERLEY, SF",,,,,0.0,"3,S",21.0,"3,S",0.0,"3,S",,,20220728.0,"+,3,S",,,25.5,"3,S,28,+",22.04,"3,,,S",,
33,SF000068438,2022-08,-28.8,24.767,1196.0,"KIMBERLEY, SF",,,,,0.0,"3,S",22.0,"3,S",0.0,"3,S",,,20220828.0,",3,S",,,30.1,"3,S,28,",24.03,"3,,,S",,
34,SF000068438,2022-09,-28.8,24.767,1196.0,"KIMBERLEY, SF",,,,,0.0,"3,S",26.0,"3,S",9.0,"3,S",,,20220925.0,"+,3,S",,,34.2,"3,S,25,+",30.03,"3,,,S",,
35,SF000068438,2022-10,-28.8,24.767,1196.0,"KIMBERLEY, SF",,,,,0.0,"3,S",28.0,"3,S",22.0,"3,S",,,20221003.0,",3,S",,,37.9,"3,S,03,",33.75,"3,,,S",,
36,SF000068438,2022-11,-28.8,24.767,1196.0,"KIMBERLEY, SF",,,,,0.0,",S",30.0,",S",12.0,",S",,,20221130.0,",,S",,,35.6,",S,30,",31.0,",,,S",,
37,SF000068712,2021-04,-32.833,17.85,67.0,"CAPE COLUMBINE, SF",0.0,",S",0.0,",S",0.0,",S",9.0,",S",0.0,",S",20210429.0,",,S",20210414.0,"+,,S",10.7,",S,29,",31.1,",S,14,+",21.9,",,,S",12.62,",,,S"
38,SF000068712,2021-05,-32.833,17.85,67.0,"CAPE COLUMBINE, SF",0.0,"1,S",0.0,"1,S",0.0,"1,S",5.0,"1,S",0.0,"1,S",20210522.0,",1,S",20210503.0,"+,1,S",9.4,"1,S,22,",29.2,"1,S,03,+",18.96,"1,,,S",11.89,"1,,,S"
39,SF000068712,2021-06,-32.833,17.85,67.0,"CAPE COLUMBINE, SF",0.0,"1,S",0.0,"1,S",0.0,"1,S",9.0,"1,S",0.0,"1,S",20210629.0,",1,S",20210606.0,"+,1,S",8.9,"1,S,29,",24.5,"1,S,06,+",18.85,"1,,,S",11.58,"1,,,S"
40,SF000068712,2021-07,-32.833,17.85,67.0,"CAPE COLUMBINE, SF",0.0,",S",0.0,",S",0.0,",S",2.0,",S",0.0,",S",20210723.0,",,S",20210726.0,"+,,S",6.1,",S,23,",21.3,",S,26,+",16.46,",,,S",9.69,",,,S"
41,SF000068712,2021-08,-32.833,17.85,67.0,"CAPE COLUMBINE, SF",0.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,",S",20210829.0,",,S",20210801.0,",,S",5.6,",S,29,",20.7,",S,01,",16.21,",,,S",9.14,",,,S"
42,SF000068712,2021-09,-32.833,17.85,67.0,"CAPE COLUMBINE, SF",0.0,",S",0.0,",S",0.0,"4,S",5.0,"4,S",0.0,"4,S",20210907.0,",,S",20210919.0,"+,4,S",7.5,",S,07,",24.9,"4,S,19,+",17.9,"4,,,S",10.49,",,,S"
43,SF000068712,2021-11,-32.833,17.85,67.0,"CAPE COLUMBINE, SF",0.0,"3,S",0.0,"3,S",0.0,"3,S",8.0,"3,S",0.0,"3,S",20211125.0,",3,S",20211126.0,"+,3,S",11.4,"3,S,25,",28.0,"3,S,26,+",21.03,"3,,,S",13.21,"3,,,S"
44,SF000068712,2022-01,-32.833,17.85,67.0,"CAPE COLUMBINE, SF",0.0,"1,S",0.0,"1,S",0.0,"3,S",20.0,"3,S",0.0,"3,S",20220129.0,",1,S",20220109.0,"+,3,S",11.5,"1,S,29,",29.3,"3,S,09,+",22.79,"3,,,S",14.56,"1,,,S"
45,SF000068712,2022-04,-32.833,17.85,67.0,"CAPE COLUMBINE, SF",0.0,",S",0.0,",S",0.0,",S",14.0,",S",0.0,",S",20220425.0,",,S",20220411.0,"+,,S",9.3,",S,25,",28.9,",S,11,+",21.3,",,,S",12.26,",,,S"
46,SF000068712,2022-05,-32.833,17.85,67.0,"CAPE COLUMBINE, SF",0.0,",S",0.0,",S",0.0,",S",7.0,",S",0.0,",S",20220530.0,",,S",20220503.0,"+,,S",8.6,",S,30,",27.7,",S,03,+",19.42,",,,S",11.42,",,,S"
47,SF000068712,2022-07,-32.833,17.85,67.0,"CAPE COLUMBINE, SF",0.0,",S",0.0,",S",0.0,",S",4.0,",S",0.0,",S",20220724.0,",,S",20220726.0,"+,,S",6.7,",S,24,",23.6,",S,26,+",17.93,",,,S",10.31,",,,S"
48,SF000068712,2022-08,-32.833,17.85,67.0,"CAPE COLUMBINE, SF",0.0,",S",0.0,",S",0.0,"3,S",1.0,"3,S",0.0,"3,S",20220815.0,",,S",20220830.0,",3,S",6.9,",S,15,",22.0,"3,S,30,",16.63,"3,,,S",10.24,",,,S"
49,SF000068712,2022-09,-32.833,17.85,67.0,"CAPE COLUMBINE, SF",0.0,",S",0.0,",S",,,,,,,20220911.0,",,S",,,2.7,",S,11,",,,,,9.75,",,,S"
50,SF000068712,2022-10,-32.833,17.85,67.0,"CAPE COLUMBINE, SF",0.0,"1,S",0.0,"1,S",0.0,"3,S",3.0,"3,S",0.0,"3,S",20221005.0,",1,S",20221016.0,",3,S",10.9,"1,S,05,",23.2,"3,S,16,",19.74,"3,,,S",12.39,"1,,,S"
51,SF000068712,2022-12,-32.833,17.85,67.0,"CAPE COLUMBINE, SF",0.0,",S",0.0,",S",0.0,",S",24.0,",S",0.0,",S",20221230.0,",,S",20221231.0,",,S",11.5,",S,30,",28.6,",S,31,",22.56,",,,S",14.41,",,,S"
52,SF000068858,2021-01,-33.033,27.833,125.0,"EAST LONDON, SF",0.0,"4,S",0.0,"4,S",0.0,"4,S",5.0,"4,S",0.0,"4,S",20210122.0,",4,S",20210103.0,"+,4,S",7.1,"4,S,22,",24.5,"4,S,03,+",19.36,"4,,,S",11.69,"4,,,S"
53,SF000068858,2021-03,-33.033,27.833,125.0,"EAST LONDON, SF",0.0,",S",0.0,",S",0.0,",S",9.0,",S",0.0,",S",20210331.0,",,S",20210321.0,"+,,S",6.7,",S,31,",29.0,",S,21,+",19.42,",,,S",11.28,",,,S"
54,SF000068858,2021-04,-33.033,27.833,125.0,"EAST LONDON, SF",0.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,",S",20210428.0,"+,,S",20210430.0,",,S",6.0,",S,28,+",18.5,",S,30,",15.25,",,,S",9.69,",,,S"
55,SF000068858,2021-05,-33.033,27.833,125.0,"EAST LONDON, SF",0.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,",S",20210519.0,",,S",20210510.0,"+,,S",5.9,",S,19,",20.3,",S,10,+",15.53,",,,S",10.29,",,,S"
56,SF000068858,2021-06,-33.033,27.833,125.0,"EAST LONDON, SF",0.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,",S",20210622.0,"+,,S",20210604.0,",,S",1.7,",S,22,+",18.4,",S,04,",13.28,",,,S",7.27,",,,S"
57,SF000068858,2021-07,-33.033,27.833,125.0,"EAST LONDON, SF",0.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,",S",20210719.0,"+,,S",20210715.0,"+,,S",3.7,",S,19,+",16.4,",S,15,+",13.65,",,,S",7.22,",,,S"
58,SF000068858,2021-08,-33.033,27.833,125.0,"EAST LONDON, SF",0.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,",S",20210825.0,",,S",20210821.0,",,S",2.1,",S,25,",16.5,",S,21,",12.51,",,,S",6.39,",,,S"
59,SF000068858,2021-09,-33.033,27.833,125.0,"EAST LONDON, SF",0.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,",S",20210910.0,",,S",20210930.0,",,S",1.9,",S,10,",17.1,",S,30,",11.98,",,,S",6.8,",,,S"
60,SF000068858,2021-10,-33.033,27.833,125.0,"EAST LONDON, SF",0.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,",S",20211030.0,",,S",20211028.0,"+,,S",4.4,",S,30,",18.7,",S,28,+",15.15,",,,S",8.76,",,,S"
61,SF000068858,2021-11,-33.033,27.833,125.0,"EAST LONDON, SF",0.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,",S",20211103.0,",,S",20211112.0,"+,,S",5.4,",S,03,",19.2,",S,12,+",16.13,",,,S",10.18,",,,S"
62,SF000068858,2021-12,-33.033,27.833,125.0,"EAST LONDON, SF",0.0,"1,S",0.0,"1,S",0.0,",S",0.0,",S",0.0,",S",20211211.0,",1,S",20211203.0,"+,,S",7.8,"1,S,11,",20.8,",S,03,+",18.25,",,,S",11.78,"1,,,S"
63,SF000068858,2022-01,-33.033,27.833,125.0,"EAST LONDON, SF",0.0,",S",0.0,",S",0.0,",S",7.0,",S",0.0,",S",20220105.0,",,S",20220128.0,"+,,S",8.6,",S,05,",25.3,",S,28,+",20.19,",,,S",12.45,",,,S"
64,SF000068858,2022-02,-33.033,27.833,125.0,"EAST LONDON, SF",0.0,",S",0.0,",S",0.0,",S",9.0,",S",0.0,",S",20220202.0,",,S",20220222.0,"+,,S",9.3,",S,02,",22.9,",S,22,+",19.16,",,,S",11.89,",,,S"
65,SF000068858,2022-03,-33.033,27.833,125.0,"EAST LONDON, SF",0.0,"1,S",0.0,"1,S",0.0,",S",7.0,",S",0.0,",S",20220313.0,",1,S",20220303.0,"+,,S",7.9,"1,S,13,",22.6,",S,03,+",18.66,",,,S",12.38,"1,,,S"
66,SF000068858,2022-04,-33.033,27.833,125.0,"EAST LONDON, SF",0.0,",S",0.0,",S",0.0,",S",2.0,",S",0.0,",S",20220411.0,",,S",20220409.0,"+,,S",6.5,",S,11,",21.3,",S,09,+",16.46,",,,S",10.98,",,,S"
67,SF000068858,2022-05,-33.033,27.833,125.0,"EAST LONDON, SF",0.0,"1,S",0.0,"1,S",0.0,",S",0.0,",S",0.0,",S",20220517.0,",1,S",20220531.0,"+,,S",4.4,"1,S,17,",19.2,",S,31,+",15.69,",,,S",9.85,"1,,,S"
68,SF000068858,2022-07,-33.033,27.833,125.0,"EAST LONDON, SF",0.0,"1,S",0.0,"1,S",0.0,",S",0.0,",S",0.0,",S",20220706.0,",1,S",20220714.0,"+,,S",2.1,"1,S,06,",16.3,",S,14,+",12.33,",,,S",7.02,"1,,,S"
69,SF000068858,2022-08,-33.033,27.833,125.0,"EAST LONDON, SF",0.0,"1,S",0.0,"1,S",0.0,"1,S",0.0,"1,S",0.0,"1,S",20220806.0,",1,S",20220801.0,",1,S",2.7,"1,S,06,",15.9,"1,S,01,",11.93,"1,,,S",6.29,"1,,,S"
70,SF000068858,2022-09,-33.033,27.833,125.0,"EAST LONDON, SF",0.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,",S",20220923.0,",,S",20220913.0,"+,,S",2.0,",S,23,",16.1,",S,13,+",12.36,",,,S",6.36,",,,S"
71,SF000068858,2022-10,-33.033,27.833,125.0,"EAST LONDON, SF",0.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,",S",20221013.0,",,S",20221031.0,",,S",4.8,",S,13,",20.0,",S,31,",14.96,",,,S",8.43,",,,S"
72,SF000068858,2022-11,-33.033,27.833,125.0,"EAST LONDON, SF",0.0,",S",0.0,",S",0.0,",S",2.0,",S",0.0,",S",20221105.0,"+,,S",20221102.0,"+,,S",5.4,",S,05,+",22.0,",S,02,+",16.34,",,,S",8.89,",,,S"
73,SF000068858,2022-12,-33.033,27.833,125.0,"EAST LONDON, SF",0.0,",S",0.0,",S",0.0,",S",11.0,",S",0.0,",S",20221203.0,",,S",20221219.0,"+,,S",6.4,",S,03,",25.3,",S,19,+",19.81,",,,S",12.01,",,,S"
74,SF000068920,2021-01,-34.833,20.017,14.0,"CAPE AGULHAS, SF",0.0,",S",0.0,",S",0.0,",S",31.0,",S",0.0,",S",20210115.0,",,S",20210123.0,"+,,S",16.1,",S,15,",26.8,",S,23,+",24.84,",,,S",19.17,",,,S"
75,SF000068920,2021-02,-34.833,20.017,14.0,"CAPE AGULHAS, SF",0.0,"4,S",0.0,"4,S",0.0,"4,S",24.0,"4,S",0.0,"4,S",20210222.0,",4,S",20210214.0,"+,4,S",14.8,"4,S,22,",27.6,"4,S,14,+",25.15,"4,,,S",18.88,"4,,,S"
76,SF000068920,2021-03,-34.833,20.017,14.0,"CAPE AGULHAS, SF",0.0,",S",0.0,",S",0.0,",S",31.0,",S",0.0,",S",20210330.0,",,S",20210310.0,"+,,S",15.3,",S,30,",26.3,",S,10,+",23.52,",,,S",17.48,",,,S"
77,SF000068920,2021-04,-34.833,20.017,14.0,"CAPE AGULHAS, SF",0.0,",S",0.0,",S",0.0,",S",22.0,",S",0.0,",S",20210423.0,",,S",20210419.0,"+,,S",12.3,",S,23,",26.5,",S,19,+",22.12,",,,S",15.83,",,,S"
78,SF000068920,2021-05,-34.833,20.017,14.0,"CAPE AGULHAS, SF",0.0,",S",0.0,",S",0.0,",S",10.0,",S",0.0,",S",20210522.0,",,S",20210504.0,"+,,S",10.1,",S,22,",26.5,",S,04,+",20.21,",,,S",13.69,",,,S"
79,SF000068920,2021-06,-34.833,20.017,14.0,"CAPE AGULHAS, SF",0.0,",S",0.0,",S",0.0,",S",8.0,",S",0.0,",S",20210625.0,",,S",20210622.0,"+,,S",9.3,",S,25,",28.4,",S,22,+",20.64,",,,S",12.96,",,,S"
80,SF000068920,2021-07,-34.833,20.017,14.0,"CAPE AGULHAS, SF",0.0,",S",0.0,",S",0.0,",S",4.0,",S",0.0,",S",20210723.0,",,S",20210727.0,"+,,S",7.8,",S,23,",26.0,",S,27,+",18.29,",,,S",10.58,",,,S"
81,SF000068920,2021-08,-34.833,20.017,14.0,"CAPE AGULHAS, SF",0.0,",S",0.0,",S",0.0,",S",4.0,",S",0.0,",S",20210828.0,"+,,S",20210827.0,"+,,S",5.8,",S,28,+",22.1,",S,27,+",18.04,",,,S",10.7,",,,S"
82,SF000068920,2021-09,-34.833,20.017,14.0,"CAPE AGULHAS, SF",0.0,",S",0.0,",S",0.0,",S",4.0,",S",0.0,",S",20210907.0,",,S",20210926.0,"+,,S",9.4,",S,07,",22.8,",S,26,+",19.02,",,,S",12.2,",,,S"
83,SF000068920,2021-10,-34.833,20.017,14.0,"CAPE AGULHAS, SF",0.0,",S",0.0,",S",0.0,",S",9.0,",S",0.0,",S",20211003.0,",,S",20211023.0,"+,,S",10.0,",S,03,",23.9,",S,23,+",20.31,",,,S",13.93,",,,S"
84,SF000068920,2021-11,-34.833,20.017,14.0,"CAPE AGULHAS, SF",0.0,",S",0.0,",S",0.0,",S",24.0,",S",0.0,",S",20211107.0,",,S",20211116.0,"+,,S",13.0,",S,07,",23.3,",S,16,+",21.85,",,,S",15.7,",,,S"
85,SF000068920,2021-12,-34.833,20.017,14.0,"CAPE AGULHAS, SF",0.0,"1,S",0.0,"1,S",0.0,"1,S",24.0,"1,S",0.0,"1,S",20211202.0,",1,S",20211231.0,",1,S",14.6,"1,S,02,",23.5,"1,S,31,",21.99,"1,,,S",17.05,"1,,,S"
86,SF000068920,2022-01,-34.833,20.017,14.0,"CAPE AGULHAS, SF",0.0,",S",0.0,",S",0.0,",S",31.0,",S",0.0,",S",20220103.0,",,S",20220119.0,"+,,S",15.3,",S,03,",28.8,",S,19,+",24.48,",,,S",18.46,",,,S"
87,SF000068920,2022-02,-34.833,20.017,14.0,"CAPE AGULHAS, SF",0.0,",S",0.0,",S",0.0,",S",28.0,",S",0.0,",S",20220222.0,",,S",20220202.0,"+,,S",15.9,",S,22,",26.7,",S,02,+",24.74,",,,S",18.78,",,,S"
88,SF000068920,2022-03,-34.833,20.017,14.0,"CAPE AGULHAS, SF",0.0,",S",0.0,",S",0.0,",S",29.0,",S",0.0,",S",20220314.0,",,S",20220313.0,"+,,S",14.3,",S,14,",27.8,",S,13,+",24.16,",,,S",18.12,",,,S"
89,SF000068920,2022-04,-34.833,20.017,14.0,"CAPE AGULHAS, SF",0.0,",S",0.0,",S",0.0,",S",14.0,",S",0.0,",S",20220424.0,",,S",20220421.0,"+,,S",11.1,",S,24,",29.4,",S,21,+",21.43,",,,S",14.96,",,,S"
90,SF000068920,2022-05,-34.833,20.017,14.0,"CAPE AGULHAS, SF",0.0,"4,S",0.0,"4,S",0.0,"4,S",7.0,"4,S",0.0,"4,S",20220520.0,",4,S",20220517.0,"+,4,S",10.6,"4,S,20,",26.6,"4,S,17,+",20.77,"4,,,S",13.66,"4,,,S"
91,SF000068920,2022-06,-34.833,20.017,14.0,"CAPE AGULHAS, SF",0.0,",S",0.0,",S",0.0,",S",12.0,",S",0.0,",S",20220616.0,",,S",20220609.0,"+,,S",8.5,",S,16,",29.9,",S,09,+",21.83,",,,S",12.64,",,,S"
92,SF000068920,2022-07,-34.833,20.017,14.0,"CAPE AGULHAS, SF",0.0,",S",0.0,",S",0.0,",S",5.0,",S",0.0,",S",20220721.0,",,S",20220702.0,"+,,S",9.1,",S,21,",26.4,",S,02,+",19.31,",,,S",11.79,",,,S"
93,SF000068920,2022-08,-34.833,20.017,14.0,"CAPE AGULHAS, SF",0.0,",S",0.0,",S",0.0,",S",1.0,",S",0.0,",S",20220815.0,",,S",20220824.0,",,S",8.3,",S,15,",22.1,",S,24,",17.74,",,,S",11.52,",,,S"
94,SF000068920,2022-09,-34.833,20.017,14.0,"CAPE AGULHAS, SF",0.0,",S",0.0,",S",0.0,",S",5.0,",S",0.0,",S",20220905.0,",,S",20220905.0,"+,,S",9.2,",S,05,",22.1,",S,05,+",19.13,",,,S",12.39,",,,S"
95,SF000068920,2022-10,-34.833,20.017,14.0,"CAPE AGULHAS, SF",0.0,",S",0.0,",S",0.0,",S",21.0,",S",0.0,",S",20221001.0,",,S",20221020.0,"+,,S",11.6,",S,01,",23.5,",S,20,+",21.32,",,,S",15.35,",,,S"
96,SF000068920,2022-11,-34.833,20.017,14.0,"CAPE AGULHAS, SF",0.0,"1,S",0.0,"1,S",0.0,"1,S",27.0,"1,S",0.0,"1,S",20221119.0,",1,S",20221124.0,"+,1,S",13.5,"1,S,19,",24.6,"1,S,24,+",22.44,"1,,,S",16.21,"1,,,S"
97,SF000068920,2022-12,-34.833,20.017,14.0,"CAPE AGULHAS, SF",0.0,",S",0.0,",S",0.0,",S",31.0,",S",0.0,",S",20221207.0,",,S",20221223.0,"+,,S",14.6,",S,07,",25.3,",S,23,+",23.77,",,,S",17.84,",,,S"
