,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES
149,AUM00011343,2022-02,47.05,12.95,3113.8,"SONNBLICK AUTOM., AU",23.0,"5,S",0.0,"5,S",0.0,"5,S",20220209.0,",5,S",-0.6,"5,S,09,",-7.56,"5,,,S"
150,AUM00011343,2022-03,47.05,12.95,3113.8,"SONNBLICK AUTOM., AU",29.0,"2,S",0.0,"2,S",0.0,"2,S",20220327.0,"+,2,S",-1.2,"2,S,27,+",-6.91,"2,,,S"
151,AUM00011343,2022-04,47.05,12.95,3113.8,"SONNBLICK AUTOM., AU",25.0,"2,S",0.0,"2,S",0.0,"2,S",20220414.0,",2,S",2.9,"2,S,14,",-4.03,"2,,,S"
152,AUM00011343,2022-05,47.05,12.95,3113.8,"SONNBLICK AUTOM., AU",10.0,"1,S",0.0,"1,S",0.0,"1,S",20220520.0,",1,S",9.2,"1,S,20,",2.8,"1,,,S"
153,AUM00011343,2022-06,47.05,12.95,3113.8,"SONNBLICK AUTOM., AU",1.0,",S",0.0,",S",0.0,",S",20220627.0,"+,,S",11.7,",S,27,+",7.02,",,,S"
154,AUM00011343,2022-07,47.05,12.95,3113.8,"SONNBLICK AUTOM., AU",2.0,",S",0.0,",S",0.0,",S",20220725.0,",,S",14.1,",S,25,",8.13,",,,S"
155,AUM00011343,2022-08,47.05,12.95,3113.8,"SONNBLICK AUTOM., AU",0.0,"1,S",0.0,"1,S",0.0,"1,S",20220804.0,",1,S",11.5,"1,S,04,",6.5,"1,,,S"
156,AUM00011343,2022-09,47.05,12.95,3113.8,"SONNBLICK AUTOM., AU",14.0,"1,S",0.0,"1,S",0.0,"1,S",20220905.0,",1,S",7.3,"1,S,05,",1.12,"1,,,S"
157,AUM00011343,2022-10,47.05,12.95,3113.8,"SONNBLICK AUTOM., AU",8.0,"4,S",0.0,"4,S",0.0,"4,S",20221006.0,",4,S",6.5,"4,S,06,",1.84,"4,,,S"
158,AUM00011389,2021-01,48.183,15.617,273.0,"ST POELTEN LANDHAUS, AU",4.0,"3,S",0.0,"3,S",0.0,"3,S",20210123.0,",3,S",10.9,"3,S,23,",3.1,"3,,,S"
159,AUM00011389,2021-02,48.183,15.617,273.0,"ST POELTEN LANDHAUS, AU",1.0,"5,S",0.0,"5,S",0.0,"5,S",20210224.0,",5,S",17.6,"5,S,24,",7.53,"5,,,S"
160,AUM00011389,2021-03,48.183,15.617,273.0,"ST POELTEN LANDHAUS, AU",0.0,"1,S",2.0,"1,S",0.0,"1,S",20210331.0,",1,S",25.2,"1,S,31,",10.41,"1,,,S"
161,AUM00011389,2021-04,48.183,15.617,273.0,"ST POELTEN LANDHAUS, AU",0.0,"1,S",4.0,"1,S",0.0,"1,S",20210401.0,",1,S",24.0,"1,S,01,",14.16,"1,,,S"
162,AUM00011389,2021-05,48.183,15.617,273.0,"ST POELTEN LANDHAUS, AU",0.0,",S",6.0,",S",0.0,",S",20210511.0,",,S",31.4,",S,11,",19.17,",,,S"
163,AUM00011389,2021-06,48.183,15.617,273.0,"ST POELTEN LANDHAUS, AU",0.0,",S",30.0,",S",5.0,",S",20210620.0,",,S",33.5,",S,20,",28.13,",,,S"
164,AUM00011389,2021-07,48.183,15.617,273.0,"ST POELTEN LANDHAUS, AU",0.0,",S",29.0,",S",3.0,",S",20210706.0,",,S",34.7,",S,06,",27.53,",,,S"
165,AUM00011389,2021-08,48.183,15.617,273.0,"ST POELTEN LANDHAUS, AU",0.0,",S",21.0,",S",0.0,",S",20210815.0,",,S",31.8,",S,15,",23.69,",,,S"
166,AUM00011389,2021-09,48.183,15.617,273.0,"ST POELTEN LANDHAUS, AU",0.0,"1,S",20.0,"1,S",0.0,"1,S",20210909.0,",1,S",28.1,"1,S,09,",22.09,"1,,,S"
167,AUM00011389,2021-10,48.183,15.617,273.0,"ST POELTEN LANDHAUS, AU",0.0,"3,S",1.0,"3,S",0.0,"3,S",20211005.0,",3,S",25.1,"3,S,05,",15.49,"3,,,S"
168,AUM00011389,2021-11,48.183,15.617,273.0,"ST POELTEN LANDHAUS, AU",0.0,"3,S",0.0,"3,S",0.0,"3,S",20211110.0,",3,S",13.4,"3,S,10,",7.54,"3,,,S"
169,AUM00011389,2022-01,48.183,15.617,273.0,"ST POELTEN LANDHAUS, AU",2.0,"5,S",0.0,"5,S",0.0,"5,S",20220101.0,",5,S",12.7,"5,S,01,",4.45,"5,,,S"
170,AUM00011389,2022-02,48.183,15.617,273.0,"ST POELTEN LANDHAUS, AU",0.0,"1,S",0.0,"1,S",0.0,"1,S",20220224.0,",1,S",14.5,"1,S,24,",9.14,"1,,,S"
171,AUM00011389,2022-03,48.183,15.617,273.0,"ST POELTEN LANDHAUS, AU",0.0,",S",3.0,",S",0.0,",S",20220323.0,",,S",22.2,",S,23,",12.3,",,,S"
172,AUM00011389,2022-04,48.183,15.617,273.0,"ST POELTEN LANDHAUS, AU",0.0,"1,S",2.0,"1,S",0.0,"1,S",20220414.0,",1,S",24.9,"1,S,14,",14.49,"1,,,S"
173,AUM00011389,2022-05,48.183,15.617,273.0,"ST POELTEN LANDHAUS, AU",0.0,",S",22.0,",S",0.0,",S",20220520.0,",,S",31.7,",S,20,",23.1,",,,S"
174,AUM00011389,2022-06,48.183,15.617,273.0,"ST POELTEN LANDHAUS, AU",0.0,",S",29.0,",S",2.0,",S",20220627.0,",,S",34.9,",S,27,",27.54,",,,S"
175,AUM00011389,2022-07,48.183,15.617,273.0,"ST POELTEN LANDHAUS, AU",0.0,",S",29.0,",S",5.0,",S",20220725.0,",,S",34.9,",S,25,",27.39,",,,S"
176,AUM00011389,2022-08,48.183,15.617,273.0,"ST POELTEN LANDHAUS, AU",0.0,"1,S",26.0,"1,S",4.0,"1,S",20220805.0,",1,S",34.9,"1,S,05,",26.85,"1,,,S"
177,AUM00011389,2022-09,48.183,15.617,273.0,"ST POELTEN LANDHAUS, AU",0.0,",S",12.0,",S",0.0,",S",20220907.0,",,S",27.7,",S,07,",18.95,",,,S"
178,AUM00011389,2022-10,48.183,15.617,273.0,"ST POELTEN LANDHAUS, AU",0.0,"1,S",3.0,"1,S",0.0,"1,S",20221017.0,",1,S",23.8,"1,S,17,",17.36,"1,,,S"
179,AUM00011389,2022-11,48.183,15.617,273.0,"ST POELTEN LANDHAUS, AU",0.0,"2,S",0.0,"2,S",0.0,"2,S",20221103.0,",2,S",19.7,"2,S,03,",9.84,"2,,,S"
180,AUM00011389,2022-12,48.183,15.617,273.0,"ST POELTEN LANDHAUS, AU",5.0,"3,S",0.0,"3,S",0.0,"3,S",20221231.0,",3,S",14.6,"3,S,31,",4.54,"3,,,S"
