"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00206371","1898-03","42.01667","-85.55","265.2","PARKVILLE, MI US","","","11",",6","10",",6","1",",6","0",",6","","","","","","","","","","","","","","","18980313",",,6","","","18980318",",,6","","","","","0",",T,6,13,","47.8",",,6,18,","","","","","134.6",",,,6","0",",T,,6","","","","","",""
"USC00206371","1898-04","42.01667","-85.55","265.2","PARKVILLE, MI US","","","13",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","","","18980422",",,6","","","","","","","8.6",",,6,22,","","","","","35.7",",,,6","","","","","","","",""
"USC00206371","1898-05","42.01667","-85.55","265.2","PARKVILLE, MI US","","","12",",6","10",",6","1",",6","","","","","","","","","","","","","","","","","","","","","18980521",",,6","","","","","","","30.5",",,6,21,","","","","","93.6",",,,6","","","","","","","",""
"USC00206371","1898-06","42.01667","-85.55","265.2","PARKVILLE, MI US","","","9",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","","","","","18980612",",,6","","","","","","","24.1",",,6,12,","","","","","79.9",",,,6","","","","","","","",""
"USC00206371","1898-07","42.01667","-85.55","265.2","PARKVILLE, MI US","","","9",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","18980719",",,6","","","","","","","21.6",",,6,19,","","","","","44.0",",,,6","","","","","","","",""
"USC00206371","1898-08","42.01667","-85.55","265.2","PARKVILLE, MI US","","","9",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","","","18980803",",,6","","","","","","","54.6",",,6,03,","","","","","116.6",",,,6","","","","","","","",""
"USC00206371","1898-09","42.01667","-85.55","265.2","PARKVILLE, MI US","","","8",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","","","18980904",",,6","","","","","","","38.1",",,6,04,","","","","","89.0",",,,6","","","","","","","",""
"USC00206371","1898-10","42.01667","-85.55","265.2","PARKVILLE, MI US","","","12",",6","11",",6","0",",6","0",",6","","","","","","","","","","","","","","","18981025",",,6","","","18981024",",,6","","","","","0",",T,6,25,","20.3",",,6,24,","","","","","96.4",",,,6","0",",T,,6","","","","","",""
"USC00206371","1898-11","42.01667","-85.55","265.2","PARKVILLE, MI US","","","9",",6","9",",6","0",",6","4",",6","","","","","","","","","","","","","","","18981110",",,6","","","18981110","+,,6","","","","","191",",,6,10,","19.1",",,6,10,+","","","","","91.7",",,,6","356",",,,6","","","","","",""
"USC00206371","1898-12","42.01667","-85.55","265.2","PARKVILLE, MI US","","","9",",6","8",",6","0",",6","6",",6","","","","","","","","","","","","","","","18981222",",,6","","","18981222",",,6","","","","","76",",,6,22,","23.4",",,6,22,","","","","","61.8",",,,6","201",",,,6","","","","","",""
"USC00206371","1899-01","42.01667","-85.55","265.2","PARKVILLE, MI US","","","10",",6","10",",6","0",",6","6",",6","","","","","","","","","","","","","","","18990106",",,6","","","18990104",",,6","","","","","51",",,6,06,","22.9",",,6,04,","","","","","73.3",",,,6","176",",,,6","","","","","",""
"USC00206371","1899-02","42.01667","-85.55","265.2","PARKVILLE, MI US","","","9",",6","8",",6","1",",6","6",",6","","","","","","","","","","","","","","","18990222",",,6","","","18990225",",,6","","","","","51",",,6,22,","30.2",",,6,25,","","","","","64.5",",,,6","176",",,,6","","","","","",""
"USC00206371","1899-03","42.01667","-85.55","265.2","PARKVILLE, MI US","","","17",",6","15",",6","0",",6","10",",6","","","","","","","","","","","","","","","18990304",",,6","","","18990322",",,6","","","","","152",",,6,04,","18.3",",,6,22,","","","","","114.8",",,,6","609",",,,6","","","","","",""
