"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00040232","1956-01","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","0.0","0","0.0","1,0","18",",0","13",",0","0",",0","0",",0","0",",0","0","1,0","1","1,0","0",",0","0",",0","0",",0","","","19560129",",1,0","19560131","+,,0","19560131","+,,0","19560125",",,0","19560116","+,,0","-1.1","1,0,29,","0",",,0,31,+","0",",,0,31,+","20.6",",,0,25,","15.0",",0,16,+","25.1",",,,0","808.2","0","287.2",",0","118.7",",,,0","0",",,,0","8.78","1,0","12.61",",,,0","4.95","1,,,0"
"USC00040232","1956-02","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","0.0","0","0.0",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","0",",0","0",",0","","","19560217","+,,0","19560229","+,,0","19560229","+,,0","19560223",",,0","19560223",",,0","-1.1",",0,17,+","0",",,0,29,+","0",",,0,29,+","9.9",",,0,23,","18.9",",0,23,","72.6",",,,0","1100.1","0","291.9",",0","18.3",",,,0","0",",,,0","8.27",",0","14.59",",,,0","1.95",",,,0"
"USC00040232","1956-03","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","0.0","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","10",",0","0",",0","","","19560313",",,0","19560331","+,,0","19560331","+,,0","19560305",",,0","19560318",",,0","-1.1",",0,13,","0",",,0,31,+","0",",,0,31,+","1.0",",,0,05,","25.6",",0,18,","136.9",",,,0","1298.7","0","198.6",",0","1.0",",,,0","0",",,,0","11.93",",0","19.62",",,,0","4.23",",,,0"
"USC00040232","1956-04","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","1.7","0","1.7",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","","","19560412",",,0","19560430","+,,0","19560430","+,,0","19560412",",,0","19560423","+,,0","0.6",",0,12,","0",",,0,30,+","0",",,0,30,+","15.2",",,0,12,","28.9",",0,23,+","139.9",",,,0","1420.2","0","121.5",",0","48.8",",,,0","0",",,,0","14.34",",0","21.95",",,,0","6.73",",,,0"
"USC00040232","1956-05","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","29.2","0","27.5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","2",",0","","","19560501",",,0","19560531","+,,0","19560531","+,,0","19560504",",,0","19560517",",,0","7.2",",0,01,","0",",,0,31,+","0",",,0,31,+","7.9",",,0,04,","34.4",",0,17,","201.6","2,,,0","1463.6","0","43.4",",0","9.5",",,,0","0",",,,0","17.82",",0","25.11",",,,0","10.54",",,,0"
"USC00040232","1956-06","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","140.7","0","111.5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","11",",0","","","19560611",",,0","19560630","+,,0","19560630","+,,0","19560630","+,,0","19560629",",,0","7.2",",0,11,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","40.6",",0,29,","296.6",",,,0","1471.6","0","8.0",",0","0.0",",,,0","0",",,,0","21.78",",0","31.06",",,,0","12.51",",,,0"
"USC00040232","1956-07","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","278.5","0","137.8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","19",",0","","","19560713",",,0","19560731","+,,0","19560731","+,,0","19560719",",,0","19560723",",,0","8.9",",0,13,","0",",,0,31,+","0",",,0,31,+","0.3",",,0,19,","39.4",",0,23,","287.6",",,,0","0.8","0","0.8",",0","0.3",",,,0","0",",,,0","22.75",",0","32.42",",,,0","13.08",",,,0"
"USC00040232","1956-08","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","366.8","0","88.3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","","","19560817","+,,0","19560831","+,,0","19560831","+,,0","19560831","+,,0","19560811",",,0","9.4",",0,17,+","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","37.2",",0,11,","254.7",",,,0","1.8","0","1.0",",0","0.0",",,,0","0",",,,0","21.15",",0","30.66",",,,0","11.63",",,,0"
"USC00040232","1956-09","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","440.9","0","74.1",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","","","19560915","+,,0","19560930","+,,0","19560930","+,,0","19560919",",,0","19560904",",,0","8.3",",0,15,+","0",",,0,30,+","0",",,0,30,+","19.8",",,0,19,","34.4",",0,04,","202.2",",,,0","4.6","0","2.8",",0","19.8",",,,0","0",",,,0","20.71",",0","29.69",",,,0","11.74",",,,0"
"USC00040232","1956-10","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","457.3","0","16.4",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","","","19561028",",,0","19561031","+,,0","19561031","+,,0","19561031",",,0","19561007","+,,0","2.8",",0,28,","0",",,0,31,+","0",",,0,31,+","6.9",",,0,31,","30.0",",0,07,+","138.2",",,,0","84.8","0","80.2",",0","12.1",",,,0","0",",,,0","16.27",",0","23.98",",,,0","8.57",",,,0"
"USC00040232","1956-11","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","457.3","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","11",",0","0",",0","3","","19561129","+,,0","19561130","+,,0","19561130","+,,0","19561102",",,0","19561113","+,,0","-2.2",",0,29,+","0",",,0,30,+","0",",,0,30,+","0.3",",,0,02,","25.6",",0,13,+","66.7",",,,0","288.5","0","203.7",",0","0.3",",,,0","0",",,,0","11.54",",0","20.36",",,,0","2.72",",,,0"
"USC00040232","1956-12","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","457.3","0","0.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","19",",0","0",",0","2",",0","0",",0","5","","19561226","+,,0","19561231","+,,0","19561231","+,,0","19561205",",,0","19561212","+,,0","-4.4",",0,26,+","0",",,0,31,+","0",",,0,31,+","2.8",",,0,05,","21.1",",0,12,+","35.4",",,,0","628.4","0","339.9",",0","3.8",",,,0","0",",,,0","7.37",",0","15.03",",,,0","-0.29",",,,0"
"USC00040232","1957-01","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","0.0","0","0.0",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","0",",0","0",",0","1","","19570110",",,0","19570131","+,,0","19570131","+,,0","19570113",",,0","19570101",",,0","-5.0",",0,10,","0",",,0,31,+","0",",,0,31,+","22.4",",,0,13,","17.2",",0,01,","40.7","2,,,0","1005.6","0","377.2",",0","42.6",",,,0","0",",,,0","6.16",",0","12.08",",,,0","0.25",",,,0"
"USC00040232","1957-02","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","0.0","0","0.0",",0","11",",0","8",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","1",",0","0",",0","3","","19570204",",,0","19570228","+,,0","19570228","+,,0","19570223",",,0","19570215",",,0","-3.3",",0,04,","0",",,0,28,+","0",",,0,28,+","19.3",",,0,23,","23.3",",0,15,","30.2",",,,0","1218.6","0","213.0",",0","84.2",",,,0","0",",,,0","10.73",",0","15.32",",,,0","6.13",",,,0"
"USC00040232","1957-03","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","0.6","0","0.6",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","","","19570324","+,,0","19570331","+,,0","19570331","+,,0","19570301",",,0","19570329",",,0","1.1",",0,24,+","0",",,0,31,+","0",",,0,31,+","16.5",",,0,01,","26.7",",0,29,","85.4",",,,0","1400.4","0","181.8",",0","40.9",",,,0","0",",,,0","12.49",",0","18.43",",,,0","6.55",",,,0"
"USC00040232","1957-04","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","14.0","0","13.4",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","1",",0","","","19570421","+,,0","19570430","+,,0","19570430","+,,0","19570418",",,0","19570429",",,0","5.0",",0,21,+","0",",,0,30,+","0",",,0,30,+","17.3",",,0,18,","32.8",",0,29,","171.3","2,,,0","1500.6","0","100.2",",0","20.8",",,,0","0",",,,0","15.44",",0","22.74",",,,0","8.13",",,,0"
"USC00040232","1957-05","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","33.2","0","19.2",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","2",",0","","","19570510",",,0","19570531","+,,0","19570531","+,,0","19570521",",,0","19570528",",,0","5.6",",0,10,","0",",,0,31,+","0",",,0,31,+","15.5",",,0,21,","33.9",",0,28,","190.5","1,,,0","1560.3","0","59.7",",0","29.2",",,,0","0",",,,0","17.03",",0","23.75",",,,0","10.30",",,,0"
"USC00040232","1957-06","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","179.0","0","145.8","1,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","30",",0","16",",0","","","19570614","+,1,0","19570630","+,,0","19570630","+,,0","19570630","+,,0","19570625","+,,0","8.9","1,0,14,+","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","40.6",",0,25,+","315.8",",,,0","1561.4","0","1.1",",0","0.0",",,,0","0",",,,0","23.39","1,0","33.01",",,,0","13.77","1,,,0"
"USC00040232","1957-07","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","329.5","0","150.5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","","","19570702",",,0","19570731","+,,0","19570731","+,,0","19570731","+,,0","19570710",",,0","8.9",",0,02,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","38.9",",0,10,","322.6",",,,0","0.3","0","0.3",",0","0.0",",,,0","0",",,,0","23.18",",0","32.86",",,,0","13.50",",,,0"
"USC00040232","1957-08","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","426.4","0","96.9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","","","19570831","+,,0","19570831","+,,0","19570831","+,,0","19570831","+,,0","19570803",",,0","7.2",",0,31,+","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","37.8",",0,03,","265.1","1,,,0","4.7","0","4.4",",0","0.0",",,,0","0",",,,0","21.32",",0","31.59",",,,0","11.04",",,,0"
"USC00040232","1957-09","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","522.6","0","96.2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","12",",0","","","19570921",",,0","19570930","+,,0","19570930","+,,0","19570928",",,0","19570908",",,0","8.3",",0,21,","0",",,0,30,+","0",",,0,30,+","0.5",",,0,28,","42.2",",0,08,","205.1",",,,0","7.7","0","3.0",",0","0.5",",,,0","0",",,,0","21.44",",0","30.99",",,,0","11.89",",,,0"
"USC00040232","1957-10","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","523.2","0","0.6",",0","6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","","","19571021",",,0","19571031","+,,0","19571031","+,,0","19571010",",,0","19571019",",,0","4.4",",0,21,","0",",,0,31,+","0",",,0,31,+","10.9",",,0,10,","27.2",",0,19,","98.6",",,,0","74.5","0","66.8",",0","33.4",",,,0","0",",,,0","16.20",",0","22.73",",,,0","9.67",",,,0"
"USC00040232","1957-11","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","523.2","0","0.0",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","4",",0","0",",0","3","","19571125","+,,0","19571130","+,,0","19571130","+,,0","19571119",",,0","19571101",",,0","-0.6",",0,25,+","0",",,0,30,+","0",",,0,30,+","2.0",",,0,19,","23.9",",0,01,","61.4",",,,0","291.5","0","217.0",",0","4.1",",,,0","0",",,,0","11.10",",0","18.14",",,,0","4.05",",,,0"
"USC00040232","1957-12","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","523.2","0","0.0",",0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","0",",0","0",",0","8","","19571203",",,0","19571231","+,,0","19571231","+,,0","19571215",",,0","19571203",",,0","-2.2",",0,03,","0",",,0,31,+","0",",,0,31,+","21.6",",,0,15,","18.9",",0,03,","26.2",",,,0","634.0","0","342.5",",0","61.1",",,,0","0",",,,0","7.29",",0","12.34",",,,0","2.24",",,,0"
"USC00040232","1958-01","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","0.0","0","0.0",",0","10",",0","7",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","0",",0","0",",0","9","","19580122","+,,0","19580131","+,,0","19580131","+,,0","19580126",",,0","19580119",",,0","-2.2",",0,22,+","0",",,0,31,+","0",",,0,31,+","19.8",",,0,26,","17.2",",0,19,","22.3","3,,,0","979.6","0","345.6",",0","81.5",",,,0","0",",,,0","7.19",",0","13.02",",,,0","1.35",",,,0"
"USC00040232","1958-02","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","0.0","0","0.0",",0","16",",0","12",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","2","","19580227","+,,0","19580228","+,,0","19580228","+,,0","19580219",",,0","19580224",",,0","1.7",",0,27,+","0",",,0,28,+","0",",,0,28,+","47.5",",,0,19,","21.1",",0,24,","34.1",",,,0","1163.5","0","183.9",",0","141.4",",,,0","0",",,,0","11.77",",0","16.31",",,,0","7.22",",,,0"
"USC00040232","1958-03","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","0.0","0","0.0",",0","16",",0","12",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","","","19580305","+,,0","19580331","+,,0","19580331","+,,0","19580316",",,0","19580320","+,,0","0.6",",0,05,+","0",",,0,31,+","0",",,0,31,+","24.6",",,0,16,","18.9",",0,20,+","80.5",",,,0","1416.1","0","252.6",",0","105.8",",,,0","0",",,,0","10.18",",0","15.91",",,,0","4.46",",,,0"
"USC00040232","1958-04","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","5.9","0","5.9",",0","7",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","","","19580425",",,0","19580430","+,,0","19580430","+,,0","19580403",",,0","19580421",",,0","2.2",",0,25,","0",",,0,30,+","0",",,0,30,+","37.3",",,0,03,","28.9",",0,21,","158.1",",,,0","1531.6","0","115.5",",0","100.8",",,,0","0",",,,0","14.68",",0","21.62",",,,0","7.74",",,,0"
"USC00040232","1958-05","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","34.6","0","28.7",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","2",",0","","","19580514","+,,0","19580531","+,,0","19580531","+,,0","19580523",",,0","19580516",",,0","5.0",",0,14,+","0",",,0,31,+","0",",,0,31,+","13.2",",,0,23,","33.9",",0,16,","","","1566.6","0","35.0",",0","15.3",",,,0","0",",,,0","18.13",",0","26.74",",,,0","9.52",",,,0"
"USC00040232","1958-06","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","116.8","0","82.2",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","12",",0","","","19580603",",,0","19580630","+,,0","19580630","+,,0","19580613",",,0","19580616",",,0","9.4",",0,03,","0",",,0,30,+","0",",,0,30,+","5.6",",,0,13,","37.2",",0,16,","","","1572.6","0","6.0",",0","6.7",",,,0","0",",,,0","20.87",",0","29.52",",,,0","12.23",",,,0"
"USC00040232","1958-07","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","226.8","0","110.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","13",",0","","","19580718","+,,0","19580731","+,,0","19580731","+,,0","19580729",",,0","19580711",",,0","10.0",",0,18,+","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,29,","36.1",",0,11,","","","0.3","0","0.3",",0","0.0",",T,,0","0",",,,0","21.87",",0","31.02",",,,0","12.73",",,,0"
"USC00040232","1958-08","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","389.8","0","163.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","","","19580806",",,0","19580831","+,,0","19580831","+,,0","19580816",",,0","19580815",",,0","6.1",",0,06,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,16,","38.3",",0,15,","","","0.3","0","0.0",",0","0.0",",T,,0","0",",,,0","23.59",",0","33.19",",,,0","13.99",",,,0"
"USC00040232","1958-09","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","512.2","0","122.4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","19",",0","","","19580925",",,0","19580930","+,,0","19580930","+,,0","19580923",",,0","19580907",",,0","6.7",",0,25,","0",",,0,30,+","0",",,0,30,+","0.5",",,0,23,","39.4",",0,07,","202.6",",,,0","2.2","0","1.9",",0","0.8",",,,0","0",",,,0","22.35",",0","32.19",",,,0","12.50",",,,0"
"USC00040232","1958-10","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","557.8","0","45.6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","2","","19581031","+,,0","19581031","+,,0","19581031","+,,0","19581018",",,0","19581004","+,,0","5.0",",0,31,+","0",",,0,31,+","0",",,0,31,+","1.8",",,0,18,","36.1",",0,04,+","122.1","1,,,0","43.8","0","41.6",",0","1.8",",,,0","0",",,,0","18.46",",0","28.01",",,,0","8.91",",,,0"
"USC00040232","1958-11","37.9833","-121.7525","18.3","ANTIOCH PUMPING PLANT NUMBER 3, CA US","559.2","0","1.4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","14",",0","0",",0","5","","19581117",",,0","19581130","+,,0","19581130","+,,0","19581110",",,0","19581109",",,0","-4.4",",0,17,","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,10,","27.2",",0,09,","71.2",",,,0","222.9","0","179.1",",0","0.0",",T,,0","0",",,,0","12.41",",0","20.78",",,,0","4.04",",,,0"
