"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00014835","1945-06","40.41236","-86.94739","181.7","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","76.0","6","60.3","3,6","15",",6","11",",6","0",",6","","","0",",6","0","3,6","0","3,6","0",",6","24",",6","2",",6","","","","","19450605",",3,6","","","19450630","+,,6","","","19450612",",,6","19450624",",,6","1.7","3,6,05,","","","0",",,6,30,+","23.1",",,6,12,","32.8",",6,24,","","","36.9",",6","118.0",",,,6","0",",,,6","19.46","3,6","25.15",",,,6","13.77","3,,,6","","","","","","","","","","","",""
"USW00014835","1945-07","40.41236","-86.94739","181.7","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","225.5","6","149.5",",6","4",",6","2",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","6",",6","","","","","19450711",",,6","","","","","","","19450713",",,6","19450724",",,6","10.0",",6,11,","","","","","37.3",",,6,13,","36.7",",6,24,","1.7","6","1.7",",6","58.2",",,,6","","","23.10",",6","28.99",",,,6","17.21",",,,6","","","","","","","","","","","",""
"USW00014835","1945-08","40.41236","-86.94739","181.7","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","367.2","6","141.7",",6","8",",6","8",",6","0",",6","","","0",",6","0",",6","0",",6","0",",6","31",",6","7",",6","","","","","19450826",",,6","","","19450831","+,,6","","","19450814",",,6","19450830",",,6","8.9",",6,26,","","","0",",,6,31,+","22.1",",,6,14,","34.4",",6,30,","3.9","6","2.2",",6","87.6",",,,6","0",",,,6","22.83",",6","28.85",",,,6","16.82",",,,6","","","","","","","","","","","",""
"USW00014835","1945-09","40.41236","-86.94739","181.7","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","422.6","6","55.4",",6","11","1,6","9","1,6","1","1,6","","","0",",6","0",",6","0",",6","0",",6","23",",6","2",",6","","","","","19450930","+,,6","","","19450930","+,,6","","","19450928",",1,6","19450907","+,,6","7.2",",6,30,+","","","0",",,6,30,+","31.8","1,,6,28,","32.2",",6,07,+","40.3","6","36.4",",6","134.4","1,,,6","0",",,,6","18.97",",6","23.92",",,,6","14.01",",,,6","","","","","","","","","","","",""
"USW00014835","1945-10","40.41236","-86.94739","181.7","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","422.6","6","0.0",",6","9",",6","3",",6","1",",6","","","0",",6","0",",6","2",",6","0",",6","8",",6","0",",6","","","","","19451015","+,,6","","","19451031","+,,6","","","19451021",",,6","19451029","+,,6","-1.1",",6,15,+","","","0",",,6,31,+","32.0",",,6,21,","23.9",",6,29,+","254.7","6","214.4",",6","60.3",",,,6","0",",,,6","11.42",",6","17.53",",,,6","5.31",",,,6","","","","","","","","","","","",""
"USW00014835","1945-11","40.41236","-86.94739","181.7","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","422.6","6","0.0",",6","10",",6","4",",6","0",",6","","","0",",6","0",",6","12",",6","2",",6","3",",6","0",",6","","","","","19451124","+,,6","","","19451123","+,,6","","","19451108",",,6","19451101",",,6","-8.3",",6,24,+","","","3",",,6,23,+","21.3",",,6,08,","23.3",",6,01,","643.8","6","389.1",",6","47.4",",,,6","6",",,,6","5.36",",6","9.68",",,,6","1.05",",,,6","","","","","","","","","","","",""
"USW00014835","1945-12","40.41236","-86.94739","181.7","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","422.6","6","0.0",",6","8",",6","5",",6","0",",6","","","2",",6","6",",6","30",",6","17",",6","0",",6","0",",6","","","","","19451220",",,6","","","19451219",",,6","","","19451224",",,6","19451208",",,6","-22.2",",6,20,","","","102",",,6,19,","24.9",",,6,24,","13.9",",6,08,","1359.3","6","715.5",",6","58.7",",,,6","199",",,,6","-4.75",",6","-0.66",",,,6","-8.84",",,,6","","","","","","","","","","","",""
"USW00014835","1947-01","40.41236","-86.94739","181.7","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","0.0","","0.0",",6","12",",6","5",",6","0",",6","","","1",",6","0",",6","25",",6","10",",6","0",",6","0",",6","","","","","19470122","+,,6","","","19470101",",,6","","","19470130",",,6","19470127",",,6","-15.6",",6,22,+","","","41",",,6,01,","23.9",",,6,30,","15.0",",6,27,","","","581.2",",6","65.3",",,,6","65",",,,6","-0.41",",6","4.28",",,,6","-5.11",",,,6","","","","","","","","","","","",""
"USW00014835","1948-08","40.41236","-86.94739","181.7","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","2","3,0","2","3,0","0","3,0","0","3,0","0","3,0","","","","","","","","","","","","","","","","","19480831","+,3,0","19480831","+,3,0","","","19480811",",3,0","","","","","0","3,,0,31,+","0","3,,0,31,+","8.1","3,,0,11,","","","","","","","13.7","3,,,0","0","3,,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1948-09","40.41236","-86.94739","181.7","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","9",",0","7",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","19480930","+,,0","19480930","+,,0","","","19480920",",,0","","","","","0",",,0,30,+","0",",,0,30,+","44.5",",,0,20,","","","","","","","87.4",",,,0","0",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1948-10","40.41236","-86.94739","181.7","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","8",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","19481031","+,,0","19481031","+,,0","","","19481016",",,0","","","","","0",",,0,31,+","0",",,0,31,+","20.1",",,0,16,","","","","","","","50.5",",,,0","0",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1948-11","40.41236","-86.94739","181.7","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","10",",0","7",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","19481130","+,,0","19481130","+,,0","","","19481105",",,0","","","","","0",",,0,30,+","0",",,0,30,+","26.4",",,0,05,","","","","","","","81.1",",,,0","0",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1948-12","40.41236","-86.94739","181.7","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","9",",0","7",",0","1",",0","4",",0","1",",0","","","","","","","","","","","","","","","","","19481218",",,0","19481218",",,0","","","19481228",",,0","","","","","102",",,0,18,","114",",,0,18,","36.3",",,0,28,","","","","","","","95.0",",,,0","137",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1949-01","40.41236","-86.94739","181.7","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","14",",0","7",",0","2",",0","1",",0","1",",0","","","","","","","","","","","15","","","","","","19490131",",,0","19490131",",,0","","","19490118",",,0","","","","","25",",,0,31,","51",",,0,31,","62.5",",,0,18,","","","","","","","176.2",",,,0","77",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1949-02","40.41236","-86.94739","181.7","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","10",",0","8",",0","1",",0","3",",0","0",",0","","","","","","","","","","","13","","","","","","19490203","+,,0","19490228",",,0","2","","19490215",",,0","","","","","25",",,0,03,+","5",",,0,28,","37.1",",,0,15,","","","","","","","82.1",",,,0","5",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1949-03","40.41236","-86.94739","181.7","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","12",",0","4",",0","1",",0","0",",0","1",",0","","","","","","","","","","","6","","","","","","19490318","+,,0","19490315",",,0","3","","19490326",",,0","","","","","0",",T,0,18,+","25",",,0,15,","46.2",",,0,26,","","","","","","","78.9",",,,0","63",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1949-04","40.41236","-86.94739","181.7","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","10",",0","7",",0","0",",0","0",",0","0",",0","","","","","","","","","","","8","","","","","","19490430","+,,0","19490415",",,0","1","","19490426",",,0","","","","","0",",,0,30,+","0",",T,0,15,","18.8",",,0,26,","","","","","","","57.5",",,,0","0",",T,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1949-05","40.41236","-86.94739","181.7","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","11",",0","10",",0","1",",0","0",",0","0",",0","","","","","","","","","","","10","","","","","","19490531","+,,0","19490531","+,,0","7","","19490521",",,0","","","","","0",",,0,31,+","0",",,0,31,+","25.7",",,0,21,","","","","","","","87.4",",,,0","0",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1949-06","40.41236","-86.94739","181.7","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","9",",0","9",",0","2",",0","0",",0","0",",0","","","","","","","","","","","12","","","","","","19490630","+,,0","19490630","+,,0","7","","19490615",",,0","","","","","0",",,0,30,+","0",",,0,30,+","42.7",",,0,15,","","","","","","","148.0",",,,0","0",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1949-07","40.41236","-86.94739","181.7","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","8",",0","7",",0","1",",0","0",",0","0",",0","","","","","","","","","","","12","","","","","","19490731","+,,0","19490731","+,,0","9","","19490709",",,0","","","","","0",",,0,31,+","0",",,0,31,+","36.8",",,0,09,","","","","","","","122.4",",,,0","0",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1949-08","40.41236","-86.94739","181.7","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","5",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","19","","","","","","19490831","+,,0","19490831","+,,0","5","","19490802",",,0","","","","","0",",,0,31,+","0",",,0,31,+","6.9",",,0,02,","","","","","","","21.7",",,,0","0",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1949-09","40.41236","-86.94739","181.7","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","8",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","11","","","","","","19490930","+,,0","19490930","+,,0","3","","19490904",",,0","","","","","0",",,0,30,+","0",",,0,30,+","11.4",",,0,04,","","","","","","","35.2",",,,0","0",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1949-10","40.41236","-86.94739","181.7","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","9",",0","6",",0","3",",0","0",",0","0",",0","","","","","","","","","","","14","","","","","","19491031","+,,0","19491031","+,,0","3","","19491011",",,0","","","","","0",",,0,31,+","0",",,0,31,+","83.8",",,0,11,","","","","","","","190.8",",,,0","0",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1949-11","40.41236","-86.94739","181.7","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","6",",0","3",",0","1",",0","0",",0","0",",0","","","","","","","","","","","4","","","","","","19491130","+,,0","19491125","+,,0","","","19491112",",,0","","","","","0",",,0,30,+","0",",T,0,25,+","34.8",",,0,12,","","","","","","","52.1",",,,0","0",",T,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1949-12","40.41236","-86.94739","181.7","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","14",",0","8",",0","1",",0","0",",0","1",",0","","","","","","","","","","","12","","","","","","19491210","+,,0","19491209",",,0","","","19491221",",,0","","","","","0",",T,0,10,+","51",",,0,09,","41.1",",,0,21,","","","","","","","116.1",",,,0","51",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1950-01","40.41236","-86.94739","181.7","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","14",",0","10",",0","4",",0","3",",0","2",",0","","","","","","","","","","","15","","","","","","19500106",",,0","19500106",",,0","4","","19500103",",,0","","","","","76",",,0,06,","64",",,0,06,","54.4",",,0,03,","","","","","","","231.3",",,,0","102",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1950-02","40.41236","-86.94739","181.7","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","12",",0","9",",0","0",",0","6",",0","2",",0","","","","","","","","","","","16","","","","","","19500226","+,,0","19500225",",,0","2","","19500213",",,0","","","","","102",",,0,26,+","89",",,0,25,","24.4",",,0,13,","","","","","","","83.4",",,,0","153",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1950-03","40.41236","-86.94739","181.7","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","13",",0","6",",0","1",",0","3",",0","1",",0","","","","","","","","","","","12","","","","","","19500314","+,,0","19500312",",,0","3","","19500327",",,0","","","","","51",",,0,14,+","102",",,0,12,","41.4",",,0,27,","","","","","","","78.4",",,,0","102",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1950-04","40.41236","-86.94739","181.7","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","12",",0","10",",0","0",",0","0",",0","0",",0","","","","","","","","","","","10","","","","","","19500430","+,,0","19500414","+,,0","5","","19500403",",,0","","","","","0",",,0,30,+","0",",T,0,14,+","22.4",",,0,03,","","","","","","","115.7",",,,0","0",",T,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1950-05","40.41236","-86.94739","181.7","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","8",",0","6",",0","0",",0","0",",0","0",",0","","","","","","","","","","","8","","","","","","19500523",",,0","19500523",",,0","4","","19500523",",,0","","","","","0",",T,0,23,","0",",T,0,23,","21.6",",,0,23,","","","","","","","53.2",",,,0","0",",T,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1950-06","40.41236","-86.94739","181.7","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","10",",0","9",",0","2",",0","0",",0","0",",0","","","","","","","","","","","11","","","","","","19500630","+,,0","19500630","+,,0","9","","19500624",",,0","","","","","0",",,0,30,+","0",",,0,30,+","46.2",",,0,24,","","","","","","","183.5",",,,0","0",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1950-07","40.41236","-86.94739","181.7","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","9",",0","5",",0","1",",0","0",",0","0",",0","","","","","","","","","","","12","","","","","","19500731","+,,0","19500731","+,,0","5","","19500719",",,0","","","","","0",",,0,31,+","0",",,0,31,+","45.2",",,0,19,","","","","","","","94.3",",,,0","0",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1950-08","40.41236","-86.94739","181.7","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","8",",0","4",",0","2",",0","0",",0","0",",0","","","","","","","","","","","14","","","","","","19500831","+,,0","19500831","+,,0","2","","19500818",",,0","","","","","0",",,0,31,+","0",",,0,31,+","39.1",",,0,18,","","","","","","","96.7",",,,0","0",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1950-09","40.41236","-86.94739","181.7","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","8",",0","5",",0","2",",0","0",",0","0",",0","","","","","","","","","","","19","","","","","","19500930","+,,0","19500930","+,,0","3","","19500901",",,0","","","","","0",",,0,30,+","0",",,0,30,+","45.5",",,0,01,","","","","","","","98.5",",,,0","0",",,,0","","","","","","","","","","","","","","","","","",""
"USW00014835","1950-10","40.41236","-86.94739","181.7","LAFAYETTE PURDUE UNIVERSITY AIRPORT, IN US","","","","","","","5",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","","","","","20","","","","","","19501031","+,,0","19501031","+,,0","2","","19501008",",,0","","","","","0",",,0,31,+","0",",,0,31,+","18.0",",,0,08,","","","","","","","59.7",",,,0","0",",,,0","","","","","","","","","","","","","","","","","",""
