"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00293225","1930-04","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","1",",6","0",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","19300430","+,,6","19300409",",,6","","","","","","","0",",,6,30,+","0.5",",,6,09,","","","","","","","","","","","","","","","","","","","","","","","","","0.5",",,,6","0",",,,6","","","","","","","",""
"USC00293225","1930-05","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","0",",6","0",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","19300531","+,,6","19300531","+,,6","","","","","","","0",",,6,31,+","0.0",",,6,31,+","","","","","","","","","","","","","","","","","","","","","","","","","0.0",",,,6","0",",,,6","","","","","","","",""
"USC00293225","1930-06","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","2",",6","0",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","19300630","+,,6","19300610",",,6","","","","","","","0",",,6,30,+","1.5",",,6,10,","","","","","","","","","","","","","","","","","","","","","","","","","2.0",",,,6","0",",,,6","","","","","","","",""
"USC00293225","1930-07","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","7",",6","6",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","19300731","+,,6","19300721",",,6","","","","","","","0",",,6,31,+","24.1",",,6,21,","","","","","","","","","","","","","","","","","","","","","","","","","76.5",",,,6","0",",,,6","","","","","","","",""
"USC00293225","1930-08","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","5",",6","4",",6","2",",6","","","0",",6","","","","","","","","","","","","","","","19300831","+,,6","19300811",",,6","","","","","","","0",",,6,31,+","72.6",",,6,11,","","","","","","","","","","","","","","","","","","","","","","","","","114.0",",,,6","0",",,,6","","","","","","","",""
"USC00293225","1930-09","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","0",",6","0",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","19300930","+,,6","19300930","+,,6","","","","","","","0",",,6,30,+","0.0",",,6,30,+","","","","","","","","","","","","","","","","","","","","","","","","","0.0",",,,6","0",",,,6","","","","","","","",""
"USC00293225","1930-10","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","0",",6","0",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","19301031","+,,6","19301031","+,,6","","","","","","","0",",,6,31,+","0.0",",,6,31,+","","","","","","","","","","","","","","","","","","","","","","","","","0.0",",,,6","0",",,,6","","","","","","","",""
"USC00293225","1930-11","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","4",",6","4",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","19301130","+,,6","19301114",",,6","","","","","","","0",",,6,30,+","12.7",",,6,14,","","","","","","","","","","","","","","","","","","","","","","","","","26.1",",,,6","0",",,,6","","","","","","","",""
"USC00293225","1930-12","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","3",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","19301210",",,6","","","","","","","","","16.3",",,6,10,","","","","","","","","","","","","","","","","","","","","","","","","","23.4",",,,6","","","","","","","","","",""
"USC00293225","1931-01","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","4",",6","2",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","19310131","+,,6","19310126",",,6","","","","","","","0",",,6,31,+","7.1",",,6,26,","","","","","","","","","","","","","","","","","","","","","","","","","12.4",",,,6","0",",,,6","","","","","","","",""
"USC00293225","1931-02","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","11",",6","7",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","19310228","+,,6","19310215","+,,6","","","","","","","0",",,6,28,+","11.2",",,6,15,+","","","","","","","","","","","","","","","","","","","","","","","","","56.8",",,,6","0",",,,6","","","","","","","",""
"USC00293225","1931-03","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","3",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","19310314",",,6","","","","","","","","","1.3",",,6,14,","","","","","","","","","","","","","","","","","","","","","","","","","3.1",",,,6","","","","","","","","","",""
"USC00293225","1932-10","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","3",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","","","19321021",",,6","","","","","","","","","22.9",",,6,21,","","","","","","","","","","","","","","","","","","","","","","","","","33.5",",,,6","","","","","","","","","",""
"USC00293225","1933-05","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","2",",6","0",",6","0",",6","","","","","","","","","","","","","","","","","","","","","19330529",",,6","","","","","","","","","1.5",",,6,29,","","","","","","","","","","","","","","","","","","","","","","","","","2.8",",,,6","","","","","","","","","",""
"USC00293225","1933-11","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","2",",6","2",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","19331130","+,,6","19331127",",,6","","","","","","","0",",,6,30,+","9.4",",,6,27,","","","","","","","","","","","","","","","","","","","","","","","","","13.2",",,,6","0",",,,6","","","","","","","",""
"USC00293225","1936-01","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","2",",6","1",",6","1",",6","","","0",",6","","","","","","","","","","","","","","","19360131","+,,6","19360130",",,6","","","","","","","0",",,6,31,+","31.8",",,6,30,","","","","","","","","","","","","","","","","","","","","","","","","","32.1",",,,6","0",",,,6","","","","","","","",""
"USC00293225","1936-02","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","7",",6","2",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","19360229","+,,6","19360215",",,6","","","","","","","0",",,6,29,+","8.4",",,6,15,","","","","","","","","","","","","","","","","","","","","","","","","","19.6",",,,6","0",",,,6","","","","","","","",""
"USC00293225","1936-03","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","2",",6","1",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","19360331","+,,6","19360321",",,6","","","","","","","0",",,6,31,+","4.1",",,6,21,","","","","","","","","","","","","","","","","","","","","","","","","","4.6",",,,6","0",",,,6","","","","","","","",""
"USC00293225","1936-04","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","4",",6","2",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","19360405",",,6","19360416",",,6","","","","","","","13",",,6,05,","9.7",",,6,16,","","","","","","","","","","","","","","","","","","","","","","","","","18.1",",,,6","13",",,,6","","","","","","","",""
"USC00293225","1936-05","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","2",",6","1",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","19360531","+,,6","19360526",",,6","","","","","","","0",",,6,31,+","10.9",",,6,26,","","","","","","","","","","","","","","","","","","","","","","","","","12.9",",,,6","0",",,,6","","","","","","","",""
"USC00293225","1936-06","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","2",",6","2",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","19360630","+,,6","19360610",",,6","","","","","","","0",",,6,30,+","8.4",",,6,10,","","","","","","","","","","","","","","","","","","","","","","","","","12.2",",,,6","0",",,,6","","","","","","","",""
"USC00293225","1936-07","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","3",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","19360727",",,6","","","","","","","","","3.8",",,6,27,","","","","","","","","","","","","","","","","","","","","","","","","","7.4",",,,6","","","","","","","","","",""
"USC00293225","1936-08","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","6",",6","5",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","19360831","+,,6","19360827",",,6","","","","","","","0",",,6,31,+","11.4",",,6,27,","","","","","","","","","","","","","","","","","","","","","","","","","26.0",",,,6","0",",,,6","","","","","","","",""
"USC00293225","1936-09","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","5",",6","5",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","19360930","+,,6","19360926",",,6","","","","","","","0",",,6,30,+","11.4",",,6,26,","","","","","","","","","","","","","","","","","","","","","","","","","36.0",",,,6","0",",,,6","","","","","","","",""
"USC00293225","1936-10","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","3",",6","2",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","19361031","+,,6","19361024",",,6","","","","","","","0",",,6,31,+","8.9",",,6,24,","","","","","","","","","","","","","","","","","","","","","","","","","13.2",",,,6","0",",,,6","","","","","","","",""
"USC00293225","1936-11","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","6",",6","6",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","19361130","+,,6","19361127",",,6","","","","","","","0",",,6,30,+","10.2",",,6,27,","","","","","","","","","","","","","","","","","","","","","","","","","33.4",",,,6","0",",,,6","","","","","","","",""
"USC00293225","1936-12","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","4",",6","2",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","19361231","+,,6","19361204",",,6","","","","","","","0",",,6,31,+","14.7",",,6,04,","","","","","","","","","","","","","","","","","","","","","","","","","19.8",",,,6","0",",,,6","","","","","","","",""
"USC00293225","1937-01","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","2",",6","2",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","19370108",",,6","19370108","+,,6","","","","","","","0",",T,6,08,","4.1",",,6,08,+","","","","","","","","","","","","","","","","","","","","","","","","","8.2",",,,6","0",",T,,6","","","","","","","",""
"USC00293225","1937-02","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","3",",6","3",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","19370202",",,6","19370207",",,6","","","","","","","23",",,6,02,","13.5",",,6,07,","","","","","","","","","","","","","","","","","","","","","","","","","30.3",",,,6","26",",,,6","","","","","","","",""
"USC00293225","1937-03","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","3",",6","2",",6","0",",6","","","1",",6","","","","","","","","","","","","","","","19370304",",,6","19370304",",,6","","","","","","","25",",,6,04,","16.0",",,6,04,","","","","","","","","","","","","","","","","","","","","","","","","","27.1",",,,6","25",",,,6","","","","","","","",""
"USC00293225","1937-04","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","0",",6","0",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","19370430","+,,6","19370430","+,,6","","","","","","","0",",,6,30,+","0.0",",,6,30,+","","","","","","","","","","","","","","","","","","","","","","","","","0.0",",,,6","0",",,,6","","","","","","","",""
"USC00293225","1937-05","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","4",",6","4",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","19370531","+,,6","19370524",",,6","","","","","","","0",",,6,31,+","12.7",",,6,24,","","","","","","","","","","","","","","","","","","","","","","","","","25.9",",,,6","0",",,,6","","","","","","","",""
"USC00293225","1937-06","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","2",",6","2",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","19370630","+,,6","19370626",",,6","","","","","","","0",",,6,30,+","7.4",",,6,26,","","","","","","","","","","","","","","","","","","","","","","","","","12.2",",,,6","0",",,,6","","","","","","","",""
"USC00293225","1937-07","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","4",",6","4",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","19370731","+,,6","19370720",",,6","","","","","","","0",",,6,31,+","15.0",",,6,20,","","","","","","","","","","","","","","","","","","","","","","","","","37.2",",,,6","0",",,,6","","","","","","","",""
"USC00293225","1938-08","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","224.5",",6","1",",6","0",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","28",",6","19380831","+,,6","","","","","19380831",",,6","19380801",",,6","15.0",",6,31,+","","","","","0.5",",,6,31,","37.8",",6,01,","","","","","","","0.0",",6","","","","","","","","","","","","","","","0.5",",,,6","","","25.57",",6","34.12",",,,6","17.03",",,,6","",""
"USC00293225","1938-09","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","8",",6","8",",6","2",",6","","","","","","","","","","","","","","","","","","","","","19380901",",,6","","","","","","","","","47.2",",,6,01,","","","","","","","","","","","","","","","","","","","","","","","","","137.2",",,,6","","","","","","","","","",""
"USC00293225","1938-10","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","20.5","1,6","0",",6","0",",6","0",",6","","","","","0","1,6","0","1,6","0",",6","31",",6","0",",6","19381023",",1,6","","","","","19381031","+,,6","19381016","+,,6","1.1","1,6,23,","","","","","0.0",",,6,31,+","31.1",",6,16,+","","","","","","","35.5",",6","","","","","","","","","","","","","","","0.0",",,,6","","","17.81","1,6","27.95",",,,6","7.67","1,,,6","",""
"USC00293225","1938-11","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","0.0",",6","0",",6","0",",6","0",",6","","","","","0",",6","27",",6","0",",6","7",",6","0",",6","19381108",",,6","","","","","19381130","+,,6","19381101",",,6","-11.1",",6,08,","","","","","0.0",",,6,30,+","26.1",",6,01,","1350.1",",,,6","","","","","370.6",",6","","","","","","","","","","","","","","","0.0",",,,6","","","5.98",",6","15.93",",,,6","-3.97",",,,6","5170",",,,6"
"USC00293225","1938-12","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","0.0",",6","2",",6","2",",6","1",",6","","","","","0",",6","22",",6","0",",6","0",",6","0",",6","19381201",",,6","","","","","19381215",",,6","19381212","+,,6","-8.9",",6,01,","","","","","25.4",",,6,15,","20.6",",6,12,+","1332.1","2,,,6","","","","","373.4",",6","","","","","","","","","","","","","","","43.2",",,,6","","","6.29",",6","14.18",",,,6","-1.61",",,,6","2990",",,,6"
"USC00293225","1939-01","32.43333","-107.48333","1356.4","FLORIDA, NM US","0.0","6","0.0",",6","","","","","","","","","","","0",",6","31",",6","0",",6","0",",6","0",",6","19390131",",,6","","","","","","","19390123",",,6","-14.4",",6,31,","","","","","","","17.8",",6,23,","1259.4","1,,,6","","","","","505.4",",6","","","","","","","","","","","","","","","","","","","2.03",",6","8.95",",,,6","-4.90",",,,6","6049",",,,6"
"USC00293225","1939-02","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","","","3",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","19390217",",,6","","","","","","","","","10.2",",,6,17,","","","","","","","","","","","","","","","","","","","","","","","","","17.1",",,,6","","","","","","","","","3698",",,,6"
"USC00293225","1939-03","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","0.0","1,6","1",",6","1",",6","0",",6","","","","","0",",6","18",",6","0","1,6","15","1,6","0","1,6","19390309","+,,6","","","","","19390319",",,6","19390319",",1,6","-7.8",",6,09,+","","","","","10.2",",,6,19,","26.1","1,6,19,","1583.8","2,,,6","","","","","259.4","1,6","","","","","","","","","","","","","","","10.2",",,,6","","","9.62","1,6","19.43","1,,,6","-0.18",",,,6","3637","2,,,6"
"USC00293225","1939-04","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","15.6","1,6","0",",6","0",",6","0",",6","","","","","0","1,6","1","1,6","0",",6","19",",6","0",",6","19390405",",1,6","","","","","19390405",",,6","19390427",",,6","-1.1","1,6,05,","","","","","0.0",",T,6,05,","31.7",",6,27,","","","","","","","120.9",",6","","","","","","","","","","","","","","","0.0",",T,,6","","","14.62","1,6","22.29",",,,6","6.96","1,,,6","3767",",,,6"
"USC00293225","1939-05","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","203.2","1,6","","","","","","","","","","","0","1,6","0","1,6","0",",6","31",",6","20",",6","19390522",",1,6","","","","","","","19390508",",,6","14.4","1,6,22,","","","","","","","37.2",",6,08,","","","","","","","0.0",",6","","","","","","","","","","","","","","","","","","","25.15","1,6","33.30",",,,6","16.99","1,,,6","",""
"USC00293225","1939-06","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","286.6","3,6","0",",6","0",",6","0",",6","","","","","0","3,6","0","3,6","0",",6","30",",6","30",",6","19390630",",3,6","","","","","19390630","+,,6","19390613",",,6","15.0","3,6,30,","","","","","0.0",",,6,30,+","40.6",",6,13,","","","","","","","0.0",",6","","","","","","","","","","","","","","","0.0",",,,6","","","29.01","3,6","36.97",",,,6","21.05","3,,,6","2597","1,,,6"
"USC00293225","1939-07","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","247.1",",6","4",",6","4",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","29",",6","19390716","+,,6","","","","","19390715",",,6","19390713","+,,6","15.6",",6,16,+","","","","","17.8",",,6,15,","37.8",",6,13,+","","","0.0","6","","","0.0",",6","","","","","","","","","","","","","","","51.0",",,,6","","","26.30",",6","35.85",",,,6","16.76",",,,6","3823",",,,6"
"USC00293225","1939-08","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","238.7",",6","1",",6","1",",6","0",",6","","","","","0",",6","0",",6","0",",6","31",",6","30",",6","19390824","+,,6","","","","","19390803",",,6","19390831","+,,6","15.6",",6,24,+","","","","","20.3",",,6,03,","36.1",",6,31,+","","","0.0","6","","","0.0",",6","","","","","","","","","","","","","","","20.3",",,,6","","","26.03",",6","34.55",",,,6","17.51",",,,6","1584",",,,6"
"USC00293225","1939-09","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","210.2",",6","1",",6","1",",6","0",",6","","","","","0",",6","0",",6","0",",6","30",",6","27",",6","19390930",",,6","","","","","19390913",",,6","19390905","+,,6","8.3",",6,30,","","","","","7.6",",,6,13,","38.9",",6,05,+","","","0.0","6","","","0.0",",6","","","","","","","","","","","","","","","7.6",",,,6","","","25.34",",6","34.52",",,,6","16.15",",,,6","2559",",,,6"
"USC00293225","1939-10","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","4.2",",6","1",",6","1",",6","1",",6","","","","","0",",6","0",",6","0",",6","31",",6","0",",6","19391020","+,,6","","","","","19391007",",,6","19391001",",,6","1.1",",6,20,+","","","","","34.3",",,6,07,","31.7",",6,01,","","","114.6","6","","","114.6",",6","","","","","","","","","","","","","","","34.3",",,,6","","","14.77",",6","26.54",",,,6","3.01",",,,6","3976","1,,,6"
"USC00293225","1939-11","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","0.0","1,6","2",",6","1",",6","0",",6","","","","","0",",6","28",",6","0","1,6","23","1,6","0","1,6","19391129",",,6","","","","","19391124",",,6","19391108","+,1,6","-7.2",",6,29,","","","","","7.1",",,6,24,","28.3","1,6,08,+","","","349.9","6","","","235.3","1,6","","","","","","","","","","","","","","","7.6",",,,6","","","10.18","1,6","23.54","1,,,6","-3.19",",,,6","3904","2,,,6"
"USC00293225","1939-12","32.43333","-107.48333","1356.4","FLORIDA, NM US","","","0.0",",6","2",",6","2",",6","0",",6","","","","","0",",6","30",",6","0",",6","6",",6","0",",6","19391226",",,6","","","","","19391225",",,6","19391210",",,6","-12.2",",6,26,","","","","","12.7",",,6,25,","23.3",",6,10,","","","771.6","6","","","421.7",",6","","","","","","","","","","","","","","","15.2",",,,6","","","4.73",",6","15.18",",,,6","-5.72",",,,6","4506",",,,6"
"USC00293225","1940-01","32.43333","-107.48333","1356.4","FLORIDA, NM US","0.0","6","0.0",",6","1",",6","0",",6","0",",6","","","","","0",",6","29",",6","6",",6","0",",6","0",",6","19400119",",,6","","","","","19400121",",,6","19400109","+,,6","-13.9",",6,19,","","","","","0.5",",,6,21,","18.3",",6,09,+","","","1255.8","6","","","484.2",",6","","","","","","","","","","","","","","","0.5",",,,6","","","2.71",",6","10.43",",,,6","-5.01",",,,6","3611","1,,,6"
"USC00293225","1940-02","32.43333","-107.48333","1356.4","FLORIDA, NM US","0.0","6","0.0","1,6","4",",6","2",",6","0",",6","","","","","0","1,6","22","1,6","0",",6","4",",6","0",",6","19400221",",1,6","","","","","19400201",",,6","19400229",",,6","-7.2","1,6,21,","","","","","13.5",",,6,01,","25.0",",6,29,","","","1617.8","6","","","362.0",",6","","","","","","","","","","","","","","","21.1",",,,6","","","5.31","1,6","14.48",",,,6","-3.85","1,,,6","3996",",,,6"
"USC00293225","1940-03","32.43333","-107.48333","1356.4","FLORIDA, NM US","1.4","6","1.4",",6","0",",6","0",",6","0",",6","","","","","0",",6","18",",6","0",",6","19",",6","0",",6","19400314",",,6","","","","","19400324",",,6","19400328",",,6","-6.1",",6,14,","","","","","0.0",",T,6,24,","29.4",",6,28,","","","1846.8","6","","","229.0",",6","","","","","","","","","","","","","","","0.0",",T,,6","","","10.99",",6","21.80",",,,6","0.18",",,,6","4743",",,,6"
"USC00293225","1940-04","32.43333","-107.48333","1356.4","FLORIDA, NM US","1.7","6","0.3",",6","1",",6","1",",6","0",",6","","","","","0",",6","4",",6","0",",6","29",",6","0",",6","19400403",",,6","","","","","19400423",",,6","19400423","+,,6","-1.1",",6,03,","","","","","19.1",",,6,23,","30.0",",6,23,+","","","1947.9","6","","","101.1",",6","","","","","","","","","","","","","","","19.1",",,,6","","","14.97",",6","25.87",",,,6","4.08",",,,6","6552",",,,6"
"USC00293225","1940-05","32.43333","-107.48333","1356.4","FLORIDA, NM US","78.9","6","77.2",",6","4",",6","4",",6","0",",6","","","","","0",",6","0",",6","0",",6","27",",6","8",",6","19400521",",,6","","","","","19400516",",,6","19400531",",,6","6.1",",6,21,","","","","","11.4",",,6,16,","35.6",",6,31,","","","1967.4","6","","","19.5",",6","","","","","","","","","","","","","","","28.4",",,,6","","","20.20",",6","29.49",",,,6","10.90",",,,6","3536","1,,,6"
