"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"IDM00097630","1998-07","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","3,S","0","3,S","","","","","","","19980725",",3,S","","","16.8","3,S,25,","","","","","","","","","","","20.20","3,,,S"
"IDM00097630","1998-08","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","4,S","0","4,S","","","","","","","19980829",",4,S","","","16.0","4,S,29,","","","","","","","","","","","20.53","4,,,S"
"IDM00097630","1998-09","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","5,S","0","5,S","","","","","","","19980903",",5,S","","","19.0","5,S,03,","","","","","","","","","","","20.45","5,,,S"
"IDM00097630","1998-10","-2.883","132.25","130.0","FAK FAK TOREA, ID","192.5","4,S","0","1,S","0","1,S","0","3,S","28","3,S","0","3,S","19981030",",1,S","19981002",",3,S","19.0","1,S,30,","32.0","3,S,02,","","","0.0","3,S","25.46","4,S","29.87","3,,,S","21.06","1,,,S"
"IDM00097630","1999-05","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","4,S","0","4,S","0","2,S","29","2,S","0","2,S","19990526",",4,S","19990516",",2,S","19.0","4,S,26,","30.2","2,S,16,","","","","","24.84","6,S","29.36","2,,,S","20.31","4,,,S"
"IDM00097630","1999-07","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","5,S","26","5,S","0","5,S","","","19990706",",5,S","","","29.4","5,S,06,","","","","","","","28.19","5,,,S","",""
"IDM00097630","1999-08","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","3,S","0","3,S","0","4,S","27","4,S","0","4,S","19990830",",3,S","19990806",",4,S","19.2","3,S,30,","28.8","4,S,06,","","","","","24.09","6,S","27.88","4,,,S","20.30","3,,,S"
"IDM00097630","1999-09","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","5,S","0","5,S","","","","","","","19990909","+,5,S","","","19.2","5,S,09,+","","","","","","","","","","","20.29","5,,,S"
"IDM00097630","1999-10","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","5,S","0","5,S","0","5,S","26","5,S","0","5,S","19991009","+,5,S","19991022",",5,S","20.2","5,S,09,+","31.4","5,S,22,","","","","","25.30","8,S","29.24","5,,,S","21.37","5,,,S"
"IDM00097630","1999-12","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","5,S","0","5,S","","","","","","","19991201",",5,S","","","20.0","5,S,01,","","","","","","","","","","","21.32","5,,,S"
"IDM00097630","2000-04","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","5,S","0","5,S","","","","","","","20000427","+,5,S","","","20.4","5,S,27,+","","","","","","","","","","","21.22","5,,,S"
"IDM00097630","2006-02","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","5,S","0","5,S","","","","","","","20060215","+,5,S","","","22.4","5,S,15,+","","","","","","","","","","","23.00","5,,,S"
"IDM00097630","2006-06","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","4,S","0","4,S","","","","","","","20060602",",4,S","","","19.2","4,S,02,","","","","","","","","","","","22.20","4,,,S"
"IDM00097630","2006-07","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","5,S","0","5,S","","","","","","","20060716",",5,S","","","20.2","5,S,16,","","","","","","","","","","","22.15","5,,,S"
"IDM00097630","2006-10","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","5,S","26","5,S","0","5,S","","","20061030","+,5,S","","","30.0","5,S,30,+","","","","","","","29.36","5,,,S","",""
"IDM00097630","2006-11","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","2,S","28","2,S","0","2,S","","","20061126",",2,S","","","32.0","2,S,26,","","","","","","","29.96","2,,,S","",""
"IDM00097630","2007-01","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","3,S","0","3,S","","","","","","","20070130",",3,S","","","19.6","3,S,30,","","","","","","","","","","","22.22","3,,,S"
"IDM00097630","2007-02","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","5,S","0","5,S","0","4,S","24","4,S","3","4,S","20070211",",5,S","20070227",",4,S","19.4","5,S,11,","32.8","4,S,27,","","","","","26.30","8,S","30.55","4,,,S","22.05","5,,,S"
"IDM00097630","2007-03","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","2,S","29","2,S","7","2,S","","","20070305",",2,S","","","34.6","2,S,05,","","","","","","","30.75","2,,,S","",""
"IDM00097630","2007-04","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","5,S","0","5,S","0","3,S","27","3,S","0","3,S","20070423",",5,S","20070412",",3,S","20.2","5,S,23,","31.2","3,S,12,","","","","","26.21","7,S","29.79","3,,,S","22.64","5,,,S"
"IDM00097630","2007-05","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","3,S","28","3,S","0","3,S","","","20070514","+,3,S","","","30.4","3,S,14,+","","","","","","","29.44","3,,,S","",""
"IDM00097630","2007-06","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","4,S","0","4,S","","","","","","","20070610",",4,S","","","19.0","4,S,10,","","","","","","","","","","","21.73","4,,,S"
"IDM00097630","2007-07","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","1,S","30","1,S","0","1,S","","","20070702",",1,S","","","29.4","1,S,02,","","","","","","","27.22","1,,,S","",""
"IDM00097630","2007-09","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","4,S","0","4,S","0","5,S","25","5,S","0","5,S","20070906",",4,S","20070922",",5,S","16.8","4,S,06,","29.8","5,S,22,","","","","","24.90","7,S","28.45","5,,,S","21.35","4,,,S"
"IDM00097630","2007-10","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","3,S","28","3,S","0","3,S","","","20071023",",3,S","","","32.0","3,S,23,","","","","","","","29.59","3,,,S","",""
"IDM00097630","2007-11","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0",",S","30",",S","0",",S","","","20071127",",,S","","","31.6",",S,27,","","","","","","","30.05",",,,S","",""
"IDM00097630","2007-12","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","5,S","26","5,S","1","5,S","","","20071201",",5,S","","","32.8","5,S,01,","","","","","","","30.35","5,,,S","",""
"IDM00097630","2008-01","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","4,S","0","4,S","0","3,S","28","3,S","4","3,S","20080123",",4,S","20080114","+,3,S","19.6","4,S,23,","32.8","3,S,14,+","","","","","26.53","7,S","31.04","3,,,S","22.01","4,,,S"
"IDM00097630","2008-02","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","4,S","0","4,S","0","3,S","26","3,S","0","3,S","20080207","+,4,S","20080209",",3,S","19.6","4,S,07,+","32.0","3,S,09,","","","","","26.01","7,S","30.55","3,,,S","21.48","4,,,S"
"IDM00097630","2008-05","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","5,S","0","5,S","0","4,S","27","4,S","0","4,S","20080517",",5,S","20080504",",4,S","17.6","5,S,17,","30.2","4,S,04,","","","","","25.22","6,S","28.96","4,,,S","21.49","5,,,S"
"IDM00097630","2008-06","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","4,S","0","4,S","0","2,S","28","2,S","0","2,S","20080628",",4,S","20080629",",2,S","20.0","4,S,28,","29.8","2,S,29,","","","","","25.38","6,S","28.65","2,,,S","22.10","4,,,S"
"IDM00097630","2008-07","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","2,S","0","2,S","0","4,S","27","4,S","0","4,S","20080720",",2,S","20080719",",4,S","19.8","2,S,20,","29.6","4,S,19,","","","","","24.87","6,S","28.04","4,,,S","21.69","2,,,S"
"IDM00097630","2008-08","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","5,S","26","5,S","0","5,S","","","20080828",",5,S","","","28.8","5,S,28,","","","","","","","27.75","5,,,S","",""
"IDM00097630","2008-09","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0",",S","30",",S","0",",S","","","20080930","+,,S","","","30.0",",S,30,+","","","","","","","28.99",",,,S","",""
"IDM00097630","2008-10","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","5,S","0","5,S","0","5,S","26","5,S","0","5,S","20081020",",5,S","20081023",",5,S","18.0","5,S,20,","30.8","5,S,23,","","","","","25.88","8,S","29.71","5,,,S","22.04","5,,,S"
"IDM00097630","2008-11","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","2,S","28","2,S","0","2,S","","","20081130",",2,S","","","32.0","2,S,30,","","","","","","","30.29","2,,,S","",""
"IDM00097630","2008-12","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","3,S","28","3,S","0","3,S","","","20081231",",3,S","","","31.8","3,S,31,","","","","","","","30.45","3,,,S","",""
"IDM00097630","2009-01","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","4,S","0","4,S","0","5,S","26","5,S","4","5,S","20090129",",4,S","20090110","+,5,S","17.2","4,S,29,","33.0","5,S,10,+","","","","","26.48","9,S","31.28","5,,,S","21.69","4,,,S"
"IDM00097630","2009-02","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","3,S","0","3,S","0","5,S","23","5,S","1","5,S","20090216",",3,S","20090204",",5,S","17.0","3,S,16,","32.4","5,S,04,","","","","","25.73","7,S","30.60","5,,,S","20.86","3,,,S"
"IDM00097630","2009-03","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","3,S","28","3,S","1","3,S","","","20090329",",3,S","","","33.0","3,S,29,","","","","","","","30.11","3,,,S","",""
"IDM00097630","2009-04","-2.883","132.25","130.0","FAK FAK TOREA, ID","213.2","4,S","0","3,S","0","3,S","0","1,S","29","1,S","0","1,S","20090425",",3,S","20090428","+,1,S","19.6","3,S,25,","31.2","1,S,28,+","","","0.0","1,S","26.55","4,S","30.14","1,,,S","22.95","3,,,S"
"IDM00097630","2009-07","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","5,S","26","5,S","0","5,S","","","20090706",",5,S","","","29.4","5,S,06,","","","","","","","27.81","5,,,S","",""
"IDM00097630","2009-09","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","2,S","28","2,S","0","2,S","","","20090930",",2,S","","","31.0","2,S,30,","","","","","","","28.69","2,,,S","",""
"IDM00097630","2009-10","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","2,S","29","2,S","0","2,S","","","20091024",",2,S","","","30.8","2,S,24,","","","","","","","29.95","2,,,S","",""
"IDM00097630","2009-11","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","1,S","29","1,S","0","1,S","","","20091128",",1,S","","","32.0","1,S,28,","","","","","","","30.59","1,,,S","",""
"IDM00097630","2009-12","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","4,S","27","4,S","4","4,S","","","20091212",",4,S","","","33.2","4,S,12,","","","","","","","31.30","4,,,S","",""
"IDM00097630","2010-01","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","2,S","29","2,S","2","2,S","","","20100111",",2,S","","","32.4","2,S,11,","","","","","","","30.86","2,,,S","",""
"IDM00097630","2010-02","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","3,S","25","3,S","9","3,S","","","20100225",",3,S","","","34.0","3,S,25,","","","","","","","31.59","3,,,S","",""
"IDM00097630","2010-03","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","5,S","0","5,S","0","2,S","29","2,S","5","2,S","20100307",",5,S","20100326",",2,S","21.4","5,S,07,","33.2","2,S,26,","","","","","27.08","7,S","30.84","2,,,S","23.32","5,,,S"
"IDM00097630","2010-04","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","2,S","28","2,S","0","2,S","","","20100417",",2,S","","","32.0","2,S,17,","","","","","","","30.71","2,,,S","",""
"IDM00097630","2010-05","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","5,S","26","5,S","0","5,S","","","20100516","+,5,S","","","31.2","5,S,16,+","","","","","","","30.22","5,,,S","",""
"IDM00097630","2010-06","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","1,S","29","1,S","0","1,S","","","20100609",",1,S","","","31.0","1,S,09,","","","","","","","29.26","1,,,S","",""
"IDM00097630","2010-07","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","3,S","28","3,S","0","3,S","","","20100702",",3,S","","","30.6","3,S,02,","","","","","","","29.20","3,,,S","",""
"IDM00097630","2010-08","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","3,S","28","3,S","0","3,S","","","20100822",",3,S","","","30.2","3,S,22,","","","","","","","29.00","3,,,S","",""
"IDM00097630","2010-09","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","3,S","27","3,S","0","3,S","","","20100925",",3,S","","","30.8","3,S,25,","","","","","","","29.50","3,,,S","",""
"IDM00097630","2010-11","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","4,S","26","4,S","0","4,S","","","20101119",",4,S","","","31.6","4,S,19,","","","","","","","30.42","4,,,S","",""
"IDM00097630","2010-12","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","3,S","28","3,S","0","3,S","","","20101202",",3,S","","","31.8","3,S,02,","","","","","","","30.31","3,,,S","",""
"IDM00097630","2011-01","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","4,S","27","4,S","0","4,S","","","20110120","+,4,S","","","32.0","4,S,20,+","","","","","","","30.18","4,,,S","",""
"IDM00097630","2011-02","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","3,S","25","3,S","1","3,S","","","20110227",",3,S","","","32.8","3,S,27,","","","","","","","30.37","3,,,S","",""
"IDM00097630","2011-03","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","4,S","27","4,S","3","4,S","","","20110319",",4,S","","","36.0","4,S,19,","","","","","","","30.64","4,,,S","",""
"IDM00097630","2011-04","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","3,S","27","3,S","0","3,S","","","20110406","+,3,S","","","31.6","3,S,06,+","","","","","","","29.90","3,,,S","",""
"IDM00097630","2011-05","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","3,S","28","3,S","0","3,S","","","20110506",",3,S","","","30.4","3,S,06,","","","","","","","29.64","3,,,S","",""
"IDM00097630","2011-06","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","2,S","28","2,S","0","2,S","","","20110605",",2,S","","","30.2","2,S,05,","","","","","","","27.65","2,,,S","",""
"IDM00097630","2011-07","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","2,S","29","2,S","1","2,S","","","20110705",",2,S","","","32.4","2,S,05,","","","","","","","27.97","2,,,S","",""
"IDM00097630","2011-08","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","2,S","29","2,S","0","2,S","","","20110810",",2,S","","","30.4","2,S,10,","","","","","","","28.33","2,,,S","",""
"IDM00097630","2011-09","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","1,S","29","1,S","0","1,S","","","20110922",",1,S","","","31.6","1,S,22,","","","","","","","28.42","1,,,S","",""
"IDM00097630","2011-10","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","3,S","28","3,S","0","3,S","","","20111021",",3,S","","","32.0","3,S,21,","","","","","","","29.92","3,,,S","",""
"IDM00097630","2011-11","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","1,S","29","1,S","2","1,S","","","20111128","+,1,S","","","32.2","1,S,28,+","","","","","","","30.99","1,,,S","",""
"IDM00097630","2011-12","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","3,S","28","3,S","8","3,S","","","20111226",",3,S","","","34.0","3,S,26,","","","","","","","31.06","3,,,S","",""
"IDM00097630","2012-01","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","3,S","28","3,S","3","3,S","","","20120128",",3,S","","","33.2","3,S,28,","","","","","","","31.05","3,,,S","",""
"IDM00097630","2012-02","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","4,S","25","4,S","1","4,S","","","20120218",",4,S","","","32.2","4,S,18,","","","","","","","30.79","4,,,S","",""
"IDM00097630","2012-03","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","1,S","30","1,S","1","1,S","","","20120313",",1,S","","","32.2","1,S,13,","","","","","","","30.26","1,,,S","",""
"IDM00097630","2012-04","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","1,S","29","1,S","0","1,S","","","20120410","+,1,S","","","31.6","1,S,10,+","","","","","","","30.33","1,,,S","",""
"IDM00097630","2012-05","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","5,S","26","5,S","0","5,S","","","20120513","+,5,S","","","30.6","5,S,13,+","","","","","","","29.60","5,,,S","",""
"IDM00097630","2012-06","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","1,S","29","1,S","0","1,S","","","20120601",",1,S","","","30.0","1,S,01,","","","","","","","28.08","1,,,S","",""
"IDM00097630","2012-07","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","3,S","28","3,S","0","3,S","","","20120723","+,3,S","","","29.0","3,S,23,+","","","","","","","28.06","3,,,S","",""
"IDM00097630","2012-09","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","5,S","25","5,S","0","5,S","","","20120929","+,5,S","","","29.6","5,S,29,+","","","","","","","28.18","5,,,S","",""
"IDM00097630","2012-10","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","4,S","27","4,S","0","4,S","","","20121030",",4,S","","","31.4","4,S,30,","","","","","","","29.96","4,,,S","",""
"IDM00097630","2012-11","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","2,S","28","2,S","0","2,S","","","20121128","+,2,S","","","31.8","2,S,28,+","","","","","","","30.54","2,,,S","",""
"IDM00097630","2012-12","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","4,S","27","4,S","2","4,S","","","20121203","+,4,S","","","32.4","4,S,03,+","","","","","","","31.19","4,,,S","",""
"IDM00097630","2013-01","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","1,S","30","1,S","3","1,S","","","20130120",",1,S","","","33.4","1,S,20,","","","","","","","30.61","1,,,S","",""
"IDM00097630","2013-02","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","2,S","26","2,S","2","2,S","","","20130228","+,2,S","","","33.2","2,S,28,+","","","","","","","30.58","2,,,S","",""
"IDM00097630","2013-03","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","2,S","29","2,S","6","2,S","","","20130306","+,2,S","","","33.2","2,S,06,+","","","","","","","31.22","2,,,S","",""
"IDM00097630","2013-04","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","3,S","27","3,S","0","3,S","","","20130419","+,3,S","","","31.2","3,S,19,+","","","","","","","30.33","3,,,S","",""
"IDM00097630","2015-02","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","4,S","0","4,S","","","","","","","20150226",",4,S","","","21.8","4,S,26,","","","","","","","","","","","22.73","4,,,S"
"IDM00097630","2015-03","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","5,S","0","5,S","","","","","","","20150306",",5,S","","","21.5","5,S,06,","","","","","","","","","","","22.81","5,,,S"
"IDM00097630","2015-04","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","3,S","27","3,S","0","3,S","","","20150416",",3,S","","","31.6","3,S,16,","","","","","","","29.88","3,,,S","",""
"IDM00097630","2015-05","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","5,S","26","5,S","1","5,S","","","20150503",",5,S","","","32.6","5,S,03,","","","","","","","29.89","5,,,S","",""
"IDM00097630","2015-06","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","4,S","26","4,S","0","4,S","","","20150606","+,4,S","","","30.2","4,S,06,+","","","","","","","28.82","4,,,S","",""
"IDM00097630","2015-07","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","2,S","29","2,S","0","2,S","","","20150713",",2,S","","","29.4","2,S,13,","","","","","","","27.45","2,,,S","",""
"IDM00097630","2015-08","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0",",S","31",",S","0",",S","","","20150826","+,,S","","","28.0",",S,26,+","","","","","","","26.79",",,,S","",""
"IDM00097630","2015-09","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","4,S","26","4,S","0","4,S","","","20150929",",4,S","","","30.2","4,S,29,","","","","","","","28.04","4,,,S","",""
"IDM00097630","2015-10","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","2,S","29","2,S","0","2,S","","","20151031","+,2,S","","","30.0","2,S,31,+","","","","","","","29.12","2,,,S","",""
"IDM00097630","2015-11","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","2,S","28","2,S","1","2,S","","","20151129",",2,S","","","32.2","2,S,29,","","","","","","","30.52","2,,,S","",""
"IDM00097630","2015-12","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","4,S","27","4,S","15","4,S","","","20151229",",4,S","","","34.4","4,S,29,","","","","","","","32.33","4,,,S","",""
"IDM00097630","2016-02","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","5,S","0","5,S","","","","","","","20160219",",5,S","","","19.2","5,S,19,","","","","","","","","","","","21.21","5,,,S"
"IDM00097630","2016-03","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","4,S","0","4,S","","","","","","","20160329",",4,S","","","19.8","4,S,29,","","","","","","","","","","","21.19","4,,,S"
"IDM00097630","2016-04","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","4,S","26","4,S","0","4,S","","","20160403",",4,S","","","31.1","4,S,03,","","","","","","","29.37","4,,,S","",""
"IDM00097630","2016-05","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","4,S","27","4,S","1","4,S","","","20160505",",4,S","","","35.0","4,S,05,","","","","","","","29.95","4,,,S","",""
"IDM00097630","2016-06","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","","","","","0","5,S","25","5,S","0","5,S","","","20160607",",5,S","","","30.4","5,S,07,","","","","","","","28.85","5,,,S","",""
"IDM00097630","2016-10","-2.883","132.25","130.0","FAK FAK TOREA, ID","","","0","5,S","0","5,S","0","5,S","26","5,S","0","5,S","20161007",",5,S","20161008",",5,S","22.4","5,S,07,","31.1","5,S,08,","","","","","26.47","0,S","29.51","5,,,S","23.42","5,,,S"
