"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00411267","1982-01","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   6.1",",,,0,0,2","","","  12.2",",,,0,0,2","  -1.1",",,,0,0,2","   0.0",",,,0,0,2","   2.0",",,,0,0,2","   6.1",",,,0,0,2","","","","","","","","","",""
"USC00411267","1982-02","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   6.1",",,,0,0,2","","","  13.3",",,,0,0,2","   1.1",",,,0,0,2","   1.7",",,,0,0,2","   2.9",",,,0,0,2","   6.1",",,,0,0,2","","","","","","","","","",""
"USC00411267","1982-03","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  10.0",",,,0,0,2","","","  17.2",",,,0,0,2","   1.7",",,,0,0,2","   3.9",",,,0,0,2","   5.9",",,,0,0,2","  12.3",",,,0,0,2","","","","","","","","","",""
"USC00411267","1982-04","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  13.3",",,,0,0,2","","","  22.8",",,,0,0,2","   6.7",",,,0,0,2","  14.4",",,,0,0,2","  10.0",",,,0,0,2","  18.4",",,,0,0,2","","","","","","","","","",""
"USC00411267","1982-05","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  17.8",",,,0,0,2","","","  31.7",",,,0,0,2","  11.1",",,,0,0,2","  13.3",",,,0,0,2","  14.4",",,,0,0,2","  24.4",",,,0,0,2","","","","","","","","","",""
"USC00411267","1982-06","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  20.6",",,,0,0,2","","","  32.2",",,,0,0,2","  16.7",",,,0,0,2","  23.3",",,,0,0,2","  18.6",",,,0,0,2","  28.4",",,,0,0,2","","","","","","","","","",""
"USC00411267","1982-07","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  24.4",",,,0,0,2","","","  35.6",",,,0,0,2","  18.3",",,,0,0,2","  21.7",",,,0,0,2","  21.5",",,,0,0,2","  29.7",",,,0,0,2","","","","","","","","","",""
"USC00411267","1982-08","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  23.9",",,,0,0,2","","","  34.4",",,,0,0,2","  21.1",",,,0,0,2","  25.0",",,,0,0,2","  22.2",",,,0,0,2","  31.2",",,,0,0,2","","","","","","","","","",""
"USC00411267","1982-09","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  23.9",",,,0,0,2","","","  33.3",",,,0,0,2","  14.4",",,,0,0,2","  19.4",",,,0,0,2","  18.8",",,,0,0,2","  27.4",",,,0,0,2","","","","","","","","","",""
"USC00411267","1982-10","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  18.3",",,,0,0,2","","","  25.0",",,,0,0,2","   8.9",",,,0,0,2","  16.7",",,,0,0,2","  12.3",",,,0,0,2","  20.3",",,,0,0,2","","","","","","","","","",""
"USC00411267","1982-11","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  11.1",",,,0,0,2","","","  19.4",",,,0,0,2","   2.8",",,,0,0,2","   3.9",",,,0,0,2","   6.7",",,,0,0,2","  12.9",",,,0,0,2","","","","","","","","","",""
"USC00411267","1982-12","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   5.6",",,,0,0,2","","","  11.7",",,,0,0,2","  -1.7",",,,0,0,2","   1.7",",,,0,0,2","   2.3",",,,0,0,2","   6.5",",,,0,0,2","","","","","","","","","",""
"USC00411267","1983-01","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   2.8",",,,0,0,2","","","   8.3",",,,0,0,2","  -2.2",",,,0,0,2","   1.1",",,,0,0,2","   1.7",",,,0,0,2","   3.7",",,,0,0,2","","","","","","","","","",""
"USC00411267","1983-02","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   4.4",",,,0,0,2","","","  12.8",",,,0,0,2","  -2.8",",,,0,0,2","   1.7",",,,0,0,2","   2.1",",,,0,0,2","   4.8",",,,0,0,2","","","","","","","","","",""
"USC00411267","1983-03","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   8.9",",,,0,0,2","","","  20.0",",,,0,0,2","   2.2",",,,0,0,2","   2.8",",,,0,0,2","   4.8",",,,0,0,2","  10.9",",,,0,0,2","","","","","","","","","",""
"USC00411267","1983-04","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  14.4",",,,0,0,2","","","  22.8",",,,0,0,2","   2.8",",,,0,0,2","   4.4",",,,0,0,2","   7.3",",,,0,0,2","  13.7",",,,0,0,2","","","","","","","","","",""
"USC00411267","1983-05","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  18.3",",,,0,0,2","","","  30.6",",,,0,0,2","   7.8",",,,0,0,2","  12.8",",,,0,0,2","  12.6",",,,0,0,2","  22.1",",,,0,0,2","","","","","","","","","",""
"USC00411267","1983-06","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  22.2",",,,0,0,2","","","  33.3",",,,0,0,2","  11.7",",,,0,0,2","  16.1",",,,0,0,2","  17.5",",,,0,0,2","  27.2",",,,0,0,2","","","","","","","","","",""
"USC00411267","1983-07","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  23.9",",,,0,0,2","","","  35.6","1,,,0,0,2","  17.8",",,,0,0,2","  30.6","1,,,0,0,2","  22.1",",,,0,0,2","  33.7","1,,,0,0,2","","","","","","","","","",""
"USC00411267","1983-08","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  25.0",",,,0,0,2","","","  37.2",",,,0,0,2","  21.1",",,,0,0,2","  30.6",",,,0,0,2","  23.5",",,,0,0,2","  34.8",",,,0,0,2","","","","","","","","","",""
"USC00411267","1983-09","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  24.4",",,,0,0,2","","","  36.1",",,,0,0,2","  13.3",",,,0,0,2","  24.4",",,,0,0,2","  20.8",",,,0,0,2","  31.1",",,,0,0,2","","","","","","","","","",""
"USC00411267","1983-10","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  21.1",",,,0,0,2","","","  29.4","2,,,0,0,2","   8.3",",,,0,0,2","  14.4","2,,,0,0,2","  14.5",",,,0,0,2","  22.5","2,,,0,0,2","","","","","","","","","",""
"USC00411267","1983-11","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  15.6",",,,0,0,2","","","  21.7",",,,0,0,2","   0.0",",,,0,0,2","   2.8",",,,0,0,2","   8.0",",,,0,0,2","  14.7",",,,0,0,2","","","","","","","","","",""
"USC00411267","1983-12","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   4.4",",,,0,0,2","","","  10.6",",,,0,0,2","  -7.2",",,,0,0,2","  -5.0",",,,0,0,2","  -0.4",",,,0,0,2","   3.3",",,,0,0,2","","","","","","","","","",""
"USC00411267","1984-01","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   2.2",",,,0,0,2","","","  10.0",",,,0,0,2","  -3.9",",,,0,0,2","   0.0",",,,0,0,2","   0.8",",,,0,0,2","   3.6",",,,0,0,2","","","","","","","","","",""
"USC00411267","1984-02","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   3.9",",,,0,0,2","","","  11.7",",,,0,0,2","   1.1",",,,0,0,2","   4.4",",,,0,0,2","   2.4",",,,0,0,2","   9.0",",,,0,0,2","","","","","","","","","",""
"USC00411267","1984-03","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","   9.4",",,,0,0,2","","","  16.7",",,,0,0,2","   1.1",",,,0,0,2","   5.0",",,,0,0,2","   5.1",",,,0,0,2","  11.8",",,,0,0,2","","","","","","","","","",""
"USC00411267","1984-04","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  12.2",",,,0,0,2","","","  22.2",",,,0,0,2","   3.3",",,,0,0,2","   6.1",",,,0,0,2","   8.1",",,,0,0,2","  15.9",",,,0,0,2","","","","","","","","","",""
"USC00411267","1984-05","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  20.6",",,,0,0,2","","","  30.6",",,,0,0,2","   6.7",",,,0,0,2","  16.1",",,,0,0,2","  16.0",",,,0,0,2","  25.9",",,,0,0,2","","","","","","","","","",""
"USC00411267","1984-06","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  23.3",",,,0,0,2","","","  34.4",",,,0,0,2","  17.8",",,,0,0,2","  20.0",",,,0,0,2","  19.8",",,,0,0,2","  28.7",",,,0,0,2","","","","","","","","","",""
"USC00411267","1984-07","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  23.9",",,,0,0,2","","","  34.4",",,,0,0,2","  19.4",",,,0,0,2","  27.2",",,,0,0,2","  21.3",",,,0,0,2","  31.1",",,,0,0,2","","","","","","","","","",""
"USC00411267","1984-08","35.1866","-102.0797","1164.0","BUSHLAND 1 WSW, TX US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","  23.3",",,,0,0,2","","","  36.1",",,,0,0,2","  18.9",",,,0,0,2","  22.2",",,,0,0,2","  20.9",",,,0,0,2","  30.1",",,,0,0,2","","","","","","","","","",""
