"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00197122","1887-05","42.516667","-70.9","12.2","SALEM B, MA US","","","4",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","","","18870528",",,6","","","","","","","34.3",",,6,28,","","","","","","","41.7",",,,6","","","","","","","",""
"USC00197122","1887-06","42.516667","-70.9","12.2","SALEM B, MA US","","","4",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","","","18870602",",,6","","","","","","","28.2",",,6,02,","","","","","","","55.4",",,,6","","","","","","","",""
"USC00197122","1887-07","42.516667","-70.9","12.2","SALEM B, MA US","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00197122","1887-08","42.516667","-70.9","12.2","SALEM B, MA US","","","8",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","1","","18870822",",,6","","","","","","","66.5",",,6,22,","","","","","","","144.2",",,,6","","","","","","","",""
"USC00197122","1887-09","42.516667","-70.9","12.2","SALEM B, MA US","","","6",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","1","","18870909",",,6","","","","","","","5.3",",,6,09,","","","","","","","20.1",",,,6","","","","","","","",""
"USC00197122","1887-10","42.516667","-70.9","12.2","SALEM B, MA US","","","6",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","18871021",",,6","","","","","","","30.7",",,6,21,","","","","","","","71.6",",,,6","","","","","","","",""
"USC00197122","1887-11","42.516667","-70.9","12.2","SALEM B, MA US","","","7",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","","","18871115",",,6","","","","","","","35.3",",,6,15,","","","","","","","80.2",",,,6","","","","","","","",""
"USC00197122","1887-12","42.516667","-70.9","12.2","SALEM B, MA US","","","9",",6","7",",6","0",",6","1",",6","","","","","","","","","","","","","18871226",",,6","","","18871212",",,6","","","","","135",",,6,26,","21.8",",,6,12,","","","","","","","93.6",",,,6","135",",,,6","","","","","",""
"USC00197122","1888-01","42.516667","-70.9","12.2","SALEM B, MA US","","","10","3,6","5","3,6","1","3,6","","","","","","","","","","","","","","","","","","","18880102",",3,6","","","","","","","36.6","3,,6,02,","","","","","","","94.1","3,,,6","","","","","","","",""
"USC00197122","1888-02","42.516667","-70.9","12.2","SALEM B, MA US","","","6",",6","4",",6","0",",6","3",",6","","","","","","","","","","","","","18880211",",,6","","","18880225","+,,6","","","","","152",",,6,11,","18.5",",,6,25,+","","","","","","","68.4",",,,6","215",",,,6","","","","","",""
"USC00197122","1888-03","42.516667","-70.9","12.2","SALEM B, MA US","","","7",",6","6",",6","3",",6","1",",6","","","","","","","","","","","","","18880312",",,6","","","18880312",",,6","","","","","203",",,6,12,","55.4",",,6,12,","","","","","","","131.3",",,,6","218",",,,6","","","","","",""
"USC00197122","1888-04","42.516667","-70.9","12.2","SALEM B, MA US","","","9","1,6","5","1,6","1","1,6","1",",6","","","","","","","","","","","","","18880401",",,6","2","","18880402",",1,6","","","","","64",",,6,01,","29.2","1,,6,02,","","","","","","","82.1","1,,,6","64",",,,6","","","","","",""
"USC00197122","1888-05","42.516667","-70.9","12.2","SALEM B, MA US","","","15",",6","7",",6","2",",6","","","","","","","","","","","","","","","","","","","18880512",",,6","","","","","","","53.6",",,6,12,","","","","","","","129.6",",,,6","","","","","","","",""
"USC00197122","1888-06","42.516667","-70.9","12.2","SALEM B, MA US","","","9",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","1","","18880614",",,6","","","","","","","19.3",",,6,14,","","","","","","","43.9",",,,6","","","","","","","",""
"USC00197122","1888-07","42.516667","-70.9","12.2","SALEM B, MA US","","","6",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","2","","18880722",",,6","","","","","","","26.4",",,6,22,","","","","","","","49.8",",,,6","","","","","","","",""
"USC00197122","1888-08","42.516667","-70.9","12.2","SALEM B, MA US","","","6",",6","3",",6","3",",6","","","","","","","","","","","","","","","","","","","18880821",",,6","","","","","","","69.3",",,6,21,","","","","","","","149.5",",,,6","","","","","","","",""
"USC00197122","1888-09","42.516667","-70.9","12.2","SALEM B, MA US","","","9",",6","7",",6","3",",6","","","","","","","","","","","","","","","","","","","18880926",",,6","","","","","","","82.8",",,6,26,","","","","","","","202.4",",,,6","","","","","","","",""
"USC00197122","1888-10","42.516667","-70.9","12.2","SALEM B, MA US","","","9",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","18881007",",,6","","","","","","","38.4",",,6,07,","","","","","","","125.4",",,,6","","","","","","","",""
"USC00197122","1888-11","42.516667","-70.9","12.2","SALEM B, MA US","","","7",",6","6",",6","2",",6","","","","","","","","","","","","","","","","","","","18881127",",,6","","","","","","","100.3",",,6,27,","","","","","","","168.4",",,,6","","","","","","","",""
"USC00197122","1888-12","42.516667","-70.9","12.2","SALEM B, MA US","","","5",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","","","18881218",",,6","","","","","","","89.9",",,6,18,","","","","","","","139.7",",,,6","","","","","","","",""
"USC00197122","1889-01","42.516667","-70.9","12.2","SALEM B, MA US","","","5",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","18890107",",,6","","","","","","","75.7",",,6,07,","","","","","","","132.9",",,,6","","","","","","","",""
"USC00197122","1889-02","42.516667","-70.9","12.2","SALEM B, MA US","","","6",",6","5",",6","0",",6","2",",6","","","","","","","","","","","","","18890212",",,6","","","18890206",",,6","","","","","152",",,6,12,","13.2",",,6,06,","","","","","","","52.5",",,,6","190",",,,6","","","","","",""
"USC00197122","1889-03","42.516667","-70.9","12.2","SALEM B, MA US","","","4",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","18890306",",,6","","","","","","","18.5",",,6,06,","","","","","","","42.1",",,,6","","","","","","","",""
"USC00197122","1889-04","42.516667","-70.9","12.2","SALEM B, MA US","","","8",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","","","18890427",",,6","","","","","","","39.6",",,6,27,","","","","","","","91.4",",,,6","","","","","","","",""
"USC00197122","1889-05","42.516667","-70.9","12.2","SALEM B, MA US","","","7",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","1","","18890521",",,6","","","","","","","50.5",",,6,21,","","","","","","","79.1",",,,6","","","","","","","",""
"USC00197122","1889-06","42.516667","-70.9","12.2","SALEM B, MA US","94.0","4,6","","","","","","","","","0","2,6","0","2,6","0","2,6","25","2,6","0","2,6","18890618",",2,6","","","","","","","18890611",",2,6","10.6","2,6,18,","","","","","30.0","2,6,11,","","","5.3","2,6","","","","","21.52","4,6","25.14","2,,,6","17.91","2,,,6"
"USC00197122","1889-07","42.516667","-70.9","12.2","SALEM B, MA US","88.2","2,6","","","","","","","","","0","1,6","0","1,6","0","1,6","27","1,6","0","1,6","18890716","+,1,6","","","1","","","","18890730","+,1,6","13.9","1,6,16,+","","","","","28.9","1,6,30,+","0.9","","0.9","1,6","","","","","21.35","2,6","24.56","1,,,6","18.13","1,,,6"
"USC00197122","1889-08","42.516667","-70.9","12.2","SALEM B, MA US","","","6",",6","6",",6","2",",6","","","","","","","","","","","","","","","","","3","","18890814",",,6","","","","","","","58.2",",,6,14,","","","","","","","108.9",",,,6","","","","","","","",""
"USC00197122","1889-09","42.516667","-70.9","12.2","SALEM B, MA US","","","10",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","","","18890919",",,6","","","","","","","21.1",",,6,19,","","","","","","","71.2",",,,6","","","","","","","",""
"USC00197122","1889-10","42.516667","-70.9","12.2","SALEM B, MA US","","","7",",6","6",",6","2",",6","","","","","","","","","","","","","","","","","","","18891013",",,6","","","","","","","31.8",",,6,13,","","","","","","","97.5",",,,6","","","","","","","",""
"USC00197122","1889-11","42.516667","-70.9","12.2","SALEM B, MA US","","","10",",6","7",",6","2",",6","","","","","","","","","","","","","","","","","","","18891128",",,6","","","","","","","75.4",",,6,28,","","","","","","","156.3",",,,6","","","","","","","",""
"USC00197122","1889-12","42.516667","-70.9","12.2","SALEM B, MA US","","","11",",6","7",",6","0",",6","2",",6","","","","","","","","","","","","","18891214",",,6","","","18891219",",,6","","","","","216",",,6,14,","18.8",",,6,19,","","","","","","","71.6",",,,6","254",",,,6","","","","","",""
"USC00197122","1890-01","42.516667","-70.9","12.2","SALEM B, MA US","","","12",",6","9",",6","0",",6","4",",6","","","","","","","","","","","","","18900110",",,6","","","18900111","+,,6","","","","","76",",,6,10,","9.4",",,6,11,+","","","","","","","61.8",",,,6","268",",,,6","","","","","",""
"USC00197122","1890-02","42.516667","-70.9","12.2","SALEM B, MA US","","","10",",6","7",",6","0",",6","","","","","","","","","","","","","","","","","","","18900220",",,6","","","","","","","21.6",",,6,20,","","","","","","","81.5",",,,6","","","","","","","",""
"USC00197122","1890-03","42.516667","-70.9","12.2","SALEM B, MA US","","","12",",6","9",",6","1",",6","","","","","","","","","","","","","","","","","","","18900324",",,6","","","","","","","42.2",",,6,24,","","","","","","","177.0",",,,6","","","","","","","",""
"USC00197122","1890-04","42.516667","-70.9","12.2","SALEM B, MA US","","","6",",6","5",",6","0",",6","1",",6","","","","","","","","","","","","","18900401",",,6","","","18900429",",,6","","","","","25",",,6,01,","21.1",",,6,29,","","","","","","","61.2",",,,6","25",",,,6","","","","","",""
"USC00197122","1890-05","42.516667","-70.9","12.2","SALEM B, MA US","","","12",",6","9",",6","2",",6","","","","","","","","","","","","","","","","","","","18900528",",,6","","","","","","","39.9",",,6,28,","","","","","","","135.7",",,,6","","","","","","","",""
"USC00197122","1890-08","42.516667","-70.9","12.2","SALEM B, MA US","","","11",",6","10",",6","2",",6","","","","","","","","","","","","","","","","","","","18900828",",,6","","","","","","","27.2",",,6,28,","","","","","","","90.4",",,,6","","","","","","","",""
"USC00197122","1890-09","42.516667","-70.9","12.2","SALEM B, MA US","","","11",",6","9",",6","0",",6","","","","","","","","","","","","","","","","","","","18900913",",,6","","","","","","","25.1",",,6,13,","","","","","","","112.3",",,,6","","","","","","","",""
"USC00197122","1890-10","42.516667","-70.9","12.2","SALEM B, MA US","","","15",",6","11",",6","4",",6","","","","","","","","","","","","","","","","","","","18901017",",,6","","","","","","","39.6",",,6,17,","","","","","","","186.8",",,,6","","","","","","","",""
"USC00197122","1890-11","42.516667","-70.9","12.2","SALEM B, MA US","","","5",",6","5",",6","0",",6","0",",6","","","","","","","","","","","","","18901130","+,,6","","","18901117",",,6","","","","","0",",,6,30,+","19.8",",,6,17,","","","","","","","38.3",",,,6","0",",,,6","","","","","",""
"USC00197122","1890-12","42.516667","-70.9","12.2","SALEM B, MA US","","","6","3,6","5","3,6","3","3,6","","","","","","","","","","","","","","","","","","","18901218",",3,6","","","","","","","41.7","3,,6,18,","","","","","","","142.8","3,,,6","","","","","","","",""
"USC00197122","1891-01","42.516667","-70.9","12.2","SALEM B, MA US","","","14","2,6","10","2,6","1","2,6","","","","","","","","","","","","","","","","","","","18910102",",2,6","","","","","","","29.0","2,,6,02,","","","","","","","157.9","2,,,6","","","","","","","",""
"USC00197122","1891-02","42.516667","-70.9","12.2","SALEM B, MA US","","","10","2,6","9","2,6","0","2,6","4",",6","","","","","","","","","","","","","18910209","+,,6","","","18910210",",2,6","","","","","152",",,6,09,+","20.6","2,,6,10,","","","","","","","124.4","2,,,6","482",",,,6","","","","","",""
"USC00197122","1891-03","42.516667","-70.9","12.2","SALEM B, MA US","","","10","2,6","8","2,6","2","2,6","","","","","","","","","","","","","","","","","","","18910322",",2,6","","","","","","","30.5","2,,6,22,","","","","","","","124.9","2,,,6","","","","","","","",""
"USC00197122","1891-04","42.516667","-70.9","12.2","SALEM B, MA US","","","5",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","18910403",",,6","","","","","","","37.6",",,6,03,","","","","","","","55.4",",,,6","","","","","","","",""
"USC00197122","1891-05","42.516667","-70.9","12.2","SALEM B, MA US","","","6",",6","5",",6","0",",6","","","","","","","","","","","","","","","","","","","18910529",",,6","","","","","","","13.0",",,6,29,","","","","","","","42.5",",,,6","","","","","","","",""
"USC00197122","1891-06","42.516667","-70.9","12.2","SALEM B, MA US","","","8",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","","","18910623",",,6","","","","","","","38.9",",,6,23,","","","","","","","101.6",",,,6","","","","","","","",""
"USC00197122","1891-07","42.516667","-70.9","12.2","SALEM B, MA US","","","8",",6","6",",6","0",",6","","","","","","","","","","","","","","","","","1","","18910731",",,6","","","","","","","18.8",",,6,31,","","","","","","","76.2",",,,6","","","","","","","",""
"USC00197122","1891-08","42.516667","-70.9","12.2","SALEM B, MA US","","","9",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","18910828",",,6","","","","","","","33.0",",,6,28,","","","","","","","69.8",",,,6","","","","","","","",""
"USC00197122","1891-09","42.516667","-70.9","12.2","SALEM B, MA US","","","8",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","18910907",",,6","","","","","","","39.6",",,6,07,","","","","","","","58.6",",,,6","","","","","","","",""
"USC00197122","1891-10","42.516667","-70.9","12.2","SALEM B, MA US","","","7",",6","6",",6","2",",6","","","","","","","","","","","","","","","","","","","18911014",",,6","","","","","","","49.0",",,6,14,","","","","","","","138.5",",,,6","","","","","","","",""
"USC00197122","1891-11","42.516667","-70.9","12.2","SALEM B, MA US","","","6",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","18911127",",,6","","","","","","","30.7",",,6,27,","","","","","","","49.0",",,,6","","","","","","","",""
"USC00197122","1891-12","42.516667","-70.9","12.2","SALEM B, MA US","","","8","1,6","8","1,6","1","1,6","","","","","","","","","","","","","","","","","","","18911230",",1,6","","","","","","","31.0","1,,6,30,","","","","","","","91.0","1,,,6","","","","","","","",""
"USC00197122","1892-01","42.516667","-70.9","12.2","SALEM B, MA US","","","12","3,6","10","3,6","0","3,6","4",",6","","","","","","","","","","","","","18920106",",,6","","","18920103",",3,6","","","","","127",",,6,06,","19.3","3,,6,03,","","","","","","","117.2","3,,,6","318",",,,6","","","","","",""
"USC00197122","1892-02","42.516667","-70.9","12.2","SALEM B, MA US","","","4","3,6","3","3,6","1","3,6","2",",6","","","","","","","","","","","","","18920212",",,6","","","18920212",",3,6","","","","","254",",,6,12,","34.5","3,,6,12,","","","","","","","65.5","3,,,6","356",",,,6","","","","","",""
"USC00197122","1892-03","42.516667","-70.9","12.2","SALEM B, MA US","","","6",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","18920319",",,6","","","","","","","33.0",",,6,19,","","","","","","","95.5",",,,6","","","","","","","",""
"USC00197122","1892-05","42.516667","-70.9","12.2","SALEM B, MA US","","","12",",6","9",",6","2",",6","","","","","","","","","","","","","","","","","","","18920522",",,6","","","","","","","38.4",",,6,22,","","","","","","","155.3",",,,6","","","","","","","",""
"USC00197122","1892-06","42.516667","-70.9","12.2","SALEM B, MA US","","","10",",6","8",",6","1",",6","","","","","","","","","","","","","","","","","3","","18920617",",,6","","","","","","","29.2",",,6,17,","","","","","","","91.2",",,,6","","","","","","","",""
"USC00197122","1892-07","42.516667","-70.9","12.2","SALEM B, MA US","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00197122","1892-09","42.516667","-70.9","12.2","SALEM B, MA US","","","4",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","1","","18920915",",,6","","","","","","","26.4",",,6,15,","","","","","","","40.8",",,,6","","","","","","","",""
"USC00197122","1892-10","42.516667","-70.9","12.2","SALEM B, MA US","","","6",",6","4",",6","1",",6","","","","","","","","","","","","","","","","","","","18921005",",,6","","","","","","","40.9",",,6,05,","","","","","","","70.6",",,,6","","","","","","","",""
"USC00197122","1892-11","42.516667","-70.9","12.2","SALEM B, MA US","","","9",",6","6",",6","2",",6","2",",6","","","","","","","","","","","","","18921130",",,6","","","18921110",",,6","","","","","152",",,6,30,","46.0",",,6,10,","","","","","","","140.2",",,,6","216",",,,6","","","","","",""
"USC00197122","1893-02","42.516667","-70.9","12.2","SALEM B, MA US","","","11",",6","10",",6","2",",6","9",",6","","","","","","","","","","","","","18930218",",,6","","","18930214",",,6","","","","","343",",,6,18,","37.3",",,6,14,","","","","","","","146.4",",,,6","1244",",,,6","","","","","",""
"USC00197122","1893-03","42.516667","-70.9","12.2","SALEM B, MA US","","","7","1,6","3","1,6","0","1,6","1",",6","","","","","","","","","","","","","18930304",",,6","","","18930309",",1,6","","","","","25",",,6,04,","21.1","1,,6,09,","","","","","","","49.5","1,,,6","38",",,,6","","","","","",""
"USC00197122","1893-04","42.516667","-70.9","12.2","SALEM B, MA US","","","9",",6","8",",6","1",",6","2",",6","","","","","","","","","","","","","18930406",",,6","","","18930421",",,6","","","","","89",",,6,06,","32.8",",,6,21,","","","","","","","85.0",",,,6","165",",,,6","","","","","",""
"USC00197122","1893-05","42.516667","-70.9","12.2","SALEM B, MA US","","","9",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","","","18930504",",,6","","","","","","","62.7",",,6,04,","","","","","","","146.3",",,,6","","","","","","","",""
"USC00197122","1893-06","42.516667","-70.9","12.2","SALEM B, MA US","","","9",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","18930623",",,6","","","","","","","53.8",",,6,23,","","","","","","","83.9",",,,6","","","","","","","",""
"USC00197122","1893-07","42.516667","-70.9","12.2","SALEM B, MA US","","","7",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","5","","18930722",",,6","","","","","","","25.1",",,6,22,","","","","","","","49.6",",,,6","","","","","","","",""
"USC00197122","1893-09","42.516667","-70.9","12.2","SALEM B, MA US","","","5",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","18930916",",,6","","","","","","","13.5",",,6,16,","","","","","","","36.6",",,,6","","","","","","","",""
"USC00197122","1893-10","42.516667","-70.9","12.2","SALEM B, MA US","","","3",",6","2",",6","1",",6","","","","","","","","","","","","","","","","","","","18931024",",,6","","","","","","","64.5",",,6,24,","","","","","","","83.1",",,,6","","","","","","","",""
"USC00197122","1893-11","42.516667","-70.9","12.2","SALEM B, MA US","","","4",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","18931122",",,6","","","","","","","16.5",",,6,22,","","","","","","","44.9",",,,6","","","","","","","",""
"USC00197122","1893-12","42.516667","-70.9","12.2","SALEM B, MA US","","","13","1,6","9","1,6","2","1,6","6",",6","","","","","","","","","","","","","18931206",",,6","","","18931203",",1,6","","","","","203",",,6,06,","30.5","1,,6,03,","","","","","","","132.5","1,,,6","566",",,,6","","","","","",""
"USC00197122","1894-01","42.516667","-70.9","12.2","SALEM B, MA US","","","10","1,6","7","1,6","0","1,6","3",",6","","","","","","","","","","","","","18940127",",,6","","","18940129",",1,6","","","","","191",",,6,27,","25.1","1,,6,29,","","","","","","","86.9","1,,,6","497",",,,6","","","","","",""
"USC00197122","1894-02","42.516667","-70.9","12.2","SALEM B, MA US","","","6","2,6","6","2,6","0","2,6","3",",6","","","","","","","","","","","","","18940213",",,6","","","18940215",",2,6","","","","","279",",,6,13,","25.1","2,,6,15,","","","","","","","74.7","2,,,6","508",",,,6","","","","","",""
"USC00197122","1894-03","42.516667","-70.9","12.2","SALEM B, MA US","","","8",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","18940323",",,6","","","","","","","15.2",",,6,23,","","","","","","","27.4",",,,6","","","","","","","",""
"USC00197122","1894-04","42.516667","-70.9","12.2","SALEM B, MA US","","","7",",6","4",",6","1",",6","1",",6","","","","","","","","","","","","","18940409",",,6","","","18940414",",,6","","","","","203",",,6,09,","26.9",",,6,14,","","","","","","","68.3",",,,6","203",",,,6","","","","","",""
"USC00197122","1894-05","42.516667","-70.9","12.2","SALEM B, MA US","","","9",",6","7",",6","1",",6","","","","","","","","","","","","","","","","","","","18940525",",,6","","","","","","","43.4",",,6,25,","","","","","","","121.5",",,,6","","","","","","","",""
"USC00197122","1894-06","42.516667","-70.9","12.2","SALEM B, MA US","","","4",",6","3",",6","0",",6","","","","","","","","","","","","","","","","","","","18940621",",,6","","","","","","","6.6",",,6,21,","","","","","","","15.8",",,,6","","","","","","","",""
"USC00197122","1894-07","42.516667","-70.9","12.2","SALEM B, MA US","","","7",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","18940724",",,6","","","","","","","36.3",",,6,24,","","","","","","","77.7",",,,6","","","","","","","",""
"USC00197122","1894-08","42.516667","-70.9","12.2","SALEM B, MA US","","","7",",6","4",",6","0",",6","","","","","","","","","","","","","","","","","","","18940820",",,6","","","","","","","13.2",",,6,20,","","","","","","","32.0",",,,6","","","","","","","",""
"USC00197122","1894-09","42.516667","-70.9","12.2","SALEM B, MA US","","","4",",6","3",",6","1",",6","","","","","","","","","","","","","","","","","","","18940920",",,6","","","","","","","35.6",",,6,20,","","","","","","","58.0",",,,6","","","","","","","",""
