"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00363706","1891-12","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","299",",,,6"
"USC00363706","1892-01","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","365",",,,6"
"USC00363706","1892-02","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","374",",,,6"
"USC00363706","1892-03","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","405",",,,6"
"USC00363706","1892-04","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","382",",,,6"
"USC00363706","1892-05","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","339",",,,6"
"USC00363706","1892-06","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","265",",,,6"
"USC00363706","1892-07","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","248",",,,6"
"USC00363706","1892-08","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","224",",,,6"
"USC00363706","1892-09","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","162",",,,6"
"USC00363706","1892-10","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","","","","","","","","","","","","","","","","","","","","","","","","","","","","","153",",,,6"
"USC00363706","1892-11","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","12",",6","8",",6","1",",6","","","","","2","","","","","","18921118",",,6","","","","","33.0",",,6,18,","105.2",",,,6","","","347",",,,6"
"USC00363706","1892-12","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","10",",6","4",",6","0",",6","","","","","1","","","","","","18921213",",,6","","","","","8.6",",,6,13,","29.6",",,,6","","","414",",,,6"
"USC00363706","1893-01","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","8","1,6","4","1,6","1","1,6","","","0","1,6","1","","","","18930109",",1,6","18930101",",1,6","","","18","1,,6,09,","25.4","1,,6,01,","52.0","1,,,6","40","1,,,6","",""
"USC00363706","1893-02","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","10",",6","6",",6","0",",6","","","","","","","","","","","18930210",",,6","","","","","13.0",",,6,10,","62.6",",,,6","","","395",",,,6"
"USC00363706","1893-04","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","",""
"USC00363706","1893-05","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","16",",6","9",",6","2",",6","","","","","2","","","","","","18930504",",,6","","","","","40.1",",,6,04,","135.1",",,,6","","","",""
"USC00363706","1893-07","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","12",",6","6",",6","0",",6","","","","","","","","","","","18930708",",,6","","","","","13.0",",,6,08,","48.9",",,,6","","","",""
"USC00363706","1893-08","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","9",",6","6",",6","1",",6","","","","","","","","","","","18930829",",,6","","","","","31.0",",,6,29,","93.8",",,,6","","","",""
"USC00363706","1893-09","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","10",",6","4",",6","0",",6","","","","","","","","","","","18930914",",,6","","","","","15.0",",,6,14,","44.2",",,,6","","","",""
"USC00363706","1893-10","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","9",",6","7",",6","0",",6","","","","","","","","","","","18931014",",,6","","","","","19.1",",,6,14,","82.6",",,,6","","","",""
"USC00363706","1893-11","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","10","1,6","7","1,6","1","1,6","","","","","1","","","","","","18931104",",1,6","","","","","30.5","1,,6,04,","64.5","1,,,6","","","",""
"USC00363706","1893-12","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","12",",6","6",",6","0",",6","","","","","1","","","","","","18931203",",,6","","","","","19.3",",,6,03,","48.5",",,,6","","","",""
"USC00363706","1894-01","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","12",",6","5",",6","0",",6","","","","","3","","","","","","18940129",",,6","","","","","13.5",",,6,29,","45.0",",,,6","","","",""
"USC00363706","1894-02","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","13",",6","9",",6","0",",6","","","","","","","","","","","18940209",",,6","","","","","18.8",",,6,09,","115.8",",,,6","","","",""
"USC00363706","1894-03","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","8",",6","4",",6","0",",6","","","","","1","","","","","","18940323",",,6","","","","","11.2",",,6,23,","33.1",",,,6","","","",""
"USC00363706","1894-04","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","11",",6","5",",6","1",",6","","","","","","","","","","","18940411",",,6","","","","","26.4",",,6,11,","57.6",",,,6","","","",""
"USC00363706","1895-02","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","5",",6","3",",6","0",",6","","","","","","","","","","","18950208",",,6","","","","","6.1",",,6,08,","13.7",",,,6","","","",""
"USC00363706","1897-05","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","11",",6","11",",6","1",",6","","","","","","","","","","","18970514",",,6","","","","","26.9",",,6,14,","134.5",",,,6","","","",""
"USC00363706","1897-06","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","9",",6","6",",6","0",",6","","","","","","","","","","","18970609",",,6","","","","","21.3",",,6,09,","46.5",",,,6","","","",""
"USC00363706","1897-07","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","12",",6","10",",6","1",",6","","","","","","","","","","","18970728",",,6","","","","","39.1",",,6,28,","93.7",",,,6","","","",""
"USC00363706","1897-08","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","10",",6","6",",6","1",",6","","","","","","","","","","","18970824",",,6","","","","","35.6",",,6,24,","79.6",",,,6","","","",""
"USC00363706","1897-09","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","5",",6","4",",6","0",",6","","","","","","","","","","","18970924",",,6","","","","","17.3",",,6,24,","33.1",",,,6","","","",""
"USC00363706","1897-10","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","9",",6","5",",6","0",",6","","","","","","","","","","","18971023",",,6","","","","","10.4",",,6,23,","34.3",",,,6","","","",""
"USC00363706","1897-11","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","14",",6","12",",6","1",",6","","","","","","","","","","","18971101",",,6","","","","","30.0",",,6,01,","103.9",",,,6","","","",""
"USC00363706","1897-12","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","11",",6","6",",6","1",",6","","","0",",6","","","","","18971231","+,,6","18971205",",,6","","","5",",,6,31,+","27.9",",,6,05,","73.5",",,,6","10",",,,6","",""
"USC00363706","1898-01","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","14",",6","9",",6","0",",6","","","","","","","","","","","18980123",",,6","","","","","21.6",",,6,23,","89.8",",,,6","","","",""
"USC00363706","1898-02","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","8",",6","3",",6","0",",6","","","0",",6","","","","","18980221",",,6","18980221",",,6","","","3",",,6,21,","21.1",",,6,21,","41.0",",,,6","3",",,,6","",""
"USC00363706","1898-03","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","17",",6","9",",6","0",",6","","","","","","","","","","","18980321",",,6","","","","","17.5",",,6,21,","77.5",",,,6","","","",""
"USC00363706","1898-04","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","14",",6","7",",6","0",",6","","","","","","","","","","","18980415",",,6","","","","","15.5",",,6,15,","49.7",",,,6","","","",""
"USC00363706","1898-05","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","20",",6","14",",6","1",",6","","","","","","","","","","","18980516",",,6","","","","","29.2",",,6,16,","155.7",",,,6","","","",""
"USC00363706","1898-06","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","10",",6","5",",6","0",",6","","","","","","","","","","","18980629",",,6","","","","","21.1",",,6,29,","50.4",",,,6","","","",""
"USC00363706","1898-07","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","8",",6","6",",6","2",",6","","","","","","","","","","","18980727",",,6","","","","","44.2",",,6,27,","122.3",",,,6","","","",""
"USC00363706","1898-08","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","14",",6","9",",6","3",",6","","","","","","","","","","","18980804",",,6","","","","","71.6",",,6,04,","221.0",",,,6","","","",""
"USC00363706","1898-09","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","8",",6","3",",6","1",",6","","","","","","","","","","","18980927",",,6","","","","","34.5",",,6,27,","52.9",",,,6","","","",""
"USC00363706","1898-10","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","15",",6","10",",6","2",",6","","","","","","","","","","","18981019",",,6","","","","","35.6",",,6,19,","133.5",",,,6","","","",""
"USC00363706","1898-11","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","10",",6","7",",6","0",",6","","","","","","","","","","","18981119",",,6","","","","","20.6",",,6,19,","80.0",",,,6","","","",""
"USC00363706","1898-12","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","7",",6","5",",6","0",",6","","","","","","","","","","","18981205",",,6","","","","","22.6",",,6,05,","72.0",",,,6","","","",""
"USC00363706","1899-01","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","10",",6","4",",6","0",",6","","","","","","","","","","","18990107",",,6","","","","","15.5",",,6,07,","62.7",",,,6","","","",""
"USC00363706","1899-02","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","14",",6","11",",6","1",",6","","","","","","","","","","","18990227",",,6","","","","","25.7",",,6,27,","97.6",",,,6","","","",""
"USC00363706","1899-03","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","17",",6","11",",6","0",",6","","","","","","","","","","","18990319",",,6","","","","","18.0",",,6,19,","93.9",",,,6","","","",""
"USC00363706","1899-04","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","5",",6","2",",6","0",",6","","","","","","","","","","","18990408",",,6","","","","","21.1",",,6,08,","29.3",",,,6","","","",""
"USC00363706","1899-05","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","13",",6","9",",6","1",",6","","","","","","","","","","","18990509",",,6","","","","","28.4",",,6,09,","114.0",",,,6","","","",""
"USC00363706","1899-06","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","10",",6","8",",6","0",",6","","","","","","","","","","","18990625",",,6","","","","","18.0",",,6,25,","74.2",",,,6","","","",""
"USC00363706","1899-07","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","11",",6","4",",6","0",",6","","","","","","","","","","","18990709",",,6","","","","","19.8",",,6,09,","48.4",",,,6","","","",""
"USC00363706","1899-08","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","8",",6","5",",6","1",",6","","","","","","","","","","","18990827",",,6","","","","","61.0",",,6,27,","123.2",",,,6","","","",""
"USC00363706","1899-09","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","9",",6","7",",6","2",",6","","","","","","","","","","","18990926",",,6","","","","","30.5",",,6,26,","108.0",",,,6","","","",""
"USC00363706","1899-10","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","7",",6","2",",6","0",",6","","","","","","","","","","","18991009",",,6","","","","","5.1",",,6,09,","14.8",",,,6","","","",""
"USC00363706","1899-11","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","8",",6","6",",6","0",",6","","","","","","","","","","","18991101",",,6","","","","","19.8",",,6,01,","59.2",",,,6","","","",""
"USC00363706","1899-12","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","11",",6","6",",6","0",",6","","","0",",6","","","","","18991231","+,,6","18991224",",,6","","","0",",T,6,31,+","17.5",",,6,24,","46.5",",,,6","0",",T,,6","",""
"USC00363706","1900-01","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","10",",6","5",",6","0",",6","","","0",",6","","","","","19000101",",,6","19000112",",,6","","","3",",,6,01,","19.8",",,6,12,","52.6",",,,6","3",",,,6","",""
"USC00363706","1900-02","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","10",",6","6",",6","1",",6","","","0",",6","","","","","19000217",",,6","19000222",",,6","","","8",",,6,17,","26.2",",,6,22,","86.5",",,,6","8",",,,6","",""
"USC00363706","1900-03","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","12",",6","4",",6","1",",6","","","0",",6","","","","","19000315",",,6","19000316",",,6","","","18",",,6,15,","27.9",",,6,16,","76.2",",,,6","34",",,,6","",""
"USC00363706","1900-04","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","8",",6","5",",6","0",",6","","","","","","","","","","","19000423",",,6","","","","","9.9",",,6,23,","36.4",",,,6","","","",""
"USC00363706","1900-05","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","6",",6","2",",6","0",",6","","","","","","","","","","","19000519",",,6","","","","","19.6",",,6,19,","33.9",",,,6","","","",""
"USC00363706","1900-06","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","13",",6","7",",6","0",",6","","","","","","","","","","","19000612",",,6","","","","","15.0",",,6,12,","73.3",",,,6","","","",""
"USC00363706","1900-07","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","13",",6","7",",6","1",",6","","","","","","","","","","","19000726",",,6","","","","","34.3",",,6,26,","79.9",",,,6","","","",""
"USC00363706","1900-08","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","9",",6","5",",6","2",",6","","","","","","","","","","","19000828",",,6","","","","","42.4",",,6,28,","119.9",",,,6","","","",""
"USC00363706","1900-09","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","5",",6","3",",6","0",",6","","","","","","","","","","","19000904",",,6","","","","","20.3",",,6,04,","35.7",",,,6","","","",""
"USC00363706","1900-10","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","9",",6","2",",6","0",",6","","","","","","","","","","","19001014",",,6","","","","","22.9",",,6,14,","31.9",",,,6","","","",""
"USC00363706","1900-11","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","14",",6","4",",6","1",",6","","","","","","","","","","","19001126",",,6","","","","","41.9",",,6,26,","68.5",",,,6","","","",""
"USC00363706","1900-12","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","6",",6","5",",6","0",",6","","","","","","","","","","","19001205",",,6","","","","","18.5",",,6,05,","40.8",",,,6","","","",""
"USC00363706","1901-01","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","9",",6","5",",6","0",",6","","","","","","","","","","","19010112",",,6","","","","","17.0",",,6,12,","46.9",",,,6","","","",""
"USC00363706","1901-02","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","6",",6","1",",6","0",",6","","","","","","","","","","","19010204",",,6","","","","","8.9",",,6,04,","13.5",",,,6","","","",""
"USC00363706","1901-03","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","14",",6","5",",6","1",",6","","","","","","","","","","","19010311",",,6","","","","","36.3",",,6,11,","91.7",",,,6","","","",""
"USC00363706","1901-04","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","11",",6","6",",6","1",",6","","","","","","","","","","","19010403",",,6","","","","","27.7",",,6,03,","73.1",",,,6","","","",""
"USC00363706","1901-05","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","15",",6","13",",6","1",",6","","","","","","","","","","","19010529",",,6","","","","","29.7",",,6,29,","151.7",",,,6","","","",""
"USC00363706","1901-06","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","9",",6","4",",6","0",",6","","","","","","","","","","","19010607",",,6","","","","","9.7",",,6,07,","29.1",",,,6","","","",""
"USC00363706","1901-07","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","13",",6","7",",6","0",",6","","","","","","","","","","","19010712",",,6","","","","","8.9",",,6,12,","38.3",",,,6","","","",""
"USC00363706","1901-08","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","12",",6","5",",6","1",",6","","","","","","","","","","","19010807",",,6","","","","","36.1",",,6,07,","76.3",",,,6","","","",""
"USC00363706","1901-09","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","9",",6","4",",6","0",",6","","","","","","","","","","","19010911",",,6","","","","","21.6",",,6,11,","54.9",",,,6","","","",""
"USC00363706","1901-10","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","4",",6","3",",6","0",",6","","","","","","","","","","","19011014",",,6","","","","","15.7",",,6,14,","29.1",",,,6","","","",""
"USC00363706","1901-11","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","6",",6","3",",6","0",",6","","","0",",6","","","","","19011130","+,,6","19011124",",,6","","","0",",T,6,30,+","21.3",",,6,24,","32.7",",,,6","0",",T,,6","",""
"USC00363706","1901-12","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","11",",6","8",",6","1",",6","","","","","","","","","","","19011215",",,6","","","","","30.5",",,6,15,","120.8",",,,6","","","",""
"USC00363706","1902-01","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","10",",6","4",",6","1",",6","","","","","","","","","","","19020122",",,6","","","","","45.7",",,6,22,","81.4",",,,6","","","",""
"USC00363706","1902-02","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","9",",6","5",",6","1",",6","","","","","","","","","","","19020222",",,6","","","","","45.0",",,6,22,","90.2",",,,6","","","",""
"USC00363706","1902-03","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","11",",6","10",",6","0",",6","","","","","","","","","","","19020305",",,6","","","","","21.3",",,6,05,","88.7",",,,6","","","",""
"USC00363706","1902-04","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","7",",6","6",",6","0",",6","","","0",",6","","","","","19020403","+,,6","19020430","+,,6","","","0",",T,6,03,+","15.2",",,6,30,+","69.2",",,,6","0",",T,,6","",""
"USC00363706","1902-05","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","7",",6","1",",6","0",",6","","","","","","","","","","","19020503",",,6","","","","","2.5",",,6,03,","7.4",",,,6","","","",""
"USC00363706","1902-06","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","13",",6","9",",6","1",",6","","","","","","","","","","","19020626",",,6","","","","","40.9",",,6,26,","108.2",",,,6","","","",""
"USC00363706","1902-07","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","13",",6","7",",6","1",",6","","","","","","","","","","","19020725",",,6","","","","","26.2",",,6,25,","106.5",",,,6","","","",""
"USC00363706","1902-08","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","8",",6","3",",6","0",",6","","","","","","","","","","","19020806",",,6","","","","","22.6",",,6,06,","57.4",",,,6","","","",""
"USC00363706","1902-09","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","11",",6","7",",6","1",",6","","","","","","","","","","","19020926",",,6","","","","","45.5",",,6,26,","100.6",",,,6","","","",""
"USC00363706","1902-10","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","8",",6","5",",6","3",",6","","","","","","","","","","","19021028",",,6","","","","","46.5",",,6,28,","149.0",",,,6","","","",""
"USC00363706","1902-11","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","7",",6","4",",6","0",",6","","","","","","","","","","","19021126",",,6","","","","","12.7",",,6,26,","33.8",",,,6","","","",""
"USC00363706","1902-12","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","17",",6","12",",6","0",",6","","","","","","","","","","","19021203",",,6","","","","","20.6",",,6,03,","120.1",",,,6","","","",""
"USC00363706","1903-01","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","10",",6","6",",6","1",",6","","","","","","","","","","","19030103",",,6","","","","","31.2",",,6,03,","93.2",",,,6","","","",""
"USC00363706","1903-02","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","11",",6","6",",6","0",",6","","","","","","","","","","","19030217",",,6","","","","","22.9",",,6,17,","93.6",",,,6","","","",""
"USC00363706","1903-03","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","13",",6","8",",6","1",",6","","","","","","","","","","","19030323",",,6","","","","","25.9",",,6,23,","108.6",",,,6","","","",""
"USC00363706","1903-04","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","9",",6","9",",6","1",",6","","","","","","","","","","","19030415",",,6","","","","","25.9",",,6,15,","82.4",",,,6","","","",""
"USC00363706","1903-05","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","7",",6","2",",6","0",",6","","","","","","","","","","","19030524",",,6","","","","","5.3",",,6,24,","11.6",",,,6","","","",""
"USC00363706","1903-06","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","18",",6","13",",6","1",",6","","","","","","","","","","","19030629",",,6","","","","","40.1",",,6,29,","143.0",",,,6","","","",""
"USC00363706","1903-07","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","8",",6","7",",6","0",",6","","","","","","","","","","","19030719",",,6","","","","","13.2",",,6,19,","44.7",",,,6","","","",""
"USC00363706","1903-08","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","17",",6","11",",6","1",",6","","","","","","","","","","","19030828",",,6","","","","","55.4",",,6,28,","148.0",",,,6","","","",""
"USC00363706","1903-09","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","7",",6","4",",6","0",",6","","","","","","","","","","","19030909",",,6","","","","","14.5",",,6,09,","49.6",",,,6","","","",""
"USC00363706","1903-10","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","9",",6","5",",6","0",",6","","","","","","","","","","","19031009",",,6","","","","","16.5",",,6,09,","66.6",",,,6","","","",""
"USC00363706","1903-11","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","7",",6","5",",6","0",",6","","","0",",6","","","","","19031130","+,,6","19031116",",,6","","","0",",T,6,30,+","7.6",",,6,16,","22.0",",,,6","0",",T,,6","",""
"USC00363706","1903-12","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","10",",6","4",",6","0",",6","","","","","","","","","","","19031221",",,6","","","","","14.7",",,6,21,","49.2",",,,6","","","",""
"USC00363706","1904-01","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","13",",6","9",",6","0",",6","","","","","","","","","","","19040127",",,6","","","","","15.2",",,6,27,","78.9",",,,6","","","",""
"USC00363706","1904-02","40.2548","-76.8861","88.4","HARRISBURG RIVER GAGE, PA US","10",",6","4",",6","0",",6","","","0",",6","","","","","19040219","+,,6","19040222",",,6","","","3",",,6,19,+","21.6",",,6,22,","36.8",",,,6","6",",,,6","",""
