"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00362013","1943-09","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","2",",6","2",",6","0",",6","","","","","","","","","","","","","","","7","","","","","","","","","","19430905",",,6","","","","","","","","","11.7",",,6,05,","","","","","16.0",",,,6","","","","","","","","","","","",""
"USC00362013","1943-10","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00362013","1943-11","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","6",",6","4",",6","1",",6","","","0",",6","","","","","","","","","","","1","","","","","","19431117","+,,6","","","19431109",",,6","","","","","","","0",",T,6,17,+","45.7",",,6,09,","","","","","63.2",",,,6","0",",T,,6","","","","","","","","","",""
"USC00362013","1943-12","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","2",",6","1",",6","1",",6","","","0",",6","","","","","","","","","","","1","","","","","","19431211",",,6","","","19431227",",,6","","","","","","","0",",T,6,11,","25.7",",,6,27,","","","","","28.0",",,,6","0",",T,,6","","","","","","","","","",""
"USC00362013","1944-01","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","5",",6","4",",6","1",",6","","","0",",6","","","","","","","","","","","","","","","","","19440103",",,6","","","19440104",",,6","","","","","","","13",",,6,03,","32.3",",,6,04,","","","","","51.2",",,,6","13",",,,6","","","","","","","","","",""
"USC00362013","1944-02","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","7",",6","4",",6","0",",6","","","1",",6","","","","","","","","","","","","","","","","","19440212",",,6","","","19440227",",,6","","","","","","","114",",,6,12,","11.9",",,6,27,","","","","","36.8",",,,6","163",",,,6","","","","","","","","","",""
"USC00362013","1944-03","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","13",",6","9",",6","0",",6","","","3",",6","","","","","","","","","","","","","","","","","19440320","+,,6","","","19440324",",,6","","","","","","","114",",,6,20,+","21.6",",,6,24,","","","","","105.9",",,,6","253",",,,6","","","","","","","","","",""
"USC00362013","1944-04","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","16",",6","10",",6","0",",6","","","1",",6","","","","","","","","","","","","","","","","","19440405",",,6","","","19440425",",,6","","","","","","","51",",,6,05,","22.1",",,6,25,","","","","","84.5",",,,6","51",",,,6","","","","","","","","","",""
"USC00362013","1944-05","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","10",",6","5",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","","","19440507",",,6","","","","","","","","","56.9",",,6,07,","","","","","115.0",",,,6","","","","","","","","","","","",""
"USC00362013","1944-06","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","14",",6","12",",6","2",",6","","","","","","","","","","","","","","","2","","","","","","","","","","19440624",",,6","","","","","","","","","36.8",",,6,24,","","","","","159.4",",,,6","","","","","","","","","","","",""
"USC00362013","1944-07","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","8",",6","5",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","19440713",",,6","","","","","","","","","41.9",",,6,13,","","","","","81.3",",,,6","","","","","","","","","","","",""
"USC00362013","1944-09","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00362013","1944-10","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11",",6","7",",6","2",",6","","","0",",6","","","","","","","","","","","10","","","","","","19441031","+,,6","","","19441021",",,6","","","","","","","0",",,6,31,+","45.7",",,6,21,","","","","","125.5",",,,6","0",",,,6","","","","","","","","","",""
"USC00362013","1944-11","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","","","","","","","","","1",",6","","","","","","","","","","","2","","","","","","19441120",",,6","","","","","","","","","","","25",",,6,20,","","","","","","","","","40",",,,6","","","","","","","","","",""
"USC00362013","1944-12","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","","","","","","","","","3",",6","","","","","","","","","","","","","","","","","19441219",",,6","","","","","","","","","","","140",",,6,19,","","","","","","","","","331",",,,6","","","","","","","","","",""
"USC00362013","1945-01","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","9",",6","8",",6","0",",6","31",",6","6",",6","","","","","","","","","","","","","","","19450129","+,,6","19450117",",,6","","","19450102",",,6","","","","","432",",,6,29,+","178",",,6,17,","20.3",",,6,02,","","","","","69.1",",,,6","534",",,,6","","","","","","","","","",""
"USC00362013","1945-02","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","","","","","","","23","4,6","2",",6","","","","","","","","","","","","","","","19450202","+,4,6","19450214",",,6","","","","","","","","","356","4,,6,02,+","76",",,6,14,","","","","","","","","","114",",,,6","","","","","","","","","",""
"USC00362013","1945-03","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","15","1,6","11","1,6","0","1,6","","","0",",6","","","","","","","","","","","2","","","","","","19450308","+,,6","","","19450322","+,1,6","","","","","","","0",",T,6,08,+","15.2","1,,6,22,+","","","","","78.9","1,,,6","0",",T,,6","","","","","","","","","",""
"USC00362013","1945-04","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"USC00362013","1945-05","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","19",",6","14",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","19450517",",,6","","","","","","","","","50.8",",,6,17,","","","","","183.9",",,,6","","","","","","","","","","","",""
"USC00362013","1945-06","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","15",",6","11",",6","2",",6","","","0",",6","","","","","","","","","","","","","","","","","19450630","+,,6","","","19450629",",,6","","","","","","","0",",,6,30,+","47.0",",,6,29,","","","","","146.2",",,,6","0",",,,6","","","","","","","","","",""
"USC00362013","1945-07","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","10",",6","7",",6","1",",6","","","","","","","","","","","","","","","1","","","","","","","","","","19450715",",,6","","","","","","","","","40.6",",,6,15,","","","","","104.7",",,,6","","","","","","","","","","","",""
"USC00362013","1945-08","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","8",",6","6",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","19450825",",,6","","","","","","","","","39.4",",,6,25,","","","","","97.1",",,,6","","","","","","","","","","","",""
"USC00362013","1945-09","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","12",",6","8",",6","3",",6","","","","","","","","","","","","","","","1","","","","","","","","","","19450918",",,6","","","","","","","","","30.0",",,6,18,","","","","","161.6",",,,6","","","","","","","","","","","",""
"USC00362013","1945-10","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","10",",6","6",",6","1",",6","","","","","","","","","","","","","","","2","","","","","","","","","","19451009",",,6","","","","","","","","","33.0",",,6,09,","","","","","82.7",",,,6","","","","","","","","","","","",""
"USC00362013","1945-11","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","15",",6","14",",6","1",",6","","","0",",6","","","","","","","","","","","","","","","","","19451130","+,,6","","","19451103",",,6","","","","","","","0",",T,6,30,+","26.2",",,6,03,","","","","","130.4",",,,6","0",",T,,6","","","","","","","","","",""
"USC00362013","1945-12","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","8",",6","6",",6","0",",6","","","4",",6","","","","","","","","","","","1","","","","","","19451220",",,6","","","19451206",",,6","","","","","","","152",",,6,20,","19.3",",,6,06,","","","","","59.3",",,,6","386",",,,6","","","","","","","","","",""
"USC00362013","1946-01","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","8",",6","8",",6","0",",6","","","2",",6","","","","","","","","","","","1","","","","","","19460121",",,6","","","19460107",",,6","","","","","","","38",",,6,21,","9.9",",,6,07,","","","","","44.6",",,,6","63",",,,6","","","","","","","","","",""
"USC00362013","1946-02","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","7",",6","7",",6","0",",6","","","2",",6","","","","","","","","","","","","","","","","","19460220",",,6","","","19460220",",,6","","","","","","","191",",,6,20,","17.8",",,6,20,","","","","","53.2",",,,6","229",",,,6","","","","","","","","","",""
"USC00362013","1946-03","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11",",6","10",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","19460331","+,,6","","","19460315","+,,6","","","","","","","0",",,6,31,+","22.9",",,6,15,+","","","","","101.6",",,,6","0",",,,6","","","","","","","","","",""
"USC00362013","1946-04","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","5",",6","2",",6","0",",6","","","","","","","","","","","","","","","","","","","","","","","","","19460427",",,6","","","","","","","","","18.0",",,6,27,","","","","","24.4",",,,6","","","","","","","","","","","",""
"USC00362013","1946-05","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","16",",6","14",",6","2",",6","","","0",",6","","","","","","","","","","","","","","","","","19460531","+,,6","","","19460528",",,6","","","","","","","0",",,6,31,+","38.1",",,6,28,","","","","","214.1",",,,6","0",",,,6","","","","","","","","","",""
"USC00362013","1946-06","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","13",",6","12",",6","2",",6","","","0",",6","","","","","","","","","","","","","","","","","19460630","+,,6","","","19460629",",,6","","","","","","","0",",,6,30,+","109.2",",,6,29,","","","","","254.4",",,,6","0",",,,6","","","","","","","","","",""
"USC00362013","1946-07","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11",",6","8",",6","0",",6","","","0",",6","","","","","","","","","","","1","","","","","","19460731","+,,6","","","19460723",",,6","","","","","","","0",",,6,31,+","13.2",",,6,23,","","","","","55.9",",,,6","0",",,,6","","","","","","","","","",""
"USC00362013","1946-08","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","9",",6","6",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","19460831","+,,6","","","19460801",",,6","","","","","","","0",",,6,31,+","16.5",",,6,01,","","","","","56.4",",,,6","0",",,,6","","","","","","","","","",""
"USC00362013","1946-09","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","6",",6","6",",6","1",",6","","","","","","","","","","","","","","","1","","","","","","","","","","19460925",",,6","","","","","","","","","32.5",",,6,25,","","","","","71.1",",,,6","","","","","","","","","","","",""
"USC00362013","1946-10","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","9",",6","7",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","19461031","+,,6","","","19461026",",,6","","","","","","","0",",,6,31,+","21.1",",,6,26,","","","","","76.2",",,,6","0",",,,6","","","","","","","","","",""
"USC00362013","1946-11","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","4",",6","4",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","19461130","+,,6","","","19461127",",,6","","","","","","","0",",,6,30,+","15.0",",,6,27,","","","","","30.5",",,,6","0",",,,6","","","","","","","","","",""
"USC00362013","1946-12","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","5","1,6","5","1,6","1","1,6","","","1","1,6","","","","","","","","","","","","","","","","","19461221",",1,6","","","19461221",",1,6","","","","","","","114","1,,6,21,","34.5","1,,6,21,","","","","","58.6","1,,,6","114","1,,,6","","","","","","","","","",""
"USC00362013","1947-01","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","10",",6","10",",6","0",",6","","","2",",6","","","","","","","","","","","1","","","","","","19470106",",,6","","","19470131",",,6","","","","","","","114",",,6,06,","23.1",",,6,31,","","","","","101.6",",,,6","167",",,,6","","","","","","","","","",""
"USC00362013","1947-02","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","3",",6","2",",6","0",",6","","","3",",6","","","","","","","","","","","","","","","","","19470221",",,6","","","19470221",",,6","","","","","","","254",",,6,21,","19.8",",,6,21,","","","","","25.4",",,,6","376",",,,6","","","","","","","","","",""
"USC00362013","1947-03","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","8",",6","6",",6","0",",6","","","1",",6","","","","","","","","","","","","","","","","","19470303",",,6","","","19470303",",,6","","","","","","","191",",,6,03,","19.8",",,6,03,","","","","","61.7",",,,6","204",",,,6","","","","","","","","","",""
"USC00362013","1947-04","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","","","","","","","","","0",",6","","","","","","","","","","","1","","","","","","19470430","+,,6","","","","","","","","","","","0",",,6,30,+","","","","","","","","","0",",,,6","","","","","","","","","",""
"USC00362013","1947-05","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","17",",6","16",",6","1",",6","","","0",",6","","","","","","","","","","","","","","","","","19470531","+,,6","","","19470501",",,6","","","","","","","0",",,6,31,+","26.4",",,6,01,","","","","","210.7",",,,6","0",",,,6","","","","","","","","","",""
"USC00362013","1947-06","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11",",6","8",",6","2",",6","","","","","","","","","","","","","","","","","","","","","","","","","19470615",",,6","","","","","","","","","33.0",",,6,15,","","","","","107.2",",,,6","","","","","","","","","","","",""
"USC00362013","1947-08","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","9",",6","6",",6","0",",6","","","0",",6","","","","","","","","","","","","","","","","","19470831","+,,6","","","19470810",",,6","","","","","","","0",",,6,31,+","20.8",",,6,10,","","","","","55.1",",,,6","0",",,,6","","","","","","","","","",""
"USC00362013","1947-09","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","8",",6","5",",6","0",",6","","","0",",6","","","","","","","","","","","1","","","","","","19470930","+,,6","","","19470922",",,6","","","","","","","0",",,6,30,+","16.0",",,6,22,","","","","","42.4",",,,6","0",",,,6","","","","","","","","","",""
"USC00362013","1947-10","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","4",",6","4",",6","0",",6","","","","","","","","","","","","","","","1","","","","","","","","","","19471031",",,6","","","","","","","","","21.1",",,6,31,","","","","","34.5",",,,6","","","","","","","","","","","",""
"USC00362013","1947-11","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11","1,6","8","1,6","2","1,6","","","","","","","","","","","","","","","2","","","","","","","","","","19471108",",1,6","","","","","","","","","30.5","1,,6,08,","","","","","116.1","1,,,6","","","","","","","","","","","",""
"USC00362013","1947-12","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","8","1,6","3","1,6","0","1,6","","","2",",6","","","","","","","","","","","","","","","","","19471227",",,6","","","19471216",",1,6","","","","","","","69",",,6,27,","12.7","1,,6,16,","","","","","34.6","1,,,6","154",",,,6","","","","","","","","","",""
"USC00362013","1948-01","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","10",",6","7",",6","1",",6","28","3,6","7",",6","","","","","","","","","","","","","","","19480126",",3,6","19480125",",,6","","","19480102",",,6","","","","","279","3,,6,26,","229",",,6,25,","30.5",",,6,02,","","","","","73.8",",,,6","654",",,,6","","","","","","","","","",""
"USC00362013","1948-02","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","10",",6","7",",6","0",",6","","","3",",6","","","","","","","","","","","","","","","","","19480222",",,6","","","19480214",",,6","","","","","","","107",",,6,22,","15.7",",,6,14,","","","","","47.6",",,,6","261",",,,6","","","","","","","","","",""
"USC00362013","1948-03","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","11","2,6","7","2,6","0","2,6","","","","","","","","","","","","","","","","","","","","","","","","","19480320",",2,6","","","","","","","","","21.1","2,,6,20,","","","","","88.2","2,,,6","","","","","","","","","","","",""
"USC00362013","1948-04","40.9591","-76.6176","145.7","DANVILLE, PA US","","","","","14",",6","14",",6","1",",6","","","","","","","","","","","","","","","","","","","","","","","","","19480412",",,6","","","","","","","","","34.3",",,6,12,","","","","","137.8",",,,6","","","","","","","","","","","",""
