"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES"
"USC00298662","1946-07","36.3","-103.36667",,"TANNER RANCH, NM US","1",",6","1",",6","0",",6","","","19460707",",,6","17.8",",,6,07,","17.8",",,,6"
"USC00298662","1946-08","36.3","-103.36667",,"TANNER RANCH, NM US","11",",6","11",",6","1",",6","","","19460801",",,6","30.5",",,6,01,","114.4",",,,6"
"USC00298662","1946-09","36.3","-103.36667",,"TANNER RANCH, NM US","4",",6","4",",6","0",",6","","","19460918",",,6","12.7",",,6,18,","32.5",",,,6"
"USC00298662","1946-10","36.3","-103.36667",,"TANNER RANCH, NM US","2",",6","2",",6","0",",6","","","19461007",",,6","23.4",",,6,07,","39.4",",,,6"
"USC00298662","1946-11","36.3","-103.36667",,"TANNER RANCH, NM US","2",",6","2",",6","0",",6","","","19461105","+,,6","5.3",",,6,05,+","10.6",",,,6"
"USC00298662","1946-12","36.3","-103.36667",,"TANNER RANCH, NM US","0",",6","0",",6","0",",6","","","19461227",",,6","0.0",",T,6,27,","0.0",",T,,6"
"USC00298662","1947-01","36.3","-103.36667",,"TANNER RANCH, NM US","2",",6","1",",6","0",",6","","","19470101",",,6","10.2",",,6,01,","11.5",",,,6"
"USC00298662","1947-02","36.3","-103.36667",,"TANNER RANCH, NM US","4",",6","2",",6","0",",6","","","19470228",",,6","17.0",",,6,28,","22.1",",,,6"
"USC00298662","1947-03","36.3","-103.36667",,"TANNER RANCH, NM US","1",",6","1",",6","0",",6","","","19470319",",,6","5.6",",,6,19,","5.6",",,,6"
"USC00298662","1947-04","36.3","-103.36667",,"TANNER RANCH, NM US","2",",6","2",",6","0",",6","","","19470411",",,6","6.1",",,6,11,","9.9",",,,6"
"USC00298662","1947-05","36.3","-103.36667",,"TANNER RANCH, NM US","10",",6","10",",6","2",",6","","","19470509",",,6","44.5",",,6,09,","169.1",",,,6"
"USC00298662","1947-06","36.3","-103.36667",,"TANNER RANCH, NM US","3",",6","2",",6","0",",6","","","19470623",",,6","10.9",",,6,23,","17.5",",,,6"
"USC00298662","1947-07","36.3","-103.36667",,"TANNER RANCH, NM US","6","2,6","6","2,6","3","2,6","1","","19470718",",2,6","46.5","2,,6,18,","126.5","2,,,6"
