"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00089417","1898-11","30.633333","-85.583333","76.2","WAUSAU, FL US","","","","","5",",6","5",",6","3",",6","","","","","","","","","","","","","","","18981116",",,6","","","","","50.8",",,6,16,","","","","","","","157.7",",,,6","","","","","",""
"USC00089417","1898-12","30.633333","-85.583333","76.2","WAUSAU, FL US","","","4.8","1,6","7",",6","7",",6","5",",6","0","1,6","9","1,6","0",",6","8",",6","0",",6","18981211","+,1,6","","","18981220",",,6","18981230",",,6","-3.9","1,6,11,+","45.2",",,6,20,","24.4",",6,30,","","","250.5",",6","221.0",",,,6","10.25","1,6","15.43",",,,6","5.08","1,,,6"
"USC00089417","1899-01","30.633333","-85.583333","76.2","WAUSAU, FL US","0.6","6","0.6","5,6","7",",6","5",",6","0",",6","0","2,6","7","2,6","0","3,6","8","3,6","0","3,6","18990120","+,2,6","","","18990116",",,6","18990105",",3,6","-2.2","2,6,20,+","23.9",",,6,16,","25.6","3,6,05,","","","182.8","3,6","90.1",",,,6","11.23","5,6","17.05","3,,,6","5.41","2,,,6"
"USC00089417","1899-02","30.633333","-85.583333","76.2","WAUSAU, FL US","17.3","6","16.7","4,6","10",",6","6",",6","2",",6","0","3,6","8","3,6","1","3,6","9","3,6","0","3,6","18990213",",3,6","","","18990205",",,6","18990206","+,3,6","-16.7","3,6,13,","38.6",",,6,05,","26.7","3,6,06,+","","","194.3","3,6","106.3",",,,6","10.92","4,6","17.44","3,,,6","4.39","3,,,6"
"USC00089417","1899-03","30.633333","-85.583333","76.2","WAUSAU, FL US","58.5","6","41.2","2,6","7","1,6","6","1,6","2","1,6","0","1,6","2","1,6","0","1,6","23","1,6","0","1,6","18990308",",1,6","","","18990331",",1,6","18990327",",1,6","-3.9","1,6,08,","98.6","1,,6,31,","31.7","1,6,27,","","","95.2","1,6","187.8","1,,,6","16.52","2,6","23.43","1,,,6","9.61","1,,,6"
"USC00089417","1899-04","30.633333","-85.583333","76.2","WAUSAU, FL US","135.7","6","77.2",",6","7",",6","6",",6","1",",6","0",",6","1",",6","0",",6","24",",6","6",",6","18990410",",,6","","","18990406",",,6","18990428",",,6","0.0",",6,10,","27.7",",,6,06,","35.0",",6,28,","","","48.3",",6","64.4",",,,6","19.30",",6","26.48",",,,6","12.11",",,,6"
"USC00089417","1899-05","30.633333","-85.583333","76.2","WAUSAU, FL US","382.2","6","246.5",",6","5",",6","4",",6","1",",6","0",",6","0",",6","0",",6","31",",6","25",",6","18990501",",,6","","","18990528",",,6","18990520","+,,6","11.1",",6,01,","38.4",",,6,28,","37.2",",6,20,+","","","0.0",",6","72.4",",,,6","26.29",",6","34.27",",,,6","18.30",",,,6"
"USC00089417","1899-06","30.633333","-85.583333","76.2","WAUSAU, FL US","657.2","6","275.0",",6","6",",6","6",",6","3",",6","0",",6","0",",6","0",",6","30",",6","27",",6","18990619",",,6","","","18990625",",,6","18990622",",,6","14.4",",6,19,","41.9",",,6,25,","37.8",",6,22,","","","0.0",",6","131.5",",,,6","27.50",",6","34.64",",,,6","20.36",",,,6"
"USC00089417","1899-07","30.633333","-85.583333","76.2","WAUSAU, FL US","947.9","6","290.7","1,6","11",",6","8",",6","0",",6","0","1,6","0","1,6","0","1,6","30","1,6","29","1,6","18990703",",1,6","","","18990721",",,6","18990717","+,1,6","16.1","1,6,03,","19.8",",,6,21,","37.8","1,6,17,+","0.0","6","0.0","1,6","93.6",",,,6","28.02","1,6","34.55","1,,,6","21.49","1,,,6"
"USC00089417","1899-08","30.633333","-85.583333","76.2","WAUSAU, FL US","1235.0","6","287.1",",6","14",",6","11",",6","1",",6","0",",6","0",",6","0",",6","31",",6","23",",6","18990817","+,,6","","","18990826",",,6","18990809",",,6","19.4",",6,17,+","30.5",",,6,26,","36.7",",6,09,","0.0","6","0.0",",6","125.1",",,,6","27.59",",6","33.01",",,,6","22.18",",,,6"
"USC00089417","1899-09","30.633333","-85.583333","76.2","WAUSAU, FL US","1401.1","6","166.1",",6","2",",6","1",",6","1",",6","0",",6","0",",6","0",",6","30",",6","12",",6","18990928","+,,6","","","18990910",",,6","18990910",",,6","4.4",",6,28,+","27.4",",,6,10,","35.0",",6,10,","8.7","6","8.7",",6","28.4",",,,6","23.58",",6","30.40",",,,6","16.76",",,,6"
"USC00089417","1899-11","30.633333","-85.583333","76.2","WAUSAU, FL US","","","11.2",",6","4",",6","4",",6","1",",6","0",",6","3",",6","0",",6","23",",6","0",",6","18991106",",,6","","","18991122",",,6","18991120",",,6","-2.8",",6,06,","27.9",",,6,22,","26.7",",6,20,","","","120.9",",6","66.7",",,,6","14.68",",6","22.10",",,,6","7.25",",,,6"
"USC00089417","1899-12","30.633333","-85.583333","76.2","WAUSAU, FL US","","","1.2",",6","6",",6","6",",6","1",",6","0",",6","5",",6","0",",6","7",",6","0",",6","18991206",",,6","","","18991211",",,6","18991218",",,6","-3.9",",6,06,","36.8",",,6,11,","23.3",",6,18,","","","230.0",",6","82.4",",,,6","10.95",",6","16.62",",,,6","5.29",",,,6"
"USC00089417","1900-01","30.633333","-85.583333","76.2","WAUSAU, FL US","0.0","6","0.0",",6","6",",6","2",",6","0",",6","0",",6","13",",6","0",",6","3",",6","0",",6","19000103",",,6","","","19000117",",,6","19000111","+,,6","-9.4",",6,03,","3.6",",,6,17,","21.7",",6,11,+","","","298.4",",6","11.1",",,,6","8.71",",6","15.14",",,,6","2.27",",,,6"
"USC00089417","1900-02","30.633333","-85.583333","76.2","WAUSAU, FL US","8.1","6","8.1","2,6","8",",6","8",",6","7",",6","0","1,6","8","1,6","0","1,6","7","1,6","0","1,6","19000217",",1,6","","","19000228",",,6","19000212",",1,6","-8.3","1,6,17,","45.7",",,6,28,","26.7","1,6,12,","","","202.5","1,6","267.5",",,,6","11.03","2,6","17.22","1,,,6","4.84","1,,,6"
"USC00089417","1900-04","30.633333","-85.583333","76.2","WAUSAU, FL US","","","56.0",",6","6",",6","5",",6","2",",6","0",",6","0",",6","0",",6","26",",6","1",",6","19000406",",,6","","","19000417",",,6","19000430",",,6","2.2",",6,06,","39.9",",,6,17,","32.2",",6,30,","","","57.0",",6","99.1",",,,6","18.30",",6","25.33",",,,6","11.26",",,,6"
"USC00089417","1900-05","30.633333","-85.583333","76.2","WAUSAU, FL US","","","154.3",",6","7",",6","6",",6","1",",6","0",",6","0",",6","0",",6","31",",6","9",",6","19000512",",,6","","","19000525",",,6","19000515",",,6","8.3",",6,12,","43.2",",,6,25,","33.3",",6,15,","","","0.0",",6","93.4",",,,6","23.31",",6","30.92",",,,6","15.70",",,,6"
"USC00089417","1900-06","30.633333","-85.583333","76.2","WAUSAU, FL US","","","243.7",",6","16",",6","13",",6","1",",6","0",",6","0",",6","0",",6","30",",6","14",",6","19000619","+,,6","","","19000621",",,6","19000630","+,,6","18.3",",6,19,+","27.9",",,6,21,","35.6",",6,30,+","","","0.0",",6","145.6",",,,6","26.46",",6","31.54",",,,6","21.37",",,,6"
"USC00089417","1900-07","30.633333","-85.583333","76.2","WAUSAU, FL US","","","285.9",",6","19",",6","16",",6","2",",6","0",",6","0",",6","0",",6","31",",6","25",",6","19000724","+,,6","","","19000712",",,6","19000708","+,,6","20.6",",6,24,+","35.8",",,6,12,","36.7",",6,08,+","0.0","6","0.0",",6","222.0",",,,6","27.55",",6","33.17",",,,6","21.94",",,,6"
"USC00089417","1900-08","30.633333","-85.583333","76.2","WAUSAU, FL US","","","307.8",",6","9",",6","7",",6","2",",6","0",",6","0",",6","0",",6","31",",6","29",",6","19000808",",,6","","","19000823",",,6","19000822",",,6","18.3",",6,08,","32.5",",,6,23,","38.3",",6,22,","0.0","6","0.0",",6","85.2",",,,6","28.26",",6","34.96",",,,6","21.56",",,,6"
"USC00089417","1900-09","30.633333","-85.583333","76.2","WAUSAU, FL US","","","237.4",",6","6",",6","6",",6","1",",6","0",",6","0",",6","0",",6","30",",6","24",",6","19000919",",,6","","","19000914",",,6","19000918","+,,6","13.3",",6,19,","90.2",",,6,14,","34.4",",6,18,+","0.0","6","0.0",",6","134.6",",,,6","26.25",",6","32.61",",,,6","19.88",",,,6"
"USC00089417","1901-01","30.633333","-85.583333","76.2","WAUSAU, FL US","2.8","6","2.8","3,6","5","3,6","5","3,6","0","3,6","0","3,6","2","3,6","0","3,6","6","3,6","0","3,6","19010119",",3,6","","","19010102",",3,6","19010112","+,3,6","-3.3","3,6,19,","21.8","3,,6,02,","22.8","3,6,12,+","","","186.2","3,6","55.3","3,,,6","11.78","3,6","17.78","3,,,6","5.78","3,,,6"
"USC00089417","1901-03","30.633333","-85.583333","76.2","WAUSAU, FL US","","","14.5","4,6","6",",6","6",",6","3",",6","0","2,6","3","2,6","0","4,6","11","4,6","0","4,6","19010307",",2,6","","","19010323",",,6","19010330",",4,6","-4.4","2,6,07,","79.5",",,6,23,","28.3","4,6,30,","","","138.3","4,6","239.5",",,,6","13.75","4,6","20.30","4,,,6","7.19","2,,,6"
"USC00089417","1901-04","30.633333","-85.583333","76.2","WAUSAU, FL US","","","","","3","3,6","3","3,6","2","3,6","","","","","","","","","","","","","","","19010418",",3,6","","","","","61.0","3,,6,18,","","","","","","","102.1","3,,,6","","","","","",""
"USC00089417","1901-05","30.633333","-85.583333","76.2","WAUSAU, FL US","","","169.4",",6","7",",6","6",",6","3",",6","0",",6","0",",6","0",",6","30",",6","20",",6","19010526",",,6","","","19010531",",,6","19010524",",,6","10.0",",6,26,","132.1",",,6,31,","36.1",",6,24,","","","1.9",",6","222.5",",,,6","23.73",",6","31.93",",,,6","15.54",",,,6"
"USC00089417","1901-06","30.633333","-85.583333","76.2","WAUSAU, FL US","","","265.1",",6","8",",6","7",",6","1",",6","0",",6","0",",6","0",",6","30",",6","28",",6","19010609","+,,6","","","19010603",",,6","19010627",",,6","16.7",",6,09,+","30.2",",,6,03,","39.4",",6,27,","","","0.0",",6","77.4",",,,6","27.17",",6","34.74",",,,6","19.60",",,,6"
"USC00089417","1901-07","30.633333","-85.583333","76.2","WAUSAU, FL US","","","309.7",",6","16",",6","11",",6","1",",6","0",",6","0",",6","0",",6","31",",6","27",",6","19010724",",,6","","","19010715",",,6","19010712",",,6","18.9",",6,24,","30.2",",,6,15,","41.7",",6,12,","0.0","6","0.0",",6","154.8",",,,6","28.32",",6","34.93",",,,6","21.72",",,,6"
"USC00089417","1901-08","30.633333","-85.583333","76.2","WAUSAU, FL US","","","256.2",",6","20",",6","13",",6","4",",6","0",",6","0",",6","0",",6","31",",6","16",",6","19010829","+,,6","","","19010815",",,6","19010813","+,,6","18.3",",6,29,+","66.8",",,6,15,","35.6",",6,13,+","0.0","6","0.0",",6","256.4",",,,6","26.60",",6","31.96",",,,6","21.24",",,,6"
"USC00089417","1901-09","30.633333","-85.583333","76.2","WAUSAU, FL US","","","178.3",",6","8",",6","7",",6","3",",6","0",",6","0",",6","0",",6","30",",6","12",",6","19010920",",,6","","","19010916",",,6","19010915","+,,6","12.2",",6,20,","76.2",",,6,16,","34.4",",6,15,+","0.0","6","0.0",",6","233.5",",,,6","24.28",",6","30.12",",,,6","18.43",",,,6"
"USC00089417","1901-10","30.633333","-85.583333","76.2","WAUSAU, FL US","","","32.8",",6","3",",6","3",",6","2",",6","0",",6","0",",6","0",",6","30",",6","0",",6","19011015",",,6","","","19011001",",,6","19011012",",,6","3.9",",6,15,","40.6",",,6,01,","30.0",",6,12,","33.2","6","33.2",",6","86.8",",,,6","18.32",",6","26.11",",,,6","10.52",",,,6"
"USC00089417","1901-11","30.633333","-85.583333","76.2","WAUSAU, FL US","","","6.2",",6","4",",6","2",",6","0",",6","0",",6","10",",6","0",",6","11",",6","0",",6","19011117",",,6","","","19011119",",,6","19011101",",,6","-6.1",",6,17,","20.1",",,6,19,","28.9",",6,01,","235.5","6","202.3",",6","33.3",",,,6","11.80",",6","20.37",",,,6","3.22",",,,6"
"USC00089417","1901-12","30.633333","-85.583333","76.2","WAUSAU, FL US","","","6.4",",6","6",",6","6",",6","1",",6","0",",6","12",",6","0",",6","11",",6","0",",6","19011221",",,6","","","19011214",",,6","19011225","+,,6","-9.4",",6,21,","36.1",",,6,14,","25.0",",6,25,+","489.4","6","253.9",",6","85.2",",,,6","10.35",",6","17.18",",,,6","3.51",",,,6"
"USC00089417","1902-01","30.633333","-85.583333","76.2","WAUSAU, FL US","7.5","6","7.5",",6","3",",6","2",",6","0",",6","0",",6","16",",6","0",",6","13",",6","0",",6","19020114",",,6","","","19020119",",,6","19020130",",,6","-8.9",",6,14,","11.4",",,6,19,","26.7",",6,30,","745.6","6","256.2",",6","14.5",",,,6","10.31",",6","18.22",",,,6","2.40",",,,6"
"USC00089417","1902-02","30.633333","-85.583333","76.2","WAUSAU, FL US","9.7","6","2.2",",6","9",",6","6",",6","3",",6","0",",6","9",",6","0",",6","3",",6","0",",6","19020210",",,6","","","19020201",",,6","19020227",",,6","-5.0",",6,10,","41.9",",,6,01,","23.3",",6,27,","990.8","6","245.2",",6","164.4",",,,6","9.65",",6","15.92",",,,6","3.39",",,,6"
"USC00089417","1902-03","30.633333","-85.583333","76.2","WAUSAU, FL US","37.5","6","27.8",",6","11",",6","8",",6","3",",6","0",",6","4",",6","0",",6","24",",6","0",",6","19020306",",,6","","","19020314",",,6","19020330",",,6","-2.2",",6,06,","101.6",",,6,14,","29.4",",6,30,","1083.4","6","92.6",",6","325.9",",,,6","16.24",",6","22.78",",,,6","9.71",",,,6"
"USC00089417","1902-04","30.633333","-85.583333","76.2","WAUSAU, FL US","84.9","6","47.4",",6","3",",6","3",",6","1",",6","0",",6","0",",6","0",",6","29",",6","2",",6","19020402",",,6","","","19020407",",,6","19020430","+,,6","2.2",",6,02,","27.4",",,6,07,","32.2",",6,30,+","1111.8","6","28.4",",6","43.1",",,,6","18.97",",6","27.25",",,,6","10.68",",,,6"
"USC00089417","1902-05","30.633333","-85.583333","76.2","WAUSAU, FL US","297.3","6","212.4",",6","8",",6","6",",6","1",",6","0",",6","0",",6","0",",6","31",",6","24",",6","19020529",",,6","","","19020516",",,6","19020521",",,6","10.6",",6,29,","45.5",",,6,16,","37.2",",6,21,","1111.8","6","0.0",",6","94.5",",,,6","25.19",",6","33.29",",,,6","17.08",",,,6"
"USC00089417","1902-06","30.633333","-85.583333","76.2","WAUSAU, FL US","","","","","3",",6","3",",6","3",",6","","","","","","","","","","","","","","","19020616",",,6","","","","","49.0",",,6,16,","","","","","","","113.3",",,,6","","","","","",""
"USC00089417","1902-07","30.633333","-85.583333","76.2","WAUSAU, FL US","","","304.6","1,6","11",",6","9",",6","2",",6","0","1,6","0","1,6","0",",6","31",",6","31",",6","19020727","+,1,6","","","19020708",",,6","19020707",",,6","19.4","1,6,27,+","76.2",",,6,08,","40.6",",6,07,","0.0","6","0.0",",6","158.2",",,,6","28.43","1,6","35.93",",,,6","20.93","1,,,6"
"USC00089417","1902-08","30.633333","-85.583333","76.2","WAUSAU, FL US","","","326.8",",6","7",",6","6",",6","0",",6","0",",6","0",",6","0",",6","31",",6","27",",6","19020829",",,6","","","19020825",",,6","19020821",",,6","18.9",",6,29,","22.6",",,6,25,","40.6",",6,21,","0.0","6","0.0",",6","83.1",",,,6","28.88",",6","36.04",",,,6","21.71",",,,6"
"USC00089417","1902-09","30.633333","-85.583333","76.2","WAUSAU, FL US","","","220.6",",6","13",",6","11",",6","4",",6","0",",6","0",",6","0",",6","30",",6","17",",6","19020914",",,6","","","19020909",",,6","19020904","+,,6","12.8",",6,14,","89.9",",,6,09,","36.7",",6,04,+","0.0","6","0.0",",6","265.4",",,,6","25.69",",6","31.79",",,,6","19.58",",,,6"
"USC00089417","1902-10","30.633333","-85.583333","76.2","WAUSAU, FL US","","","75.5","1,6","9",",6","6",",6","1",",6","0",",6","0",",6","0","1,6","29","1,6","2","1,6","19021030",",,6","","","19021010",",,6","19021003",",1,6","0.6",",6,30,","37.6",",,6,10,","33.9","1,6,03,","14.7","6","14.7","1,6","79.4",",,,6","20.20","1,6","27.44","1,,,6","12.95",",,,6"
"USC00089417","1902-11","30.633333","-85.583333","76.2","WAUSAU, FL US","","","","","5",",6","4",",6","2",",6","","","","","","","","","","","","","","","19021130",",,6","","","","","66.8",",,6,30,","","","","","","","118.2",",,,6","","","","","",""
"USC00089417","1902-12","30.633333","-85.583333","76.2","WAUSAU, FL US","","","13.0",",6","7",",6","5",",6","0",",6","0",",6","11",",6","0",",6","14",",6","0",",6","19021228","+,,6","","","19021204",",,6","19021214","+,,6","-7.8",",6,28,+","22.1",",,6,04,","27.8",",6,14,+","","","197.7",",6","62.8",",,,6","12.38",",6","20.00",",,,6","4.75",",,,6"
"USC00089417","1903-01","30.633333","-85.583333","76.2","WAUSAU, FL US","0.0","6","0.0","2,6","10",",6","10",",6","0",",6","0","1,6","12","1,6","0","1,6","6","1,6","0","1,6","19030113","+,1,6","","","19030104",",,6","19030124",",1,6","-7.8","1,6,13,+","24.1",",,6,04,","23.3","1,6,24,","","","226.6","1,6","118.3",",,,6","10.49","2,6","17.42","1,,,6","3.57","1,,,6"
"USC00089417","1903-02","30.633333","-85.583333","76.2","WAUSAU, FL US","12.8","6","12.8","2,6","10",",6","8",",6","2",",6","0","1,6","2","1,6","0","1,6","13","1,6","0","1,6","19030218",",1,6","","","19030227",",,6","19030214",",1,6","-6.1","1,6,18,","68.6",",,6,27,","28.3","1,6,14,","","","125.3","1,6","158.1",",,,6","13.86","2,6","20.47","1,,,6","7.25","1,,,6"
"USC00089417","1903-03","30.633333","-85.583333","76.2","WAUSAU, FL US","65.0","6","52.2",",6","8",",6","8",",6","2",",6","0",",6","0",",6","0",",6","25",",6","0",",6","19030326",",,6","","","19030304",",,6","19030309",",,6","2.2",",6,26,","35.6",",,6,04,","30.0",",6,09,","","","35.5",",6","140.5",",,,6","18.87",",6","24.63",",,,6","13.12",",,,6"
"USC00089417","1903-04","30.633333","-85.583333","76.2","WAUSAU, FL US","115.2","6","50.2",",6","1",",6","0",",6","0",",6","0",",6","0",",6","0",",6","29",",6","0",",6","19030405",",,6","","","19030413",",,6","19030410",",,6","1.7",",6,05,","0.3",",,6,13,","31.1",",6,10,","","","36.1",",6","0.3",",,,6","18.80",",6","26.69",",,,6","10.92",",,,6"
"USC00089417","1903-05","30.633333","-85.583333","76.2","WAUSAU, FL US","259.3","6","144.1",",6","8",",6","8",",6","2",",6","0",",6","0",",6","0",",6","30",",6","13",",6","19030505",",,6","","","19030512",",,6","19030524",",,6","12.2",",6,05,","161.3",",,6,12,","36.7",",6,24,","","","1.1",",6","271.9",",,,6","22.95",",6","29.71",",,,6","16.18",",,,6"
"USC00089417","1903-06","30.633333","-85.583333","76.2","WAUSAU, FL US","481.7","6","222.4",",6","9",",6","9",",6","4",",6","0",",6","0",",6","0",",6","30",",6","20",",6","19030613",",,6","","","19030628",",,6","19030617",",,6","13.3",",6,13,","55.9",",,6,28,","36.7",",6,17,","","","0.0",",6","205.8",",,,6","25.75",",6","32.22",",,,6","19.27",",,,6"
"USC00089417","1903-07","30.633333","-85.583333","76.2","WAUSAU, FL US","772.5","6","290.8",",6","10",",6","9",",6","2",",6","0",",6","0",",6","0",",6","31",",6","27",",6","19030715",",,6","","","19030707",",,6","19030723",",,6","17.8",",6,15,","43.2",",,6,07,","38.3",",6,23,","0.0","6","0.0",",6","148.9",",,,6","27.71",",6","34.06",",,,6","21.37",",,,6"
"USC00089417","1903-08","30.633333","-85.583333","76.2","WAUSAU, FL US","1073.6","6","301.1",",6","13",",6","12",",6","2",",6","0",",6","0",",6","0",",6","31",",6","25",",6","19030810","+,,6","","","19030801",",,6","19030830","+,,6","21.1",",6,10,+","69.9",",,6,01,","37.8",",6,30,+","0.0","6","0.0",",6","194.6",",,,6","28.05",",6","33.64",",,,6","22.45",",,,6"
"USC00089417","1903-09","30.633333","-85.583333","76.2","WAUSAU, FL US","1276.6","6","203.0",",6","2",",6","2",",6","2",",6","0",",6","0",",6","0",",6","30",",6","19",",6","19030923",",,6","","","19030913",",,6","19030912","+,,6","8.3",",6,23,","130.8",",,6,13,","37.8",",6,12,+","0.0","6","0.0",",6","162.6",",,,6","25.10",",6","32.45",",,,6","17.75",",,,6"
"USC00089417","1903-10","30.633333","-85.583333","76.2","WAUSAU, FL US","1351.7","6","75.1","1,6","3",",6","2",",6","0",",6","0","1,6","0","1,6","0","1,6","28","1,6","3","1,6","19031025",",1,6","","","19031016",",,6","19031004","+,1,6","0.6","1,6,25,","14.0",",,6,16,","33.3","1,6,04,+","37.7","6","37.7","1,6","23.2",",,,6","19.58","1,6","26.93","1,,,6","12.22","1,,,6"
