"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"GLW00017611","1963-07","76.41667","-68.31667","488.3","CAMP TUTO ICECAP STATION, GL","0.0","X","0.0",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","12",",X","1",",X","0",",X","0",",X","12","","","","19630703",",,X","19630716","+,,X","19630707",",,X","19630707",",,X","19630724",",,X","-3.3",",X,03,","0",",T,X,16,+","10",",,X,07,","1.0",",,X,07,","10.0",",X,24,","464.9","X","464.9",",X","1.3",",,,X","13",",,,X","3.34",",X","5.31",",,,X","1.36",",,,X","135",",X","24.7",",X"
"GLW00017611","1963-08","76.41667","-68.31667","488.3","CAMP TUTO ICECAP STATION, GL","0.0","X","0.0",",X","4",",X","1",",X","0",",X","2",",X","1",",X","0",",X","11",",X","5",",X","0",",X","0",",X","14","","","","19630831","+,,X","19630827","+,,X","19630826",",,X","19630826",",,X","19630821","+,,X","-3.9",",X,31,+","25",",,X,27,+","33",",,X,26,","3.3",",,X,26,","7.2",",X,21,+","969.9","X","505.0",",X","5.2",",,,X","52",",,,X","2.04",",X","3.78",",,,X","0.31",",,,X","113",",X","26.7",",X"
"GLW00017611","1963-09","76.41667","-68.31667","488.3","CAMP TUTO ICECAP STATION, GL","0.0","X","0.0",",X","7",",X","1",",X","0",",X","18",",X","2",",X","0",",X","30",",X","23",",X","0",",X","0",",X","16","","","","19630928",",,X","19630930",",,X","19630929",",,X","19630913",",,X","19630904",",,X","-12.8",",X,28,","76",",,X,30,","102",",,X,29,","3.0",",,X,13,","3.3",",X,04,","1658.0","X","688.1",",X","10.1",",,,X","193",",,,X","-4.61",",X","-2.40",",,,X","-6.81",",,,X","113",",X","23.6",",X"
"GLW00017611","1963-10","76.41667","-68.31667","488.3","CAMP TUTO ICECAP STATION, GL","0.0","X","0.0",",X","10",",X","0",",X","0",",X","31",",X","0",",X","12",",X","31",",X","31",",X","0",",X","0",",X","12","","","","19631022",",,X","19631023","+,,X","19631019",",,X","19631019",",,X","19631003",",,X","-23.3",",X,22,","102",",,X,23,+","23",",,X,19,","2.3",",,X,19,","-0.6",",X,03,","2603.2","X","945.2",",X","10.7",",,,X","107",",,,X","-12.16",",X","-9.61",",,,X","-14.70",",,,X","135",",X","24.2",",X"
"GLW00017611","1963-11","76.41667","-68.31667","488.3","CAMP TUTO ICECAP STATION, GL","0.0","X","0.0",",X","9",",X","2",",X","0",",X","30",",X","2",",X","19",",X","30",",X","30",",X","0",",X","0",",X","6","","","","19631125",",,X","19631123","+,,X","19631112",",,X","19631112",",,X","19631107","+,,X","-31.1",",X,25,","152",",,X,23,+","41",",,X,12,","4.1",",,X,12,","-1.7",",X,07,+","3672.9","X","1069.7",",X","11.7",",,,X","117",",,,X","-17.33",",X","-14.89",",,,X","-19.76",",,,X","135","4,X","37.5","4,X"
"GLW00017611","1963-12","76.41667","-68.31667","488.3","CAMP TUTO ICECAP STATION, GL","0.0","X","0.0",",X","6",",X","2",",X","0",",X","31",",X","2",",X","23",",X","31",",X","31",",X","0",",X","0",",X","8","","","","19631231",",,X","19631207","+,,X","19631204",",,X","19631204",",,X","19631217",",,X","-27.8",",X,31,","178",",,X,07,+","38",",,X,04,","3.8",",,X,04,","-0.6",",X,17,","4792.4","X","1119.5",",X","10.2",",,,X","102",",,,X","-17.78",",X","-14.74",",,,X","-20.82",",,,X","68",",X","31.9",",X"
"GLW00017611","1964-01","76.41667","-68.31667","488.3","CAMP TUTO ICECAP STATION, GL","0.0","","0.0",",X","7",",X","2",",X","0",",X","29","2,X","2","1,X","27",",X","31",",X","29",",X","0",",X","0",",X","4","","","","19640115","+,,X","19640131","+,2,X","19640113",",1,X","19640113",",,X","19640117",",,X","-34.4",",X,15,+","305","2,,X,31,+","43","1,,X,13,","4.3",",,X,13,","1.7",",X,17,","6021.7","","1229.3",",X","13.7",",,,X","137","1,,,X","-21.32",",X","-17.63",",,,X","-25.01",",,,X","135",",X","38.6",",X"
"GLW00017611","1964-02","76.41667","-68.31667","488.3","CAMP TUTO ICECAP STATION, GL","0.0","","0.0",",X","8",",X","0",",X","0",",X","29",",X","0",",X","24",",X","29",",X","29",",X","0",",X","0",",X","4","","","","19640203","+,,X","19640229","+,,X","19640225","+,,X","19640225","+,,X","19640211",",,X","-40.6",",X,03,+","305",",,X,29,+","10",",,X,25,+","1.0",",,X,25,+","0.0",",X,11,","7148.0","","1126.3",",X","4.4",",,,X","44",",,,X","-20.50",",X","-16.47",",,,X","-24.54",",,,X","135",",X","29.3",",X"
"GLW00017611","1964-03","76.41667","-68.31667","488.3","CAMP TUTO ICECAP STATION, GL","0.0","","0.0",",X","9",",X","1",",X","0",",X","31",",X","1",",X","30",",X","31",",X","31",",X","0",",X","0",",X","2","","","","19640319",",,X","19640331","+,,X","19640304",",,X","19640304",",,X","19640301",",,X","-39.4",",X,19,","381",",,X,31,+","33",",,X,04,","3.3",",,X,04,","-1.7",",X,01,","8580.7","","1432.7",",X","11.4",",,,X","114",",,,X","-27.88",",X","-24.43",",,,X","-31.34",",,,X","180","1,X","34.4","1,X"
"GLW00017611","1964-04","76.41667","-68.31667","488.3","CAMP TUTO ICECAP STATION, GL","0.0","","0.0",",X","5",",X","1",",X","0",",X","30",",X","1",",X","24",",X","30",",X","30",",X","0",",X","0",",X","6","","","","19640408","+,,X","19640430","+,,X","19640430",",,X","19640430",",,X","19640412",",,X","-37.2",",X,08,+","457",",,X,30,+","30",",,X,30,","3.0",",,X,30,","-8.3",",X,12,","9752.9","","1172.2",",X","7.1",",,,X","71",",,,X","-20.74",",X","-16.82",",,,X","-24.67",",,,X","180","2,X","35.5","2,X"
"GLW00017611","1964-05","76.41667","-68.31667","488.3","CAMP TUTO ICECAP STATION, GL","0.0","","0.0",",X","5",",X","0",",X","0",",X","31",",X","0",",X","13",",X","31",",X","31",",X","0",",X","0",",X","8","","","","19640501",",,X","19640502","+,,X","19640525",",,X","19640525",",,X","19640518",",,X","-21.7",",X,01,","483",",,X,02,+","18",",,X,25,","1.8",",,X,25,","0.0",",X,18,","10664.4","","911.5",",X","5.2",",,,X","52",",,,X","-11.07",",X","-8.04",",,,X","-14.11",",,,X","45","1,X","17.5","1,X"
"GLW00017611","1964-06","76.41667","-68.31667","488.3","CAMP TUTO ICECAP STATION, GL","0.0","","0.0",",X","3",",X","1",",X","0",",X","30",",X","1",",X","0",",X","29",",X","11",",X","0",",X","0",",X","12","","","","19640602",",,X","19640601",",,X","19640606",",,X","19640606",",,X","19640620",",,X","-9.4",",X,02,","356",",,X,01,","25",",,X,06,","2.5",",,X,06,","7.2",",X,20,","11239.2","","574.8",",X","3.1",",,,X","31",",,,X","-0.83",",X","1.56",",,,X","-3.21",",,,X","135","2,X","25.7","2,X"
"GLW00017611","1964-07","76.41667","-68.31667","488.3","CAMP TUTO ICECAP STATION, GL","0.0","","0.0",",X","11",",X","0",",X","0",",X","31",",X","0",",X","0",",X","30",",X","9",",X","0",",X","0",",X","8","","","","19640712","+,,X","19640724","+,,X","19640721","+,,X","19640721","+,,X","19640719",",,X","-4.4",",X,12,+","254",",,X,24,+","15",",,X,21,+","1.5",",,X,21,+","5.0",",X,19,","571.4","","571.4",",X","9.8",",,,X","98",",,,X","-0.10",",X","1.54",",,,X","-1.74",",,,X","135","1,X","33.9","1,X"
"GLW00017611","1964-08","76.41667","-68.31667","488.3","CAMP TUTO ICECAP STATION, GL","0.0","","0.0",",X","7",",X","1",",X","0",",X","31",",X","1",",X","0",",X","26",",X","10",",X","0",",X","0",",X","6","","","","19640831","+,,X","19640812","+,,X","19640810",",,X","19640810",",,X","19640816","+,,X","-6.1",",X,31,+","305",",,X,12,+","30",",,X,10,","3.0",",,X,10,","9.4",",X,16,+","1136.1","","564.7",",X","7.0",",,,X","70",",,,X","0.12",",X","2.54",",,,X","-2.31",",,,X","135",",X","25.7",",X"
"GLW00017611","1964-09","76.41667","-68.31667","488.3","CAMP TUTO ICECAP STATION, GL","0.0","","0.0",",X","7",",X","4",",X","0",",X","30",",X","3",",X","2",",X","30",",X","20",",X","0",",X","0",",X","10","","","","19640930",",,X","19640930",",,X","19640929","+,,X","19640929","+,,X","19640912",",,X","-24.4",",X,30,","279",",,X,30,","76",",,X,29,+","7.6",",,X,29,+","2.8",",X,12,","1818.2","","682.1",",X","25.2",",,,X","230",",,,X","-4.41",",X","-1.74",",,,X","-7.07",",,,X","113",",X","30.3",",X"
"GLW00017611","1964-10","76.41667","-68.31667","488.3","CAMP TUTO ICECAP STATION, GL","","","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GLW00017611","1965-04","76.41667","-68.31667","488.3","CAMP TUTO ICECAP STATION, GL","","","","","","","","","","","","","","","","","","","","","","","","","2","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GLW00017611","1965-05","76.41667","-68.31667","488.3","CAMP TUTO ICECAP STATION, GL","","","0.0",",X","6",",X","1",",X","0",",X","31",",X","1",",X","0",",X","31",",X","22",",X","0",",X","0",",X","9","","5","","19650501",",,X","19650531","+,,X","19650522",",,X","19650522",",,X","19650527",",,X","-12.8",",X,01,","229",",,X,31,+","28",",,X,22,","2.8",",,X,22,","6.1",",X,27,","","","652.3",",X","5.2",",,,X","52",",,,X","-2.71",",X","-0.72",",,,X","-4.70",",,,X","135",",X","22.6",",X"
"GLW00017611","1965-06","76.41667","-68.31667","488.3","CAMP TUTO ICECAP STATION, GL","","","0.0",",X","6",",X","0",",X","0",",X","30",",X","0",",X","0",",X","25",",X","8",",X","0",",X","0",",X","16","","6","","19650611","+,,X","19650607","+,,X","19650622","+,,X","19650622","+,,X","19650618",",,X","-6.7",",X,11,+","203",",,X,07,+","5",",,X,22,+","0.5",",,X,22,+","8.9",",X,18,","","","546.0",",X","2.4",",,,X","24",",,,X","0.13",",X","2.54",",,,X","-2.27",",,,X","113",",X","24.2",",X"
"GLW00017611","1965-07","76.41667","-68.31667","488.3","CAMP TUTO ICECAP STATION, GL","","","0.0",",X","6",",X","0",",X","0",",X","31",",X","0",",X","0",",X","21",",X","1",",X","0",",X","0",",X","18","","9","","19650701",",,X","19650709","+,,X","19650731","+,,X","19650731",",,X","19650725",",,X","-3.9",",X,01,","127",",,X,09,+","10",",,X,31,+","1.5",",,X,31,","11.1",",X,25,","507.2","","507.2",",X","3.9",",,,X","31",",,,X","1.97",",X","4.01",",,,X","-0.06",",,,X","113","2,X","30.8","2,X"
"GLW00017611","1965-08","76.41667","-68.31667","488.3","CAMP TUTO ICECAP STATION, GL","","","","","","","","","","","","","","","","","","","","","","","","","6","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
