"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00040672","1915-08","37.083333","-122.083333","91.4","BEN LOMOND SOUTHERN PACIFIC RAILROAD, CA US","0",",6","0",",6","0",",6","","","","","","","3","","","","","","19150831","+,,6","","","","","0.0",",,6,31,+","0.0",",,,6","","","",""
"USC00040672","1915-09","37.083333","-122.083333","91.4","BEN LOMOND SOUTHERN PACIFIC RAILROAD, CA US","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","","",""
"USC00040672","1915-10","37.083333","-122.083333","91.4","BEN LOMOND SOUTHERN PACIFIC RAILROAD, CA US","0",",6","0",",6","0",",6","","","","","","","2","","","","","","19151024",",,6","","","","","0.0",",T,6,24,","0.0",",T,,6","","","",""
"USC00040672","1915-11","37.083333","-122.083333","91.4","BEN LOMOND SOUTHERN PACIFIC RAILROAD, CA US","3",",6","3",",6","0",",6","","","","","","","2","","","","","","19151108",",,6","","","","","24.9",",,6,08,","31.5",",,,6","","","",""
"USC00040672","1915-12","37.083333","-122.083333","91.4","BEN LOMOND SOUTHERN PACIFIC RAILROAD, CA US","7",",6","6",",6","4",",6","","","","","","","2","","","","","","19151203",",,6","","","","","93.2",",,6,03,","276.3",",,,6","","","",""
"USC00040672","1916-01","37.083333","-122.083333","91.4","BEN LOMOND SOUTHERN PACIFIC RAILROAD, CA US","22",",6","20",",6","12",",6","","","","","","","1","","","","","","19160102",",,6","","","","","99.6",",,6,02,","738.6",",,,6","","","",""
"USC00040672","1916-02","37.083333","-122.083333","91.4","BEN LOMOND SOUTHERN PACIFIC RAILROAD, CA US","11","1,6","9","1,6","2","1,6","","","","","","","1","","","","","","19160204",",1,6","","","","","81.3","1,,6,04,","184.2","1,,,6","","","",""
"USC00040672","1916-03","37.083333","-122.083333","91.4","BEN LOMOND SOUTHERN PACIFIC RAILROAD, CA US","4",",6","4",",6","2",",6","","","","","","","","","","","","","19160304",",,6","","","","","63.5",",,6,04,","102.9",",,,6","","","",""
"USC00040672","1916-04","37.083333","-122.083333","91.4","BEN LOMOND SOUTHERN PACIFIC RAILROAD, CA US","0",",6","0",",6","0",",6","","","","","","","","","","","","","19160430","+,,6","","","","","0.0",",,6,30,+","0.0",",,,6","","","",""
"USC00040672","1916-05","37.083333","-122.083333","91.4","BEN LOMOND SOUTHERN PACIFIC RAILROAD, CA US","0",",6","0",",6","0",",6","","","","","","","","","","","","","19160523","+,,6","","","","","0.0",",T,6,23,+","0.0",",T,,6","","","",""
"USC00040672","1916-06","37.083333","-122.083333","91.4","BEN LOMOND SOUTHERN PACIFIC RAILROAD, CA US","0",",6","0",",6","0",",6","","","","","","","4","","","","","","19160630","+,,6","","","","","0.0",",,6,30,+","0.0",",,,6","","","",""
"USC00040672","1916-07","37.083333","-122.083333","91.4","BEN LOMOND SOUTHERN PACIFIC RAILROAD, CA US","1",",6","0",",6","0",",6","","","","","","","6","","","","","","19160701",",,6","","","","","1.3",",,6,01,","1.3",",,,6","","","",""
"USC00040672","1916-08","37.083333","-122.083333","91.4","BEN LOMOND SOUTHERN PACIFIC RAILROAD, CA US","0",",6","0",",6","0",",6","","","","","","","4","","","","","","19160831","+,,6","","","","","0.0",",,6,31,+","0.0",",,,6","","","",""
"USC00040672","1916-09","37.083333","-122.083333","91.4","BEN LOMOND SOUTHERN PACIFIC RAILROAD, CA US","3",",6","2",",6","0",",6","","","","","","","1","","","","","","19160929",",,6","","","","","8.1",",,6,29,","15.5",",,,6","","","",""
"USC00040672","1916-10","37.083333","-122.083333","91.4","BEN LOMOND SOUTHERN PACIFIC RAILROAD, CA US","6",",6","3",",6","0",",6","","","","","","","12","","","","","","19161009",",,6","","","","","4.6",",,6,09,","15.0",",,,6","","","",""
"USC00040672","1916-11","37.083333","-122.083333","91.4","BEN LOMOND SOUTHERN PACIFIC RAILROAD, CA US","4",",6","4",",6","0",",6","","","","","","","1","","","","","","19161125",",,6","","","","","14.5",",,6,25,","39.4",",,,6","","","",""
"USC00040672","1916-12","37.083333","-122.083333","91.4","BEN LOMOND SOUTHERN PACIFIC RAILROAD, CA US","10",",6","10",",6","5",",6","","","","","","","1","","","","","","19161223",",,6","","","","","123.7",",,6,23,","403.4",",,,6","","","",""
"USC00040672","1917-02","37.083333","-122.083333","91.4","BEN LOMOND SOUTHERN PACIFIC RAILROAD, CA US","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","",""
"USC00040672","1917-04","37.083333","-122.083333","91.4","BEN LOMOND SOUTHERN PACIFIC RAILROAD, CA US","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","",""
"USC00040672","1917-05","37.083333","-122.083333","91.4","BEN LOMOND SOUTHERN PACIFIC RAILROAD, CA US","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","","",""
"USC00040672","1917-06","37.083333","-122.083333","91.4","BEN LOMOND SOUTHERN PACIFIC RAILROAD, CA US","","","","","","","","","","","","","7","","","","","","","","","","","","","","","","","","",""
"USC00040672","1917-07","37.083333","-122.083333","91.4","BEN LOMOND SOUTHERN PACIFIC RAILROAD, CA US","","","","","","","","","","","","","11","","","","","","","","","","","","","","","","","","",""
"USC00040672","1917-08","37.083333","-122.083333","91.4","BEN LOMOND SOUTHERN PACIFIC RAILROAD, CA US","","","","","","","","","","","","","26","","","","","","","","","","","","","","","","","","",""
"USC00040672","1917-09","37.083333","-122.083333","91.4","BEN LOMOND SOUTHERN PACIFIC RAILROAD, CA US","","","","","","","","","","","","","7","","","","","","","","","","","","","","","","","","",""
"USC00040672","1917-10","37.083333","-122.083333","91.4","BEN LOMOND SOUTHERN PACIFIC RAILROAD, CA US","","","","","","","","","","","","","13","","","","","","","","","","","","","","","","","","",""
"USC00040672","1917-11","37.083333","-122.083333","91.4","BEN LOMOND SOUTHERN PACIFIC RAILROAD, CA US","4",",6","4",",6","1",",6","","","","","","","5","","","","","","19171130",",,6","","","","","28.4",",,6,30,","56.1",",,,6","","","",""
"USC00040672","1917-12","37.083333","-122.083333","91.4","BEN LOMOND SOUTHERN PACIFIC RAILROAD, CA US","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","","",""
"USC00040672","1918-01","37.083333","-122.083333","91.4","BEN LOMOND SOUTHERN PACIFIC RAILROAD, CA US","3",",6","3",",6","0",",6","","","","","","","3","","","","","","19180112",",,6","","","","","14.7",",,6,12,","26.6",",,,6","","","",""
"USC00040672","1918-03","37.083333","-122.083333","91.4","BEN LOMOND SOUTHERN PACIFIC RAILROAD, CA US","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","",""
"USC00040672","1918-04","37.083333","-122.083333","91.4","BEN LOMOND SOUTHERN PACIFIC RAILROAD, CA US","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","",""
"USC00040672","1918-05","37.083333","-122.083333","91.4","BEN LOMOND SOUTHERN PACIFIC RAILROAD, CA US","","","","","","","","","","","","","11","","","","","","","","","","","","","","","","","","",""
