"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00013959","1941-11","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","1527.2","0","9.8",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","13",",0","0",",0","6","","","","19411124",",,0","19411130","+,,0","19411130","+,,0","","","19411122",",,0","19411118","+,,0","-2.8",",0,24,","0",",,0,30,+","0",",,0,30,+","13.7",",,0,22,","28.9",",0,18,+","190.9","0","","","157.6",",0","","","","","","","","","","","32.0",",,,0","","","","","","","0",",,,0","13.41",",0","20.45",",,,0","6.37",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1941-12","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","1528.3","0","1.1",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","4",",0","0",",0","15","","","","19411229",",,0","19411231","+,,0","19411231","+,,0","","","19411211",",,0","19411201",",,0","-2.8",",0,29,","0",",,0,31,+","0",",,0,31,+","14.7",",,0,11,","25.0",",0,01,","430.2","0","","","239.3",",0","","","","","","","","","","","42.5",",,,0","","","","","","","0",",,,0","10.65",",0","15.97",",,,0","5.33",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1942-01","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","1.4","0","1.4",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","12",",0","5",",0","6",",0","0",",0","7","","","","19420105",",,0","19420131","+,,0","19420104","+,,0","","","19420103",",,0","19420126",",,0","-10.6",",0,05,","0",",,0,31,+","0",",T,0,04,+","6.1",",,0,03,","27.2",",0,26,","776.6","0","","","346.4",",0","","","","","","","","","","","14.0",",,,0","","","","","","","0",",T,,0","7.20",",0","13.96",",,,0","0.45",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1942-02","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","4.2","0","2.8",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","3",",0","0",",0","7","","","","19420218",",,0","19420228","+,,0","19420219",",,0","","","19420216",",,0","19420205",",,0","-5.6",",0,18,","0",",,0,28,+","5",",,0,19,","19.3",",,0,16,","27.8",",0,05,","1022.2","0","","","245.6",",0","","","","","","","","","","","46.9",",,,0","","","","","","","5",",,,0","9.66",",0","15.29",",,,0","4.03",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1942-03","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","17.6","0","13.4",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","4","","","","19420303","+,,0","19420331","+,,0","19420331","+,,0","","","19420301",",,0","19420313",",,0","0.6",",0,03,+","0",",,0,31,+","0",",,0,31,+","20.6",",,0,01,","30.6",",0,13,","1162.6","0","","","140.4",",0","","","","","","","","","","","26.0",",,,0","","","","","","","0",",,,0","14.24",",0","21.59",",,,0","6.88",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1942-04","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","68.4","0","50.8",",0","15",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","17","","","","19420401",",,0","19420430","+,,0","19420430","+,,0","5","","19420407",",,0","19420417",",,0","3.3",",0,01,","0",",,0,30,+","0",",,0,30,+","48.8",",,0,07,","29.4",",0,17,","1202.0","0","","","39.4",",0","","","","","","","","","","","264.4",",,,0","","","","","","","0",",,,0","18.71",",0","23.98",",,,0","13.45",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1942-05","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","197.8","0","129.4",",0","12",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","5",",0","9","","","","19420515",",,0","19420531","+,,0","19420531","+,,0","6","","19420523",",,0","19420529","+,,0","7.8",",0,15,","0",",,0,31,+","0",",,0,31,+","20.8",",,0,23,","33.9",",0,29,+","1208.6","0","","","6.6",",0","","","","","","","","","","","97.6",",,,0","","","","","","","0",",,,0","22.29",",0","27.73",",,,0","16.86",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1942-06","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","465.4","0","267.6",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","21",",0","1","","","","19420614",",,0","19420630","+,,0","19420630","+,,0","6","","19420611",",,0","19420612",",,0","16.1",",0,14,","0",",,0,30,+","0",",,0,30,+","33.3",",,0,11,","36.1",",0,12,","1208.6","0","","","0.0",",0","","","","","","","","","","","113.4",",,,0","","","","","","","0",",,,0","27.25",",0","33.12",",,,0","21.39",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1942-07","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","777.0","0","311.6",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","2","","","","19420724",",,0","19420731","+,,0","19420731","+,,0","7","","19420707","+,,0","19420715",",,0","18.3",",0,24,","0",",,0,31,+","0",",,0,31,+","3.0",",,0,07,+","37.2",",0,15,","0.0","0","","","0.0",",0","","","","","","","","","","","6.8",",,,0","","","","","","","0",",,,0","28.38",",0","34.42",",,,0","22.35",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1942-08","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","1099.2","0","322.2",",0","7",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","24",",0","7","","","","19420829",",,0","19420831","+,,0","19420831","+,,0","4","","19420824",",,0","19420808",",,0","20.6",",0,29,","0",",,0,31,+","0",",,0,31,+","44.7",",,0,24,","38.9",",0,08,","0.0","0","","","0.0",",0","","","","","","","","","","","88.2",",,,0","","","","","","","0",",,,0","28.73",",0","34.45",",,,0","23.00",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1942-09","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","1273.4","0","174.2",",0","8",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","14",",0","11","","","","19420927",",,0","19420930","+,,0","19420930","+,,0","3","","19420907",",,0","19420913",",,0","3.9",",0,27,","0",",,0,30,+","0",",,0,30,+","90.4",",,0,07,","35.0",",0,13,","14.5","0","","","14.5",",0","","","","","","","","","","","238.0",",,,0","","","","","","","0",",,,0","23.66",",0","29.37",",,,0","17.95",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1942-10","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","1335.0","0","61.6",",0","9",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","4","","","","19421027","+,,0","19421031","+,,0","19421031","+,,0","5","","19421030",",,0","19421009","+,,0","5.6",",0,27,+","0",",,0,31,+","0",",,0,31,+","19.1",",,0,30,","31.1",",0,09,+","43.1","0","","","28.6",",0","","","","","","","","","","","97.9",",,,0","","","","","","","0",",,,0","19.40",",0","25.72",",,,0","13.08",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1942-11","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","1378.9","0","43.9",",0","5",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","6","","","","19421130","+,,0","19421130","+,,0","19421130","+,,0","1","","19421104",",,0","19421125",",,0","0.6",",0,30,+","0",",,0,30,+","0",",,0,30,+","31.8",",,0,04,","28.9",",0,25,","146.4","0","","","103.3",",0","","","","","","","","","","","92.3",",,,0","","","","","","","0",",,,0","16.36",",0","22.64",",,,0","10.07",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1942-12","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","1378.9","0","0.0",",0","9",",0","4",",0","1",",0","0",",0","0",",0","0",",0","4",",0","0",",0","11",",0","0",",0","7","","","","19421229",",,0","19421231","+,,0","19421228","+,,0","1","","19421221",",,0","19421215",",,0","-2.2",",0,29,","0",",,0,31,+","0",",T,0,28,+","34.8",",,0,21,","25.6",",0,15,","386.4","0","","","240.0",",0","","","","","","","","","","","61.7",",,,0","","","","","","","0",",T,,0","10.59",",0","16.65",",,,0","4.53",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1943-01","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","5.2","0","5.2",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","12",",0","1",",0","12",",0","1",",0","9","","","","19430119",",,0","19430131","+,,0","19430131","+,,0","1","","19430106",",,0","19430123",",,0","-13.3",",0,19,","0",",,0,31,+","0",",,0,31,+","15.0",",,0,06,","32.2",",0,23,","695.5","0","","","309.1",",0","","","","","","","","","","","16.1",",,,0","","","","","","","0",",,,0","8.53",",0","15.61",",,,0","1.45",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1943-02","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","9.6","0","4.4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","14",",0","0",",0","4","","","","19430211",",,0","19430228","+,,0","19430228","+,,0","1","","19430220",",,0","19430223",",,0","-4.4",",0,11,","0",",,0,28,+","0",",,0,28,+","9.9",",,0,20,","28.9",",0,23,","842.8","0","","","147.3",",0","","","","","","","","","","","12.2",",,,0","","","","","","","0",",,,0","13.23",",0","20.32",",,,0","6.14",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1943-03","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","23.3","0","13.7",",0","4",",0","1",",0","1",",0","0",",0","0",",0","0",",0","6",",0","0",",0","11",",0","0",",0","11","","","","19430303",",,0","19430331","+,,0","19430331","+,,0","","","19430324",",,0","19430315",",,0","-9.4",",0,03,","0",",,0,31,+","0",",,0,31,+","34.0",",,0,24,","28.3",",0,15,","1055.6","0","","","212.8",",0","","","","","","","","","","","38.1",",,,0","","","","","","","0",",,,0","11.91",",0","17.88",",,,0","5.94",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1943-04","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","130.7","0","107.4",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","3",",0","7","","","","19430415",",,0","19430430","+,,0","19430430","+,,0","1","","19430408",",,0","19430423",",,0","8.9",",0,15,","0",",,0,30,+","0",",,0,30,+","16.3",",,0,08,","32.8",",0,23,","1065.9","0","","","10.3",",0","","","","","","","","","","","19.4",",,,0","","","","","","","0",",,,0","21.57",",0","27.40",",,,0","15.74",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1943-05","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","310.9","0","180.2",",0","9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","11",",0","6","","","","19430511",",,0","19430531","+,,0","19430531","+,,0","5","","19430510",",,0","19430502",",,0","13.3",",0,11,","0",",,0,31,+","0",",,0,31,+","36.8",",,0,10,","35.0",",0,02,","1066.4","0","","","0.5",",0","","","","","","","","","","","115.8",",,,0","","","","","","","0",",,,0","24.13",",0","29.66",",,,0","18.60",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1943-06","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","611.6","0","300.7",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","24",",0","4","","","","19430605",",,0","19430630","+,,0","19430630","+,,0","4","","19430614",",,0","19430628",",,0","21.1",",0,05,","0",",,0,30,+","0",",,0,30,+","3.6",",,0,14,","38.3",",0,28,","1066.4","0","","","0.0",",0","","","","","","","","","","","6.9",",,,0","","","","","","","0",",,,0","28.36",",0","33.53",",,,0","23.18",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1943-07","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","957.5","0","345.9",",0","6",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","27",",0","3","","","","19430726","+,,0","19430731","+,,0","19430731","+,,0","4","","19430729",",,0","19430724","+,,0","18.9",",0,26,+","0",",,0,31,+","0",",,0,31,+","42.9",",,0,29,","40.0",",0,24,+","0.0","0","","","0.0",",0","","","","","","","","","","","114.5",",,,0","","","","","","","0",",,,0","29.49",",0","35.43",",,,0","23.55",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1943-08","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","1327.7","0","370.2",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","1","","","","19430819",",,0","19430831","+,,0","19430831","+,,0","2","","19430811",",,0","19430829","+,,0","22.2",",0,19,","0",",,0,31,+","0",",,0,31,+","16.5",",,0,11,","39.4",",0,29,+","0.0","0","","","0.0",",0","","","","","","","","","","","17.3",",,,0","","","","","","","0",",,,0","30.27",",0","36.24",",,,0","24.31",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1943-09","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","1526.4","0","198.7",",0","9",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","14",",0","7","","","","19430927",",,0","19430930","+,,0","19430930","+,,0","3","","19430930",",,0","19430914","+,,0","13.3",",0,27,","0",",,0,30,+","0",",,0,30,+","45.7",",,0,30,","36.1",",0,14,+","3.3","0","","","3.3",",0","","","","","","","","","","","119.1",",,,0","","","","","","","0",",,,0","24.85",",0","30.41",",,,0","19.28",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1943-10","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","1594.5","0","68.1",",0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","9","","","","19431027",",,0","19431031","+,,0","19431031","+,,0","3","","19431012",",,0","19431029","+,,0","2.2",",0,27,","0",",,0,31,+","0",",,0,31,+","82.6",",,0,12,","29.4",",0,29,+","38.3","0","","","35.0",",0","","","","","","","","","","","92.3",",,,0","","","","","","","0",",,,0","19.40",",0","25.25",",,,0","13.55",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1943-11","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","1605.1","0","10.6",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","14",",0","0",",0","4","","","","19431130",",,0","19431130","+,,0","19431130","+,,0","1","","19431126",",,0","19431106",",,0","-1.7",",0,30,","0",",,0,30,+","0",",,0,30,+","19.1",",,0,26,","28.9",",0,06,","194.1","0","","","155.8",",0","","","","","","","","","","","33.6",",,,0","","","","","","","0",",,,0","13.49",",0","19.91",",,,0","7.08",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1943-12","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","1608.7","0","3.6",",0","11",",0","5",",0","0",",0","0",",0","0",",0","0",",0","10",",0","1",",0","4",",0","0",",0","12","","","","19431215",",,0","19431231","+,,0","19431231","+,,0","","","19431224",",,0","19431202",",,0","-7.2",",0,15,","0",",,0,31,+","0",",,0,31,+","17.0",",,0,24,","25.6",",0,02,","502.3","0","","","308.2",",0","","","","","","","","","","","61.6",",,,0","","","","","","","0",",,,0","8.51",",0","13.66",",,,0","3.35",",,,0","","","","","","","","","","","","","","","","","",""
"USW00013959","1944-01","31.61796","-97.2283","151.9","WACO REGIONAL AIRPORT, TX US","","","","","","","","","","","0.0","0","0.0",",0","13",",0","5",",0","1",",0","","","","","0",",0","9",",0","1",",0","4",",0","0",",0","","","","","19440115",",,0","","","","","","","19440101",",,0","19440126",",,0","-7.8",",0,15,","","","","","35.3",",,0,01,","23.9",",0,26,","813.2","0","","","310.9",",0","","","","","","","","","","","83.6",",,,0","","","","","","","","","8.30",",0","13.43",",,,0","3.17",",,,0","","","","","","","","","","","","","","","","","",""
