"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00093101","1946-05","33.66667","-117.73333","117.0","EL TORO MCAS, CA US","","","9.0","X","3.4",",X","3",",X","0",",X","0",",X","","","0","3,X","0",",X","0",",X","0",",X","10",",X","0",",X","2","","","","19460517",",,X","","","19460531","+,3,X","","","19460510",",,X","19460531",",,X","7.2",",X,17,","","","0","3,,X,31,+","1.5",",,X,10,","28.9",",X,31,","1037.9","X","87.9",",X","2.5",",,,X","0","3,,,X","15.61",",X","20.01",",,,X","11.20",",,,X","","","",""
"USW00093101","1946-06","33.66667","-117.73333","117.0","EL TORO MCAS, CA US","","","40.3","X","31.3",",X","0",",X","0",",X","0",",X","","","0","5,X","0",",X","0",",X","0",",X","30",",X","0",",X","9","","","","19460605",",,X","","","19460630","+,5,X","","","19460614",",,X","19460617","+,,X","9.4",",X,05,","","","0","5,,X,30,+","0.0",",T,X,14,","28.9",",X,17,+","1039.3","X","1.4",",X","0.0",",T,,X","0","5,,,X","19.33",",X","25.62",",,,X","13.04",",,,X","","","",""
"USW00093101","1946-07","33.66667","-117.73333","117.0","EL TORO MCAS, CA US","","","132.2","X","91.9",",X","0",",X","0",",X","0",",X","","","0","2,X","0",",X","0",",X","0",",X","31",",X","1",",X","5","","","","19460707",",,X","","","19460731","+,2,X","","","19460723","+,,X","19460717",",,X","11.7",",X,07,","","","0","2,,X,31,+","0.0",",T,X,23,+","32.2",",X,17,","0.0","X","0.0",",X","0.0",",T,,X","0","2,,,X","21.30",",X","27.18",",,,X","15.41",",,,X","","","",""
"USW00093101","1946-08","33.66667","-117.73333","117.0","EL TORO MCAS, CA US","","","240.7","X","108.5",",X","0",",X","0",",X","0",",X","","","0",",X","0",",X","0",",X","0",",X","31",",X","2",",X","10","","","","19460830","+,,X","","","19460831","+,,X","","","19460820","+,,X","19460812","+,,X","12.8",",X,30,+","","","0",",,X,31,+","0.0",",T,X,20,+","32.2",",X,12,+","0.0","X","0.0",",X","0.0",",T,,X","0",",,,X","21.83",",X","27.96",",,,X","15.70",",,,X","","","",""
"USW00093101","1946-09","33.66667","-117.73333","117.0","EL TORO MCAS, CA US","","","341.2","X","100.5",",X","0",",X","0",",X","0",",X","","","0",",X","0",",X","0",",X","0",",X","30",",X","5",",X","13","","","","19460910",",,X","","","19460930","+,,X","","","19460930","+,,X","19460929","+,,X","10.0",",X,10,","","","0",",,X,30,+","0.0",",,X,30,+","33.3",",X,29,+","0.0","X","0.0",",X","0.0",",,,X","0",",,,X","21.68",",X","28.49",",,,X","14.88",",,,X","","","",""
"USW00093101","1946-10","33.66667","-117.73333","117.0","EL TORO MCAS, CA US","","","356.3","X","15.1",",X","5",",X","3",",X","0",",X","","","0","1,X","0",",X","0",",X","0",",X","23",",X","1",",X","5","","","","19461030",",,X","","","19461031","+,1,X","","","19461001",",,X","19461024",",,X","4.4",",X,30,","","","0","1,,X,31,+","8.1",",,X,01,","32.8",",X,24,","62.3","X","62.3",",X","17.8",",,,X","0","1,,,X","16.81",",X","23.22",",,,X","10.40",",,,X","","","",""
"USW00093101","1946-11","33.66667","-117.73333","117.0","EL TORO MCAS, CA US","","","356.3","X","0.0",",X","7",",X","7",",X","2",",X","","","","","0",",X","0",",X","0",",X","9",",X","0",",X","10","","","","19461110",",,X","","","","","","","19461112",",,X","19461127",",,X","3.9",",X,10,","","","","","46.7",",,X,12,","25.6",",X,27,","211.2","X","148.9",",X","129.0",",,,X","","","13.37",",X","19.11",",,,X","7.62",",,,X","","","",""
"USW00093101","1946-12","33.66667","-117.73333","117.0","EL TORO MCAS, CA US","","","356.3","X","0.0",",X","6",",X","4",",X","1",",X","","","0","1,X","0",",X","0",",X","0",",X","4",",X","0",",X","12","","","","19461221",",,X","","","19461231","+,1,X","","","19461226",",,X","19461221",",,X","2.2",",X,21,","","","0","1,,X,31,+","51.1",",,X,26,","22.2",",X,21,","405.6","X","194.4",",X","87.2",",,,X","0","1,,,X","12.06",",X","17.18",",,,X","6.95",",,,X","","","",""
"USW00093101","1947-01","33.66667","-117.73333","117.0","EL TORO MCAS, CA US","","","0.0","X","0.0",",X","2",",X","1",",X","0",",X","","","0",",X","0",",X","0",",X","0",",X","8",",X","0",",X","7","","","","19470129",",,X","","","19470131","+,,X","","","19470128",",,X","19470125",",,X","0.6",",X,29,","","","0",",,X,31,+","9.9",",,X,28,","25.6",",X,25,","624.8","X","219.2",",X","10.4",",,,X","0",",,,X","11.26",",X","18.09",",,,X","4.43",",,,X","","","",""
"USW00093101","1947-02","33.66667","-117.73333","117.0","EL TORO MCAS, CA US","","","0.6","X","0.6",",X","4",",X","2",",X","0",",X","","","0","1,X","0",",X","0",",X","0",",X","11",",X","0",",X","16","","","","19470211",",,X","","","19470228","+,1,X","","","19470217",",,X","19470204",",,X","2.8",",X,11,","","","0","1,,X,28,+","8.4",",,X,17,","27.2",",X,04,","769.7","X","144.9",",X","14.3",",,,X","0","1,,,X","13.18",",X","20.00",",,,X","6.35",",,,X","","","",""
"USW00093101","1947-03","33.66667","-117.73333","117.0","EL TORO MCAS, CA US","","","2.0","X","1.4","1,X","9",",X","4",",X","0",",X","","","0","1,X","0","1,X","0","1,X","0","1,X","10","1,X","0","1,X","7","","","","19470306",",1,X","","","19470331","+,1,X","1","","19470328",",,X","19470325",",1,X","4.4","1,X,06,","","","0","1,,X,31,+","4.8",",,X,28,","29.4","1,X,25,","897.2","X","127.5","1,X","20.4",",,,X","0","1,,,X","14.13","1,X","20.23","1,,,X","8.03","1,,,X","","","",""
"USW00093101","1947-04","33.66667","-117.73333","117.0","EL TORO MCAS, CA US","","","21.4","X","19.4",",X","3",",X","1",",X","0",",X","","","0",",X","0",",X","0",",X","0",",X","13",",X","2",",X","3","","","","19470404",",,X","","","19470430","+,,X","","","19470422",",,X","19470413",",,X","3.3",",X,04,","","","0",",,X,30,+","3.6",",,X,22,","34.4",",X,13,","988.1","X","90.9",",X","4.4",",,,X","0",",,,X","15.95",",X","22.40",",,,X","9.50",",,,X","","","",""
"USW00093101","1947-05","33.66667","-117.73333","117.0","EL TORO MCAS, CA US","","","36.9","X","15.5",",X","4",",X","2",",X","0",",X","","","0",",X","0",",X","0",",X","0",",X","22",",X","1",",X","3","","","","19470513",",,X","","","19470531","+,,X","1","","19470510",",,X","19470502",",,X","7.8",",X,13,","","","0",",,X,31,+","3.6",",,X,10,","33.9",",X,02,","1038.1","X","50.0",",X","7.4",",,,X","0",",,,X","17.22",",X","22.45",",,,X","11.99",",,,X","","","",""
"USW00093101","1947-06","33.66667","-117.73333","117.0","EL TORO MCAS, CA US","","","61.1","X","24.2",",X","3",",X","0",",X","0",",X","","","0",",X","0",",X","0",",X","0",",X","29",",X","0",",X","4","","","","19470630",",,X","","","19470630","+,,X","","","19470624",",,X","19470630","+,,X","8.9",",X,30,","","","0",",,X,30,+","0.8",",,X,24,","27.2",",X,30,+","1044.9","X","6.8",",X","1.8",",,,X","0",",,,X","18.92",",X","24.41",",,,X","13.42",",,,X","","","",""
"USW00093101","1947-07","33.66667","-117.73333","117.0","EL TORO MCAS, CA US","","","161.3","X","100.2",",X","0",",X","0",",X","0",",X","","","0",",X","0",",X","0",",X","0",",X","31",",X","7",",X","12","","","","19470701",",,X","","","19470731","+,,X","","","19470731","+,,X","19470727",",,X","10.6",",X,01,","","","0",",,X,31,+","0.0",",,X,31,+","36.1",",X,27,","0.0","X","0.0",",X","0.0",",,,X","0",",,,X","21.57",",X","29.42",",,,X","13.71",",,,X","","","",""
"USW00093101","1947-08","33.66667","-117.73333","117.0","EL TORO MCAS, CA US","","","253.9","X","92.6",",X","1",",X","0",",X","0",",X","","","0",",X","0",",X","0",",X","0",",X","31",",X","1",",X","7","","","","19470830","+,,X","","","19470831","+,,X","","","19470808",",,X","19470831",",,X","11.7",",X,30,+","","","0",",,X,31,+","0.8",",,X,08,","35.0",",X,31,","0.6","X","0.6",",X","0.8",",,,X","0",",,,X","21.30",",X","27.34",",,,X","15.27",",,,X","","","",""
"USW00093101","1947-09","33.66667","-117.73333","117.0","EL TORO MCAS, CA US","","","347.6","X","93.7","1,X","1",",X","1",",X","0",",X","","","0","4,X","0","1,X","0","1,X","0","1,X","28","1,X","6","1,X","9","","","","19470919",",1,X","","","19470930","+,4,X","","","19470917",",,X","19470901",",1,X","10.6","1,X,19,","","","0","4,,X,30,+","3.0",",,X,17,","36.1","1,X,01,","2.0","X","1.4","1,X","3.0",",,,X","0","4,,,X","21.52","1,X","28.19","1,,,X","14.84","1,,,X","","","",""
"USW00093101","1947-10","33.66667","-117.73333","117.0","EL TORO MCAS, CA US","","","360.4","X","12.8",",X","4",",X","0",",X","0",",X","","","0",",X","0",",X","0",",X","0",",X","31",",X","0",",X","14","","","","19471026",",,X","","","19471031","+,,X","","","19471010",",,X","19471031","+,,X","8.3",",X,26,","","","0",",,X,31,+","1.3",",,X,10,","28.9",",X,31,+","28.4","X","26.4",",X","3.2",",,,X","0",",,,X","17.89",",X","24.30",",,,X","11.49",",,,X","","","",""
"USW00093101","1947-11","33.66667","-117.73333","117.0","EL TORO MCAS, CA US","","","360.4","X","0.0",",X","3",",X","1",",X","0",",X","","","0",",X","0",",X","0",",X","0",",X","10",",X","0",",X","5","","","","19471123",",,X","","","19471130","+,,X","1","","19471109",",,X","19471126",",,X","1.7",",X,23,","","","0",",,X,30,+","8.9",",,X,09,","25.6",",X,26,","170.4","X","142.0",",X","11.7",",,,X","0",",,,X","13.60",",X","19.86",",,,X","7.34",",,,X","","","",""
"USW00093101","1947-12","33.66667","-117.73333","117.0","EL TORO MCAS, CA US","","","362.6","X","2.2",",X","6",",X","4",",X","1",",X","","","0",",X","0",",X","0",",X","0",",X","7",",X","0",",X","6","","","","19471230",",,X","","","19471231","+,,X","","","19471204",",,X","19471225","+,,X","0.6",",X,30,","","","0",",,X,31,+","27.2",",,X,04,","28.3",",X,25,+","358.2","X","187.8",",X","41.4",",,,X","0",",,,X","12.35",",X","18.79",",,,X","5.91",",,,X","","","",""
"USW00093101","1948-01","33.66667","-117.73333","117.0","EL TORO MCAS, CA US","","","1.7","X","1.7","1,X","1",",X","0",",X","0",",X","","","0","1,X","0","1,X","1","1,X","0","1,X","10","1,X","0","1,X","12","","","","19480130",",1,X","","","19480131","+,1,X","","","19480105",",,X","19480110",",1,X","-0.6","1,X,30,","","","0","1,,X,31,+","0.3",",,X,05,","27.2","1,X,10,","530.8","X","172.6","1,X","0.3",",,,X","0","1,,,X","12.64","1,X","19.67","1,,,X","5.60","1,,,X","","","",""
"USW00093101","1948-02","33.66667","-117.73333","117.0","EL TORO MCAS, CA US","","","2.5","X","0.8",",X","4",",X","1",",X","1",",X","","","0",",X","0",",X","1",",X","0",",X","2",",X","0",",X","4","","","","19480213",",,X","","","19480229","+,,X","","","19480205",",,X","19480217",",,X","-1.1",",X,13,","","","0",",,X,29,+","39.4",",,X,05,","26.1",",X,17,","749.1","X","218.3",",X","43.2",",,,X","0",",,,X","10.83",",X","17.20",",,,X","4.46",",,,X","23",",X","21.6",",X"
"USW00093101","1948-03","33.66667","-117.73333","117.0","EL TORO MCAS, CA US","","","2.5","X","0.0",",X","7",",X","5",",X","0",",X","","","0",",X","0",",X","0",",X","0",",X","5",",X","0",",X","1","","","","19480323","+,,X","","","19480331","+,,X","","","19480324",",,X","19480327",",,X","1.1",",X,23,+","","","0",",,X,31,+","16.3",",,X,24,","23.3",",X,27,","968.0","X","218.9",",X","48.5",",,,X","0",",,,X","11.27",",X","17.61",",,,X","4.93",",,,X","45",",X","18.5",",X"
"USW00093101","1948-04","33.66667","-117.73333","117.0","EL TORO MCAS, CA US","","","12.6","X","10.1",",X","7",",X","2",",X","1",",X","","","0",",X","0",",X","0",",X","0",",X","13",",X","1",",X","5","","","","19480412",",,X","","","19480430","+,,X","","","19480403",",,X","19480416",",,X","3.9",",X,12,","","","0",",,X,30,+","25.4",",,X,03,","33.3",",X,16,","1087.8","X","119.8",",X","44.6",",,,X","0",",,,X","14.68",",X","20.73",",,,X","8.62",",,,X","225",",X","14.4",",X"
"USW00093101","1948-05","33.66667","-117.73333","117.0","EL TORO MCAS, CA US","","","14.2","X","1.6",",X","1",",X","0",",X","0",",X","","","0",",X","0",",X","0",",X","0",",X","19",",X","0",",X","10","","","","19480520",",,X","","","19480531","+,,X","","","19480519",",,X","19480515",",,X","3.9",",X,20,","","","0",",,X,31,+","1.3",",,X,19,","29.4",",X,15,","1163.7","X","75.9",",X","1.3",",,,X","0",",,,X","15.94",",X","22.33",",,,X","9.55",",,,X","270",",X","12.3",",X"
"USW00093101","1948-06","33.66667","-117.73333","117.0","EL TORO MCAS, CA US","","","27.7","X","13.5",",X","2",",X","0",",X","0",",X","","","0",",X","0",",X","0",",X","0",",X","26",",X","0",",X","11","","","","19480606",",,X","","","19480630","+,,X","","","19480601",",,X","19480611",",,X","6.7",",X,06,","","","0",",,X,30,+","2.3",",,X,01,","27.2",",X,11,","1190.9","X","27.2",",X","4.3",",,,X","0",",,,X","17.88",",X","23.36",",,,X","12.40",",,,X","225","1,X","8.7","1,X"
"USW00093101","1948-07","33.66667","-117.73333","117.0","EL TORO MCAS, CA US","","","69.9","X","42.2",",X","0",",X","0",",X","0",",X","","","0",",X","0",",X","0",",X","0",",X","31",",X","0",",X","13","","","","19480707","+,,X","","","19480731","+,,X","","","19480719",",,X","19480710","+,,X","8.9",",X,07,+","","","0",",,X,31,+","0.0",",T,X,19,","30.6",",X,10,+","0.0","X","0.0",",X","0.0",",T,,X","0",",,,X","19.69",",X","26.13",",,,X","13.26",",,,X","293",",X","8.7",",X"
"USW00093101","1948-08","33.66667","-117.73333","117.0","EL TORO MCAS, CA US","","","115.4","X","45.5",",X","0",",X","0",",X","0",",X","","","0","1,X","0",",X","0",",X","0",",X","31",",X","1",",X","13","","","","19480812",",,X","","","19480831","+,1,X","","","19480828","+,,X","19480830",",,X","9.4",",X,12,","","","0","1,,X,31,+","0.0",",T,X,28,+","32.2",",X,30,","1.5","X","1.5",",X","0.0",",T,,X","0","1,,,X","19.75",",X","26.34",",,,X","13.17",",,,X","270",",X","7.2",",X"
"USW00093101","1948-09","33.66667","-117.73333","117.0","EL TORO MCAS, CA US","","","186.3","X","70.9",",X","0",",X","0",",X","0",",X","","","0",",X","0",",X","0",",X","0",",X","30",",X","4",",X","15","","","","19480926",",,X","","","19480930","+,,X","","","19480930","+,,X","19480911",",,X","6.7",",X,26,","","","0",",,X,30,+","0.0",",T,X,30,+","37.8",",X,11,","12.4","X","10.9",",X","0.0",",T,,X","0",",,,X","20.33",",X","27.83",",,,X","12.83",",,,X","248","1,X","9.3","1,X"
"USW00093101","1948-10","33.66667","-117.73333","117.0","EL TORO MCAS, CA US","","","200.5","X","14.2",",X","2",",X","0",",X","0",",X","","","0",",X","0",",X","0",",X","0",",X","25",",X","1",",X","18","","","","19481031",",,X","","","19481031","+,,X","","","19481017",",,X","19481007",",,X","5.6",",X,31,","","","0",",,X,31,+","1.0",",,X,17,","32.8",",X,07,","56.2","X","43.8",",X","1.3",",,,X","0",",,,X","17.38",",X","23.32",",,,X","11.44",",,,X","68",",X","13.9",",X"
"USW00093101","1948-11","33.66667","-117.73333","117.0","EL TORO MCAS, CA US","","","201.6","X","1.1",",X","0",",X","0",",X","0",",X","","","0",",X","0",",X","0",",X","0",",X","22",",X","0",",X","10","","","","19481130",",,X","","","19481130","+,,X","","","19481130","+,,X","19481106",",,X","1.7",",X,30,","","","0",",,X,30,+","0.0",",,X,30,+","30.0",",X,06,","161.7","X","105.5",",X","0.0",",,,X","0",",,,X","14.86",",X","22.66",",,,X","7.05",",,,X","68",",X","30.3",",X"
"USW00093101","1948-12","33.66667","-117.73333","117.0","EL TORO MCAS, CA US","","","201.6","X","0.0",",X","7",",X","6",",X","0",",X","","","0",",X","0",",X","2",",X","0",",X","4",",X","0",",X","6","","","","19481224",",,X","","","19481231","+,,X","","","19481217",",,X","19481209",",,X","-0.6",",X,24,","","","0",",,X,31,+","17.3",",,X,17,","25.6",",X,09,","412.8","X","251.1",",X","54.5",",,,X","0",",,,X","10.23",",X","16.56",",,,X","3.90",",,,X","225",",X","19.0",",X"
"USW00093101","1949-01","33.66667","-117.73333","117.0","EL TORO MCAS, CA US","","","0.0","X","0.0",",X","11",",X","8",",X","2",",X","","","1",",X","0",",X","7",",X","0",",X","0",",X","0",",X","2","","","","19490111",",,X","","","19490111",",,X","","","19490120",",,X","19490106",",,X","-3.9",",X,11,","","","30",",,X,11,","29.2",",,X,20,","20.6",",X,06,","752.5","X","339.7",",X","95.6",",,,X","30",",,,X","7.37",",X","12.42",",,,X","2.33",",,,X","45",",X","30.3",",X"
"USW00093101","1949-02","33.66667","-117.73333","117.0","EL TORO MCAS, CA US","","","0.0","X","0.0",",X","12",",X","8",",X","0",",X","","","0",",X","0",",X","1",",X","0",",X","4",",X","0",",X","8","","","","19490201",",,X","","","19490228","+,,X","","","19490207",",,X","19490222",",,X","0.0",",X,01,","","","0",",,X,28,+","7.9",",,X,07,","23.9",",X,22,","995.9","X","243.4",",X","42.9",",,,X","0",",,,X","9.64",",X","15.26",",,,X","4.02",",,,X","45",",X","13.9",",X"
"USW00093101","1949-03","33.66667","-117.73333","117.0","EL TORO MCAS, CA US","","","0.0","X","0.0",",X","8",",X","3",",X","0",",X","","","0",",X","0",",X","0",",X","0",",X","1",",X","0",",X","11","","","","19490310",",,X","","","19490331","+,,X","","","19490311",",,X","19490315",",,X","1.7",",X,10,","","","0",",,X,31,+","10.2",",,X,11,","21.7",",X,15,","1220.0","X","224.1",",X","30.2",",,,X","0",",,,X","11.10",",X","17.23",",,,X","4.98",",,,X","315",",X","17.0",",X"
"USW00093101","1949-04","33.66667","-117.73333","117.0","EL TORO MCAS, CA US","","","2.8","X","2.8",",X","3",",X","0",",X","0",",X","","","0",",X","0",",X","0",",X","0",",X","19",",X","0",",X","7","","","","19490403",",,X","","","19490430","+,,X","","","19490417",",,X","19490411","+,,X","2.2",",X,03,","","","0",",,X,30,+","0.8",",,X,17,","30.0",",X,11,+","1312.7","X","92.7",",X","1.6",",,,X","0",",,,X","15.34",",X","22.30",",,,X","8.37",",,,X","293",",X","10.8",",X"
