"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"SPW00013025","1959-08","36.65","-6.35","25.6","ROTA NAS, SP","","","443.3","X","174.6",",X","2",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","4",",X","4","","","","19590830","+,,X","19590831","+,,X","19590831","+,,X","1","","19590828",",,X","19590823",",,X","15.6",",X,30,+","0",",,X,31,+","0",",,X,31,+","3.0",",,X,28,","33.3",",X,23,","0.0","X","0.0",",X","3.5",",,,X","0",",,,X","23.96",",X","28.71",",,,X","19.22",",,,X","90",",X","","","20.0",",X","",""
"SPW00013025","1959-09","36.65","-6.35","25.6","ROTA NAS, SP","","","539.8","X","96.5",",X","1",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","0",",X","2","","","","19590913",",,X","19590930","+,,X","19590930","+,,X","","","19590923",",,X","19590907",",,X","13.9",",X,13,","0",",,X,30,+","0",",,X,30,+","2.8",",,X,23,","30.6",",X,07,","0.0","X","0.0",",X","2.8",",,,X","0",",,,X","21.55",",X","25.84",",,,X","17.26",",,,X","113",",X","","","15.9",",X","",""
"SPW00013025","1959-10","36.65","-6.35","25.6","ROTA NAS, SP","","","582.3","X","42.5",",X","7",",X","3",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","25",",X","0",",X","1","","","","19591030",",,X","19591031","+,,X","19591031","+,,X","2","","19591004",",,X","19591001",",,X","6.7",",X,30,","0",",,X,31,+","0",",,X,31,+","26.9",",,X,04,","28.3",",X,01,","25.6","X","25.6",",X","48.5",",,,X","0",",,,X","18.88",",X","23.25",",,,X","14.50",",,,X","315",",X","","","19.5",",X","",""
"SPW00013025","1959-11","36.65","-6.35","25.6","ROTA NAS, SP","","","584.0","X","1.7",",X","12",",X","8",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","5",",X","0",",X","3","","","","19591116",",,X","19591130","+,,X","19591130","+,,X","","","19591120",",,X","19591105",",,X","4.4",",X,16,","0",",,X,30,+","0",",,X,30,+","21.8",",,X,20,","23.9",",X,05,","139.5","X","113.9",",X","87.8",",,,X","0",",,,X","14.59",",X","18.85",",,,X","10.33",",,,X","270",",X","","","27.2",",X","",""
"SPW00013025","1959-12","36.65","-6.35","25.6","ROTA NAS, SP","","","584.0","X","0.0",",X","13",",X","5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","10","","","","19591220",",,X","19591231","+,,X","19591231","+,,X","","","19591209",",,X","19591230",",,X","2.2",",X,20,","0",",,X,31,+","0",",,X,31,+","7.1",",,X,09,","20.0",",X,30,","330.3","X","190.8",",X","26.9",",,,X","0",",,,X","12.18",",X","15.58",",,,X","8.77",",,,X","270",",X","","","25.7",",X","",""
"SPW00013025","1960-01","36.65","-6.35","25.6","ROTA NAS, SP","","","0.0","X","0.0",",X","8",",X","6",",X","1",",X","0",",X","0",",X","0",",X","3",",X","0",",X","0",",X","0",",X","12","","","","19600117",",,X","19600116",",,X","19600116",",,X","","","19600109",",,X","19600105",",,X","-0.6",",X,17,","0",",T,X,16,","0",",T,X,16,","25.7",",,X,09,","20.0",",X,05,","557.4","X","227.1",",X","64.6",",,,X","0",",T,,X","11.01",",X","15.03",",,,X","6.98",",,,X","315",",X","","","18.0",",X","",""
"SPW00013025","1960-02","36.65","-6.35","25.6","ROTA NAS, SP","","","3.3","X","3.3",",X","15",",X","12",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","3",",X","0",",X","8","","","","19600209",",,X","19600229","+,,X","19600229","+,,X","1","","19600213",",,X","19600228","+,,X","0.6",",X,09,","0",",,X,29,+","0",",,X,29,+","26.2",",,X,13,","25.0",",X,28,+","700.6","X","143.2",",X","110.6",",,,X","0",",,,X","13.51",",X","17.06",",,,X","9.96",",,,X","248",",X","","","20.6",",X","",""
"SPW00013025","1960-03","36.65","-6.35","25.6","ROTA NAS, SP","","","3.3","X","0.0",",X","15",",X","13",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","7",",X","0",",X","7","","","","19600311","+,,X","19600331","+,,X","19600331","+,,X","4","","19600312",",,X","19600303",",,X","7.8",",X,11,+","0",",,X,31,+","0",",,X,31,+","20.3",",,X,12,","25.0",",X,03,","816.1","X","115.5",",X","142.4",",,,X","0",",,,X","14.61",",X","18.32",",,,X","10.89",",,,X","113",",X","","","22.1",",X","",""
"SPW00013025","1960-04","36.65","-6.35","25.6","ROTA NAS, SP","","","5.8","X","2.5",",X","4",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","20",",X","0",",X","8","","","","19600419",",,X","19600430","+,,X","19600430","+,,X","","","19600428",",,X","19600416","+,,X","7.2",",X,19,","0",",,X,30,+","0",",,X,30,+","24.9",",,X,28,","23.9",",X,16,+","872.5","X","56.4",",X","29.0",",,,X","0",",,,X","16.54",",X","21.36",",,,X","11.72",",,,X","113",",X","","","18.0",",X","",""
"SPW00013025","1960-05","36.65","-6.35","25.6","ROTA NAS, SP","","","61.1","X","55.3",",X","8",",X","5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","22",",X","2",",X","7","","","","19600504",",,X","19600531","+,,X","19600531","+,,X","2","","19600502",",,X","19600526","+,,X","10.6",",X,04,","0",",,X,31,+","0",",,X,31,+","21.8",",,X,02,","32.8",",X,26,+","890.3","X","17.8",",X","53.1",",,,X","0",",,,X","19.54",",X","23.71",",,,X","15.37",",,,X","90",",X","","","14.4",",X","",""
"SPW00013025","1960-06","36.65","-6.35","25.6","ROTA NAS, SP","","","189.1","X","128.0",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","0",",X","7","","","","19600608","+,,X","19600630","+,,X","19600630","+,,X","1","","19600603",",,X","19600626",",,X","15.6",",X,08,+","0",",,X,30,+","0",",,X,30,+","1.3",",,X,03,","31.7",",X,26,","890.3","X","0.0",",X","1.3",",,,X","0",",,,X","22.60",",X","26.53",",,,X","18.67",",,,X","90",",X","","","17.5",",X","",""
"SPW00013025","1960-07","36.65","-6.35","25.6","ROTA NAS, SP","","","360.3","X","171.2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","6",",X","2","","","","19600709",",,X","19600731","+,,X","19600731","+,,X","","","19600731","+,,X","19600725","+,,X","15.0",",X,09,","0",",,X,31,+","0",",,X,31,+","0.0",",,X,31,+","35.6",",X,25,+","0.0","X","0.0",",X","0.0",",,,X","0",",,,X","23.85",",X","28.44",",,,X","19.27",",,,X","113","3,X","","","13.9","3,X","",""
"SPW00013025","1960-08","36.65","-6.35","25.6","ROTA NAS, SP","","","509.6","X","149.3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","4",",X","3","","","","19600806",",,X","19600831","+,,X","19600831","+,,X","","","19600817",",,X","19600828",",,X","15.0",",X,06,","0",",,X,31,+","0",",,X,31,+","0.0",",T,X,17,","35.6",",X,28,","0.0","X","0.0",",X","0.0",",T,,X","0",",,,X","23.15",",X","27.84",",,,X","18.46",",,,X","135",",X","","","14.4",",X","",""
"SPW00013025","1960-09","36.65","-6.35","25.6","ROTA NAS, SP","","","626.1","X","116.5",",X","1",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","1",",X","3","","","","19600929",",,X","19600930","+,,X","19600930","+,,X","","","19600930",",,X","19600913",",,X","13.9",",X,29,","0",",,X,30,+","0",",,X,30,+","6.4",",,X,30,","33.3",",X,13,","0.3","X","0.3",",X","6.4",",,,X","0",",,,X","22.21",",X","26.61",",,,X","17.81",",,,X","113",",X","","","18.5",",X","",""
"SPW00013025","1960-10","36.65","-6.35","25.6","ROTA NAS, SP","","","632.1","X","6.0",",X","18",",X","13",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","15",",X","0",",X","9","","","","19601017",",,X","19601031","+,,X","19601031","+,,X","3","","19601027",",,X","19601017",",,X","9.4",",X,17,","0",",,X,31,+","0",",,X,31,+","55.6",",,X,27,","25.0",",X,17,","32.7","X","32.4",",X","226.9",",,,X","0",",,,X","17.48",",X","20.83",",,,X","14.13",",,,X","225",",X","","","16.4",",X","",""
"SPW00013025","1960-11","36.65","-6.35","25.6","ROTA NAS, SP","","","632.1","X","0.0",",X","12",",X","6",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","2",",X","0",",X","8","","","","19601130",",,X","19601130","+,,X","19601130","+,,X","","","19601111",",,X","19601125","+,,X","5.0",",X,30,","0",",,X,30,+","0",",,X,30,+","20.6",",,X,11,","21.1",",X,25,+","121.6","X","88.9",",X","58.8",",,,X","0",",,,X","15.37",",X","18.64",",,,X","12.10",",,,X","225",",X","","","15.9",",X","",""
"SPW00013025","1960-12","36.65","-6.35","25.6","ROTA NAS, SP","","","632.1","X","0.0",",X","11",",X","6",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","8","","","","19601216",",,X","19601231","+,,X","19601231","+,,X","","","19601207",",,X","19601207","+,,X","2.2",",X,16,","0",",,X,31,+","0",",,X,31,+","11.7",",,X,07,","18.3",",X,07,+","361.6","X","240.0",",X","43.8",",,,X","0",",,,X","10.59",",X","14.26",",,,X","6.92",",,,X","270",",X","","","22.6",",X","",""
"SPW00013025","1961-01","36.65","-6.35","25.6","ROTA NAS, SP","","","0.0","X","0.0",",X","13",",X","5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","8","","","","19610114",",,X","19610131","+,,X","19610131","+,,X","","","19610124",",,X","19610129","+,,X","1.7",",X,14,","0",",,X,31,+","0",",,X,31,+","11.2",",,X,24,","16.7",",X,29,+","598.2","X","236.6",",X","37.6",",,,X","0",",,,X","10.70",",X","14.30",",,,X","7.10",",,,X","248",",X","","","17.0",",X","",""
"SPW00013025","1961-02","36.65","-6.35","25.6","ROTA NAS, SP","","","0.0","X","0.0",",X","3",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","7",",X","0",",X","13","","","","19610206",",,X","19610228","+,,X","19610228","+,,X","","","19610225",",,X","19610227",",,X","5.6",",X,06,","0",",,X,28,+","0",",,X,28,+","5.1",",,X,25,","23.3",",X,27,","724.1","X","125.9",",X","6.6",",,,X","0",",,,X","13.84",",X","18.57",",,,X","9.10",",,,X","113",",X","","","15.9",",X","",""
"SPW00013025","1961-03","36.65","-6.35","25.6","ROTA NAS, SP","","","4.4","X","4.4",",X","6",",X","3",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","14",",X","0",",X","","","","","19610306",",,X","19610331","+,,X","19610331","+,,X","2","","19610321",",,X","19610318",",,X","5.6",",X,06,","0",",,X,31,+","0",",,X,31,+","50.0",",,X,21,","24.4",",X,18,","822.6","X","98.5",",X","83.7",",,,X","0",",,,X","15.30",",X","20.64",",,,X","9.96",",,,X","113",",X","","","19.0",",X","",""
"SPW00013025","1961-04","36.65","-6.35","25.6","ROTA NAS, SP","","","6.6","X","2.2",",X","7",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","8",",X","0",",X","2","","","","19610426",",,X","19610430","+,,X","19610430","+,,X","1","","19610406",",,X","19610430",",,X","9.4",",X,26,","0",",,X,30,+","0",",,X,30,+","13.0",",,X,06,","28.3",",X,30,","873.8","X","51.2",",X","23.7",",,,X","0",",,,X","16.70",",X","20.64",",,,X","12.76",",,,X","225",",X","","","14.4",",X","",""
"SPW00013025","1961-05","36.65","-6.35","25.6","ROTA NAS, SP","","","71.8","X","65.2",",X","6",",X","4",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","29",",X","0",",X","7","","","","19610521",",,X","19610531","+,,X","19610531","+,,X","2","","19610530",",,X","19610514",",,X","12.2",",X,21,","0",",,X,31,+","0",",,X,31,+","51.1",",,X,30,","30.0",",X,14,","877.2","X","3.4",",X","95.0",",,,X","0",",,,X","20.33",",X","24.40",",,,X","16.25",",,,X","225",",X","","","22.6",",X","",""
"SPW00013025","1961-06","36.65","-6.35","25.6","ROTA NAS, SP","","","179.2","X","107.4",",X","3",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","28",",X","1",",X","6","","","","19610603",",,X","19610630","+,,X","19610630","+,,X","3","","19610601",",,X","19610629",",,X","12.2",",X,03,","0",",,X,30,+","0",",,X,30,+","3.3",",,X,01,","34.4",",X,29,","879.9","X","2.7",",X","5.6",",,,X","0",",,,X","21.82",",X","25.96",",,,X","17.68",",,,X","113",",X","","","19.0",",X","",""
"SPW00013025","1961-07","36.65","-6.35","25.6","ROTA NAS, SP","","","377.7","X","198.5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","8",",X","5","","","","19610714","+,,X","19610731","+,,X","19610731","+,,X","","","19610701",",,X","19610726","+,,X","16.1",",X,14,+","0",",,X,31,+","0",",,X,31,+","0.0",",T,X,01,","32.8",",X,26,+","0.0","X","0.0",",X","0.0",",T,,X","0",",,,X","24.74",",X","29.64",",,,X","19.83",",,,X","113",",X","","","19.5",",X","",""
"SPW00013025","1961-08","36.65","-6.35","25.6","ROTA NAS, SP","","","618.1","X","240.4",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","31",",X","13",",X","1","","","","19610811",",,X","19610831","+,,X","19610831","+,,X","","","19610831","+,,X","19610826",",,X","17.8",",X,11,","0",",,X,31,+","0",",,X,31,+","0.0",",T,X,31,+","37.2",",X,26,","0.0","X","0.0",",X","0.0",",T,,X","0",",,,X","26.09",",X","30.61",",,,X","21.57",",,,X","113",",X","","","18.0",",X","",""
"SPW00013025","1961-09","36.65","-6.35","25.6","ROTA NAS, SP","","","769.2","X","151.1",",X","3",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","30",",X","1",",X","7","","","","19610930","+,,X","19610930","+,,X","19610930","+,,X","3","","19610928",",,X","19610914",",,X","14.4",",X,30,+","0",",,X,30,+","0",",,X,30,+","14.2",",,X,28,","32.2",",X,14,","0.0","X","0.0",",X","38.1",",,,X","0",",,,X","23.37",",X","27.66",",,,X","19.07",",,,X","113",",X","","","14.9",",X","",""
"SPW00013025","1961-10","36.65","-6.35","25.6","ROTA NAS, SP","","","804.3","X","35.1",",X","6",",X","4",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","22",",X","0",",X","4","","","","19611031","+,,X","19611031","+,,X","19611031","+,,X","","","19611030",",,X","19611009",",,X","9.4",",X,31,+","0",",,X,31,+","0",",,X,31,+","29.0",",,X,30,","28.9",",X,09,","24.7","X","24.7",",X","46.0",",,,X","0",",,,X","18.67",",X","23.16",",,,X","14.18",",,,X","90",",X","","","15.4",",X","",""
"SPW00013025","1961-11","36.65","-6.35","25.6","ROTA NAS, SP","","","805.9","X","1.6",",X","18",",X","13",",X","7",",X","0",",X","0",",X","0",",X","0",",X","0",",X","4",",X","0",",X","4","","","","19611115",",,X","19611130","+,,X","19611130","+,,X","10","","19611116",",,X","19611104",",,X","4.4",",X,15,","0",",,X,30,+","0",",,X,30,+","64.8",",,X,16,","25.0",",X,04,","139.8","X","115.1",",X","361.3",",,,X","0",",,,X","14.55",",X","17.96",",,,X","11.15",",,,X","338",",X","","","19.0",",X","",""
"SPW00013025","1961-12","36.65","-6.35","25.6","ROTA NAS, SP","","","805.9","X","0.0",",X","10",",X","8",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","15","","","","19611201",",,X","19611231","+,,X","19611231","+,,X","4","","19611225",",,X","19611204",",,X","6.1",",X,01,","0",",,X,31,+","0",",,X,31,+","24.6",",,X,25,","20.6",",X,04,","272.6","X","132.8",",X","104.2",",,,X","0",",,,X","14.05",",X","17.82",",,,X","10.27",",,,X","180",",X","","","17.5",",X","",""
"SPW00013025","1962-01","36.65","-6.35","25.6","ROTA NAS, SP","","","0.0","X","0.0",",X","7",",X","5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","8","","","","19620107",",,X","19620131","+,,X","19620131","+,,X","1","","19620117",",,X","19620126",",,X","5.0",",X,07,","0",",,X,31,+","0",",,X,31,+","24.6",",,X,17,","20.0",",X,26,","445.7","X","173.1",",X","68.3",",,,X","0",",,,X","12.75",",X","16.39",",,,X","9.11",",,,X","225",",X","","","19.5",",X","",""
"SPW00013025","1962-02","36.65","-6.35","25.6","ROTA NAS, SP","","","0.0","X","0.0",",X","5",",X","4",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","3","","","","19620217",",,X","19620228","+,,X","19620228","+,,X","1","","19620225",",,X","19620219","+,,X","3.3",",X,17,","0",",,X,28,+","0",",,X,28,+","13.2",",,X,25,","20.0",",X,19,+","624.9","X","179.2",",X","37.8",",,,X","0",",,,X","11.93",",X","16.85",",,,X","7.01",",,,X","180",",X","","","15.9",",X","",""
"SPW00013025","1962-03","36.65","-6.35","25.6","ROTA NAS, SP","","","0.0","X","0.0",",X","15",",X","10",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","2","","","","19620326","+,,X","19620331","+,,X","19620331","+,,X","3","","19620319",",,X","19620314",",,X","6.1",",X,26,+","0",",,X,31,+","0",",,X,31,+","25.9",",,X,19,","19.4",",X,14,","758.8","X","133.9",",X","113.7",",,,X","0",",,,X","14.01",",X","16.95",",,,X","11.07",",,,X","270",",X","","","18.5",",X","",""
"SPW00013025","1962-04","36.65","-6.35","25.6","ROTA NAS, SP","","","0.6","X","0.6",",X","9",",X","6",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","10",",X","0",",X","2","","","","19620411","+,,X","19620430","+,,X","19620430","+,,X","2","","19620425",",,X","19620412","+,,X","8.9",",X,11,+","0",",,X,30,+","0",",,X,30,+","10.7",",,X,25,","25.0",",X,12,+","819.1","X","60.3",",X","33.0",",,,X","0",",,,X","16.34",",X","20.52",",,,X","12.16",",,,X","113",",X","","","18.0",",X","",""
"SPW00013025","1962-05","36.65","-6.35","25.6","ROTA NAS, SP","","","37.1","X","36.5",",X","5",",X","4",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","22",",X","0",",X","1","","","","19620515",",,X","19620531","+,,X","19620531","+,,X","2","","19620518",",,X","19620508",",,X","8.9",",X,15,","0",",,X,31,+","0",",,X,31,+","18.5",",,X,18,","30.6",",X,08,","842.4","X","23.3",",X","33.5",",,,X","0",",,,X","18.76",",X","24.02",",,,X","13.50",",,,X","225",",X","","","15.4",",X","",""
"SPW00013025","1962-06","36.65","-6.35","25.6","ROTA NAS, SP","","","137.0","X","99.9",",X","3",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","27",",X","1",",X","3","","","","19620604",",,X","19620630","+,,X","19620630","+,,X","2","","19620612",",,X","19620621",",,X","13.3",",X,04,","0",",,X,30,+","0",",,X,30,+","16.5",",,X,12,","32.2",",X,21,","843.8","X","1.4",",X","21.3",",,,X","0",",,,X","21.62",",X","26.41",",,,X","16.82",",,,X","90",",X","","","15.4",",X","",""
