"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00440755","1880-02","37.416667","-75.866667","12.2","BIRDSNEST, VA US","5",",F","5",",F","1",",F","","","","","","","","","","","","","18800203",",,F","","","","","44.5",",,F,03,","","","61.0",",,,F","","","",""
"USC00440755","1880-03","37.416667","-75.866667","12.2","BIRDSNEST, VA US","11",",F","11",",F","2",",F","","","","","","","","","","","","","18800327",",,F","","","","","29.2",",,F,27,","","","161.3",",,,F","","","",""
"USC00440755","1880-04","37.416667","-75.866667","12.2","BIRDSNEST, VA US","4",",F","3",",F","1",",F","","","","","","","","","","","","","18800430",",,F","","","","","25.4",",,F,30,","","","34.3",",,,F","","","",""
"USC00440755","1880-05","37.416667","-75.866667","12.2","BIRDSNEST, VA US","3",",F","3",",F","0",",F","","","","","","","","","","","","","18800523",",,F","","","","","22.9",",,F,23,","","","36.9",",,,F","","","",""
"USC00440755","1880-06","37.416667","-75.866667","12.2","BIRDSNEST, VA US","6",",F","6",",F","2",",F","","","","","","","","","","","","","18800616",",,F","","","","","48.3",",,F,16,","","","116.9",",,,F","","","",""
"USC00440755","1880-07","37.416667","-75.866667","12.2","BIRDSNEST, VA US","4",",F","4",",F","2",",F","","","","","","","","","","","","","18800723",",,F","","","","","38.1",",,F,23,","","","90.2",",,,F","","","",""
"USC00440755","1880-08","37.416667","-75.866667","12.2","BIRDSNEST, VA US","9",",F","9",",F","2",",F","","","","","","","","","","","","","18800806",",,F","","","","","127.0",",,F,06,","","","254.0",",,,F","","","",""
"USC00440755","1880-09","37.416667","-75.866667","12.2","BIRDSNEST, VA US","5",",F","3",",F","1",",F","","","","","","","","","","","","","18800909",",,F","","","","","31.8",",,F,09,","","","49.6",",,,F","","","",""
"USC00440755","1880-10","37.416667","-75.866667","12.2","BIRDSNEST, VA US","3",",F","3",",F","1",",F","","","","","","","","","","","","","18801021",",,F","","","","","36.8",",,F,21,","","","57.2",",,,F","","","",""
"USC00440755","1880-11","37.416667","-75.866667","12.2","BIRDSNEST, VA US","11",",F","11",",F","0",",F","","","","","","","","","","","","","18801114","+,,F","","","","","24.1",",,F,14,+","","","129.6",",,,F","","","",""
"USC00440755","1880-12","37.416667","-75.866667","12.2","BIRDSNEST, VA US","7",",F","6",",F","3",",F","","","","","","","","","","","","","18801226",",,F","","","","","59.7",",,F,26,","","","171.7",",,,F","","","",""
"USC00440755","1881-01","37.416667","-75.866667","12.2","BIRDSNEST, VA US","8",",F","8",",F","1",",F","","","","","","","","","","","","","18810110",",,F","","","","","44.5",",,F,10,","","","113.4",",,,F","","","",""
"USC00440755","1881-02","37.416667","-75.866667","12.2","BIRDSNEST, VA US","8",",F","8",",F","0",",F","","","","","","","","","","","","","18810219","+,,F","","","","","21.6",",,F,19,+","","","92.8",",,,F","","","",""
"USC00440755","1881-03","37.416667","-75.866667","12.2","BIRDSNEST, VA US","9",",F","9",",F","1",",F","","","","","","","","","","","","","18810309",",,F","","","","","58.4",",,F,09,","","","128.1",",,,F","","","",""
"USC00440755","1881-05","37.416667","-75.866667","12.2","BIRDSNEST, VA US","4",",F","3",",F","0",",F","","","","","","","","","","","","","18810522",",,F","","","","","11.4",",,F,22,","","","17.7",",,,F","","","",""
"USC00440755","1881-06","37.416667","-75.866667","12.2","BIRDSNEST, VA US","7",",F","7",",F","2",",F","","","","","","","","","","","","","18810623",",,F","","","","","124.5",",,F,23,","","","207.0",",,,F","","","",""
"USC00440755","1881-07","37.416667","-75.866667","12.2","BIRDSNEST, VA US","6",",F","6",",F","3",",F","","","","","","","","","","","","","18810727",",,F","","","","","59.7",",,F,27,","","","177.8",",,,F","","","",""
"USC00440755","1881-08","37.416667","-75.866667","12.2","BIRDSNEST, VA US","3",",F","3",",F","1",",F","","","","","","","","","","","","","18810814",",,F","","","","","33.0",",,F,14,","","","61.0",",,,F","","","",""
"USC00440755","1881-09","37.416667","-75.866667","12.2","BIRDSNEST, VA US","2",",F","1",",F","0",",F","","","","","","","","","","","","","18810911",",,F","","","","","22.9",",,F,11,","","","24.2",",,,F","","","",""
"USC00440755","1881-10","37.416667","-75.866667","12.2","BIRDSNEST, VA US","7",",F","4",",F","0",",F","","","","","","","","","","","","","18811031",",,F","","","","","24.1",",,F,31,","","","63.6",",,,F","","","",""
"USC00440755","1881-11","37.416667","-75.866667","12.2","BIRDSNEST, VA US","7",",F","7",",F","2",",F","","","","","","","","","","","","","18811124",",,F","","","","","31.8",",,F,24,","","","114.4",",,,F","","","",""
"USC00440755","1881-12","37.416667","-75.866667","12.2","BIRDSNEST, VA US","6",",F","5",",F","0",",F","","","","","","","","","","","","","18811222",",,F","","","","","21.6",",,F,22,","","","47.0",",,,F","","","",""
"USC00440755","1882-02","37.416667","-75.866667","12.2","BIRDSNEST, VA US","5",",F","5",",F","3",",F","","","","","","","","","","","","","18820204",",,F","","","","","39.4",",,F,04,","","","122.0",",,,F","","","",""
"USC00440755","1882-03","37.416667","-75.866667","12.2","BIRDSNEST, VA US","11",",F","7",",F","1",",F","","","","","","","","","","","","","18820301",",,F","","","","","39.4",",,F,01,","","","100.4",",,,F","","","",""
"USC00440755","1882-04","37.416667","-75.866667","12.2","BIRDSNEST, VA US","5",",F","5",",F","1",",F","","","","","","","","","","","","","18820429",",,F","","","","","31.8",",,F,29,","","","59.7",",,,F","","","",""
"USC00440755","1882-05","37.416667","-75.866667","12.2","BIRDSNEST, VA US","9",",F","7",",F","0",",F","","","","","","","","","","","","","18820511",",,F","","","","","19.1",",,F,11,","","","96.7",",,,F","","","",""
"USC00440755","1882-06","37.416667","-75.866667","12.2","BIRDSNEST, VA US","3",",F","3",",F","0",",F","","","","","","","","","","","","","18820617","+,,F","","","","","10.2",",,F,17,+","","","25.5",",,,F","","","",""
"USC00440755","1882-07","37.416667","-75.866667","12.2","BIRDSNEST, VA US","9",",F","8",",F","0",",F","","","","","","","","","","","","","18820728",",,F","","","","","22.9",",,F,28,","","","72.3",",,,F","","","",""
"USC00440755","1882-08","37.416667","-75.866667","12.2","BIRDSNEST, VA US","7",",F","7",",F","2",",F","","","","","","","","","","","","","18820812",",,F","","","","","35.6",",,F,12,","","","104.1",",,,F","","","",""
"USC00440755","1882-09","37.416667","-75.866667","12.2","BIRDSNEST, VA US","6",",F","5",",F","2",",F","","","","","","","","","","","","","18820911",",,F","","","","","39.4",",,F,11,","","","113.1",",,,F","","","",""
"USC00440755","1882-10","37.416667","-75.866667","12.2","BIRDSNEST, VA US","7",",F","6",",F","2",",F","","","","","","","","","","","","","18821024",",,F","","","","","53.3",",,F,24,","","","120.6",",,,F","","","",""
"USC00440755","1882-11","37.416667","-75.866667","12.2","BIRDSNEST, VA US","3",",F","3",",F","0",",F","","","","","","","","","","","","","18821129",",,F","","","","","11.4",",,F,29,","","","25.4",",,,F","","","",""
"USC00440755","1882-12","37.416667","-75.866667","12.2","BIRDSNEST, VA US","6",",F","6",",F","1",",F","","","","","","","","","","","","","18821230",",,F","","","","","58.4",",,F,30,","","","120.6",",,,F","","","",""
"USC00440755","1883-01","37.416667","-75.866667","12.2","BIRDSNEST, VA US","9",",F","7",",F","2",",F","","","","","","","","","","","","","18830111","+,,F","","","","","31.8",",,F,11,+","","","118.3",",,,F","","","",""
"USC00440755","1883-02","37.416667","-75.866667","12.2","BIRDSNEST, VA US","6",",F","6",",F","0",",F","","","","","","","","","","","","","18830225",",,F","","","","","22.9",",,F,25,","","","64.7",",,,F","","","",""
"USC00440755","1883-03","37.416667","-75.866667","12.2","BIRDSNEST, VA US","8",",F","7",",F","1",",F","","","","","","","","","","","","","18830310",",,F","","","","","29.2",",,F,10,","","","92.8",",,,F","","","",""
"USC00440755","1883-04","37.416667","-75.866667","12.2","BIRDSNEST, VA US","8",",F","7",",F","2",",F","","","","","","","","","","","","","18830417",",,F","","","","","88.9",",,F,17,","","","169.1",",,,F","","","",""
"USC00440755","1883-05","37.416667","-75.866667","12.2","BIRDSNEST, VA US","4",",F","4",",F","1",",F","","","","","","","","","","","","","18830527",",,F","","","","","29.2",",,F,27,","","","62.2",",,,F","","","",""
"USC00440755","1883-06","37.416667","-75.866667","12.2","BIRDSNEST, VA US","11",",F","2",",F","0",",F","","","","","","","","","","","","","18830619","+,,F","","","","","2.8",",,F,19,+","","","12.8",",,,F","","","",""
"USC00440755","1883-07","37.416667","-75.866667","12.2","BIRDSNEST, VA US","11",",F","9",",F","1",",F","","","","","","","","","","","","","18830713",",,F","","","","","44.5",",,F,13,","","","129.6",",,,F","","","",""
"USC00440755","1883-08","37.416667","-75.866667","12.2","BIRDSNEST, VA US","6",",F","5",",F","2",",F","","","","","","","","","","","","","18830816",",,F","","","","","58.4",",,F,16,","","","130.8",",,,F","","","",""
"USC00440755","1883-09","37.416667","-75.866667","12.2","BIRDSNEST, VA US","6",",F","5",",F","3",",F","","","","","","","","","","","","","18830918",",,F","","","","","48.3",",,F,18,","","","149.9",",,,F","","","",""
"USC00440755","1883-10","37.416667","-75.866667","12.2","BIRDSNEST, VA US","6",",F","6",",F","2",",F","","","","","","","","","","","","","18831023",",,F","","","","","45.7",",,F,23,","","","119.5",",,,F","","","",""
"USC00440755","1883-11","37.416667","-75.866667","12.2","BIRDSNEST, VA US","1",",F","1",",F","0",",F","","","","","","","","","","","","","18831126",",,F","","","","","15.2",",,F,26,","","","15.2",",,,F","","","",""
"USC00440755","1883-12","37.416667","-75.866667","12.2","BIRDSNEST, VA US","8",",F","7",",F","0",",F","","","","","","","","","","","","","18831223",",,F","","","","","21.6",",,F,23,","","","72.4",",,,F","","","",""
"USC00440755","1884-01","37.416667","-75.866667","12.2","BIRDSNEST, VA US","11",",F","10",",F","2",",F","","","","","","","","","","","","","18840119",",,F","","","","","45.7",",,F,19,","","","169.0",",,,F","","","",""
"USC00440755","1884-02","37.416667","-75.866667","12.2","BIRDSNEST, VA US","10",",F","9",",F","2",",F","","","","","","","","","","","","","18840208",",,F","","","","","44.5",",,F,08,","","","166.5",",,,F","","","",""
"USC00440755","1884-03","37.416667","-75.866667","12.2","BIRDSNEST, VA US","16",",F","15",",F","2",",F","","","","","","","","","","","","","18840320",",,F","","","","","38.1",",,F,20,","","","222.4",",,,F","","","",""
"USC00440755","1884-04","37.416667","-75.866667","12.2","BIRDSNEST, VA US","6",",F","4",",F","0",",F","","","","","","","","","","","","","18840413",",,F","","","","","16.5",",,F,13,","","","43.3",",,,F","","","",""
"USC00440755","1884-05","37.416667","-75.866667","12.2","BIRDSNEST, VA US","4",",F","4",",F","0",",F","","","","","","","","","","","","","18840507",",,F","","","","","22.9",",,F,07,","","","38.1",",,,F","","","",""
"USC00440755","1884-06","37.416667","-75.866667","12.2","BIRDSNEST, VA US","6",",F","4",",F","0",",F","","","","","","","","","","","","","18840630",",,F","","","","","12.7",",,F,30,","","","26.7",",,,F","","","",""
"USC00440755","1884-07","37.416667","-75.866667","12.2","BIRDSNEST, VA US","6",",F","6",",F","2",",F","","","","","","","","","","","","","18840719",",,F","","","","","44.5",",,F,19,","","","102.9",",,,F","","","",""
"USC00440755","1884-08","37.416667","-75.866667","12.2","BIRDSNEST, VA US","4",",F","4",",F","0",",F","","","","","","","","","","","","","18840807",",,F","","","","","12.7",",,F,07,","","","26.7",",,,F","","","",""
"USC00440755","1884-09","37.416667","-75.866667","12.2","BIRDSNEST, VA US","0",",F","0",",F","0",",F","","","","","","","","","","","","","18840930","+,,F","","","","","0.0",",,F,30,+","","","0.0",",,,F","","","",""
"USC00440755","1884-10","37.416667","-75.866667","12.2","BIRDSNEST, VA US","0",",F","0",",F","0",",F","","","","","","","","","","","","","18841031","+,,F","","","","","0.0",",,F,31,+","","","0.0",",,,F","","","",""
"USC00440755","1884-11","37.416667","-75.866667","12.2","BIRDSNEST, VA US","4",",F","3",",F","0",",F","","","","","","","","","","","","","18841128",",,F","","","","","10.2",",,F,28,","","","22.9",",,,F","","","",""
"USC00440755","1884-12","37.416667","-75.866667","12.2","BIRDSNEST, VA US","12",",F","9",",F","2",",F","","","","","","","","","","","","","18841215",",,F","","","","","30.5",",,F,15,","","","124.7",",,,F","","","",""
"USC00440755","1885-01","37.416667","-75.866667","12.2","BIRDSNEST, VA US","11",",F","10",",F","2",",F","","","","","","","","","","","","","18850124",",,F","","","","","30.5",",,F,24,","","","132.3",",,,F","","","",""
"USC00440755","1885-02","37.416667","-75.866667","12.2","BIRDSNEST, VA US","7",",F","5",",F","1",",F","","","","","","","","","","","","","18850214",",,F","","","","","25.4",",,F,14,","","","86.5",",,,F","","","",""
"USC00440755","1885-03","37.416667","-75.866667","12.2","BIRDSNEST, VA US","6",",F","6",",F","1",",F","","","","","","","","","","","","","18850302",",,F","","","","","26.7",",,F,02,","","","76.3",",,,F","","","",""
"USC00440755","1885-04","37.416667","-75.866667","12.2","BIRDSNEST, VA US","7",",F","4",",F","0",",F","","","","","","","","","","","","","18850428",",,F","","","","","21.6",",,F,28,","","","52.2",",,,F","","","",""
"USC00440755","1885-05","37.416667","-75.866667","12.2","BIRDSNEST, VA US","16",",F","14",",F","3",",F","","","","","","","","","","","","","18850528",",,F","","","","","38.1",",,F,28,","","","199.3",",,,F","","","",""
"USC00440755","1885-06","37.416667","-75.866667","12.2","BIRDSNEST, VA US","4",",F","3",",F","1",",F","","","","","","","","","","","","","18850608",",,F","","","","","27.9",",,F,08,","","","38.1",",,,F","","","",""
"USC00440755","1885-07","37.416667","-75.866667","12.2","BIRDSNEST, VA US","3",",F","3",",F","2",",F","","","","","","","","","","","","","18850727",",,F","","","","","61.0",",,F,27,","","","113.1",",,,F","","","",""
"USC00440755","1885-08","37.416667","-75.866667","12.2","BIRDSNEST, VA US","3",",F","3",",F","1",",F","","","","","","","","","","","","","18850808",",,F","","","","","153.7",",,F,08,","","","179.1",",,,F","","","",""
"USC00440755","1885-09","37.416667","-75.866667","12.2","BIRDSNEST, VA US","4",",F","4",",F","1",",F","","","","","","","","","","","","","18850923",",,F","","","","","45.7",",,F,23,","","","76.2",",,,F","","","",""
"USC00440755","1885-10","37.416667","-75.866667","12.2","BIRDSNEST, VA US","7",",F","6",",F","0",",F","","","","","","","","","","","","","18851013",",,F","","","","","20.3",",,F,13,","","","59.7",",,,F","","","",""
"USC00440755","1886-05","37.416667","-75.866667","12.2","BIRDSNEST, VA US","10",",F","8",",F","2",",F","","","","","","","","","","","","","18860531",",,F","","","","","92.7",",,F,31,","","","195.8",",,,F","","","",""
"USC00440755","1886-06","37.416667","-75.866667","12.2","BIRDSNEST, VA US","10",",F","10",",F","3",",F","","","","","","","","","","","","","18860624",",,F","","","","","34.3",",,F,24,","","","162.6",",,,F","","","",""
"USC00440755","1886-08","37.416667","-75.866667","12.2","BIRDSNEST, VA US","8",",F","8",",F","1",",F","","","","","","","","","","","","","18860806",",,F","","","","","53.3",",,F,06,","","","157.5",",,,F","","","",""
"USC00440755","1886-09","37.416667","-75.866667","12.2","BIRDSNEST, VA US","3",",F","3",",F","1",",F","","","","","","","","","","","","","18860910",",,F","","","","","29.2",",,F,10,","","","45.7",",,,F","","","",""
"USC00440755","1886-10","37.416667","-75.866667","12.2","BIRDSNEST, VA US","4",",F","4",",F","0",",F","","","","","","","","","","","","","18861031",",,F","","","","","20.3",",,F,31,","","","52.0",",,,F","","","",""
"USC00440755","1886-11","37.416667","-75.866667","12.2","BIRDSNEST, VA US","8",",F","8",",F","1",",F","","","","","","","","","","","","","18861107",",,F","","","","","25.4",",,F,07,","","","70.0",",,,F","","","",""
"USC00440755","1887-02","37.416667","-75.866667","12.2","BIRDSNEST, VA US","9",",F","7",",F","0",",F","","","","","","","","","","","","","18870224",",,F","","","","","24.1",",,F,24,","","","97.9",",,,F","","","",""
"USC00440755","1887-03","37.416667","-75.866667","12.2","BIRDSNEST, VA US","9",",F","8",",F","1",",F","","","","","","","","","","","","","18870331",",,F","","","","","27.9",",,F,31,","","","119.4",",,,F","","","",""
"USC00440755","1887-04","37.416667","-75.866667","12.2","BIRDSNEST, VA US","7",",F","6",",F","0",",F","","","","","","","","","","","","","18870402",",,F","","","","","24.1",",,F,02,","","","71.1",",,,F","","","",""
"USC00440755","1887-05","37.416667","-75.866667","12.2","BIRDSNEST, VA US","7",",F","5",",F","1",",F","","","","","","","","","","","","","18870531",",,F","","","","","29.2",",,F,31,","","","71.2",",,,F","","","",""
"USC00440755","1887-06","37.416667","-75.866667","12.2","BIRDSNEST, VA US","5",",F","5",",F","0",",F","","","","","","","","","","","","","18870623",",,F","","","","","16.5",",,F,23,","","","41.9",",,,F","","","",""
"USC00440755","1887-07","37.416667","-75.866667","12.2","BIRDSNEST, VA US","7",",F","4",",F","1",",F","","","","","","","","","","","","","18870723",",,F","","","","","106.7",",,F,23,","","","142.4",",,,F","","","",""
"USC00440755","1887-08","37.416667","-75.866667","12.2","BIRDSNEST, VA US","11",",F","11",",F","2",",F","","","","","","","","","","","","","18870803",",,F","","","","","63.5",",,F,03,","","","208.3",",,,F","","","",""
"USC00440755","1887-09","37.416667","-75.866667","12.2","BIRDSNEST, VA US","3",",F","3",",F","0",",F","","","","","","","","","","","","","18870929",",,F","","","","","22.9",",,F,29,","","","47.0",",,,F","","","",""
"USC00440755","1887-10","37.416667","-75.866667","12.2","BIRDSNEST, VA US","9",",F","8",",F","2",",F","","","","","","","","","","","","","18871026",",,F","","","","","57.2",",,F,26,","","","161.4",",,,F","","","",""
"USC00440755","1887-11","37.416667","-75.866667","12.2","BIRDSNEST, VA US","4",",F","4",",F","0",",F","","","","","","","","","","","","","18871115","+,,F","","","","","15.2",",,F,15,+","","","45.6",",,,F","","","",""
"USC00440755","1887-12","37.416667","-75.866667","12.2","BIRDSNEST, VA US","10",",F","8",",F","3",",F","","","","","","","","","","","","","18871218",",,F","","","","","49.5",",,F,18,","","","151.2",",,,F","","","",""
"USC00440755","1888-01","37.416667","-75.866667","12.2","BIRDSNEST, VA US","7",",F","7",",F","2",",F","","","","","","","","","","","","","18880118","+,,F","","","","","25.4",",,F,18,+","","","104.2",",,,F","","","",""
"USC00440755","1888-02","37.416667","-75.866667","12.2","BIRDSNEST, VA US","5",",F","5",",F","1",",F","","","","","","","","","","","","","18880225",",,F","","","","","26.7",",,F,25,","","","64.8",",,,F","","","",""
"USC00440755","1888-03","37.416667","-75.866667","12.2","BIRDSNEST, VA US","10",",F","10",",F","4",",F","","","","","","","","","","","","","18880312",",,F","","","","","62.2",",,F,12,","","","217.2",",,,F","","","",""
"USC00440755","1888-04","37.416667","-75.866667","12.2","BIRDSNEST, VA US","6",",F","6",",F","2",",F","","","","","","","","","","","","","18880418",",,F","","","","","47.0",",,F,18,","","","104.2",",,,F","","","",""
"USC00440755","1888-05","37.416667","-75.866667","12.2","BIRDSNEST, VA US","13",",F","8",",F","1",",F","","","","","","","","","","","","","18880531",",,F","","","","","59.7",",,F,31,","","","120.7",",,,F","","","",""
"USC00440755","1888-06","37.416667","-75.866667","12.2","BIRDSNEST, VA US","12",",F","10",",F","0",",F","","","","","","","","","","","","","18880603",",,F","","","","","21.6",",,F,03,","","","105.5",",,,F","","","",""
"USC00440755","1888-07","37.416667","-75.866667","12.2","BIRDSNEST, VA US","9",",F","8",",F","1",",F","","","","","","","","","","","","","18880731",",,F","","","","","29.2",",,F,31,","","","62.2",",,,F","","","",""
"USC00440755","1888-08","37.416667","-75.866667","12.2","BIRDSNEST, VA US","9",",F","9",",F","0",",F","","","","","","","","","","","","","18880822",",,F","","","","","22.9",",,F,22,","","","100.6",",,,F","","","",""
"USC00440755","1888-09","37.416667","-75.866667","12.2","BIRDSNEST, VA US","13",",F","11",",F","2",",F","","","","","","","","","","","","","18880911",",,F","","","","","44.5",",,F,11,","","","139.9",",,,F","","","",""
"USC00440755","1888-10","37.416667","-75.866667","12.2","BIRDSNEST, VA US","7","1,F","6","1,F","0","1,F","","","","","","","","","","","","","18881026",",1,F","","","","","16.5","1,,F,26,","","","55.9","1,,,F","","","",""
"USC00440755","1888-11","37.416667","-75.866667","12.2","BIRDSNEST, VA US","6",",F","6",",F","2",",F","","","","","","","","","","","","","18881115",",,F","","","","","35.6",",,F,15,","","","91.5",",,,F","","","",""
"USC00440755","1888-12","37.416667","-75.866667","12.2","BIRDSNEST, VA US","2",",F","2",",F","1",",F","","","","","","","","","","","","","18881211",",,F","","","","","36.8",",,F,11,","","","52.0",",,,F","","","",""
"USC00440755","1889-01","37.416667","-75.866667","12.2","BIRDSNEST, VA US","6",",F","6",",F","3",",F","","","","","","","","","","","","","18890105",",,F","","","","","48.3",",,F,05,","","","148.7",",,,F","","","",""
"USC00440755","1889-02","37.416667","-75.866667","12.2","BIRDSNEST, VA US","6",",F","5",",F","2",",F","","","","","","","","","","","","","18890216",",,F","","","","","59.7",",,F,16,","","","147.4",",,,F","","","",""
"USC00440755","1889-03","37.416667","-75.866667","12.2","BIRDSNEST, VA US","8",",F","7",",F","3",",F","","","","","","","","","","","","","18890320",",,F","","","","","64.8",",,F,20,","","","183.0",",,,F","","","",""
"USC00440755","1889-04","37.416667","-75.866667","12.2","BIRDSNEST, VA US","7",",F","7",",F","5",",F","","","","","","","","","","","","","18890401",",,F","","","","","88.9",",,F,01,","","","285.7",",,,F","","","",""
"USC00440755","1889-05","37.416667","-75.866667","12.2","BIRDSNEST, VA US","11",",F","9",",F","0",",F","","","","","","","","","","","","","18890526","+,,F","","","","","21.6",",,F,26,+","","","95.3",",,,F","","","",""
"USC00440755","1889-06","37.416667","-75.866667","12.2","BIRDSNEST, VA US","11",",F","9",",F","2",",F","","","","","","","","","","","","","18890629",",,F","","","","","50.8",",,F,29,","","","133.5",",,,F","","","",""
"USC00440755","1889-07","37.416667","-75.866667","12.2","BIRDSNEST, VA US","14",",F","13",",F","2",",F","","","","","","","","","","","","","18890704",",,F","","","","","73.7",",,F,04,","","","213.6",",,,F","","","",""
"USC00440755","1889-08","37.416667","-75.866667","12.2","BIRDSNEST, VA US","9",",F","9",",F","1",",F","","","","","","","","","","","","","18890828",",,F","","","","","25.4",",,F,28,","","","102.8",",,,F","","","",""
"USC00440755","1889-09","37.416667","-75.866667","12.2","BIRDSNEST, VA US","11",",F","11",",F","1",",F","","","","","","","","","","","","","18890914",",,F","","","","","35.6",",,F,14,","","","171.6",",,,F","","","",""
"USC00440755","1889-10","37.416667","-75.866667","12.2","BIRDSNEST, VA US","6",",F","6",",F","2",",F","","","","","","","","","","","","","18891024",",,F","","","","","105.4",",,F,24,","","","190.5",",,,F","","","",""
"USC00440755","1889-11","37.416667","-75.866667","12.2","BIRDSNEST, VA US","13",",F","12",",F","1",",F","","","","","","","","","","","","","18891128",",,F","","","","","36.8",",,F,28,","","","128.2",",,,F","","","",""
"USC00440755","1889-12","37.416667","-75.866667","12.2","BIRDSNEST, VA US","2",",F","2",",F","0",",F","","","","","","","","","","","","","18891231",",,F","","","","","10.2",",,F,31,","","","14.0",",,,F","","","",""
"USC00440755","1890-01","37.416667","-75.866667","12.2","BIRDSNEST, VA US","6","1,F","4","1,F","0","1,F","","","","","","","","","","","","","18900130",",1,F","","","","","12.7","1,,F,30,","","","30.5","1,,,F","","","",""
"USC00440755","1890-02","37.416667","-75.866667","12.2","BIRDSNEST, VA US","7","1,F","4","1,F","0","1,F","","","","","","","","","","","","","18900214",",1,F","","","","","15.2","1,,F,14,","","","49.6","1,,,F","","","",""
"USC00440755","1890-03","37.416667","-75.866667","12.2","BIRDSNEST, VA US","9",",F","9",",F","0",",F","","","","","","","","","","","","","18900315",",,F","","","","","22.9",",,F,15,","","","92.7",",,,F","","","",""
"USC00440755","1890-04","37.416667","-75.866667","12.2","BIRDSNEST, VA US","13",",F","11",",F","1",",F","","","","","","","","","","","","","18900418",",,F","","","","","26.7",",,F,18,","","","114.4",",,,F","","","",""
"USC00440755","1890-05","37.416667","-75.866667","12.2","BIRDSNEST, VA US","10",",F","8",",F","4",",F","","","","","","","","","","","","","18900527",",,F","","","","","61.0",",,F,27,","","","179.2",",,,F","","","",""
"USC00440755","1890-06","37.416667","-75.866667","12.2","BIRDSNEST, VA US","5",",F","5",",F","0",",F","","","","","","","","","","","","","18900614",",,F","","","","","19.1",",,F,14,","","","54.7",",,,F","","","",""
"USC00440755","1890-07","37.416667","-75.866667","12.2","BIRDSNEST, VA US","5",",F","5",",F","1",",F","","","","","","","","","","","","","18900730",",,F","","","","","35.6",",,F,30,","","","94.0",",,,F","","","",""
"USC00440755","1890-08","37.416667","-75.866667","12.2","BIRDSNEST, VA US","12",",F","11",",F","0",",F","","","","","","","","","","","","","18900811",",,F","","","","","15.2",",,F,11,","","","102.8",",,,F","","","",""
"USC00440755","1890-09","37.416667","-75.866667","12.2","BIRDSNEST, VA US","14",",F","13",",F","4",",F","","","","","","","","","","","","","18900928",",,F","","","","","85.1",",,F,28,","","","235.0",",,,F","","","",""
"USC00440755","1890-10","37.416667","-75.866667","12.2","BIRDSNEST, VA US","7",",F","6",",F","2",",F","","","","","","","","","","","","","18901026",",,F","","","","","53.3",",,F,26,","","","147.3",",,,F","","","",""
"USC00440755","1890-11","37.416667","-75.866667","12.2","BIRDSNEST, VA US","0",",F","0",",F","0",",F","","","","","","","","","","","","","18901130","+,,F","","","","","0.0",",,F,30,+","","","0.0",",,,F","","","",""
"USC00440755","1890-12","37.416667","-75.866667","12.2","BIRDSNEST, VA US","7",",F","7",",F","3",",F","","","","","","","","","","","","","18901226",",,F","","","","","58.4",",,F,26,","","","160.0",",,,F","","","",""
"USC00440755","1891-01","37.416667","-75.866667","12.2","BIRDSNEST, VA US","9",",F","6",",F","2",",F","","","","","","","","","","","","","18910124",",,F","","","","","52.1",",,F,24,","","","152.7",",,,F","","","",""
"USC00440755","1891-02","37.416667","-75.866667","12.2","BIRDSNEST, VA US","15","1,F","12","1,F","1","1,F","","","","","","","","","","","","","18910226",",1,F","","","","","38.1","1,,F,26,","","","132.0","1,,,F","","","",""
"USC00440755","1891-03","37.416667","-75.866667","12.2","BIRDSNEST, VA US","17",",F","13",",F","2",",F","","","","","","","","","","","","","18910322",",,F","","","","","54.6",",,F,22,","","","231.3",",,,F","","","",""
"USC00440755","1891-04","37.416667","-75.866667","12.2","BIRDSNEST, VA US","10",",F","7",",F","0",",F","","","","","","","","","","","","","18910402",",,F","","","","","17.8",",,F,02,","","","75.0",",,,F","","","",""
"USC00440755","1891-05","37.416667","-75.866667","12.2","BIRDSNEST, VA US","7",",F","7",",F","2",",F","","","","","","","","","","","","","18910529","+,,F","","","","","38.1",",,F,29,+","","","120.7",",,,F","","","",""
"USC00440755","1891-06","37.416667","-75.866667","12.2","BIRDSNEST, VA US","5",",F","2",",F","1",",F","","","","","","","","","","","","","18910618",",,F","","","","","58.4",",,F,18,","","","69.9",",,,F","","","",""
"USC00440755","1891-07","37.416667","-75.866667","12.2","BIRDSNEST, VA US","12",",F","11",",F","2",",F","","","","","","","","","","","","","18910709",",,F","","","","","41.9",",,F,09,","","","179.2",",,,F","","","",""
"USC00440755","1891-08","37.416667","-75.866667","12.2","BIRDSNEST, VA US","8",",F","8",",F","1",",F","","","","","","","","","","","","","18910826",",,F","","","","","91.4",",,F,26,","","","181.7",",,,F","","","",""
