"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00173295","2012-08","43.8925","-70.2544","115.2","GRAY, ME US","252.4","Z","95.5",",K","10",",K","7",",K","2",",K","0",",K","0",",K","0",",K","0",",K","0",",K","31",",K","0",",K","5","","","","20120829",",,K","20120831","+,,K","20120831","+,,K","2","","20120816",",,K","20120803",",,K","11.7",",K,29,","0",",,K,31,+","0",",,K,31,+","63.5",",,K,16,","31.7",",K,03,","0.5","Z","0.5",",K","150.6",",,,K","0",",,,K","21.40",",K","26.41",",,,K","16.38",",,,K","",""
"USC00173295","2012-09","43.8925","-70.2544","115.2","GRAY, ME US","260.4","Z","8.0",",K","13",",K","9",",K","0",",K","0",",K","0",",K","0",",K","0",",K","0",",K","12",",K","0",",K","8","","","","20120928",",,K","20120930","+,,K","20120930","+,,K","1","","20120930",",,K","20120907",",,K","3.9",",K,28,","0",",,K,30,+","0",",,K,30,+","18.3",",,K,30,","28.3",",K,07,","104.5","Z","104.0",",K","98.2",",,,K","0",",,,K","15.13",",K","20.04",",,,K","10.23",",,,K","",""
"USC00173295","2012-10","43.8925","-70.2544","115.2","GRAY, ME US","260.4","Z","0.0",",K","17",",K","9",",K","1",",K","0",",K","0",",K","0",",K","1",",K","0",",K","3",",K","0",",K","","","","","20121013",",,K","20121031","+,,K","20121012",",,K","","","20121029",",,K","20121006","+,,K","-1.1",",K,13,","0",",,K,31,+","0",",T,K,12,","27.4",",,K,29,","22.2",",K,06,+","329.0","Z","224.5",",K","118.8",",,,K","0",",T,,K","11.09",",K","15.45",",,,K","6.73",",,,K","",""
"USC00173295","2012-11","43.8925","-70.2544","115.2","GRAY, ME US","260.4","Z","0.0",",K","4",",K","2",",K","1",",K","1",",K","1",",K","0",",K","21",",K","3",",K","0",",K","0",",K","1","","","","20121130",",,K","20121108",",,K","20121108",",,K","","","20121108",",,K","20121112",",,K","-11.1",",K,30,","76",",,K,08,","53",",,K,08,","26.9",",,K,08,","16.1",",K,12,","805.3","Z","476.3",",K","33.3",",,,K","66",",,,K","2.46",",K","6.78",",,,K","-1.87",",,,K","",""
"USC00173295","2012-12","43.8925","-70.2544","115.2","GRAY, ME US","260.4","Z","0.0",",Z","20",",Z","10",",Z","2",",Z","8",",Z","5",",Z","0",",Z","30",",Z","9",",Z","0",",Z","0",",Z","1","","","","20121230",",,Z","20121230",",,7","20121227",",,Z","","","20121218",",,Z","20121205",",,Z","-11.1",",Z,30,","279",",,7,30,","229",",,Z,27,","44.5",",,Z,18,","12.2",",Z,05,","1418.9","Z","613.6",",Z","170.0",",,,Z","545",",,,Z","-1.46",",Z","2.22",",,,Z","-5.14",",,,Z","",""
"USC00173295","2013-01","43.8925","-70.2544","115.2","GRAY, ME US","0.0","7","0.0",",Z","7",",7","4",",7","0",",7","31",",7","2",",7","3",",7","29",",Z","14",",7","0",",7","0",",7","2","","","","20130124","+,,Z","20130103","+,,7","20130116",",,7","","","20130116",",,7","20130114",",,7","-21.7",",Z,24,+","254",",,7,03,+","112",",,7,16,","11.4",",,7,16,","13.9",",7,14,","2140.0","7","721.1",",7","29.2",",,,7","166",",,,7","-4.93",",Z","-0.43",",,,7","-9.43",",,,Z","",""
"USC00173295","2013-02","43.8925","-70.2544","115.2","GRAY, ME US","0.0","7","0.0",",Z","12",",Z","8",",Z","0",",Z","20",",Z","6",",Z","0",",Z","28",",Z","13",",Z","0",",Z","0",",Z","3","","","","20130208","+,,Z","20130228","+,,7","20130209",",,Z","","","20130224",",,Z","20130215",",,Z","-14.4",",Z,08,+","457",",,7,28,+","442",",,Z,09,","23.1",",,Z,24,","7.2",",Z,15,","2755.0","7","615.0",",Z","105.3",",,,Z","1254",",,,Z","-3.63",",Z","0.12",",,,Z","-7.38",",,,Z","",""
"USC00173295","2013-03","43.8925","-70.2544","115.2","GRAY, ME US","0.0","7","0.0",",7","9",",Z","3",",Z","0",",Z","29",",7","3",",7","0",",Z","27",",7","2",",Z","0",",Z","0",",Z","1","","","","20130318",",,7","20130304","+,,7","20130319",",,7","","","20130312",",,Z","20130330","+,,Z","-11.1",",7,18,","406",",,7,04,+","206",",,7,19,","23.4",",,Z,12,","12.2",",Z,30,+","3290.3","7","535.3",",Z","53.5",",,,Z","319",",,,7","1.07",",7","5.15",",,,Z","-3.02",",,,7","",""
"USC00173295","2013-04","43.8925","-70.2544","115.2","GRAY, ME US","0.0","7","0.0",",7","10",",7","5",",7","0",",7","0",",7","0",",7","0",",Z","11",",7","0",",Z","1",",Z","0",",Z","3","","","","20130406",",,7","20130413","+,,7","20130412",",,7","","","20130401",",,7","20130419",",,Z","-4.4",",7,06,","0",",T,7,13,+","15",",,7,12,","11.9",",,7,01,","22.2",",Z,19,","3642.4","7","352.1",",Z","45.4",",,,7","15",",,,7","6.60",",7","11.94",",,,Z","1.25",",,,7","",""
"USC00173295","2013-05","43.8925","-70.2544","115.2","GRAY, ME US","9.2","7","9.2",",7","16",",7","12",",7","2",",7","0",",7","0",",7","0",",Z","0",",7","0",",Z","8",",Z","1",",Z","13","","","","20130506",",,7","20130531","+,,7","20130531","+,,7","1","","20130525",",,7","20130531",",,Z","2.2",",7,06,","0",",,7,31,+","0",",,7,31,+","28.4",",,7,25,","33.3",",Z,31,","3828.6","7","186.2",",Z","129.5",",,,7","0",",,,7","12.62",",7","18.50",",,,Z","6.75",",,,7","",""
"USC00173295","2013-06","43.8925","-70.2544","115.2","GRAY, ME US","60.2","7","51.0",",7","19",",Z","10",",Z","1",",Z","0",",7","0",",7","0",",Z","0",",7","0",",Z","21",",Z","2",",Z","7","","","","20130607",",,7","20130630","+,,7","20130630","+,,7","2","","20130628",",,Z","20130601",",,Z","9.4",",7,07,","0",",,7,30,+","0",",,7,30,+","31.2",",,Z,28,","34.4",",Z,01,","3870.8","7","42.2",",Z","152.6",",,,Z","0",",,,7","18.63",",7","23.62",",,,Z","13.63",",,,7","",""
"USC00173295","2013-07","43.8925","-70.2544","115.2","GRAY, ME US","177.0","7","116.8",",7","15",",7","10",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","28",",7","4",",7","8","","","","20130725",",,7","20130731","+,,7","20130731","+,,7","5","","20130723",",,7","20130719","+,,7","11.1",",7,25,","0",",,7,31,+","0",",,7,31,+","24.1",",,7,23,","33.3",",7,19,+","5.5","7","5.5",",7","96.0",",,,7","0",",,,7","21.92",",7","26.69",",,,7","17.16",",,,7","",""
"USC00173295","2013-08","43.8925","-70.2544","115.2","GRAY, ME US","240.7","7","63.7",",7","10",",7","5",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","0",",7","","","","","20130824",",,7","20130831","+,,7","20130831","+,,7","2","","20130809",",,7","20130822",",,7","11.1",",7,24,","0",",,7,31,+","0",",,7,31,+","42.9",",,7,09,","30.6",",7,22,","7.7","7","2.2",",7","81.8",",,,7","0",",,,7","20.32",",7","25.70",",,,7","14.94",",,,7","",""
"USC00173295","2013-09","43.8925","-70.2544","115.2","GRAY, ME US","264.0","7","23.3",",7","10",",7","7",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","13",",7","1",",7","","","","","20130917",",,7","20130930","+,,7","20130930","+,,7","1","","20130902",",,7","20130911",",,7","3.9",",7,17,","0",",,7,30,+","0",",,7,30,+","73.2",",,7,02,","32.2",",7,11,","114.8","7","107.1",",7","188.0",",,,7","0",",,,7","15.54",",7","20.83",",,,7","10.25",",,,7","",""
"USC00173295","2013-10","43.8925","-70.2544","115.2","GRAY, ME US","265.1","7","1.1",",7","7",",7","4",",7","0",",7","0",",7","0",",7","0",",7","5",",7","0",",7","5",",7","0",",7","","","","","20131029",",,7","20131031","+,,7","20131031","+,,7","","","20131007",",,7","20131002",",,7","-2.8",",7,29,","0",",,7,31,+","0",",,7,31,+","18.0",",,7,07,","25.6",",7,02,","350.4","7","235.6",",7","41.7",",,,7","0",",,,7","10.77",",7","15.79",",,,7","5.75",",,,7","",""
"USC00173295","2013-11","43.8925","-70.2544","115.2","GRAY, ME US","265.1","7","0.0",",7","9",",7","6",",7","1",",7","0",",7","0",",7","0",",7","22",",7","5",",7","0",",7","0",",7","1","","","","20131130",",,7","20131126","+,,7","20131126",",,7","","","20131127",",,7","20131101",",,7","-12.8",",7,30,","0",",T,7,26,+","23",",,7,26,","72.6",",,7,27,","18.9",",7,01,","830.6","7","480.2",",7","108.0",",,,7","28",",,,7","2.33",",7","6.75",",,,7","-2.10",",,,7","",""
"USC00173295","2013-12","43.8925","-70.2544","115.2","GRAY, ME US","265.1","7","0.0",",7","18",",7","9",",7","0",",7","22",",7","7",",7","3",",7","31",",7","22",",7","0",",7","0",",7","","","","","20131217",",,7","20131231","+,,7","20131215",",,7","","","20131215",",,7","20131206",",,7","-20.6",",7,17,","330",",,7,31,+","239",",,7,15,","20.1",",,7,15,","4.4",",7,06,","1574.4","7","743.8",",7","93.8",",,,7","684",",,,7","-5.66",",7","-2.36",",,,7","-8.96",",,,7","",""
"USC00173295","2014-01","43.8925","-70.2544","115.2","GRAY, ME US","0.0","7","0.0",",7","13",",7","7",",7","1",",7","31",",7","4",",7","8",",7","29",",7","20",",7","0",",7","0",",7","","","","","20140104",",,7","20140104","+,,7","20140102",",,7","","","20140106",",,7","20140106",",,7","-23.9",",7,04,","406",",,7,04,+","160",",,7,02,","29.2",",,7,06,","10.6",",7,06,","2351.6","7","777.2",",7","89.0",",,,7","327",",,,7","-6.74",",7","-2.02",",,,7","-11.45",",,,7","",""
"USC00173295","2014-02","43.8925","-70.2544","115.2","GRAY, ME US","0.0","7","0.0",",7","10",",7","8",",7","0",",7","28",",7","8",",7","2",",7","27",",7","20",",7","0",",7","0",",7","1","","","","20140218",",,7","20140220",",,7","20140213",",,7","","","20140213",",,7","20140223","+,,7","-18.9",",7,18,","635",",,7,20,","203",",,7,13,","17.8",",,7,13,","6.7",",7,23,+","3032.5","7","680.9",",7","88.7",",,,7","843",",,,7","-5.98",",7","-1.29",",,,7","-10.68",",,,7","",""
"USC00173295","2014-03","43.8925","-70.2544","115.2","GRAY, ME US","0.0","7","0.0",",7","13",",7","7",",7","2",",7","31",",7","3",",7","1",",7","30",",7","10",",7","0",",7","0",",7","","","","","20140304",",,7","20140305","+,,7","20140320",",,7","","","20140330",",,7","20140329",",,7","-17.8",",7,04,","432",",,7,05,+","64",",,7,20,","33.5",",,7,30,","10.6",",7,29,","3718.9","7","686.4",",7","98.6",",,,7","198",",,,7","-3.81",",7","1.42",",,,7","-9.04",",,,7","",""
"USC00173295","2014-04","43.8925","-70.2544","115.2","GRAY, ME US","0.0","7","0.0",",7","13",",7","10",",7","0",",7","8",",7","1",",7","0",",7","13",",7","0",",7","0",",7","0",",7","","","","","20140417",",,7","20140401",",,7","20140416",",,7","","","20140408",",,7","20140414",",,7","-5.6",",7,17,","203",",,7,01,","28",",,7,16,","21.8",",,7,08,","20.6",",7,14,","4092.4","7","373.5",",7","76.6",",,,7","31",",,,7","5.88",",7","10.99",",,,7","0.78",",,,7","",""
"USC00173295","2014-05","43.8925","-70.2544","115.2","GRAY, ME US","0.5","7","0.5",",7","15",",7","8",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","6",",7","0",",7","1","","","","20140501",",,7","20140531","+,,7","20140531","+,,7","","","20140517",",,7","20140512",",,7","2.8",",7,01,","0",",,7,31,+","0",",,7,31,+","30.7",",,7,17,","27.2",",7,12,","4271.5","7","179.1",",7","113.3",",,,7","0",",,,7","12.57",",7","17.83",",,,7","7.31",",,,7","",""
"USC00173295","2014-06","43.8925","-70.2544","115.2","GRAY, ME US","34.7","7","34.2",",7","8",",7","5",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","24",",7","0",",7","","","","","20140601",",,7","20140630","+,,7","20140630","+,,7","","","20140613",",,7","20140628",",,7","7.8",",7,01,","0",",,7,30,+","0",",,7,30,+","45.5",",,7,13,","30.6",",7,28,","4314.3","7","42.8",",7","76.2",",,,7","0",",,,7","18.05",",7","23.52",",,,7","12.57",",,,7","",""
"USC00173295","2014-07","43.8925","-70.2544","115.2","GRAY, ME US","120.6","7","85.9",",7","15",",7","10",",7","3",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","0",",7","","","","","20140725","+,,7","20140731","+,,7","20140731","+,,7","1","","20140704",",,7","20140723",",,7","13.3",",7,25,+","0",",,7,31,+","0",",,7,31,+","38.4",",,7,04,","31.7",",7,23,","0.0","7","0.0",",7","177.5",",,,7","0",",,,7","21.10",",7","25.95",",,,7","16.25",",,,7","",""
"USC00173295","2014-08","43.8925","-70.2544","115.2","GRAY, ME US","164.6","7","44.0",",7","14",",7","5",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","29",",7","0",",7","1","","","","20140830","+,,7","20140831","+,,7","20140831","+,,7","","","20140813",",,7","20140825",",,7","11.7",",7,30,+","0",",,7,31,+","0",",,7,31,+","124.7",",,7,13,","30.6",",7,25,","10.0","7","10.0",",7","180.0",",,,7","0",",,,7","19.43",",7","24.54",",,,7","14.32",",,,7","",""
"USC00173295","2014-09","43.8925","-70.2544","115.2","GRAY, ME US","193.2","7","28.6",",7","8",",7","4",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","13",",7","0",",7","","","","","20140919",",,7","20140930","+,,7","20140930","+,,7","","","20140906",",,7","20140906",",,7","2.2",",7,19,","0",",,7,30,+","0",",,7,30,+","15.5",",,7,06,","28.9",",7,06,","114.9","7","104.9",",7","26.9",",,,7","0",",,,7","15.79",",7","21.28",",,,7","10.29",",,,7","",""
"USC00173295","2014-10","43.8925","-70.2544","115.2","GRAY, ME US","194.3","7","1.1",",7","11",",7","8",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","3",",7","0",",7","","","","","20141020",",,7","20141031","+,,7","20141031","+,,7","","","20141016",",,7","20141014",",,7","1.1",",7,20,","0",",,7,31,+","0",",,7,31,+","62.2",",,7,16,","23.9",",7,14,","336.8","7","221.9",",7","160.0",",,,7","0",",,,7","11.21",",7","15.18",",,,7","7.24",",,,7","",""
"USC00173295","2014-11","43.8925","-70.2544","115.2","GRAY, ME US","194.3","7","0.0",",7","11",",7","9",",7","1",",7","7",",7","4",",7","0",",7","18",",7","3",",7","0",",7","0",",7","2","","","","20141129",",,7","20141127",",,7","20141126",",,7","","","20141126",",,7","20141105",",,7","-9.4",",7,29,","229",",,7,27,","208",",,7,26,","31.5",",,7,26,","15.6",",7,05,","818.8","7","482.0",",7","98.1",",,,7","381",",,,7","2.27",",7","6.19",",,,7","-1.66",",,,7","",""
"USC00173295","2014-12","43.8925","-70.2544","115.2","GRAY, ME US","194.3","7","0.0",",7","16",",7","10",",7","2",",7","21",",7","3",",7","0",",7","28",",7","7",",7","0",",7","0",",7","","","","","20141208",",,7","20141201",",,7","20141206",",,7","","","20141210",",,7","20141201",",,7","-15.0",",7,08,","102",",,7,01,","48",",,7,06,","29.2",",,7,10,","13.9",",7,01,","1427.0","7","608.2",",7","157.8",",,,7","165",",,,7","-1.29",",7","2.02",",,,7","-4.59",",,,7","",""
"USC00173295","2015-01","43.8925","-70.2544","115.2","GRAY, ME US","0.0","7","0.0",",7","12",",7","9",",7","1",",7","29",",7","8",",7","5",",7","31",",7","24",",7","0",",7","0",",7","","","","","20150108",",,7","20150130","+,,7","20150127",",,7","","","20150127",",,7","20150119",",,7","-25.0",",7,08,","610",",,7,30,+","607",",,7,27,","38.4",",,7,27,","6.7",",7,19,","2242.3","7","815.3",",7","99.9",",,,7","1163",",,,7","-7.97",",7","-3.21",",,,7","-12.73",",,,7","",""
"USC00173295","2015-02","43.8925","-70.2544","115.2","GRAY, ME US","0.0","7","0.0",",7","12",",7","6",",7","0",",7","28",",7","9",",7","12",",7","28",",7","26",",7","0",",7","0",",7","","","","","20150224",",,7","20150219",",,7","20150202",",,7","","","20150202",",,7","20150222",",,7","-23.3",",7,24,","762",",,7,19,","239",",,7,02,","17.5",",,7,02,","1.7",",7,22,","3067.6","7","825.3",",7","51.9",",,,7","808",",,,7","-11.14",",7","-5.99",",,,7","-16.29",",,,7","",""
"USC00173295","2015-03","43.8925","-70.2544","115.2","GRAY, ME US","0.0","7","0.0",",7","11",",7","4",",7","0",",7","31",",7","2",",7","0",",7","28",",7","8",",7","0",",7","0",",7","","","","","20150306",",,7","20150304",",,7","20150315","+,,7","","","20150326",",,7","20150311",",,7","-16.7",",7,06,","635",",,7,04,","46",",,7,15,+","13.5",",,7,26,","12.2",",7,11,","3703.1","7","635.5",",7","38.9",",,,7","135",",,,7","-2.17",",7","2.98",",,,7","-7.32",",,,7","",""
"USC00173295","2015-04","43.8925","-70.2544","115.2","GRAY, ME US","0.0","7","0.0",",7","12",",7","5",",7","2",",7","12",",7","2",",7","0",",7","10",",7","0",",7","0",",7","0",",7","","","","","20150401",",,7","20150403","+,,7","20150409",",,7","","","20150421",",,7","20150413",",,7","-5.0",",7,01,","279",",,7,03,+","43",",,7,09,","34.0",",,7,21,","20.6",",7,13,","4063.9","7","360.8",",7","88.6",",,,7","77",",,,7","6.31",",7","11.40",",,,7","1.21",",,,7","",""
"USC00173295","2015-05","43.8925","-70.2544","115.2","GRAY, ME US","20.5","7","20.5",",7","10",",7","5",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","16",",7","0",",7","","","","","20150523","+,,7","20150531","+,,7","20150528",",,7","3","","20150531",",,7","20150526",",,7","1.7",",7,23,+","0",",,7,31,+","0",",T,7,28,","15.7",",,7,31,","31.1",",7,26,","4186.9","7","123.0",",7","52.5",",,,7","0",",T,,7","15.02",",7","21.55",",,,7","8.49",",,,7","",""
"USC00173295","2015-06","43.8925","-70.2544","115.2","GRAY, ME US","37.2","7","16.7",",7","14",",7","9",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","16",",7","0",",7","","","","","20150605",",,7","20150630","+,,7","20150630","+,,7","1","","20150628",",,7","20150611",",,7","5.6",",7,05,","0",",,7,30,+","0",",,7,30,+","36.1",",,7,28,","29.4",",7,11,","4276.6","7","89.7",",7","154.2",",,,7","0",",,,7","15.90",",7","20.66",",,,7","11.14",",,,7","",""
"USC00173295","2015-07","43.8925","-70.2544","115.2","GRAY, ME US","106.3","7","69.1",",7","12",",7","5",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","27",",7","0",",7","","","","","20150716",",,7","20150731","+,,7","20150731","+,,7","","","20150719",",,7","20150712",",,7","11.1",",7,16,","0",",,7,31,+","0",",,7,31,+","27.4",",,7,19,","31.7",",7,12,","9.0","7","9.0",",7","59.2",",,,7","0",",,,7","20.27",",7","25.39",",,,7","15.15",",,,7","",""
"USC00173295","2015-08","43.8925","-70.2544","115.2","GRAY, ME US","194.9","7","88.6",",7","12",",7","5",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","29",",7","0",",7","","","","","20150808","+,,7","20150831","+,,7","20150831","+,,7","","","20150823",",,7","20150818","+,,7","12.8",",7,08,+","0",",,7,31,+","0",",,7,31,+","36.3",",,7,23,","30.6",",7,18,+","11.0","7","2.0",",7","99.8",",,,7","0",",,,7","21.13",",7","25.91",",,,7","16.35",",,,7","",""
"USC00173295","2015-09","43.8925","-70.2544","115.2","GRAY, ME US","245.4","7","50.5",",7","10",",7","6",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","23",",7","0",",7","","","","","20150927",",,7","20150930","+,,7","20150930","+,,7","","","20150930",",,7","20150907",",,7","5.0",",7,27,","0",",,7,30,+","0",",,7,30,+","139.7",",,7,30,","31.7",",7,07,","54.4","7","43.4",",7","202.2",",,,7","0",",,,7","18.57",",7","24.12",",,,7","13.01",",,,7","",""
"USC00173295","2015-10","43.8925","-70.2544","115.2","GRAY, ME US","245.4","7","0.0",",7","10",",7","3",",7","2",",7","0",",7","0",",7","0",",7","6",",7","0",",7","2",",7","0",",7","","","","","20151019",",,7","20151031","+,,7","20151019","+,,7","","","20151028",",,7","20151029",",,7","-3.3",",7,19,","0",",,7,31,+","0",",T,7,19,+","34.0",",,7,28,","22.8",",7,29,","347.2","7","292.8",",7","88.7",",,,7","0",",T,,7","8.89",",7","14.08",",,,7","3.69",",,,7","",""
"USC00173295","2015-11","43.8925","-70.2544","115.2","GRAY, ME US","245.4","7","0.0",",7","9",",7","3",",7","1",",7","0",",7","0",",7","0",",7","15",",7","1",",7","0",",7","0",",7","","","","","20151130",",,7","20151125","+,,7","20151123",",,7","","","20151120",",,7","20151105",",,7","-7.8",",7,30,","0",",T,7,25,+","5",",,7,23,","42.2",",,7,20,","20.0",",7,05,","736.1","7","388.9",",7","63.6",",,,7","5",",,,7","5.37",",7","10.13",",,,7","0.61",",,,7","",""
"USC00173295","2015-12","43.8925","-70.2544","115.2","GRAY, ME US","245.4","7","0.0",",7","16",",7","13",",7","0",",7","3",",7","1",",7","0",",7","21",",7","3",",7","0",",7","0",",7","4","","","","20151229",",,7","20151231","+,,7","20151229",",,7","","","20151222",",,7","20151225",",,7","-10.6",",7,29,","102",",,7,31,+","114",",,7,29,","17.5",",,7,22,","14.4",",7,25,","1239.2","7","503.1",",7","115.9",",,,7","132",",,,7","2.10",",7","5.54",",,,7","-1.33",",,,7","",""
"USC00173295","2016-01","43.8925","-70.2544","115.2","GRAY, ME US","0.0","7","0.0",",7","7",",7","3",",7","1",",7","29",",7","3",",7","1",",7","31",",7","15",",7","0",",7","0",",7","2","","","","20160105",",,7","20160119","+,,7","20160112",",,7","","","20160110",",,7","20160110",",,7","-17.8",",7,05,","229",",,7,19,+","216",",,7,12,","65.3",",,7,10,","10.6",",7,10,","1924.2","7","685.0",",7","94.8",",,,7","404",",,,7","-3.76",",7","0.29",",,,7","-7.82",",,,7","",""
"USC00173295","2016-02","43.8925","-70.2544","115.2","GRAY, ME US","0.0","7","0.0",",7","12",",7","7",",7","1",",7","24",",7","6",",7","4",",7","27",",7","11",",7","0",",7","0",",7","","","","","20160214","+,,7","20160216","+,,7","20160205",",,7","","","20160216",",,7","20160229",",,7","-24.4",",7,14,+","203",",,7,16,+","168",",,7,05,","27.2",",,7,16,","13.3",",7,29,","2536.4","7","612.2",",7","115.2",",,,7","406",",,,7","-2.78",",7","2.86",",,,7","-8.41",",,,7","",""
"USC00173295","2016-03","43.8925","-70.2544","115.2","GRAY, ME US","0.0","7","0.0",",7","13",",7","9",",7","1",",7","4",",7","3",",7","0",",7","22",",7","2",",7","2",",7","0",",7","","","","","20160303",",,7","20160321",",,7","20160321",",,7","1","","20160328",",,7","20160331","+,,7","-12.8",",7,03,","127",",,7,21,","173",",,7,21,","25.9",",,7,28,","22.2",",7,31,+","3036.4","7","500.0",",7","115.2",",,,7","236",",,,7","2.20",",7","7.20",",,,7","-2.79",",,,7","",""
"USC00173295","2016-04","43.8925","-70.2544","115.2","GRAY, ME US","0.0","7","0.0",",7","10",",7","7",",7","0",",7","1",",7","1",",7","0",",7","13",",7","1",",7","2",",7","0",",7","","","","","20160404",",,7","20160427",",,7","20160426",",,7","","","20160407",",,7","20160421",",,7","-9.4",",7,04,","51",",,7,27,","107",",,7,26,","16.5",",,7,07,","23.3",",7,21,","3413.1","7","376.7",",7","71.5",",,,7","133",",,,7","5.78",",7","11.57",",,,7","-0.01",",,,7","",""
"USC00173295","2016-05","43.8925","-70.2544","115.2","GRAY, ME US","11.7","7","11.7",",7","13",",7","6",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","13",",7","1",",7","","","","","20160509",",,7","20160531","+,,7","20160531","+,,7","","","20160502",",,7","20160528",",,7","1.7",",7,09,","0",",,7,31,+","0",",,7,31,+","21.6",",,7,02,","33.3",",7,28,","3583.0","7","169.9",",7","51.5",",,,7","0",",,,7","13.23",",7","18.80",",,,7","7.65",",,,7","",""
"USC00173295","2016-06","43.8925","-70.2544","115.2","GRAY, ME US","38.4","7","26.7",",7","12",",7","4",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","22",",7","0",",7","","","","","20160611",",,7","20160630","+,,7","20160630","+,,7","","","20160605",",,7","20160627",",,7","8.3",",7,11,","0",",,7,30,+","0",",,7,30,+","45.5",",,7,05,","30.0",",7,27,","3624.2","7","41.2",",7","95.6",",,,7","0",",,,7","17.85",",7","23.46",",,,7","12.24",",,,7","",""
"USC00173295","2016-07","43.8925","-70.2544","115.2","GRAY, ME US","161.0","7","122.6",",7","13",",7","8",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","27",",7","2",",7","","","","","20160710","+,,7","20160731","+,,7","20160731","+,,7","","","20160701",",,7","20160722",",,7","12.2",",7,10,+","0",",,7,31,+","0",",,7,31,+","36.1",",,7,01,","33.9",",7,22,","10.6","7","10.6",",7","113.6",",,,7","0",",,,7","21.95",",7","27.30",",,,7","16.60",",,,7","",""
"USC00173295","2016-08","43.8925","-70.2544","115.2","GRAY, ME US","283.7","7","122.7",",7","10",",7","5",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","4",",7","1","","","","20160823",",,7","20160831","+,,7","20160831","+,,7","","","20160812",",,7","20160812",",,7","12.8",",7,23,","0",",,7,31,+","0",",,7,31,+","27.4",",,7,12,","35.6",",7,12,","11.5","7","0.9",",7","84.1",",,,7","0",",,,7","22.26",",7","27.89",",,,7","16.63",",,,7","",""
"USC00173295","2016-09","43.8925","-70.2544","115.2","GRAY, ME US","326.1","7","42.4",",7","9",",7","4",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","23",",7","1",",7","2","","","","20160926",",,7","20160930","+,,7","20160930","+,,7","1","","20160919",",,7","20160909",",,7","5.6",",7,26,","0",",,7,30,+","0",",,7,30,+","6.6",",,7,19,","33.3",",7,09,","65.6","7","54.1",",7","27.1",",,,7","0",",,,7","17.94",",7","23.24",",,,7","12.65",",,,7","",""
"USC00173295","2016-10","43.8925","-70.2544","115.2","GRAY, ME US","326.1","7","0.0",",7","14",",7","7",",7","3",",7","0",",7","0",",7","0",",7","3",",7","0",",7","4",",7","0",",7","","","","","20161031",",,7","20161031","+,,7","20161025","+,,7","","","20161021",",,7","20161019",",,7","-1.7",",7,31,","0",",,7,31,+","0",",T,7,25,+","94.7",",,7,21,","24.4",",7,19,","308.7","7","243.1",",7","198.6",",,,7","0",",T,,7","10.49",",7","15.23",",,,7","5.75",",,,7","",""
