"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","ADPT","ADPT_ATTRIBUTES","ASLP","ASLP_ATTRIBUTES","ASTP","ASTP_ATTRIBUTES","AWBT","AWBT_ATTRIBUTES","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","RHAV","RHAV_ATTRIBUTES","RHMN","RHMN_ATTRIBUTES","RHMX","RHMX_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00013967","1948-11","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","","","","","","","","","1091.1","0","0.0",",0","4",",0","3",",0","0",",0","0",",0","1",",0","0",",0","11",",0","0",",0","4",",0","0",",0","5","","","","19481129",",,0","19481130","+,,0","19481128",",,0","1","","19481127",",,0","19481104",",,0","-5.0",",0,29,","0",",,0,30,+","25",",,0,28,","23.6",",,0,27,","23.9",",0,04,","369.4","0","","","290.2",",0","","","","","","","","","","","33.8",",,,0","","","","","","","","","25",",,,0","8.66",",0","14.76",",,,0","2.55",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1948-12","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","","","","","","","","","1092.8","0","1.7",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","19",",0","1",",0","3",",0","0",",0","6","","","","19481230",",,0","19481231","+,,0","19481225",",,0","","","19481214",",,0","19481213",",,0","-7.2",",0,30,","0",",,0,31,+","0",",T,0,25,","3.3",",,0,14,","24.4",",0,13,","753.7","0","","","384.3",",0","","","","","","","","","","","6.6",",,,0","","","","","","","","","0",",T,,0","5.99",",0","11.92",",,,0","0.05",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1949-01","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","","","","","","","","","0.0","0","0.0",",0","15",",0","9",",0","1",",0","17",",0","5",",0","0",",0","26",",0","16",",0","0",",0","0",",0","15","","","","19490130",",,0","19490130","+,,0","19490118",",,0","1","","19490125",",,0","19490108",",,0","-16.7",",0,30,","152",",,0,30,+","188",",,0,18,","35.8",",,0,25,","19.4",",0,08,","1363.3","0","","","609.6",",0","","","","","","","","","","","144.4",",,,0","","","","","","","","","427",",,,0","-1.33",",0","3.65",",,,0","-6.31",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1949-02","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","","","","","","","","","0.0","0","0.0",",0","9",",0","3",",0","0",",0","7",",0","0",",0","0",",0","20",",0","1",",0","0",",0","0",",0","15","","","","19490201",",,0","19490201",",,0","19490228","+,,0","3","","19490223",",,0","19490218",",,0","-10.6",",0,01,","102",",,0,01,","0",",T,0,28,+","4.8",",,0,23,","18.9",",0,18,","1761.3","0","","","398.0",",0","","","","","","","","","","","18.6",",,,0","","","","","","","","","0",",T,,0","4.12",",0","9.23",",,,0","-0.99",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1949-03","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","","","","","","","","","0.0","0","0.0",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","6",",0","0",",0","8","","","","19490318",",,0","19490331","+,,0","19490330","+,,0","3","","19490325",",,0","19490328",",,0","-3.9",",0,18,","0",",,0,31,+","0",",T,0,30,+","10.9",",,0,25,","23.9",",0,28,","2029.9","0","","","268.6",",0","","","","","","","","","","","29.9",",,,0","","","","","","","","","0",",T,,0","9.67",",0","15.84",",,,0","3.50",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1949-04","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","","","","","","","","","18.5","0","18.5",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","7","","","","19490403","+,,0","19490430","+,,0","19490430","+,,0","3","","19490430",",,0","19490423","+,,0","1.1",",0,03,+","0",",T,0,30,+","0",",T,0,30,+","17.8",",,0,30,","30.0",",0,23,+","2152.6","0","","","122.7",",0","","","","","","","","","","","39.7",",,,0","","","","","","","","","0",",T,,0","14.86",",0","20.46",",,,0","9.26",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1949-05","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","","","","","","","","","111.5","0","93.0",",0","12",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","5","","","","19490510",",,0","19490531","+,,0","19490523","+,,0","15","","19490517",",,0","19490531",",,0","9.4",",0,10,","0",",,0,31,+","0",",T,0,23,+","78.2",",,0,17,","33.3",",0,31,","2155.4","0","","","2.8",",0","","","","","","","","","","","145.1",",,,0","","","","","","","","","0",",T,,0","21.24",",0","26.74",",,,0","15.75",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1949-06","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","","","","","","","","","318.9","0","207.4",",0","11",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","8",",0","","","","","19490616",",,0","19490630","+,,0","19490630","+,,0","10","","19490610",",,0","19490621",",,0","16.1",",0,16,","0",",,0,30,+","0",",,0,30,+","35.1",",,0,10,","35.6",",0,21,","2155.4","0","","","0.0",",0","","","","","","","","","","","145.2",",,,0","","","","","","","","","0",",,,0","25.25",",0","30.42",",,,0","20.07",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1949-07","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","","","","","","","","","615.5","0","296.6",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","25",",0","3","","","","19490716",",,0","19490731","+,,0","19490731","+,,0","6","","19490729",",,0","19490719",",,0","18.3",",0,16,","0",",,0,31,+","0",",,0,31,+","10.9",",,0,29,","37.8",",0,19,","0.0","0","","","0.0",",0","","","","","","","","","","","25.3",",,,0","","","","","","","","","0",",,,0","27.90",",0","33.75",",,,0","22.05",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1949-08","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","","","","","","","","","846.4","0","230.9",",0","7",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","","","","","19490823",",,0","19490831","+,,0","19490831","+,,0","9","","19490830",",,0","19490816",",,0","15.0",",0,23,","0",",,0,31,+","0",",,0,31,+","29.5",",,0,30,","36.1",",0,16,","0.0","0","","","0.0",",0","","","","","","","","","","","56.0",",,,0","","","","","","","","","0",",,,0","25.78",",0","32.14",",,,0","19.43",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1949-09","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","","","","","","","","","942.7","0","96.3",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","3",",0","5","","","","19490929",",,0","19490930","+,,0","19490930","+,,0","6","","19490903",",,0","19490907",",,0","6.1",",0,29,","0",",,0,30,+","0",",,0,30,+","23.4",",,0,03,","34.4",",0,07,","22.5","0","","","22.5",",0","","","","","","","","","","","58.5",",,,0","","","","","","","","","0",",,,0","20.79",",0","26.80",",,,0","14.78",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1949-10","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","","","","","","","","","982.2","0","39.5",",0","11",",0","6",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","19",",0","0",",0","6","","","","19491031",",,0","19491031","+,,0","19491031","+,,0","4","","19491023",",,0","19491007",",,0","-1.1",",0,31,","0",",,0,31,+","0",",,0,31,+","38.6",",,0,23,","31.1",",0,07,","120.5","0","","","98.0",",0","","","","","","","","","","","82.7",",,,0","","","","","","","","","0",",,,0","16.44",",0","22.29",",,,0","10.60",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1949-11","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","","","","","","","","","983.9","0","1.7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","13",",0","0",",0","","","","","19491122",",,0","19491130","+,,0","19491130","+,,0","","","19491112",",,0","19491128",",,0","-3.9",",0,22,","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,12,","27.2",",0,28,","299.7","0","","","179.2",",0","","","","","","","","","","","0.0",",T,,0","","","","","","","","","0",",,,0","12.42",",0","19.61",",,,0","5.22",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1949-12","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","","","","","","","","","983.9","0","0.0",",0","7",",0","2",",0","0",",0","0",",0","1",",0","0",",0","22",",0","1",",0","0",",0","0",",0","8","","","","19491226","+,,0","19491222","+,,0","19491208",",,0","2","","19491221",",,0","19491220",",,0","-6.7",",0,26,+","0",",T,0,22,+","33",",,0,08,","17.0",",,0,21,","20.6",",0,20,","703.0","0","","","403.3",",0","","","","","","","","","","","26.5",",,,0","","","","","","","","","33",",,,0","5.32",",0","11.30",",,,0","-0.65",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1950-01","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","","","","","","","","","0.0","X","0.0",",0","5",",0","3",",0","0",",0","1",",0","0",",0","0",",0","22",",0","6",",0","1",",0","0",",0","13","","","","19500104",",,0","19500103",",,0","19500103",",,0","","","19500112",",,0","19500124",",,0","-14.4",",0,04,","25",",,0,03,","23",",,0,03,","15.7",",,0,12,","26.7",",0,24,","1179.0","X","","","476.0",",0","","","","","","","","","","","35.1",",,,0","","","","","","","","","23",",,,0","2.98",",0","9.13",",,,0","-3.17",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1950-02","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","","","","","","","","","0.0","X","0.0",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","2",",0","0",",0","10","","","","19500201",",,0","19500228","+,,0","19500214","+,,0","3","","19500211",",,0","19500225",",,0","-8.3",",0,01,","0",",,0,28,+","0",",T,0,14,+","19.6",",,0,11,","25.6",",0,25,","1485.3","X","","","306.3",",0","","","","","","","","","","","33.9",",,,0","","","","","","","","","0",",T,,0","7.39",",0","14.45",",,,0","0.34",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1950-03","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","","","","","","","","","2.2","X","2.2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","14",",0","1",",0","8",",0","0",",0","6","","","","19500313",",,0","19500312",",,0","19500312","+,,0","1","","19500315",",,0","19500325",",,0","-10.0",",0,13,","0",",T,0,12,","0",",T,0,12,+","2.0",",,0,15,","27.2",",0,25,","1777.8","X","","","292.5",",0","","","","","","","","","","","3.8",",,,0","","","","","","","","","0",",T,,0","8.97",",0","16.20",",,,0","1.74",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1950-04","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","","","","","","","","","20.9","X","18.7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","16",",0","0",",0","3","","","","19500406","+,,0","19500430","+,,0","19500430","+,,0","7","","19500416",",,0","19500403",",,0","-0.6",",0,06,+","0",",,0,30,+","0",",,0,30,+","14.5",",,0,16,","31.7",",0,03,","1906.4","X","","","128.6",",0","","","","","","","","","","","19.1",",,,0","","","","","","","","","0",",,,0","14.67",",0","21.54",",,,0","7.80",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1950-05","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","","","","","","","","","100.7","X","79.8",",0","11",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","1",",0","7","","","","19500527","+,,0","19500531","+,,0","19500528",",,0","15","","19500510",",,0","19500503",",,0","9.4",",0,27,+","0",",,0,31,+","0",",T,0,28,","114.8",",,0,10,","32.8",",0,03,","1929.0","X","","","22.6",",0","","","","","","","","","","","242.2",",,,0","","","","","","","","","0",",T,,0","20.18",",0","25.81",",,,0","14.55",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1950-06","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","","","","","","","","","283.4","X","182.7",",0","6",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","7",",0","2","","","","19500604",",,0","19500630","+,,0","19500630","+,,0","7","","19500610",",,0","19500626",",,0","10.6",",0,04,","0",",,0,30,+","0",",,0,30,+","33.3",",,0,10,","34.4",",0,26,","1930.1","X","","","1.1",",0","","","","","","","","","","","52.4",",,,0","","","","","","","","","0",",,,0","24.38",",0","29.47",",,,0","19.30",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1950-07","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","","","","","","","","","475.3","X","191.9",",0","15",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","3",",0","11","","","","19500714",",,0","19500731","+,,0","19500731","+,,0","13","","19500717",",,0","19500731","+,,0","15.0",",0,14,","0",",,0,31,+","0",",,0,31,+","41.9",",,0,17,","32.2",",0,31,+","0.0","X","","","0.0",",0","","","","","","","","","","","191.7",",,,0","","","","","","","","","0",",,,0","24.52",",0","29.17",",,,0","19.87",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1950-08","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","","","","","","","","","670.2","X","194.9",",0","6",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","12",",0","2","","","","19500821","+,,0","19500831","+,,0","19500831","+,,0","4","","19500815",",,0","19500808",",,0","13.3",",0,21,+","0",",,0,31,+","0",",,0,31,+","58.9",",,0,15,","35.6",",0,08,","2.0","X","","","2.0",",0","","","","","","","","","","","96.5",",,,0","","","","","","","","","0",",,,0","24.55",",0","30.05",",,,0","19.06",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1950-09","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","","","","","","","","","771.9","X","101.7",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","1",",0","9","","","","19500907",",,0","19500930","+,,0","19500912",",,0","5","","19500912",",,0","19500920",",,0","11.1",",0,07,","0",",,0,30,+","0",",T,0,12,","29.7",",,0,12,","32.2",",0,20,","4.2","X","","","2.2",",0","","","","","","","","","","","67.2",",,,0","","","","","","","","","0",",T,,0","21.65",",0","26.97",",,,0","16.33",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1950-10","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","","","","","","","","","836.3","X","64.4",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","2",",0","2","","","","19501023",",,0","19501031","+,,0","19501031","+,,0","","","19501002",",,0","19501011",",,0","5.0",",0,23,","0",",,0,31,+","0",",,0,31,+","11.2",",,0,02,","32.8",",0,11,","28.1","X","","","23.9",",0","","","","","","","","","","","12.0",",,,0","","","","","","","","","0",",,,0","19.64",",0","26.79",",,,0","12.48",",,,0","","","","","","","","","","","","","","","","","","","","","",""
"USW00013967","1950-11","35.38843","-97.60035","389.9","OKLAHOMA CITY WILL ROGERS WORLD AIRPORT, OK US","","","","","","","","","","","836.3","X","0.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","7",",0","0",",0","","","","","19501124",",,0","19501130","+,,0","19501103",",,0","","","19501103",",,0","19501115",",,0","-9.4",",0,24,","0",",,0,30,+","0",",T,0,03,","11.7",",,0,03,","26.1",",0,15,","332.1","X","","","304.0",",0","","","","","","","","","","","12.7",",,,0","","","","","","","","","0",",T,,0","8.20",",0","15.39",",,,0","1.01",",,,0","","","","","","","","","","","","","","","","","","","","","",""
