"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00087832","1914-03","28.25","-81.266667","19.2","ST. CLOUD, FL US","66.1","","21.8",",6","2",",6","2",",6","0",",6","0",",6","1",",6","0",",6","25",",6","0",",6","19140303",",,6","","","19140305",",,6","19140331","+,,6","-0.6",",6,03,","4.8",",,6,05,","30.6",",6,31,+","322.7","","74.3",",6","7.6",",,,6","16.64",",6","24.48",",,,6","8.80",",,,6"
"USC00087832","1914-04","28.25","-81.266667","19.2","ST. CLOUD, FL US","179.1","","113.0",",6","4",",6","4",",6","1",",6","0",",6","0",",6","0",",6","30",",6","6",",6","19140416",",,6","","","19140414",",,6","19140430",",,6","10.6",",6,16,","27.2",",,6,14,","33.3",",6,30,","322.7","","0.0",",6","42.9",",,,6","22.10",",6","29.12",",,,6","15.08",",,,6"
"USC00087832","1914-05","28.25","-81.266667","19.2","ST. CLOUD, FL US","355.5","","176.4","1,6","6",",6","4",",6","1",",6","0","1,6","0","1,6","0",",6","31",",6","11",",6","19140510",",1,6","","","19140515",",,6","19140506",",,6","8.9","1,6,10,","43.4",",,6,15,","35.6",",6,06,","322.7","","0.0",",6","65.5",",,,6","24.18","1,6","31.61",",,,6","16.76","1,,,6"
"USC00087832","1914-06","28.25","-81.266667","19.2","ST. CLOUD, FL US","634.7","","279.2",",6","10",",6","7",",6","1",",6","0",",6","0",",6","0",",6","30",",6","29",",6","19140607",",,6","","","19140630",",,6","19140625","+,,6","16.7",",6,07,","50.8",",,6,30,","38.9",",6,25,+","322.7","","0.0",",6","114.2",",,,6","27.64",",6","34.92",",,,6","20.36",",,,6"
"USC00087832","1914-07","28.25","-81.266667","19.2","ST. CLOUD, FL US","892.5","","257.8","3,6","11",",6","8",",6","1",",6","0","3,6","0","3,6","0",",6","31",",6","28",",6","19140708",",3,6","","","19140701",",,6","19140720",",,6","18.3","3,6,08,","26.2",",,6,01,","36.7",",6,20,","0.0","","0.0",",6","74.3",",,,6","27.55","3,6","34.14",",,,6","20.95","3,,,6"
"USC00087832","1914-08","28.25","-81.266667","19.2","ST. CLOUD, FL US","1177.0","","284.5",",6","14",",6","9",",6","1",",6","0",",6","0",",6","0",",6","31",",6","29",",6","19140822",",,6","","","19140805",",,6","19140831","+,,6","20.0",",6,22,","26.7",",,6,05,","35.0",",6,31,+","0.0","","0.0",",6","95.2",",,,6","27.51",",6","33.65",",,,6","21.37",",,,6"
"USC00087832","1914-09","28.25","-81.266667","19.2","ST. CLOUD, FL US","1392.7","","215.7",",6","16",",6","12",",6","4",",6","0",",6","0",",6","0",",6","30",",6","12",",6","19140914",",,6","","","19140930",",,6","19140909","+,,6","16.1",",6,14,","72.4",",,6,30,","33.9",",6,09,+","0.0","","0.0",",6","275.9",",,,6","25.52",",6","30.67",",,,6","20.37",",,,6"
"USC00087832","1914-10","28.25","-81.266667","19.2","ST. CLOUD, FL US","1550.9","","158.2","1,6","13",",6","10",",6","0",",6","0","1,6","0","1,6","0","1,6","30","1,6","2","1,6","19141029",",1,6","","","19141022",",,6","19141014","+,1,6","12.2","1,6,29,","11.4",",,6,22,","32.2","1,6,14,+","0.0","","0.0","1,6","70.0",",,,6","23.61","1,6","28.88","1,,,6","18.33","1,,,6"
"USC00087832","1914-11","28.25","-81.266667","19.2","ST. CLOUD, FL US","1608.5","","57.6","1,6","5",",6","3",",6","0",",6","0","1,6","1","1,6","0",",6","28",",6","0",",6","19141121",",1,6","","","19141114",",,6","19141104",",,6","-1.7","1,6,21,","14.0",",,6,14,","29.4",",6,04,","26.7","","26.7",",6","32.8",",,,6","19.40","1,6","25.60",",,,6","13.20","1,,,6"
"USC00087832","1915-02","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","8.4","2,6","6",",6","5",",6","4",",6","0","1,6","0","1,6","0","1,6","18","1,6","0","1,6","19150208",",1,6","","","19150228",",,6","19150201",",1,6","4.4","1,6,08,","38.1",",,6,28,","28.9","1,6,01,","","","66.7","1,6","142.5",",,,6","16.25","2,6","22.09","1,,,6","10.41","1,,,6"
"USC00087832","1915-03","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","5.6","1,6","3",",6","3",",6","0",",6","0",",6","0",",6","0","1,6","15","1,6","0","1,6","19150323",",,6","","","19150306",",,6","19150331","+,1,6","1.1",",6,23,","21.1",",,6,06,","27.2","1,6,31,+","","","107.4","1,6","56.4",",,,6","14.97","1,6","21.39","1,,,6","8.54",",,,6"
"USC00087832","1915-04","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","77.7",",6","4",",6","4",",6","1",",6","0",",6","0",",6","0",",6","27",",6","0",",6","19150405","+,,6","","","19150413",",,6","19150430","+,,6","5.0",",6,05,+","33.0",",,6,13,","30.6",",6,30,+","","","18.9",",6","54.0",",,,6","20.29",",6","26.90",",,,6","13.68",",,,6"
"USC00087832","1915-05","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","242.1",",6","9",",6","8",",6","2",",6","0",",6","0",",6","0",",6","31",",6","21",",6","19150503",",,6","5","","19150531",",,6","19150527","+,,6","16.1",",6,03,","38.9",",,6,31,","34.4",",6,27,+","","","0.0",",6","152.8",",,,6","26.14",",6","32.23",",,,6","20.05",",,,6"
"USC00087832","1915-06","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","262.2",",6","8",",6","8",",6","0",",6","0",",6","0",",6","0",",6","30",",6","23",",6","19150607",",,6","1","","19150610",",,6","19150609",",,6","18.3",",6,07,","20.3",",,6,10,","36.1",",6,09,","","","0.0",",6","78.8",",,,6","27.07",",6","32.74",",,,6","21.40",",,,6"
"USC00087832","1915-07","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","296.0",",6","16",",6","13",",6","0",",6","0",",6","0",",6","0",",6","31",",6","25",",6","19150714","+,,6","","","19150724",",,6","19150720","+,,6","21.1",",6,14,+","23.6",",,6,24,","35.6",",6,20,+","0.0","6","0.0",",6","134.7",",,,6","27.88",",6","33.36",",,,6","22.40",",,,6"
"USC00087832","1915-08","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","308.0",",6","14",",6","11",",6","3",",6","0",",6","0",",6","0",",6","31",",6","29",",6","19150823",",,6","","","19150802",",,6","19150826","+,,6","19.4",",6,23,","50.8",",,6,02,","35.6",",6,26,+","0.0","6","0.0",",6","211.3",",,,6","28.27",",6","33.73",",,,6","22.81",",,,6"
"USC00087832","1915-09","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","271.0",",6","5",",6","3",",6","1",",6","0",",6","0",",6","0",",6","30",",6","22",",6","19150910",",,6","","","19150926",",,6","19150914","+,,6","20.0",",6,10,","26.9",",,6,26,","36.1",",6,14,+","0.0","6","0.0",",6","44.1",",,,6","27.37",",6","32.84",",,,6","21.89",",,,6"
"USC00087832","1915-10","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","208.4","1,6","15",",6","12",",6","1",",6","0",",6","0",",6","0","1,6","30","1,6","7","1,6","19151010",",,6","","","19151003",",,6","19151005","+,1,6","15.6",",6,10,","41.9",",,6,03,","34.4","1,6,05,+","0.0","6","0.0","1,6","125.6",",,,6","25.21","1,6","29.72","1,,,6","20.70",",,,6"
"USC00087832","1915-11","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","71.2",",6","4",",6","4",",6","1",",6","0",",6","0",",6","0",",6","27",",6","0",",6","19151130",",,6","","","19151117",",,6","19151114",",,6","3.9",",6,30,","38.4",",,6,17,","29.4",",6,14,","16.0","6","16.0",",6","70.6",",,,6","20.17",",6","25.68",",,,6","14.66",",,,6"
"USC00087832","1915-12","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","4.0",",6","3",",6","2",",6","0",",6","0",",6","0",",6","0",",6","14",",6","0",",6","19151215",",,6","","","19151220",",,6","19151230","+,,6","0.6",",6,15,","21.1",",,6,20,","26.7",",6,30,+","168.8","6","152.8",",6","25.7",",,,6","13.53",",6","20.75",",,,6","6.31",",,,6"
"USC00087832","1916-01","28.25","-81.266667","19.2","ST. CLOUD, FL US","43.6","6","43.6","4,6","2",",6","2",",6","0",",6","0","4,6","0","4,6","0","3,6","25","3,6","0","3,6","19160118",",4,6","","","19160117",",,6","19160122","+,3,6","5.0","4,6,18,","9.1",",,6,17,","28.3","3,6,22,+","187.2","6","18.4","3,6","14.7",",,,6","19.30","4,6","24.79","3,,,6","13.82","4,,,6"
"USC00087832","1916-02","28.25","-81.266667","19.2","ST. CLOUD, FL US","69.7","6","26.1",",6","1",",6","1",",6","0",",6","0",",6","0",",6","0",",6","23",",6","0",",6","19160217",",,6","","","19160210",",,6","19160229",",,6","1.1",",6,17,","5.1",",,6,10,","30.0",",6,29,","251.1","6","63.9",",6","5.1",",,,6","17.03",",6","23.60",",,,6","10.45",",,,6"
"USC00087832","1916-03","28.25","-81.266667","19.2","ST. CLOUD, FL US","112.8","6","43.1",",6","2",",6","1",",6","0",",6","0",",6","2",",6","0",",6","28",",6","3",",6","19160317","+,,6","","","19160308",",,6","19160302",",,6","0.0",",6,17,+","7.6",",,6,08,","32.8",",6,02,","322.8","6","71.7",",6","8.4",",,,6","17.41",",6","25.80",",,,6","9.01",",,,6"
"USC00087832","1916-04","28.25","-81.266667","19.2","ST. CLOUD, FL US","195.2","6","82.4",",6","4",",6","3",",6","1",",6","0",",6","0",",6","0",",6","29",",6","3",",6","19160410",",,6","","","19160408",",,6","19160427","+,,6","6.1",",6,10,","26.7",",,6,08,","32.2",",6,27,+","330.8","6","8.0",",6","38.1",",,,6","20.82",",6","28.27",",,,6","13.36",",,,6"
"USC00087832","1916-05","28.25","-81.266667","19.2","ST. CLOUD, FL US","406.5","6","211.3",",6","10",",6","4",",6","2",",6","0",",6","0",",6","0",",6","31",",6","12",",6","19160501",",,6","","","19160523",",,6","19160510",",,6","12.8",",6,01,","35.6",",,6,23,","35.0",",6,10,","330.8","6","0.0",",6","85.3",",,,6","25.15",",6","31.29",",,,6","19.01",",,,6"
"USC00087832","1916-06","28.25","-81.266667","19.2","ST. CLOUD, FL US","633.7","6","227.2","1,6","11",",6","8",",6","2",",6","0","1,6","0","1,6","0",",6","30",",6","18",",6","19160609","+,1,6","","","19160617",",,6","19160607",",,6","17.8","1,6,09,+","32.3",",,6,17,","35.0",",6,07,","330.8","6","0.0",",6","122.6",",,,6","26.11","1,6","31.72",",,,6","20.50","1,,,6"
"USC00087832","1916-07","28.25","-81.266667","19.2","ST. CLOUD, FL US","921.2","6","287.5",",6","","","","","","","0",",6","0",",6","0",",6","31",",6","30",",6","19160715","+,,6","","","","","19160723","+,,6","20.6",",6,15,+","","","35.0",",6,23,+","0.0","6","0.0",",6","","","27.61",",6","33.35",",,,6","21.87",",,,6"
"USC00087832","1916-08","28.25","-81.266667","19.2","ST. CLOUD, FL US","1202.4","6","281.2",",6","8",",6","8",",6","1",",6","0",",6","0",",6","0",",6","31",",6","24",",6","19160807","+,,6","","","19160810",",,6","19160817","+,,6","20.0",",6,07,+","47.5",",,6,10,","36.1",",6,17,+","0.0","6","0.0",",6","93.0",",,,6","27.40",",6","33.19",",,,6","21.62",",,,6"
"USC00087832","1916-09","28.25","-81.266667","19.2","ST. CLOUD, FL US","1459.7","6","257.3",",6","12",",6","7",",6","2",",6","0",",6","0",",6","0",",6","30",",6","18",",6","19160912",",,6","","","19160912",",,6","19160909","+,,6","20.0",",6,12,","30.5",",,6,12,","33.9",",6,09,+","0.0","6","0.0",",6","94.5",",,,6","26.91",",6","31.82",",,,6","22.00",",,,6"
"USC00087832","1916-10","28.25","-81.266667","19.2","ST. CLOUD, FL US","1617.8","6","158.1",",6","6",",6","6",",6","0",",6","0",",6","0",",6","0",",6","31",",6","2",",6","19161022",",,6","","","19161006",",,6","19161001",",,6","10.0",",6,22,","16.8",",,6,06,","32.8",",6,01,","4.1","6","4.1",",6","70.7",",,,6","23.30",",6","27.82",",,,6","18.78",",,,6"
"USC00087832","1916-11","28.25","-81.266667","19.2","ST. CLOUD, FL US","1665.1","6","47.3",",6","2",",6","2",",6","1",",6","0",",6","0",",6","0",",6","25",",6","0",",6","19161120",",,6","","","19161115",",,6","19161105",",,6","3.9",",6,20,","49.5",",,6,15,","27.2",",6,05,","52.4","6","48.3",",6","57.1",",,,6","18.30",",6","23.62",",,,6","12.98",",,,6"
"USC00087832","1916-12","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","","","5",",6","5",",6","1",",6","","","","","0",",6","22",",6","0",",6","","","","","19161218",",,6","19161226",",,6","","","25.4",",,6,18,","28.3",",6,26,","","","","","72.4",",,,6","","","23.20",",,,6","",""
"USC00087832","1917-01","28.25","-81.266667","19.2","ST. CLOUD, FL US","23.0","6","23.0","2,6","1",",6","1",",6","0",",6","0","1,6","0","1,6","0","1,6","29","1,6","0","1,6","19170112",",1,6","","","19170111",",,6","19170129","+,1,6","3.3","1,6,12,","10.9",",,6,11,","28.9","1,6,29,+","","","20.0","1,6","10.9",",,,6","18.56","2,6","26.01","1,,,6","11.11","1,,,6"
"USC00087832","1917-02","28.25","-81.266667","19.2","ST. CLOUD, FL US","79.6","6","56.6",",6","5",",6","5",",6","0",",6","0",",6","3",",6","0",",6","22",",6","0",",6","19170203",",,6","","","19170201",",,6","19170228",",,6","-6.1",",6,03,","14.0",",,6,01,","31.1",",6,28,","","","88.8",",6","49.5",",,,6","17.18",",6","24.19",",,,6","10.18",",,,6"
"USC00087832","1917-03","28.25","-81.266667","19.2","ST. CLOUD, FL US","203.5","6","123.9",",6","4",",6","3",",6","0",",6","0",",6","0",",6","0",",6","31",",6","0",",6","19170306",",,6","","","19170307",",,6","19170327","+,,6","6.7",",6,06,","20.8",",,6,07,","31.1",",6,27,+","","","3.1",",6","39.4",",,,6","22.23",",6","28.04",",,,6","16.42",",,,6"
"USC00087832","1917-04","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","","","4",",6","3",",6","0",",6","","","","","0",",6","30",",6","3",",6","","","","","19170426",",,6","19170430",",,6","","","14.2",",,6,26,","34.4",",6,30,","","","","","23.6",",,,6","","","28.96",",,,6","",""
"USC00087832","1917-05","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","","","5",",6","4",",6","1",",6","","","","","0",",6","31",",6","17",",6","","","","","19170507",",,6","19170530",",,6","","","38.1",",,6,07,","36.1",",6,30,","","","","","54.4",",,,6","","","31.83",",,,6","",""
"USC00087832","1917-06","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","238.1",",6","7",",6","7",",6","0",",6","0",",6","0",",6","0",",6","30",",6","14",",6","19170608","+,,6","","","19170615",",,6","19170611",",,6","17.8",",6,08,+","12.7",",,6,15,","35.6",",6,11,","","","0.0",",6","53.9",",,,6","26.27",",6","31.94",",,,6","20.60",",,,6"
"USC00087832","1917-07","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","","","8",",6","6",",6","0",",6","","","","","0",",6","31",",6","25",",6","","","","","19170723",",,6","19170728","+,,6","","","14.7",",,6,23,","36.1",",6,28,+","","","","","61.8",",,,6","","","34.09",",,,6","",""
"USC00087832","1917-08","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","285.4",",6","15",",6","12",",6","2",",6","0",",6","0",",6","0",",6","31",",6","25",",6","19170829",",,6","","","19170814",",,6","19170812","+,,6","20.6",",6,29,","55.1",",,6,14,","35.6",",6,12,+","","","0.0",",6","191.3",",,,6","27.54",",6","33.46",",,,6","21.62",",,,6"
"USC00087832","1917-09","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","236.1",",6","17",",6","16",",6","4",",6","0",",6","0",",6","0",",6","30",",6","14",",6","19170926","+,,6","","","19170924",",,6","19170903","+,,6","18.9",",6,26,+","48.3",",,6,24,","34.4",",6,03,+","","","0.0",",6","222.0",",,,6","26.20",",6","31.66",",,,6","20.75",",,,6"
"USC00087832","1917-10","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","174.8",",6","5",",6","4",",6","2",",6","0",",6","0",",6","0",",6","31",",6","5",",6","19171025",",,6","","","19171016",",,6","19171028","+,,6","8.3",",6,25,","48.3",",,6,16,","32.2",",6,28,+","","","1.4",",6","102.4",",,,6","23.93",",6","29.89",",,,6","17.96",",,,6"
"USC00087832","1917-11","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","4.5",",6","1",",6","1",",6","0",",6","0",",6","0",",6","0",",6","26",",6","0",",6","19171125",",,6","","","19171120",",,6","19171112",",,6","2.8",",6,25,","7.6",",,6,20,","27.2",",6,12,","","","42.0",",6","7.6",",,,6","17.08",",6","23.91",",,,6","10.26",",,,6"
"USC00087832","1917-12","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","1.1","1,6","1",",6","1",",6","0",",6","0","1,6","2","1,6","0",",6","18",",6","0",",6","19171231",",1,6","","","19171206",",,6","19171202",",,6","-2.8","1,6,31,","16.5",",,6,06,","28.9",",6,02,","","","120.1",",6","16.5",",,,6","14.21","1,6","21.22",",,,6","7.20","1,,,6"
"USC00087832","1918-01","28.25","-81.266667","19.2","ST. CLOUD, FL US","8.3","","8.3","1,6","8",",6","6",",6","1",",6","0",",6","8",",6","0","1,6","15","1,6","0","1,6","19180105","+,,6","","","19180106",",,6","19180130","+,1,6","-2.8",",6,05,+","35.6",",,6,06,","28.9","1,6,30,+","","","166.8","1,6","77.0",",,,6","13.10","1,6","20.00","1,,,6","6.21",",,,6"
"USC00087832","1918-02","28.25","-81.266667","19.2","ST. CLOUD, FL US","70.3","","62.0",",6","2",",6","1",",6","0",",6","0",",6","0",",6","0",",6","28",",6","0",",6","19180205",",,6","","","19180222",",,6","19180220","+,,6","5.0",",6,05,","5.1",",,6,22,","30.0",",6,20,+","","","10.3",",6","6.4",",,,6","20.18",",6","27.39",",,,6","12.96",",,,6"
"USC00087832","1918-03","28.25","-81.266667","19.2","ST. CLOUD, FL US","168.1","","97.8",",6","9",",6","8",",6","1",",6","0",",6","0",",6","0",",6","31",",6","0",",6","19180313",",,6","","","19180317",",,6","19180315","+,,6","11.7",",6,13,","40.6",",,6,17,","30.6",",6,15,+","","","0.0",",6","87.6",",,,6","21.49",",6","28.44",",,,6","14.54",",,,6"
"USC00087832","1918-04","28.25","-81.266667","19.2","ST. CLOUD, FL US","282.9","","114.8",",6","10",",6","8",",6","1",",6","0",",6","0",",6","0",",6","30",",6","5",",6","19180413",",,6","","","19180418",",,6","19180430","+,,6","5.6",",6,13,","57.2",",,6,18,","32.8",",6,30,+","","","11.1",",6","149.9",",,,6","21.79",",6","28.07",",,,6","15.52",",,,6"
"USC00087832","1918-05","28.25","-81.266667","19.2","ST. CLOUD, FL US","474.7","","191.8",",6","5",",6","3",",6","0",",6","0",",6","0",",6","0",",6","31",",6","10",",6","19180505",",,6","","","19180520",",,6","19180513","+,,6","11.7",",6,05,","6.4",",,6,20,","33.3",",6,13,+","","","0.0",",6","16.8",",,,6","24.52",",6","30.46",",,,6","18.57",",,,6"
"USC00087832","1918-06","28.25","-81.266667","19.2","ST. CLOUD, FL US","735.5","","260.8",",6","10",",6","9",",6","3",",6","0",",6","0",",6","0",",6","30",",6","24",",6","19180607","+,,6","","","19180610",",,6","19180625",",,6","18.3",",6,07,+","74.2",",,6,10,","35.6",",6,25,","","","0.0",",6","211.6",",,,6","27.03",",6","33.46",",,,6","20.60",",,,6"
"USC00087832","1919-02","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","26.5","1,6","10",",6","9",",6","1",",6","0","1,6","0","1,6","0",",6","18",",6","0",",6","19190210",",1,6","","","19190203",",,6","19190225","+,,6","2.8","1,6,10,","29.7",",,6,03,","28.9",",6,25,+","","","52.9",",6","101.3",",,,6","17.37","1,6","22.48",",,,6","12.26","1,,,6"
"USC00087832","1919-03","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","79.0","1,6","10",",6","8",",6","2",",6","0","1,6","0","1,6","0",",6","31",",6","0",",6","19190329",",1,6","","","19190303",",,6","19190310",",,6","8.3","1,6,29,","40.6",",,6,03,","30.6",",6,10,","","","5.0",",6","116.1",",,,6","20.76","1,6","26.48",",,,6","15.03","1,,,6"
"USC00087832","1919-04","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","","","3",",6","2",",6","0",",6","","","","","","","","","","","","","","","19190416",",,6","","","","","24.6",",,6,16,","","","","","","","39.9",",,,6","","","","","",""
"USC00087832","1919-05","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","","","13",",6","9",",6","1",",6","","","","","","","","","","","","","","","19190527",",,6","","","","","36.3",",,6,27,","","","","","","","120.8",",,,6","","","","","",""
"USC00087832","1919-06","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","248.3",",6","17",",6","12",",6","2",",6","0",",6","0",",6","0",",6","30",",6","14",",6","19190616",",,6","","","19190609",",,6","19190623","+,,6","19.4",",6,16,","41.9",",,6,09,","35.6",",6,23,+","","","0.0",",6","194.7",",,,6","26.61",",6","31.78",",,,6","21.44",",,,6"
"USC00087832","1919-07","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","283.7",",6","13",",6","11",",6","2",",6","0",",6","0",",6","0",",6","31",",6","19",",6","19190723",",,6","","","19190717",",,6","19190731","+,,6","19.4",",6,23,","37.6",",,6,17,","35.6",",6,31,+","0.0","6","0.0",",6","158.3",",,,6","27.49",",6","32.76",",,,6","22.21",",,,6"
"USC00087832","1919-08","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","278.9",",6","15",",6","12",",6","1",",6","0",",6","0",",6","0",",6","31",",6","19",",6","19190813",",,6","","","19190808",",,6","19190824",",,6","20.6",",6,13,","32.0",",,6,08,","36.1",",6,24,","0.0","6","0.0",",6","206.7",",,,6","27.33",",6","32.01",",,,6","22.65",",,,6"
"USC00087832","1919-09","28.25","-81.266667","19.2","ST. CLOUD, FL US","","","247.5",",6","10",",6","8",",6","0",",6","0",",6","0",",6","0",",6","30",",6","12",",6","19190929",",,6","","","19190930",",,6","19190920","+,,6","20.0",",6,29,","19.6",",,6,30,","33.3",",6,20,+","0.0","6","0.0",",6","90.6",",,,6","26.58",",6","30.70",",,,6","22.47",",,,6"
