"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00027390","1949-06","32.815","-109.6808","900.4","SAFFORD AGRICULTURAL CENTER, AZ US","321.8","0","213.7","2,0","2",",0","1",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0","1,0","29","1,0","26","1,0","","","19490605","+,2,0","19490630","+,,0","19490630","+,,0","","","19490618",",,0","19490617","+,1,0","7.8","2,0,05,+","0",",,0,30,+","0",",,0,30,+","4.6",",,0,18,","40.6","1,0,17,+","","","","","","","","","","","0.0","1,0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.9",",,,0","0",",,,0","25.96","2,0","36.41","1,,,0","15.51","2,,,0","",""
"USC00027390","1949-07","32.815","-109.6808","900.4","SAFFORD AGRICULTURAL CENTER, AZ US","624.9","0","303.1",",0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","26",",0","","","19490727",",,0","19490731","+,,0","19490731","+,,0","","","19490722",",,0","19490715","+,,0","13.9",",0,27,","0",",,0,31,+","0",",,0,31,+","26.2",",,0,22,","40.6",",0,15,+","","","0.0","0","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.6",",,,0","0",",,,0","28.11",",0","36.13",",,,0","20.09",",,,0","",""
"USC00027390","1949-08","32.815","-109.6808","900.4","SAFFORD AGRICULTURAL CENTER, AZ US","864.9","0","240.0",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","29",",0","","","19490815",",,0","19490831","+,,0","19490831","+,,0","","","19490810",",,0","19490821",",,0","10.6",",0,15,","0",",,0,31,+","0",",,0,31,+","11.9",",,0,10,","40.0",",0,21,","","","0.0","0","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.5",",,,0","0",",,,0","26.08",",0","36.25",",,,0","15.90",",,,0","",""
"USC00027390","1949-09","32.815","-109.6808","900.4","SAFFORD AGRICULTURAL CENTER, AZ US","1074.7","0","209.8",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","27",",0","","","19490925",",,0","19490930","+,,0","19490930","+,,0","","","19490915",",,0","19490901",",,0","11.1",",0,25,","0",",,0,30,+","0",",,0,30,+","20.3",",,0,15,","41.7",",0,01,","","","0.0","0","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.4",",,,0","0",",,,0","25.33",",0","34.46",",,,0","16.19",",,,0","",""
"USC00027390","1949-10","32.815","-109.6808","900.4","SAFFORD AGRICULTURAL CENTER, AZ US","1113.3","0","38.6","1,0","2",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","5","1,0","0",",0","27",",0","5",",0","","","19491021",",1,0","19491031","+,,0","19491031","+,,0","","","19491005",",,0","19491004","+,,0","-4.4","1,0,21,","0",",,0,31,+","0",",,0,31,+","2.3",",,0,05,","35.0",",0,04,+","","","92.4","0","","","","","","","92.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6",",,,0","0",",,,0","16.50","1,0","27.30",",,,0","5.71","1,,,0","",""
"USC00027390","1949-11","32.815","-109.6808","900.4","SAFFORD AGRICULTURAL CENTER, AZ US","1113.3","0","0.0",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","26",",0","0",",0","","","19491112",",,0","19491130","+,,0","19491130","+,,0","","","19491111",",,0","19491106",",,0","-3.3",",0,12,","0",",,0,30,+","0",",,0,30,+","3.8",",,0,11,","28.3",",0,06,","","","248.2","0","","","","","","","155.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.8",",,,0","0",",,,0","13.14",",0","24.58",",,,0","1.70",",,,0","",""
"USC00027390","1949-12","32.815","-109.6808","900.4","SAFFORD AGRICULTURAL CENTER, AZ US","1113.3","0","0.0","2,0","5",",0","3",",0","0",",0","1",",0","1",",0","0","2,0","16","2,0","0",",0","6",",0","0",",0","","","19491222",",2,0","19491211",",,0","19491211",",,0","1","","19491210",",,0","19491201",",,0","-8.3","2,0,22,","25",",,0,11,","30",",,0,11,","8.9",",,0,10,","23.3",",0,01,","","","579.0","0","","","","","","","330.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.9",",,,0","30",",,,0","6.98","2,0","15.21",",,,0","-1.26","2,,,0","",""
"USC00027390","1950-01","32.815","-109.6808","900.4","SAFFORD AGRICULTURAL CENTER, AZ US","0.0","0","0.0","1,0","2",",0","1",",0","0",",0","0",",0","0",",0","0","1,0","21","1,0","0",",0","6",",0","0",",0","","","19500106",",1,0","19500131","+,,0","19500131","+,,0","","","19500103",",,0","19500122",",,0","-12.8","1,0,06,","0",",,0,31,+","0",",,0,31,+","3.6",",,0,03,","24.4",",0,22,","","","939.3","0","","","","","","","360.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.1",",,,0","0",",,,0","6.32","1,0","15.64",",,,0","-3.00","1,,,0","",""
"USC00027390","1950-02","32.815","-109.6808","900.4","SAFFORD AGRICULTURAL CENTER, AZ US","0.0","0","0.0","1,0","2",",0","1",",0","0",",0","0",",0","0",",0","0","1,0","16","1,0","0","1,0","16","1,0","0","1,0","","","19500201",",1,0","19500228","+,,0","19500228","+,,0","","","19500227",",,0","19500226",",1,0","-6.1","1,0,01,","0",",,0,28,+","0",",,0,28,+","7.6",",,0,27,","26.1","1,0,26,","","","1157.9","0","","","","","","","218.6","1,0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.6",",,,0","0",",,,0","10.24","1,0","20.52","1,,,0","-0.04","1,,,0","",""
"USC00027390","1950-03","32.815","-109.6808","900.4","SAFFORD AGRICULTURAL CENTER, AZ US","3.9","0","3.9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","23",",0","0",",0","","","19500313",",,0","19500331","+,,0","19500331","+,,0","","","19500302",",,0","19500330",",,0","-4.4",",0,13,","0",",,0,31,+","0",",,0,31,+","0.8",",,0,02,","30.6",",0,30,","","","1337.4","0","","","","","","","179.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.3",",,,0","0",",,,0","12.67",",0","23.35",",,,0","1.98",",,,0","",""
"USC00027390","1950-04","32.815","-109.6808","900.4","SAFFORD AGRICULTURAL CENTER, AZ US","26.4","0","22.5","1,0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","29","1,0","5","1,0","","","19500411","+,1,0","19500430","+,,0","19500413",",,0","","","19500413",",,0","19500422",",1,0","0.6","1,0,11,+","0",",,0,30,+","0",",T,0,13,","1.5",",,0,13,","35.6","1,0,22,","","","1371.9","0","","","","","","","34.5","1,0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.5",",,,0","0",",T,,0","17.92","1,0","29.51","1,,,0","6.32","1,,,0","",""
"USC00027390","1950-05","32.815","-109.6808","900.4","SAFFORD AGRICULTURAL CENTER, AZ US","97.8","0","71.4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","30",",0","14",",0","","","19500505",",,0","19500531","+,,0","19500531","+,,0","","","19500531","+,,0","19500523",",,0","-1.1",",0,05,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","36.7",",0,23,","","","1397.2","0","","","","","","","25.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0",",,,0","0",",,,0","19.82",",0","31.27",",,,0","8.37",",,,0","",""
"USC00027390","1950-06","32.815","-109.6808","900.4","SAFFORD AGRICULTURAL CENTER, AZ US","304.8","0","207.0",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","29",",0","","","19500609",",,0","19500630","+,,0","19500630","+,,0","","","19500623",",,0","19500630","+,,0","6.7",",0,09,","0",",,0,30,+","0",",,0,30,+","7.6",",,0,23,","42.2",",0,30,+","","","1397.2","0","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.6",",,,0","0",",,,0","25.23",",0","37.24",",,,0","13.23",",,,0","",""
"USC00027390","1950-07","32.815","-109.6808","900.4","SAFFORD AGRICULTURAL CENTER, AZ US","570.1","0","265.3","2,0","8",",0","7",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0","2,0","29","2,0","24","2,0","","","19500731","+,2,0","19500731","+,,0","19500731","+,,0","","","19500708",",,0","19500703",",2,0","17.8","2,0,31,+","0",",,0,31,+","0",",,0,31,+","17.8",",,0,08,","41.7","2,0,03,","","","0.0","0","","","","","","","0.0","2,0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50.5",",,,0","0",",,,0","27.48","2,0","35.02","2,,,0","19.94","2,,,0","",""
"USC00027390","1950-08","32.815","-109.6808","900.4","SAFFORD AGRICULTURAL CENTER, AZ US","811.4","0","241.3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","29",",0","","","19500830","+,,0","19500831","+,,0","19500831","+,,0","","","19500812",",,0","19500818",",,0","13.3",",0,30,+","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,12,","40.0",",0,18,","","","0.0","0","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0",",T,,0","0",",,,0","26.12",",0","36.35",",,,0","15.88",",,,0","",""
"USC00027390","1950-09","32.815","-109.6808","900.4","SAFFORD AGRICULTURAL CENTER, AZ US","935.2","0","123.8",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","23",",0","","","19500915",",,0","19500930","+,,0","19500930","+,,0","","","19500907",",,0","19500901",",,0","5.6",",0,15,","0",",,0,30,+","0",",,0,30,+","8.6",",,0,07,","41.7",",0,01,","","","0.0","0","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.5",",,,0","0",",,,0","22.46",",0","33.50",",,,0","11.42",",,,0","",""
"USC00027390","1950-10","32.815","-109.6808","900.4","SAFFORD AGRICULTURAL CENTER, AZ US","1022.3","0","87.1","1,0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","23","1,0","","","19501028",",1,0","19501031","+,,0","19501031","+,,0","","","19501001",",,0","19501012",",1,0","3.9","1,0,28,","0",",,0,31,+","0",",,0,31,+","0.3",",,0,01,","37.2","1,0,12,","","","1.4","0","","","","","","","1.4","1,0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3",",,,0","0",",,,0","21.19","1,0","32.92","1,,,0","9.46","1,,,0","",""
"USC00027390","1950-11","32.815","-109.6808","900.4","SAFFORD AGRICULTURAL CENTER, AZ US","1022.3","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","26",",0","0",",0","","","19501111",",,0","19501130","+,,0","19501130","+,,0","","","19501130","+,,0","19501101",",,0","-4.4",",0,11,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","28.9",",0,01,","","","172.8","0","","","","","","","171.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0",",,,0","0",",,,0","12.62",",0","24.07",",,,0","1.17",",,,0","",""
"USC00027390","1950-12","32.815","-109.6808","900.4","SAFFORD AGRICULTURAL CENTER, AZ US","1022.3","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","15",",0","0",",0","","","19501207",",,0","19501231","+,,0","19501231","+,,0","","","19501231","+,,0","19501211",",,0","-6.1",",0,07,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","24.4",",0,11,","","","451.0","0","","","","","","","278.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0",",,,0","0",",,,0","9.36",",0","20.20",",,,0","-1.48",",,,0","",""
"USC00027390","1951-01","32.815","-109.6808","900.4","SAFFORD AGRICULTURAL CENTER, AZ US","0.0","0","0.0","1,0","4",",0","3",",0","0",",0","0",",0","0",",0","0","1,0","23","1,0","0","1,0","6","1,0","0","1,0","","","19510110","+,1,0","19510131","+,,0","19510131","+,,0","","","19510131",",,0","19510126",",1,0","-7.2","1,0,10,+","0",",,0,31,+","0",",,0,31,+","7.4",",,0,31,","23.3","1,0,26,","","","796.4","0","","","","","","","345.4","1,0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.1",",,,0","0",",,,0","6.82","1,0","16.31","1,,,0","-2.67","1,,,0","",""
"USC00027390","1951-02","32.815","-109.6808","900.4","SAFFORD AGRICULTURAL CENTER, AZ US","0.0","0","0.0",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","10",",0","0",",0","","","19510202",",,0","19510228","+,,0","19510228","+,,0","","","19510214",",,0","19510212",",,0","-8.9",",0,02,","0",",,0,28,+","0",",,0,28,+","3.8",",,0,14,","27.2",",0,12,","","","1073.3","0","","","","","","","276.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.0",",,,0","0",",,,0","8.44",",0","17.76",",,,0","-0.88",",,,0","",""
"USC00027390","1951-03","32.815","-109.6808","900.4","SAFFORD AGRICULTURAL CENTER, AZ US","0.9","0","0.9",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","17",",0","0",",0","","","19510304",",,0","19510331","+,,0","19510331","+,,0","","","19510327",",,0","19510325",",,0","-7.2",",0,04,","0",",,0,31,+","0",",,0,31,+","24.6",",,0,27,","27.8",",0,25,","","","1285.3","0","","","","","","","212.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.7",",,,0","0",",,,0","11.52",",0","21.28",",,,0","1.76",",,,0","",""
"USC00027390","1951-04","32.815","-109.6808","900.4","SAFFORD AGRICULTURAL CENTER, AZ US","15.3","0","14.4",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","23",",0","1",",0","","","19510412","+,,0","19510430","+,,0","19510430","+,,0","","","19510420",",,0","19510424",",,0","0.0",",0,12,+","0",",,0,30,+","0",",,0,30,+","10.4",",,0,20,","33.3",",0,24,","","","1381.4","0","","","","","","","96.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.9",",,,0","0",",,,0","15.61",",0","24.71",",,,0","6.50",",,,0","",""
"USC00027390","1951-05","32.815","-109.6808","900.4","SAFFORD AGRICULTURAL CENTER, AZ US","116.6","0","101.3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","15",",0","","","19510501",",,0","19510531","+,,0","19510531","+,,0","","","19510501",",,0","19510528",",,0","0.6",",0,01,","0",",,0,31,+","0",",,0,31,+","0.3",",,0,01,","41.7",",0,28,","","","1422.5","0","","","","","","","41.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.3",",,,0","0",",,,0","20.27",",0","31.25",",,,0","9.30",",,,0","",""
"USC00027390","1951-06","32.815","-109.6808","900.4","SAFFORD AGRICULTURAL CENTER, AZ US","275.5","0","158.9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","28",",0","","","19510602",",,0","19510630","+,,0","19510630","+,,0","","","19510630","+,,0","19510628",",,0","4.4",",0,02,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","41.1",",0,28,","","","1423.6","0","","","","","","","1.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0",",,,0","0",",,,0","23.59",",0","36.20",",,,0","10.98",",,,0","",""
"USC00027390","1951-07","32.815","-109.6808","900.4","SAFFORD AGRICULTURAL CENTER, AZ US","622.5","0","347.0",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","19510726",",,0","19510731","+,,0","19510731","+,,0","","","19510728",",,0","19510709","+,,0","16.1",",0,26,","0",",,0,31,+","0",",,0,31,+","9.1",",,0,28,","41.7",",0,09,+","","","0.0","0","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.9",",,,0","0",",,,0","29.53",",0","38.89",",,,0","20.16",",,,0","",""
"USC00027390","1951-08","32.815","-109.6808","900.4","SAFFORD AGRICULTURAL CENTER, AZ US","875.8","0","253.3","1,0","12",",0","6",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","23","1,0","","","19510831",",1,0","19510831","+,,0","19510831","+,,0","","","19510803",",,0","19510816",",1,0","13.9","1,0,31,","0",",,0,31,+","0",",,0,31,+","21.3",",,0,03,","40.0","1,0,16,","","","0.0","0","","","","","","","0.0","1,0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.9",",,,0","0",",,,0","26.78","1,0","35.34","1,,,0","18.22","1,,,0","",""
