"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00412354","1981-04","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","31.6","0","31.6",",0","1","2,0","1","2,0","0","2,0","0",",0","0",",0","0",",0","1",",0","0",",0","25",",0","2",",0","","","19810405",",,0","19810430","+,,0","19810430","+,,0","1","","19810428",",2,0","19810428","+,,0","0.0",",0,05,","0",",,0,30,+","0",",,0,30,+","19.1","2,,0,28,","32.2",",0,28,+","","","","","","","57.4",",0","","","","","","","","","","","19.1","2,,,0","0",",,,0","17.47",",0","26.82",",,,0","8.13",",,,0","",""
"USC00412354","1981-05","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","110.6","0","79.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","","","19810511",",,0","19810531","+,,0","19810531","+,,0","1","","19810529",",,0","19810528",",,0","7.2",",0,11,","0",",,0,31,+","0",",,0,31,+","5.6",",,0,29,","35.6",",0,28,","","","","","","","6.1",",0","","","","","","","","","","","6.4",",,,0","0",",,,0","20.68",",0","29.68",",,,0","11.69",",,,0","",""
"USC00412354","1981-06","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","347.1","0","236.5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","23",",0","","","19810617",",,0","19810630","+,,0","19810630","+,,0","","","19810630","+,,0","19810623","+,,0","10.0",",0,17,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","42.8",",0,23,+","","","","","","","0.0",",0","","","","","","","","","","","0.0",",,,0","0",",,,0","26.22",",0","36.08",",,,0","16.35",",,,0","",""
"USC00412354","1981-07","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","606.6","0","259.5","2,0","4",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","30","1,0","28","1,0","","","19810722",",1,0","19810731","+,,0","19810731","+,,0","","","19810709",",,0","19810724",",1,0","15.0","1,0,22,","0",",,0,31,+","0",",,0,31,+","2.3",",,0,09,","40.6","1,0,24,","","","0.0","0","","","0.0","1,0","","","","","","","","","","","4.9",",,,0","0",",,,0","27.27","2,0","36.01","1,,,0","18.54","1,,,0","",""
"USC00412354","1981-08","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","780.4","0","173.8","1,0","5",",0","3",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","19",",0","","","19810825","+,1,0","19810831","+,,0","19810831","+,,0","","","19810811",",,0","19810831",",,0","12.8","1,0,25,+","0",",,0,31,+","0",",,0,31,+","20.3",",,0,11,","37.8",",0,31,","","","0.0","0","","","0.0",",0","","","","","","","","","","","39.2",",,,0","0",",,,0","24.13","1,0","32.09",",,,0","16.17","1,,,0","",""
"USC00412354","1981-09","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","879.7","0","99.3",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","6",",0","","","19810929","+,,0","19810930","+,,0","19810930","+,,0","","","19810908",",,0","19810901",",,0","10.0",",0,29,+","0",",,0,30,+","0",",,0,30,+","24.9",",,0,08,","36.7",",0,01,","","","6.6","0","","","6.6",",0","","","","","","","","","","","54.9",",,,0","0",",,,0","21.42",",0","29.11",",,,0","13.73",",,,0","",""
"USC00412354","1981-10","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","900.6","0","20.9","1,0","3",",0","1",",0","0",",0","0",",0","0",",0","0","1,0","4","1,0","0","1,0","24","1,0","0","1,0","","","19811024",",1,0","19811031","+,,0","19811031","+,,0","","","19811006",",,0","19811001",",1,0","-2.8","1,0,24,","0",",,0,31,+","0",",,0,31,+","18.5",",,0,06,","31.7","1,0,01,","","","79.4","0","","","72.8","1,0","","","","","","","","","","","19.3",",,,0","0",",,,0","16.60","1,0","25.17","1,,,0","8.04","1,,,0","",""
"USC00412354","1981-12","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","","","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","6",",0","0",",0","","","19811218",",,0","19811231","+,,0","19811231","+,,0","","","19811213",",,0","19811222",",,0","-10.6",",0,18,","0",",,0,31,+","0",",,0,31,+","0.8",",,0,13,","23.3",",0,22,","","","","","","","325.8",",0","","","","","","","","","","","0.8",",,,0","0",",,,0","7.82",",0","17.57",",,,0","-1.93",",,,0","",""
"USC00412354","1982-01","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","0.0","0","0.0","1,0","2","2,0","1","2,0","0","2,0","0","2,0","1","1,0","0","1,0","26","1,0","0",",0","5",",0","0",",0","","","19820114",",1,0","19820131","+,2,0","19820113",",1,0","","","19820121",",2,0","19820128",",,0","-13.9","1,0,14,","0","2,,0,31,+","76","1,,0,13,","6.4","2,,0,21,","22.8",",0,28,","","","","","   8.3","2,,,0,0,2","388.9",",0","  14.4","2,,,0,0,2","   0.6","2,,,0,0,2","   1.7","2,,,0,0,2","   4.5","2,,,0,0,2","  10.1","2,,,0,0,2","6.9","2,,,0","76","1,,,0","5.26","1,0","14.64",",,,0","-4.11","1,,,0","",""
"USC00412354","1982-02","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","0.0","0","0.0","3,0","2","1,0","1","1,0","0","1,0","0","1,0","1",",0","0","3,0","16","3,0","0",",0","9",",0","0",",0","","","19820202",",3,0","19820228","+,1,0","19820225",",,0","","","19820226",",1,0","19820224",",,0","-11.7","3,0,02,","0","1,,0,28,+","51",",,0,25,","14.0","1,,0,26,","28.3",",0,24,","","","","","  10.6",",,,0,0,2","271.2",",0","  21.7",",,,0,0,2","   4.4",",,,0,0,2","   7.2",",,,0,0,2","   7.5",",,,0,0,2","  14.0",",,,0,0,2","14.5","1,,,0","51",",,,0","7.55","3,0","16.61",",,,0","-1.52","3,,,0","",""
"USC00412354","1982-03","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","0.6","0","0.6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","25",",0","1",",0","","","19820307",",,0","19820331","+,,0","19820331","+,,0","","","19820331","+,,0","19820319",",,0","-6.7",",0,07,","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","32.2",",0,19,","","","","","  13.3",",,,0,0,2","182.2",",0","  24.4",",,,0,0,2","   6.1",",,,0,0,2","  15.0",",,,0,0,2","  10.1",",,,0,0,2","  20.7",",,,0,0,2","0.0",",,,0","0",",,,0","12.47",",0","22.92",",,,0","2.03",",,,0","",""
"USC00412354","1982-04","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","19.4","0","18.8","2,0","0",",0","0",",0","0",",0","0",",0","0",",0","0","2,0","2","2,0","0",",0","25",",0","0",",0","","","19820403",",2,0","19820430","+,,0","19820430","+,,0","","","19820430","+,,0","19820413","+,,0","-1.1","2,0,03,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","31.7",",0,13,+","","","","","  21.1",",,,0,0,2","76.6",",0","  30.0",",,,0,0,2","   5.6",",,,0,0,2","  13.9",",,,0,0,2","  14.5",",,,0,0,2","  25.5",",,,0,0,2","0.0",",,,0","0",",,,0","16.41","2,0","25.58",",,,0","7.24","2,,,0","",""
"USC00412354","1982-05","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","80.7","0","61.3",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","1","","19820507",",,0","19820531","+,,0","19820531","+,,0","3","","19820505",",,0","19820527",",,0","4.4",",0,07,","0",",,0,31,+","0",",,0,31,+","13.2",",,0,05,","35.0",",0,27,","","","","","  20.0",",,,0,0,2","18.7",",0","  34.4",",,,0,0,2","  10.0",",,,0,0,2","  20.0",",,,0,0,2","  16.1",",,,0,0,2","  29.0",",,,0,0,2","34.5",",,,0","0",",,,0","19.71",",0","28.92",",,,0","10.49",",,,0","",""
"USC00412354","1982-06","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","284.5","0","203.8","1,0","2",",0","1",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","30",",0","29",",0","","","19820604",",1,0","19820630","+,,0","19820630","+,,0","","","19820629",",,0","19820628",",,0","7.8","1,0,04,","0",",,0,30,+","0",",,0,30,+","6.9",",,0,29,","40.0",",0,28,","","","","","  26.1",",,,0,0,2","0.0",",0","  40.0",",,,0,0,2","  17.2",",,,0,0,2","  33.3",",,,0,0,2","  22.6",",,,0,0,2","  36.0",",,,0,0,2","7.4",",,,0","0",",,,0","25.37","1,0","35.92",",,,0","14.81","1,,,0","",""
"USC00412354","1982-07","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","545.5","0","261.0","1,0","5",",0","5",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","31",",0","","","19820702",",1,0","19820731","+,,0","19820731","+,,0","","","19820705",",,0","19820728","+,,0","14.4","1,0,02,","0",",,0,31,+","0",",,0,31,+","19.1",",,0,05,","38.9",",0,28,+","","","0.0","0","  27.2",",,,0,0,2","0.0",",0","  39.4",",,,0,0,2","  19.4",",,,0,0,2","  27.2",",,,0,0,2","  24.3",",,,0,0,2","  36.5",",,,0,0,2","47.6",",,,0","0",",,,0","27.03","1,0","36.35",",,,0","17.70","1,,,0","",""
"USC00412354","1982-08","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","798.7","0","253.2",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","29",",0","","","19820823",",,0","19820831","+,,0","19820831","+,,0","1","","19820825",",,0","19820816",",,0","15.0",",0,23,","0",",,0,31,+","0",",,0,31,+","4.3",",,0,25,","38.9",",0,16,","","","0.0","0","  27.2",",,,0,0,2","0.0",",0","  40.0",",,,0,0,2","  22.2",",,,0,0,2","  30.6",",,,0,0,2","  25.0",",,,0,0,2","  36.9",",,,0,0,2","9.6",",,,0","0",",,,0","26.50",",0","35.03",",,,0","17.97",",,,0","",""
"USC00412354","1982-09","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","941.6","0","142.9",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","15",",0","","","19820913",",,0","19820930","+,,0","19820930","+,,0","","","19820919",",,0","19820902",",,0","8.9",",0,13,","0",",,0,30,+","0",",,0,30,+","4.3",",,0,19,","38.9",",0,02,","","","1.7","0","  26.1",",,,0,0,2","1.7",",0","  40.6",",,,0,0,2","  17.2",",,,0,0,2","  26.1",",,,0,0,2","  22.1",",,,0,0,2","  33.7",",,,0,0,2","9.9",",,,0","0",",,,0","23.04",",0","32.25",",,,0","13.83",",,,0","",""
"USC00412354","1982-10","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","958.6","0","17.0","2,0","1",",0","1",",0","1",",0","0",",0","0",",0","0","1,0","1","1,0","0","1,0","25","1,0","3","1,0","1","","19821029",",1,0","19821031","+,,0","19821031","+,,0","","","19821001",",,0","19821008","+,1,0","-3.3","1,0,29,","0",",,0,31,+","0",",,0,31,+","30.5",",,0,01,","32.8","1,0,08,+","","","96.4","0","  25.6",",,,0,0,2","94.7","1,0","  29.4","2,,,0,0,2","  10.0",",,,0,0,2","  18.9","2,,,0,0,2","  14.1",",,,0,0,2","  23.3","2,,,0,0,2","30.5",",,,0","0",",,,0","15.75","2,0","25.69","1,,,0","5.82","1,,,0","",""
"USC00412354","1982-11","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","958.6","0","0.0","1,0","4",",0","2",",0","0",",0","","","1",",0","0",",0","14",",0","0","1,0","7","1,0","0","1,0","","","19821112",",,0","","","19821126",",,0","","","19821126",",,0","19821101",",1,0","-5.6",",0,12,","","","38",",,0,26,","10.2",",,0,26,","26.7","1,0,01,","","","362.6","0","  11.7",",,,0,0,2","266.2","1,0","  20.6",",,,0,0,2","  -1.7",",,,0,0,2","   6.1",",,,0,0,2","   7.5",",,,0,0,2","  14.4",",,,0,0,2","19.1",",,,0","38",",,,0","9.08","1,0","17.50","1,,,0","0.65",",,,0","",""
"USC00412354","1982-12","31.91461","-105.20982","1130.2","DELL CITY 5 SSW, TX US","958.6","0","0.0",",0","4",",0","4",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","0",",0","0",",0","","","19821231",",,0","19821231","+,,0","19821231","+,,0","","","19821209",",,0","19821222","+,,0","-6.7",",0,31,","0",",,0,31,+","0",",,0,31,+","13.5",",,0,09,","20.0",",0,22,+","","","786.7","0","   5.6",",,,0,0,2","424.1",",0","  11.7",",,,0,0,2","   1.7",",,,0,0,2","   2.8",",,,0,0,2","   3.3",",,,0,0,2","   6.4",",,,0,0,2","35.8",",,,0","0",",,,0","4.65",",0","11.53",",,,0","-2.23",",,,0","",""
