"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00003919","1954-02","38.77996","-97.64444","385.0","SALINA MUNICIPAL AIRPORT, KS US","","","0.0","X","0.0",",0","3",",0","2",",0","1",",0","0",",0","1",",0","0",",0","20",",0","0",",0","4",",0","0",",0","1","","","","19540207",",,0","19540220",",,0","19540220",",,0","1","","19540219",",,0","19540214",",,0","-11.1",",0,07,","0",",T,0,20,","25",",,0,20,","29.2",",,0,19,","28.9",",0,14,","1932.4","X","322.6",",0","32.7",",,,0","25",",,,0","6.81",",0","14.95",",,,0","-1.32",",,,0","","","","","","","","","","","","","",""
"USW00003919","1954-03","38.77996","-97.64444","385.0","SALINA MUNICIPAL AIRPORT, KS US","","","0.0","X","0.0",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","20",",0","2",",0","4",",0","0",",0","3","","","","19540304",",,0","19540331","+,,0","19540330","+,,0","1","","19540323",",,0","19540310",",,0","-14.4",",0,04,","0",",,0,31,+","0",",T,0,30,+","5.8",",,0,23,","23.9",",0,10,","2357.6","X","425.2",",0","7.8",",,,0","0",",T,,0","4.62",",0","11.86",",,,0","-2.63",",,,0","","","","","","","","","","","","","",""
"USW00003919","1954-04","38.77996","-97.64444","385.0","SALINA MUNICIPAL AIRPORT, KS US","","","20.3","X","20.3",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","20",",0","2",",0","3","","","","19540403",",,0","19540430","+,,0","19540430","+,,0","4","","19540429",",,0","19540417",",,0","-4.4",",0,03,","0",",,0,30,+","0",",,0,30,+","16.5",",,0,29,","32.8",",0,17,","2468.1","X","110.5",",0","41.4",",,,0","0",",,,0","15.32",",0","23.70",",,,0","6.94",",,,0","","","","","","","","","","","","","",""
"USW00003919","1954-05","38.77996","-97.64444","385.0","SALINA MUNICIPAL AIRPORT, KS US","","","44.9","X","24.6",",0","13",",0","8",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","18",",0","1",",0","4","","","","19540503",",,0","19540531","+,,0","19540528",",,0","8","","19540501",",,0","19540522",",,0","-0.6",",0,03,","0",",,0,31,+","0",",T,0,28,","44.7",",,0,01,","32.2",",0,22,","2590.1","X","122.0",",0","120.1",",,,0","0",",T,,0","15.19",",0","21.28",",,,0","9.10",",,,0","","","","","","","","","","","","","",""
"USW00003919","1954-06","38.77996","-97.64444","385.0","SALINA MUNICIPAL AIRPORT, KS US","","","259.1","X","214.2",",0","6",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","20",",0","","","","","19540604",",,0","19540630","+,,0","19540611",",,0","8","","19540611",",,0","19540625","+,,0","4.4",",0,04,","0",",,0,30,+","0",",T,0,11,","31.2",",,0,11,","38.3",",0,25,+","2605.2","X","15.1",",0","99.7",",,,0","0",",T,,0","24.97",",0","31.91",",,,0","18.03",",,,0","","","","","","","","","","","","","",""
"USW00003919","1954-07","38.77996","-97.64444","385.0","SALINA MUNICIPAL AIRPORT, KS US","","","635.1","X","376.0",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","30",",0","3","","","","19540709",",,0","19540731","+,,0","19540731","+,,0","3","","19540701",",,0","19540714","+,,0","17.2",",0,09,","0",",,0,31,+","0",",,0,31,+","22.9",",,0,01,","45.0",",0,14,+","0.0","X","0.0",",0","31.9",",,,0","0",",,,0","30.46",",0","38.74",",,,0","22.18",",,,0","","","","","","","","","","","","","",""
"USW00003919","1954-08","38.77996","-97.64444","385.0","SALINA MUNICIPAL AIRPORT, KS US","","","965.6","X","330.5",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","27",",0","3","","","","19540809","+,,0","19540831","+,,0","19540831","+,,0","13","","19540829",",,0","19540816","+,,0","15.0",",0,09,+","0",",,0,31,+","0",",,0,31,+","10.2",",,0,29,","42.2",",0,16,+","0.0","X","0.0",",0","31.3",",,,0","0",",,,0","29.00",",0","36.90",",,,0","21.09",",,,0","","","","","","","","","","","","","",""
"USW00003919","1954-09","38.77996","-97.64444","385.0","SALINA MUNICIPAL AIRPORT, KS US","","","1170.0","X","204.4",",0","6",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","18",",0","","","","","19540922",",,0","19540930","+,,0","19540930","+,,0","3","","19540908",",,0","19540903",",,0","4.4",",0,22,","0",",,0,30,+","0",",,0,30,+","33.0",",,0,08,","41.1",",0,03,","6.1","X","6.1",",0","39.7",",,,0","0",",,,0","24.94",",0","32.71",",,,0","17.17",",,,0","","","","","","","","","","","","","",""
"USW00003919","1954-10","38.77996","-97.64444","385.0","SALINA MUNICIPAL AIRPORT, KS US","","","1217.0","X","47.0",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","20",",0","3",",0","9","","","","19541031",",,0","19541031","+,,0","19541031","+,,0","4","","19541025",",,0","19541003",",,0","-3.3",",0,31,","0",",,0,31,+","0",",,0,31,+","23.4",",,0,25,","37.8",",0,03,","152.4","X","146.3",",0","43.1",",,,0","0",",,,0","15.13",",0","21.94",",,,0","8.32",",,,0","","","","","","","","","","","","","",""
"USW00003919","1954-11","38.77996","-97.64444","385.0","SALINA MUNICIPAL AIRPORT, KS US","","","1217.0","X","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","10",",0","0",",0","","","","","19541102",",,0","19541130","+,,0","19541130","+,,0","","","19541130","+,,0","19541107",",,0","-10.0",",0,02,","0",",,0,30,+","0",",,0,30,+","0.0",",,0,30,+","26.7",",0,07,","432.8","X","280.4",",0","0.0",",,,0","0",",,,0","8.99",",0","17.03",",,,0","0.94",",,,0","","","","","","","","","","","","","",""
"USW00003919","1954-12","38.77996","-97.64444","385.0","SALINA MUNICIPAL AIRPORT, KS US","","","1217.0","X","0.0",",X","4",",X","4",",X","0",",X","2",",X","2",",X","0",",X","28",",X","1",",X","0",",X","0",",X","4","","","","19541213",",,X","19541228","+,,X","19541227","+,,X","","","19541227",",,X","19541225",",,X","-13.3",",X,13,","25",",,X,28,+","25",",,X,27,+","4.8",",,X,27,","17.2",",X,25,","947.3","X","514.5",",X","14.7",",,,X","50",",,,X","1.74",",X","8.47",",,,X","-5.00",",,,X","","","","","","","","","","","","","",""
"USW00003919","1955-01","38.77996","-97.64444","385.0","SALINA MUNICIPAL AIRPORT, KS US","","","0.0","0","0.0",",0","6",",0","3",",0","1",",0","8",",0","2",",0","0",",0","29",",0","4",",0","0",",0","0",",0","8","","","","19550127",",,0","19550121","+,,0","19550117",",,0","","","19550105",",,0","19550102",",,0","-12.8",",0,27,","76",",,0,21,+","51",",,0,17,","40.1",",,0,05,","16.1",",0,02,","1521.0","0","573.7",",0","50.2",",,,0","76",",,,0","-0.17",",0","5.35",",,,0","-5.70",",,,0","","","","","","","","","","","","","",""
"USW00003919","1955-02","38.77996","-97.64444","385.0","SALINA MUNICIPAL AIRPORT, KS US","","","0.0","0","0.0",",0","6",",0","2",",0","0",",0","13",",0","3",",0","2",",0","28",",0","12",",0","0",",0","0",",0","12","","","","19550211",",,0","19550206","+,,0","19550203",",,0","","","19550203",",,0","19550217",",,0","-18.3",",0,11,","152",",,0,06,+","127",",,0,03,","9.4",",,0,03,","12.2",",0,17,","2130.1","0","609.1",",0","21.6",",,,0","177",",,,0","-3.42",",0","2.18",",,,0","-9.03",",,,0","","","","","","","","","","","","","",""
"USW00003919","1955-03","38.77996","-97.64444","385.0","SALINA MUNICIPAL AIRPORT, KS US","","","0.0","0","0.0",",0","3",",0","3",",0","0",",0","3",",0","1",",0","1",",0","18",",0","3",",0","7",",0","0",",0","6","","","","19550326",",,0","19550325",",,0","19550325",",,0","1","","19550331",",,0","19550310",",,0","-17.8",",0,26,","102",",,0,25,","127",",,0,25,","11.4",",,0,31,","26.7",",0,10,","2543.5","0","413.4",",0","24.4",",,,0","127",",,,0","5.00",",0","12.67",",,,0","-2.67",",,,0","","","","","","","","","","","","","",""
"USW00003919","1955-04","38.77996","-97.64444","385.0","SALINA MUNICIPAL AIRPORT, KS US","","","25.3","0","25.3",",0","6",",0","4",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","23",",0","0",",0","4","","","","19550407",",,0","19550430","+,,0","19550427",",,0","1","","19550413",",,0","19550426",",,0","-1.7",",0,07,","0",",,0,30,+","0",",T,0,27,","36.3",",,0,13,","31.7",",0,26,","2643.6","0","100.1",",0","62.7",",,,0","0",",T,,0","15.84",",0","23.72",",,,0","7.96",",,,0","","","","","","","","","","","","","",""
"USW00003919","1955-05","38.77996","-97.64444","385.0","SALINA MUNICIPAL AIRPORT, KS US","","","77.8","0","52.5",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","4",",0","4","","","","19550514",",,0","19550531","+,,0","19550531","+,,0","10","","19550525",",,0","19550506",",,0","6.1",",0,14,","0",",,0,31,+","0",",,0,31,+","17.3",",,0,25,","34.4",",0,06,","2664.2","0","20.6",",0","33.3",",,,0","0",",,,0","19.36",",0","27.07",",,,0","11.65",",,,0","","","","","","","","","","","","","",""
"USW00003919","1955-06","38.77996","-97.64444","385.0","SALINA MUNICIPAL AIRPORT, KS US","","","207.2","0","129.4",",0","6",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","10",",0","","","","","19550607",",,0","19550630","+,,0","19550604",",,0","9","","19550604",",,0","19550621",",,0","8.3",",0,07,","0",",,0,30,+","0",",T,0,04,","30.7",",,0,04,","37.8",",0,21,","2680.6","0","16.4",",0","61.9",",,,0","0",",T,,0","22.10",",0","28.72",",,,0","15.48",",,,0","","","","","","","","","","","","","",""
"USW00003919","1955-07","38.77996","-97.64444","385.0","SALINA MUNICIPAL AIRPORT, KS US","","","576.3","0","369.1",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","31",",0","","","","","19550701",",,0","19550731","+,,0","19550731","+,,0","5","","19550701",",,0","19550731","+,,0","15.6",",0,01,","0",",,0,31,+","0",",,0,31,+","14.5",",,0,01,","41.7",",0,31,+","0.0","0","0.0",",0","28.5",",,,0","0",",,,0","30.24",",0","37.57",",,,0","22.91",",,,0","","","","","","","","","","","","","",""
