"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00003841","2005-05","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","43.1","0","35.3",",0","11",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","","","","","20050503",",,0","20050531","+,,0","20050531","+,,0","","","20050520",",,0","20050512",",,0","2.2",",0,03,","0",",,0,31,+","0",",,0,31,+","80.0",",,0,20,","31.7",",0,12,","1844.8","0","53.1",",0","97.9",",,,0","0",",,,0","17.76",",0","24.75",",,,0","10.77",",,,0","","","","","","","","","",""
"USW00003841","2005-06","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","211.3","0","168.2",",0","15",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","4",",0","","","","","20050618","+,,0","20050630","+,,0","20050630","+,,0","","","20050620",",,0","20050614",",,0","12.8",",0,18,+","0",",,0,30,+","0",",,0,30,+","30.7",",,0,20,","32.8",",0,14,","1844.8","0","0.0",",0","73.4",",,,0","0",",,,0","23.94",",0","29.48",",,,0","18.40",",,,0","","","","","","","","","",""
"USW00003841","2005-07","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","444.4","0","233.1",",0","16",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","","","","","20050707",",,0","20050731","+,,0","20050731","+,,0","","","20050714",",,0","20050726",",,0","17.8",",0,07,","0",",,0,31,+","0",",,0,31,+","104.4",",,0,14,","35.6",",0,26,","0.0","0","0.0",",0","247.7",",,,0","0",",,,0","25.85",",0","30.55",",,,0","21.15",",,,0","","","","","","","","","",""
"USW00003841","2005-08","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","689.6","0","245.2",",0","10",",0","6",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","","","","","20050831",",,0","","","20050831","+,,0","","","20050820",",,0","20050815",",,0","17.8",",0,31,","","","0",",,0,31,+","14.7",",,0,20,","35.6",",0,15,","0.0","0","0.0",",0","61.9",",,,0","0",",,,0","26.24",",0","31.73",",,,0","20.76",",,,0","","","","","","","","","",""
"USW00003841","2005-09","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","836.8","0","147.2",",0","4",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","","","","","20050930",",,0","20050930","+,,0","20050930","+,,0","","","20050926",",,0","20050915",",,0","10.0",",0,30,","0",",,0,30,+","0",",,0,30,+","27.4",",,0,26,","33.9",",0,15,","0.6","0","0.6",",0","59.3",",,,0","0",",,,0","23.22",",0","30.40",",,,0","16.04",",,,0","","","","","","","","","",""
"USW00003841","2005-10","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","873.6","0","36.8",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","20",",0","0",",0","","","","","20051029",",,0","20051031","+,,0","20051031","+,,0","","","20051021",",,0","20051003","+,,0","-0.6",",0,29,","0",",,0,31,+","0",",,0,31,+","20.3",",,0,21,","30.0",",0,03,+","106.6","0","106.0",",0","30.0",",,,0","0",",,,0","16.10",",0","22.75",",,,0","9.45",",,,0","","","","","","","","","",""
"USW00003841","2005-11","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","875.6","0","2.0",",0","8",",0","6",",0","2",",0","0",",0","0",",0","0",",0","11",",0","0",",0","8",",0","0",",0","","","","","20051126","+,,0","20051130","+,,0","20051130","+,,0","","","20051128",",,0","20051109",",,0","-5.0",",0,26,+","0",",,0,30,+","0",",,0,30,+","39.6",",,0,28,","27.8",",0,09,","353.2","0","246.6",",0","114.0",",,,0","0",",,,0","10.18",",0","17.34",",,,0","3.02",",,,0","","","","","","","","","",""
"USW00003841","2005-12","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","875.6","0","0.0",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","22",",0","0",",0","0",",0","0",",0","","","","","20051221",",,0","20051231","+,,0","20051231","+,,0","","","20051215",",,0","20051228",",,0","-9.4",",0,21,","0",",,0,31,+","0",",,0,31,+","25.9",",,0,15,","17.8",",0,28,","827.0","0","473.8",",0","73.7",",,,0","0",",,,0","3.05",",0","8.16",",,,0","-2.06",",,,0","","","","","","","","","",""
"USW00003841","2006-01","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","14",",0","10",",0","1",",0","0",",0","0",",0","0",",0","13",",0","0",",0","0",",0","0",",0","","","","","20060126","+,,0","20060131","+,,0","20060114",",,0","","","20060117",",,0","20060129","+,,0","-4.4",",0,26,+","0",",,0,31,+","0",",T,0,14,","50.8",",,0,17,","20.0",",0,29,+","1174.3","0","347.3",",0","139.2",",,,0","0",",T,,0","7.13",",0","12.92",",,,0","1.34",",,,0","","","","","","","","","",""
"USW00003841","2006-02","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","12",",0","7",",0","0",",0","4",",0","3",",0","0",",0","20",",0","0",",0","2",",0","0",",0","","","","","20060219",",,0","20060219","+,,0","20060218",",,0","","","20060222",",,0","20060216",",,0","-8.3",",0,19,","25",",,0,19,+","58",",,0,18,","21.3",",,0,22,","22.2",",0,16,","1557.6","0","383.3",",0","66.5",",,,0","134",",,,0","4.64",",0","10.92",",,,0","-1.63",",,,0","","","","","","","","","",""
"USW00003841","2006-03","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","1.7","0","1.7",",0","9",",0","7",",0","1",",0","0",",0","0",",0","0",",0","8",",0","0",",0","11",",0","0",",0","","","","","20060304",",,0","20060331","+,,0","20060331","+,,0","","","20060313",",,0","20060312",",,0","-3.9",",0,04,","0",",,0,31,+","0",",,0,31,+","48.5",",,0,13,","27.2",",0,12,","1815.7","0","258.1",",0","124.2",",,,0","0",",,,0","10.06",",0","16.68",",,,0","3.45",",,,0","","","","","","","","","",""
"USW00003841","2006-04","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","52.3","0","50.6",",0","13",",0","11",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","1",",0","","","","","20060410","+,,0","20060430","+,,0","20060430","+,,0","","","20060421",",,0","20060414",",,0","2.2",",0,10,+","0",",,0,30,+","0",",,0,30,+","59.4",",,0,21,","32.2",",0,14,","1875.5","0","59.8",",0","230.6",",,,0","0",",,,0","18.03",",0","24.68",",,,0","11.38",",,,0","","","","","","","","","",""
"USW00003841","2006-05","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","111.1","0","58.8",",0","13",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","3",",0","","","","","20060513",",,0","20060531","+,,0","20060531","+,,0","","","20060520",",,0","20060530",",,0","5.6",",0,13,","0",",,0,31,+","0",",,0,31,+","17.5",",,0,20,","33.9",",0,30,","1924.3","0","48.8",",0","53.8",",,,0","0",",,,0","18.65",",0","24.82",",,,0","12.49",",,,0","","","","","","","","","",""
"USW00003841","2006-06","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","262.8","0","151.7",",0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","7",",0","","","","","20060606",",,0","20060630","+,,0","20060630","+,,0","","","20060623",",,0","20060622",",,0","10.6",",0,06,","0",",,0,30,+","0",",,0,30,+","18.0",",,0,23,","35.6",",0,22,","1924.3","0","0.0",",0","48.9",",,,0","0",",,,0","23.39",",0","29.79",",,,0","16.98",",,,0","","","","","","","","","",""
"USW00003841","2006-07","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","498.7","0","235.9",",0","13",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","21",",0","","","","","20060708",",,0","20060731","+,,0","20060731","+,,0","","","20060728",",,0","20060720","+,,0","14.4",",0,08,","0",",,0,31,+","0",",,0,31,+","22.9",",,0,28,","36.1",",0,20,+","0.0","0","0.0",",0","133.8",",,,0","0",",,,0","25.94",",0","32.12",",,,0","19.76",",,,0","","","","","","","","","",""
"USW00003841","2006-08","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","759.8","0","261.1",",0","12",",0","11",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","","","","","20060824","+,,0","20060831","+,,0","20060831","+,,0","","","20060831",",,0","20060810","+,,0","18.3",",0,24,+","0",",,0,31,+","0",",,0,31,+","23.1",",,0,31,","35.6",",0,10,+","0.0","0","0.0",",0","133.7",",,,0","0",",,,0","26.76",",0","32.33",",,,0","21.18",",,,0","","","","","","","","","",""
"USW00003841","2006-09","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","828.3","0","68.5",",0","11",",0","7",",0","1",",0","0","1,0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","","","","","20060929",",,0","20060930","+,1,0","20060930","+,,0","","","20060923",",,0","20060918","+,,0","6.1",",0,29,","0","1,,0,30,+","0",",,0,30,+","86.4",",,0,23,","29.4",",0,18,+","19.5","0","19.5",",0","129.3",",,,0","0",",,,0","19.97",",0","25.50",",,,0","14.44",",,,0","","","","","","","","","",""
"USW00003841","2006-10","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","844.8","0","16.5",",0","13",",0","7",",0","1",",0","0",",0","0",",0","0",",0","5",",0","0",",0","13",",0","0",",0","","","","","20061025","+,,0","20061031","+,,0","20061031","+,,0","","","20061027",",,0","20061004",",,0","-1.7",",0,25,+","0",",,0,31,+","0",",,0,31,+","56.1",",,0,27,","29.4",",0,04,","173.4","0","153.9",",0","129.7",",,,0","0",",,,0","13.90",",0","20.33",",,,0","7.47",",,,0","","","","","","","","","",""
"USW00003841","2006-11","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","844.8","0","0.0",",0","9",",0","7",",0","1",",0","0",",0","0",",0","0",",0","10",",0","0",",0","3",",0","0",",0","","","","","20061121",",,0","20061130","+,,0","20061120",",,0","","","20061115",",,0","20061129","+,,0","-3.3",",0,21,","0",",,0,30,+","0",",T,0,20,","33.8",",,0,15,","24.4",",0,29,+","436.6","0","263.2",",0","87.3",",,,0","0",",T,,0","9.56",",0","15.89",",,,0","3.23",",,,0","","","","","","","","","",""
"USW00003841","2006-12","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","844.8","0","0.0",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","15",",0","1",",0","2",",0","0",",0","","","","","20061209",",,0","20061231","+,,0","20061226",",,0","","","20061222",",,0","20061218",",,0","-10.0",",0,09,","0",",,0,31,+","0",",T,0,26,","26.9",",,0,22,","22.2",",0,18,","798.9","0","362.3",",0","69.4",",,,0","0",",T,,0","6.65",",0","13.38",",,,0","-0.09",",,,0","","","","","","","","","",""
"USW00003841","2007-01","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","7",",0","4",",0","2",",0","0",",0","0",",0","0",",0","19",",0","0",",0","2",",0","0",",0","","","","","20070129",",,0","20070131","+,,0","20070109",",,0","","","20070107",",,0","20070114",",,0","-11.7",",0,29,","0",",,0,31,+","13",",,0,09,","25.9",",,0,07,","22.8",",0,14,","1213.8","0","414.9",",0","76.0",",,,0","13",",,,0","4.95",",0","10.51",",,,0","-0.62",",,,0","","","","","","","","","",""
"USW00003841","2007-02","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","7",",0","4",",0","0",",0","1",",0","0",",0","0",",0","20",",0","1",",0","2",",0","0",",0","","","","","20070216","+,,0","20070201",",,0","20070201",",,0","","","20070225",",,0","20070221",",,0","-8.9",",0,16,+","25",",,0,01,","3",",,0,01,","12.4",",,0,25,","21.7",",0,21,","1642.7","0","428.9",",0","32.9",",,,0","3",",,,0","3.01",",0","9.00",",,,0","-2.98",",,,0","","","","","","","","","",""
"USW00003841","2007-03","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","17.3","0","17.3",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","6",",0","0",",0","17",",0","0",",0","","","","","20070305",",,0","20070331","+,,0","20070331","+,,0","","","20070301",",,0","20070325",",,0","-4.4",",0,05,","0",",,0,31,+","0",",,0,31,+","39.1",",,0,01,","30.6",",0,25,","1803.7","0","161.0",",0","86.4",",,,0","0",",,,0","13.70",",0","21.15",",,,0","6.25",",,,0","","","","","","","","","",""
"USW00003841","2007-04","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","30.1","0","12.8",",0","9",",0","7",",0","2",",0","0",",0","0",",0","0",",0","6",",0","0",",0","15",",0","0",",0","","","","","20070408",",,0","20070430","+,,0","20070430","+,,0","","","20070414",",,0","20070430",",,0","-5.6",",0,08,","0",",,0,30,+","0",",,0,30,+","48.3",",,0,14,","31.1",",0,30,","1973.7","0","170.0",",0","149.3",",,,0","0",",,,0","13.09",",0","19.97",",,,0","6.22",",,,0","","","","","","","","","",""
"USW00003841","2007-05","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","116.6","0","86.5",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","1",",0","","","","","20070519",",,0","20070531","+,,0","20070531","+,,0","","","20070505",",,0","20070501",",,0","5.0",",0,19,","0",",,0,31,+","0",",,0,31,+","22.9",",,0,05,","32.2",",0,01,","1990.9","0","17.2",",0","63.6",",,,0","0",",,,0","20.57",",0","27.92",",,,0","13.21",",,,0","","","","","","","","","",""
"USW00003841","2007-06","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","285.8","0","169.2",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","8",",0","","","","","20070621",",,0","20070630","+,,0","20070630","+,,0","","","20070619",",,0","20070627","+,,0","13.3",",0,21,","0",",,0,30,+","0",",,0,30,+","10.2",",,0,19,","33.3",",0,27,+","1990.9","0","0.0",",0","38.3",",,,0","0",",,,0","23.97",",0","30.70",",,,0","17.24",",,,0","","","","","","","","","",""
"USW00003841","2007-07","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","481.8","0","196.0",",0","13",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","","","","","20070721","+,,0","20070731","+,,0","20070731","+,,0","","","20070728",",,0","20070709",",,0","15.6",",0,21,+","0",",,0,31,+","0",",,0,31,+","46.0",",,0,28,","33.9",",0,09,","0.0","0","0.0",",0","121.6",",,,0","0",",,,0","24.65",",0","30.18",",,,0","19.13",",,,0","","","","","","","","","",""
"USW00003841","2007-08","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","784.3","0","302.5",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","29",",0","","","","","20070813",",,0","20070831","+,,0","20070831","+,,0","","","20070826",",,0","20070823",",,0","18.3",",0,13,","0",",,0,31,+","0",",,0,31,+","10.7",",,0,26,","38.9",",0,23,","0.0","0","0.0",",0","27.3",",,,0","0",",,,0","28.09",",0","34.95",",,,0","21.24",",,,0","","","","","","","","","",""
"USW00003841","2007-09","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","933.3","0","149.0",",0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","12",",0","","","","","20070930",",,0","20070930","+,,0","20070930","+,,0","","","20070914",",,0","20070905",",,0","8.3",",0,30,","0",",,0,30,+","0",",,0,30,+","35.6",",,0,14,","35.6",",0,05,","2.5","0","2.5",",0","62.7",",,,0","0",",,,0","23.22",",0","30.22",",,,0","16.22",",,,0","","","","","","","","","",""
"USW00003841","2007-10","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","981.1","0","47.8",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","2",",0","","","","","20071031","+,,0","20071031","+,,0","20071031","+,,0","","","20071023",",,0","20071008","+,,0","2.2",",0,31,+","0",",,0,31,+","0",",,0,31,+","29.0",",,0,23,","32.2",",0,08,+","63.8","0","61.3",",0","72.7",",,,0","0",",,,0","17.90",",0","24.73",",,,0","11.06",",,,0","","","","","","","","","",""
"USW00003841","2007-11","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","981.1","0","0.0",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","11",",0","0",",0","5",",0","0",",0","","","","","20071124","+,,0","20071130","+,,0","20071130","+,,0","","","20071126",",,0","20071121",",,0","-2.8",",0,24,+","0",",,0,30,+","0",",,0,30,+","62.5",",,0,26,","23.3",",0,21,","334.3","0","270.5",",0","132.4",",,,0","0",",,,0","9.32",",0","16.03",",,,0","2.60",",,,0","","","","","","","","","",""
"USW00003841","2007-12","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","981.1","0","0.0",",0","13",",0","8",",0","1",",0","0",",0","0",",0","0",",0","14",",0","0",",0","2",",0","0",",0","","","","","20071217",",,0","20071231","+,,0","20071231","+,,0","","","20071228",",,0","20071211",",,0","-6.1",",0,17,","0",",,0,31,+","0",",,0,31,+","34.5",",,0,28,","24.4",",0,11,","679.3","0","345.0",",0","97.6",",,,0","0",",,,0","7.20",",0","12.85",",,,0","1.56",",,,0","","","","","","","","","",""
"USW00003841","2008-01","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","11",",0","7",",0","1",",0","0",",0","0",",0","0",",0","22",",0","2",",0","0",",0","0",",0","","","","","20080103",",,0","20080131","+,,0","20080124","+,,0","","","20080110",",,0","20080108",",,0","-11.7",",0,03,","0",",,0,31,+","0",",T,0,24,+","67.6",",,0,10,","20.0",",0,08,","1164.4","0","485.1",",0","127.5",",,,0","0",",T,,0","2.68",",0","8.18",",,,0","-2.81",",,,0","","","","","","","","","",""
"USW00003841","2008-02","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",W","11",",W","9",",W","1",",W","0",",W","0",",W","0",",W","18",",W","0",",W","2",",W","0",",W","","","","","20080228","+,,W","20080227",",,W","20080227","+,,W","","","20080204",",,W","20080206","+,,W","-6.1",",W,28,+","0",",T,W,27,","0",",T,W,27,+","39.9",",,W,04,","21.7",",W,06,+","1520.7","0","356.3",",W","134.7",",,,W","0",",T,,W","6.05",",W","12.02",",,,W","0.08",",,,W","","","","","","","","","",""
"USW00003841","2008-03","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","11",",0","8",",0","2",",0","0",",0","0",",0","0",",0","12",",0","0",",0","8",",0","0",",0","","","","","20080309",",,0","20080331","+,,0","20080324","+,,0","","","20080319",",,0","20080313",",,0","-6.7",",0,09,","0",",,0,31,+","0",",T,0,24,+","41.9",",,0,19,","23.3",",0,13,","1797.6","0","276.9",",0","143.8",",,,0","0",",T,,0","9.40",",0","16.47",",,,0","2.33",",,,0","","","","","","","","","",""
"USW00003841","2008-04","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","13.9","0","13.9",",0","8",",0","7",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","19",",0","0",",0","","","","","20080415",",,0","20080430","+,,0","20080430","+,,0","","","20080403",",,0","20080424",",,0","0.0",",0,15,","0",",,0,30,+","0",",,0,30,+","28.7",",,0,03,","29.4",",0,24,","1909.3","0","111.7",",0","103.1",",,,0","0",",,,0","15.07",",0","21.44",",,,0","8.71",",,,0","","","","","","","","","",""
"USW00003841","2008-05","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","55.8","0","41.9",",0","9",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","","","","","20080513","+,,0","20080531","+,,0","20080531","+,,0","","","20080508",",,0","20080531",",,0","6.7",",0,13,+","0",",,0,31,+","0",",,0,31,+","20.3",",,0,08,","30.6",",0,31,","1943.5","0","34.2",",0","77.0",",,,0","0",",,,0","18.58",",0","25.04",",,,0","12.13",",,,0","","","","","","","","","",""
"USW00003841","2008-06","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","231.3","0","175.5",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","12",",0","","","","","20080619",",,0","20080630","+,,0","20080630","+,,0","","","20080610",",,0","20080607",",,0","11.1",",0,19,","0",",,0,30,+","0",",,0,30,+","13.7",",,0,10,","34.4",",0,07,","1943.5","0","0.0",",0","40.1",",,,0","0",",,,0","24.18",",0","30.72",",,,0","17.64",",,,0","","","","","","","","","",""
"USW00003841","2008-07","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","430.2","0","198.9",",0","12",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","","","","","20080701",",,0","20080731","+,,0","20080731","+,,0","","","20080726",",,0","20080721",",,0","11.7",",0,01,","0",",,0,31,+","0",",,0,31,+","47.2",",,0,26,","35.0",",0,21,","0.0","0","0.0",",0","145.3",",,,0","0",",,,0","24.75",",0","30.97",",,,0","18.53",",,,0","","","","","","","","","",""
"USW00003841","2008-08","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","617.1","0","186.9",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","14",",0","","","","","20080817",",,0","20080831","+,,0","20080831","+,,0","","","20080826",",,0","20080805",",,0","13.9",",0,17,","0",",,0,31,+","0",",,0,31,+","64.0",",,0,26,","34.4",",0,05,","0.0","0","0.0",",0","92.5",",,,0","0",",,,0","24.36",",0","30.68",",,,0","18.04",",,,0","","","","","","","","","",""
"USW00003841","2008-09","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","742.5","0","125.4",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","","","","","20080925",",,0","20080930","+,,0","20080930","+,,0","","","20080909",",,0","20080908","+,,0","10.0",",0,25,","0",",,0,30,+","0",",,0,30,+","16.3",",,0,09,","32.8",",0,08,+","1.1","0","1.1",",0","24.0",",,,0","0",",,,0","22.48",",0","28.63",",,,0","16.32",",,,0","","","","","","","","","",""
"USW00003841","2008-10","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","764.5","0","22.0",",0","6",",0","3",",0","1",",0","0",",0","0",",0","0",",0","4",",0","0",",0","16",",0","0",",0","","","","","20081029",",,0","20081031","+,,0","20081031","+,,0","","","20081008",",,0","20081014","+,,0","-2.2",",0,29,","0",",,0,31,+","0",",,0,31,+","30.0",",,0,08,","28.9",",0,14,+","138.3","0","137.2",",0","55.9",",,,0","0",",,,0","14.62",",0","21.83",",,,0","7.40",",,,0","","","","","","","","","",""
"USW00003841","2008-11","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","764.5","0","0.0",",0","10",",0","7",",0","1",",0","0",",0","0",",0","0",",0","13",",0","0",",0","6",",0","0",",0","","","","","20081122",",,0","20081130","+,,0","20081130","+,,0","","","20081115",",,0","20081106","+,,0","-8.9",",0,22,","0",",,0,30,+","0",",,0,30,+","27.2",",,0,15,","24.4",",0,06,+","467.3","0","329.0",",0","113.5",",,,0","0",",,,0","7.37",",0","13.68",",,,0","1.05",",,,0","","","","","","","","","",""
"USW00003841","2008-12","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","764.5","0","0.0",",0","15",",0","12",",0","2",",0","0",",0","0",",0","0",",0","18",",0","1",",0","0",",0","0",",0","","","","","20081222",",,0","20081231","+,,0","20081231","+,,0","","","20081211",",,0","20081227","+,,0","-11.1",",0,22,","0",",,0,31,+","0",",,0,31,+","62.7",",,0,11,","20.0",",0,27,+","874.0","0","406.7",",0","234.9",",,,0","0",",,,0","5.21",",0","10.50",",,,0","-0.07",",,,0","","","","","","","","","",""
"USW00003841","2009-01","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","12",",0","7",",0","1",",0","0",",0","1",",0","0",",0","23",",0","2",",0","0",",0","0",",0","","","","","20090116",",,0","20090120","+,,0","20090119",",,0","","","20090106",",,0","20090123","+,,0","-13.9",",0,16,","0",",T,0,20,+","25",",,0,19,","57.7",",,0,06,","16.1",",0,23,+","1374.3","0","500.3",",0","161.9",",,,0","38",",,,0","2.19",",0","7.57",",,,0","-3.18",",,,0","","","","","","","","","",""
"USW00003841","2009-02","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","10",",0","6",",0","1",",0","0",",0","1",",0","0",",0","16",",0","1",",0","3",",0","0",",0","","","","","20090205",",,0","20090228","+,,0","20090202",",,0","","","20090218",",,0","20090209",",,0","-11.7",",0,05,","0",",,0,28,+","33",",,0,02,","44.2",",,0,18,","22.8",",0,09,","1723.6","0","349.3",",0","95.0",",,,0","33",",,,0","5.86",",0","12.75",",,,0","-1.04",",,,0","","","","","","","","","",""
"USW00003841","2009-03","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","12",",0","9",",0","1",",0","0",",0","0",",0","0",",0","8",",0","0",",0","11",",0","0",",0","","","","","20090303",",,0","20090331","+,,0","20090331","+,,0","","","20090314",",,0","20090310",",,0","-8.3",",0,03,","0",",,0,31,+","0",",,0,31,+","32.0",",,0,14,","26.7",",0,10,","1969.1","0","245.5",",0","127.1",",,,0","0",",,,0","10.41",",0","16.72",",,,0","4.10",",,,0","","","","","","","","","",""
"USW00003841","2009-04","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","19.7","0","19.7",",0","12",",0","8",",0","2",",0","0",",0","0",",0","0",",0","2",",0","0",",0","14",",0","0",",0","","","","","20090408",",,0","20090407",",,0","20090430","+,,0","","","20090419",",,0","20090426",",,0","-2.2",",0,08,","0",",T,0,07,","0",",,0,30,+","32.5",",,0,19,","31.7",",0,26,","2106.0","0","136.9",",0","116.6",",,,0","0",",,,0","14.43",",0","21.58",",,,0","7.27",",,,0","","","","","","","","","",""
