"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00003841","1964-02","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","13",",0","8",",0","1",",0","1",",0","1",",0","0",",0","24",",0","0",",0","0",",0","0",",0","","","","","19640223",",,0","19640229",",,0","19640228",",,0","","","19640215",",,0","19640204",",,0","-10.6",",0,23,","25",",,0,29,","64",",,0,28,","38.9",",,0,15,","14.4",",0,04,","1920.0","0","477.9",",0","110.1",",,,0","80",",,,0","1.85",",0","7.06",",,,0","-3.35",",,,0","","","","","","","","","",""
"USW00003841","1964-03","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.9","0","0.9",",0","15",",0","10",",0","2",",0","0",",0","0",",0","0",",0","13",",0","0",",0","4",",0","0",",0","","","","","19640330",",,0","19640331","+,,0","19640330","+,,0","","","19640314",",,0","19640304",",,0","-5.6",",0,30,","0",",,0,31,+","0",",T,0,30,+","49.8",",,0,14,","25.0",",0,04,","2223.6","0","303.6",",0","160.5",",,,0","0",",T,,0","8.57",",0","15.25",",,,0","1.88",",,,0","","","","","","","","","",""
"USW00003841","1964-04","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","21.2","0","20.3",",0","15",",0","13",",0","2",",0","0",",0","0",",0","0",",0","2",",0","0",",0","19",",0","0",",0","","","","","19640401",",,0","19640430","+,,0","19640430","+,,0","","","19640407",",,0","19640420",",,0","-2.8",",0,01,","0",",,0,30,+","0",",,0,30,+","46.7",",,0,07,","30.6",",0,20,","2316.1","0","92.5",",0","181.1",",,,0","0",",,,0","15.93",",0","22.16",",,,0","9.69",",,,0","","","","","","","","","",""
"USW00003841","1964-05","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","87.7","0","66.5",",0","9",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","","","","","19640515",",,0","19640531","+,,0","19640531","+,,0","","","19640502",",,0","19640527","+,,0","6.1",",0,15,","0",",,0,31,+","0",",,0,31,+","18.8",",,0,02,","31.7",",0,27,+","2338.3","0","22.2",",0","72.3",",,,0","0",",,,0","19.76",",0","26.74",",,,0","12.78",",,,0","","","","","","","","","",""
"USW00003841","1964-06","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","261.2","0","173.5",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","15",",0","","","","","19640604",",,0","19640630","+,,0","19640630","+,,0","","","19640601",",,0","19640622",",,0","10.6",",0,04,","0",",,0,30,+","0",",,0,30,+","19.8",",,0,01,","36.1",",0,22,","2338.8","0","0.5",",0","21.9",",,,0","0",",,,0","24.10",",0","30.81",",,,0","17.39",",,,0","","","","","","","","","",""
"USW00003841","1964-07","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","430.4","0","169.2",",0","11",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","","","","","19640715",",,0","19640731","+,,0","19640731","+,,0","","","19640712",",,0","19640727","+,,0","12.2",",0,15,","0",",,0,31,+","0",",,0,31,+","30.0",",,0,12,","33.3",",0,27,+","0.0","0","0.0",",0","86.7",",,,0","0",",,,0","23.79",",0","29.71",",,,0","17.87",",,,0","","","","","","","","","",""
"USW00003841","1964-08","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","594.7","0","164.3",",0","12",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","5",",0","","","","","19640813",",,0","19640831","+,,0","19640831","+,,0","","","19640816",",,0","19640803",",,0","11.1",",0,13,","0",",,0,31,+","0",",,0,31,+","55.1",",,0,16,","35.6",",0,03,","3.8","0","3.8",",0","128.4",",,,0","0",",,,0","23.51",",0","29.08",",,,0","17.94",",,,0","","","","","","","","","",""
"USW00003841","1964-09","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","674.6","0","79.9",",0","4",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","2",",0","","","","","19640926",",,0","19640930","+,,0","19640930","+,,0","","","19640929",",,0","19640911","+,,0","4.4",",0,26,","0",",,0,30,+","0",",,0,30,+","48.0",",,0,29,","32.8",",0,11,+","21.0","0","17.2",",0","79.7",",,,0","0",",,,0","20.42",",0","27.35",",,,0","13.50",",,,0","","","","","","","","","",""
"USW00003841","1964-10","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","680.2","0","5.6",",0","8",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","","","","","19641024","+,,0","19641031","+,,0","19641031","+,,0","","","19641001",",,0","19641018","+,,0","1.1",",0,24,+","0",",,0,31,+","0",",,0,31,+","31.0",",,0,01,","26.7",",0,18,+","196.6","0","175.6",",0","66.3",",,,0","0",",,,0","12.85",",0","19.53",",,,0","6.17",",,,0","","","","","","","","","",""
"USW00003841","1964-11","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","680.2","0","0.0",",0","9",",0","8",",0","1",",0","0",",0","0",",0","0",",0","5",",0","0",",0","12",",0","0",",0","","","","","19641130","+,,0","19641130","+,,0","19641130",",,0","","","19641125",",,0","19641115","+,,0","-6.7",",0,30,+","0",",,0,30,+","0",",T,0,30,","25.4",",,0,25,","23.3",",0,15,+","424.7","0","228.1",",0","97.1",",,,0","0",",T,,0","10.73",",0","17.02",",,,0","4.44",",,,0","","","","","","","","","",""
"USW00003841","1964-12","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","680.2","0","0.0",",0","15",",0","11",",0","1",",0","0",",0","0",",0","0",",0","12",",0","0",",0","1",",0","0",",0","","","","","19641219",",,0","19641231","+,,0","19641206",",,0","","","19641211",",,0","19641224",",,0","-9.4",",0,19,","0",",,0,31,+","0",",T,0,06,","31.5",",,0,11,","22.8",",0,24,","826.3","0","401.6",",0","142.7",",,,0","0",",T,,0","5.38",",0","10.05",",,,0","0.71",",,,0","","","","","","","","","",""
"USW00003841","1965-01","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","10",",0","7",",0","1",",0","4",",0","1",",0","0",",0","20",",0","2",",0","0",",0","0",",0","2","","","","19650131",",,0","19650117","+,,0","19650116",",,0","","","19650110",",,0","19650108",",,0","-12.8",",0,31,","76",",,0,17,+","109",",,0,16,","42.9",",,0,10,","18.3",",0,08,","1283.9","0","457.6",",0","105.9",",,,0","109",",,,0","3.57",",0","8.99",",,,0","-1.85",",,,0","","","","","","","","","",""
"USW00003841","1965-02","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","10",",0","7",",0","0",",0","4",",0","2",",0","0",",0","19",",0","3",",0","0",",0","0",",0","","","2","","19650203",",,0","19650202",",,0","19650201",",,0","1","","19650224",",,0","19650211",",,0","-17.2",",0,03,","102",",,0,02,","114",",,0,01,","22.4",",,0,24,","20.0",",0,11,","1689.6","0","405.7",",0","73.5",",,,0","147",",,,0","3.84",",0","9.84",",,,0","-2.15",",,,0","","","","","","","","","",""
"USW00003841","1965-03","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","14",",0","9",",0","4",",0","0",",0","0",",0","0",",0","11",",0","0",",0","1",",0","0",",0","","","","","19650321",",,0","19650320","+,,0","19650305",",,0","","","19650325",",,0","19650328",",,0","-8.9",",0,21,","0",",T,0,20,+","23",",,0,05,","69.6",",,0,25,","22.8",",0,28,","2032.4","0","342.8",",0","252.0",",,,0","31",",,,0","7.27",",0","12.40",",,,0","2.15",",,,0","","","","","","","","","",""
"USW00003841","1965-04","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","22.5","0","22.5",",0","14",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","1",",0","","","","","19650417",",,0","19650430","+,,0","19650430","+,,0","","","19650406",",,0","19650423",",,0","3.3",",0,17,","0",",,0,30,+","0",",,0,30,+","28.4",",,0,06,","32.2",",0,23,","2127.4","0","95.0",",0","98.0",",,,0","0",",,,0","15.92",",0","22.35",",,,0","9.48",",,,0","","","","","","","","","",""
"USW00003841","1965-05","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","90.8","0","68.3",",0","9",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","","","19650501",",,0","19650531","+,,0","19650531","+,,0","","","19650527",",,0","19650526",",,0","6.1",",0,01,","0",",,0,31,+","0",",,0,31,+","31.5",",,0,27,","31.7",",0,26,","2133.3","0","5.9",",0","83.1",",,,0","0",",,,0","20.35",",0","27.51",",,,0","13.18",",,,0","","","","","","","","","",""
"USW00003841","1965-06","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","198.5","0","107.7",",0","12",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","","","19650619",",,0","19650630","+,,0","19650630","+,,0","","","19650629",",,0","19650623",",,0","9.4",",0,19,","0",",,0,30,+","0",",,0,30,+","35.8",",,0,29,","31.1",",0,23,","2135.0","0","1.7",",0","146.2",",,,0","0",",,,0","21.87",",0","27.63",",,,0","16.11",",,,0","","","","","","","","","",""
"USW00003841","1965-07","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","378.9","0","180.4",",0","13",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","","","","","19650731","+,,0","19650731","+,,0","19650731","+,,0","","","19650727",",,0","19650724",",,0","14.4",",0,31,+","0",",,0,31,+","0",",,0,31,+","66.5",",,0,27,","32.2",",0,24,","0.0","0","0.0",",0","191.4",",,,0","0",",,,0","24.15",",0","29.52",",,,0","18.78",",,,0","","","","","","","","","",""
"USW00003841","1965-08","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","564.8","0","185.9",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","","","","","19650830",",,0","19650831","+,,0","19650831","+,,0","","","19650819",",,0","19650817","+,,0","10.6",",0,30,","0",",,0,31,+","0",",,0,31,+","24.9",",,0,19,","35.0",",0,17,+","0.0","0","0.0",",0","70.3",",,,0","0",",,,0","24.33",",0","30.16",",,,0","18.49",",,,0","","","","","","","","","",""
"USW00003841","1965-09","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","678.8","0","114.0",",0","10",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","1",",0","","","","","19650925",",,0","19650930","+,,0","19650930","+,,0","","","19650912",",,0","19650911",",,0","5.0",",0,25,","0",",,0,30,+","0",",,0,30,+","35.3",",,0,12,","32.2",",0,11,","13.0","0","13.0",",0","76.4",",,,0","0",",,,0","21.70",",0","27.69",",,,0","15.71",",,,0","","","","","","","","","",""
"USW00003841","1965-10","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","684.1","0","5.3",",0","5",",0","4",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","14",",0","0",",0","","","","","19651025",",,0","19651031","+,,0","19651031","+,,0","","","19651007",",,0","19651017","+,,0","-2.8",",0,25,","0",",,0,31,+","0",",,0,31,+","11.7",",,0,07,","27.2",",0,17,+","172.6","0","159.6",",0","27.5",",,,0","0",",,,0","13.35",",0","20.46",",,,0","6.25",",,,0","","","","","","","","","",""
"USW00003841","1965-11","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","684.1","0","0.0",",0","8",",0","4",",0","1",",0","0",",0","0",",0","0",",0","5",",0","0",",0","6",",0","0",",0","","","","","19651130",",,0","19651130","+,,0","19651130","+,,0","","","19651121",",,0","19651107","+,,0","-6.7",",0,30,","0",",,0,30,+","0",",,0,30,+","45.5",",,0,21,","22.8",",0,07,+","430.9","0","258.3",",0","74.1",",,,0","0",",,,0","9.72",",0","16.19",",,,0","3.25",",,,0","","","","","","","","","",""
"USW00003841","1965-12","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","684.1","0","0.0",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","18",",0","0",",0","0",",0","0",",0","","","","","19651201",",,0","19651231","+,,0","19651225","+,,0","","","19651225",",,0","19651231","+,,0","-8.3",",0,01,","0",",,0,31,+","0",",T,0,25,+","7.9",",,0,25,","17.8",",0,31,+","838.9","0","408.0",",0","17.0",",,,0","0",",T,,0","5.17",",0","11.31",",,,0","-0.96",",,,0","","","","","","","","","",""
"USW00003841","1966-01","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","11",",0","8",",0","1",",0","5",",0","2",",0","2",",0","22",",0","5",",0","0",",0","0",",0","","","","","19660130",",,0","19660130",",,0","19660129",",,0","","","19660102",",,0","19660102",",,0","-22.8",",0,30,","152",",,0,30,","173",",,0,29,","26.4",",,0,02,","17.8",",0,02,","1389.8","0","550.9",",0","94.7",",,,0","245",",,,0","0.56",",0","5.32",",,,0","-4.20",",,,0","","","","","","","","","",""
"USW00003841","1966-02","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","11",",0","9",",0","2",",0","6",",0","0",",0","0",",0","15",",0","2",",0","0",",0","0",",0","","","","","19660205",",,0","19660201",",,0","19660227","+,,0","","","19660213",",,0","19660209",",,0","-11.1",",0,05,","102",",,0,01,","0",",T,0,27,+","40.6",",,0,13,","18.9",",0,09,","1784.2","0","394.4",",0","145.7",",,,0","0",",T,,0","4.25",",0","9.19",",,,0","-0.69",",,,0","","","","","","","","","",""
"USW00003841","1966-03","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.8","0","0.8",",0","9",",0","4",",0","1",",0","0",",0","0",",0","0",",0","12",",0","0",",0","10",",0","0",",0","","","","","19660309","+,,0","19660331","+,,0","19660306",",,0","","","19660303",",,0","19660322",",,0","-6.7",",0,09,+","0",",,0,31,+","8",",,0,06,","32.8",",,0,03,","27.2",",0,22,","2064.3","0","280.1",",0","58.2",",,,0","8",",,,0","9.32",",0","16.45",",,,0","2.19",",,,0","","","","","","","","","",""
"USW00003841","1966-04","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","16.9","0","16.1",",0","13",",0","10",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","14",",0","0",",0","","","","","19660410",",,0","19660430","+,,0","19660430","+,,0","","","19660413",",,0","19660424","+,,0","-2.2",",0,10,","0",",,0,30,+","0",",,0,30,+","58.4",",,0,13,","27.2",",0,24,+","2215.1","0","150.8",",0","139.9",",,,0","0",",,,0","13.85",",0","19.64",",,,0","8.05",",,,0","","","","","","","","","",""
"USW00003841","1966-05","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","55.9","0","39.0",",0","10",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","","","","","19660510",",,0","19660531","+,,0","19660531","+,,0","","","19660501",",,0","19660523",",,0","2.8",",0,10,","0",",,0,31,+","0",",,0,31,+","45.2",",,0,01,","29.4",",0,23,","2261.0","0","45.9",",0","89.5",",,,0","0",",,,0","18.11",",0","24.27",",,,0","11.94",",,,0","","","","","","","","","",""
"USW00003841","1966-06","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","187.6","0","131.7",",0","4",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","6",",0","","","","","19660601",",,0","19660630","+,,0","19660630","+,,0","","","19660616",",,0","19660628",",,0","4.4",",0,01,","0",",,0,30,+","0",",,0,30,+","24.9",",,0,16,","33.9",",0,28,","2268.2","0","7.2",",0","67.3",",,,0","0",",,,0","22.48",",0","29.54",",,,0","15.43",",,,0","","","","","","","","","",""
"USW00003841","1966-07","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","418.1","0","230.5",",0","13",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","","","","","19660725",",,0","19660731","+,,0","19660731","+,,0","","","19660730",",,0","19660713",",,0","15.6",",0,25,","0",",,0,31,+","0",",,0,31,+","14.7",",,0,30,","37.8",",0,13,","0.0","0","0.0",",0","65.3",",,,0","0",",,,0","25.77",",0","31.93",",,,0","19.61",",,,0","","","","","","","","","",""
"USW00003841","1966-08","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","590.4","0","172.3",",0","13",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","","","","","19660827",",,0","19660831","+,,0","19660831","+,,0","","","19660811",",,0","19660816",",,0","12.2",",0,27,","0",",,0,31,+","0",",,0,31,+","26.2",",,0,11,","32.8",",0,16,","0.0","0","0.0",",0","120.2",",,,0","0",",,,0","23.89",",0","29.08",",,,0","18.70",",,,0","","","","","","","","","",""
"USW00003841","1966-09","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","658.1","0","67.7",",0","12",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","","","","","19660924",",,0","19660930","+,,0","19660930","+,,0","","","19660919",",,0","19660904","+,,0","8.3",",0,24,","0",",,0,30,+","0",",,0,30,+","43.7",",,0,19,","31.7",",0,04,+","8.9","0","8.9",",0","106.8",",,,0","0",",,,0","20.29",",0","25.46",",,,0","15.13",",,,0","","","","","","","","","",""
"USW00003841","1966-10","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","658.1","0","0.0",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","14",",0","0",",0","","","","","19661029","+,,0","19661031","+,,0","19661031","+,,0","","","19661018",",,0","19661014",",,0","1.7",",0,29,+","0",",,0,31,+","0",",,0,31,+","43.9",",,0,18,","26.1",",0,14,","173.6","0","164.7",",0","97.7",",,,0","0",",,,0","13.02",",0","19.80",",,,0","6.24",",,,0","","","","","","","","","",""
"USW00003841","1966-11","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","658.1","0","0.0",",0","13",",0","7",",0","1",",0","1",",0","0",",0","0",",0","9",",0","0",",0","0",",0","0",",0","","","","","19661104",",,0","19661129",",,0","19661129",",,0","","","19661127",",,0","19661118","+,,0","-6.1",",0,04,","25",",,0,29,","20",",,0,29,","25.9",",,0,27,","20.6",",0,18,+","461.0","0","287.4",",0","120.5",",,,0","25",",,,0","8.75",",0","13.95",",,,0","3.56",",,,0","","","","","","","","","",""
"USW00003841","1966-12","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","658.1","0","0.0",",0","10",",0","6",",0","1",",0","2",",0","2",",0","0",",0","20",",0","1",",0","1",",0","0",",0","","","","","19661225",",,0","19661224",",,0","19661223",",,0","","","19661228",",,0","19661209",",,0","-10.6",",0,25,","102",",,0,24,","84",",,0,23,","39.6",",,0,28,","22.8",",0,09,","921.8","0","460.8",",0","94.5",",,,0","112",",,,0","3.47",",0","8.26",",,,0","-1.32",",,,0","","","","","","","","","",""
"USW00003841","1967-01","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","9",",0","7",",0","1",",0","1",",0","1",",0","0",",0","21",",0","0",",0","1",",0","0",",0","","","","","19670112",",,0","19670119",",,0","19670119",",,0","","","19670126",",,0","19670123",",,0","-7.8",",0,12,","76",",,0,19,","107",",,0,19,","37.6",",,0,26,","21.1",",0,23,","1344.5","0","422.7",",0","96.2",",,,0","107",",,,0","4.70",",0","9.90",",,,0","-0.51",",,,0","","","","","","","","","",""
"USW00003841","1967-02","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","8",",0","7",",0","1",",0","4",",0","3",",0","0",",0","19",",0","3",",0","0",",0","0",",0","","","","","19670225",",,0","19670207",",,0","19670206",",,0","","","19670220",",,0","19670201",",,0","-16.1",",0,25,","152",",,0,07,","97",",,0,06,","29.7",",,0,20,","20.6",",0,01,","1791.0","0","446.5",",0","95.7",",,,0","209",",,,0","2.39",",0","7.58",",,,0","-2.80",",,,0","","","","","","","","","",""
"USW00003841","1967-03","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","5.0","0","5.0",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","10",",0","0",",0","16",",0","0",",0","","","","","19670318",",,0","19670331","+,,0","19670317","+,,0","","","19670306",",,0","19670313",",,0","-6.7",",0,18,","0",",,0,31,+","0",",T,0,17,+","91.9",",,0,06,","28.3",",0,13,","2004.6","0","213.6",",0","155.1",",,,0","0",",T,,0","11.60",",0","19.15",",,,0","4.05",",,,0","","","","","","","","","",""
"USW00003841","1967-04","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","22.1","0","17.1",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","23",",0","0",",0","","","","","19670428",",,0","19670430","+,,0","19670430","+,,0","","","19670426",",,0","19670406",",,0","0.0",",0,28,","0",",,0,30,+","0",",,0,30,+","32.0",",,0,26,","30.0",",0,06,","2084.7","0","80.1",",0","66.7",",,,0","0",",,,0","16.24",",0","23.77",",,,0","8.70",",,,0","","","","","","","","","",""
"USW00003841","1967-05","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","59.7","0","37.6",",0","16",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","19",",0","2",",0","","","","","19670510",",,0","19670531","+,,0","19670531","+,,0","","","19670507",",,0","19670527",",,0","2.8",",0,10,","0",",,0,31,+","0",",,0,31,+","27.4",",,0,07,","32.8",",0,27,","2162.4","0","77.7",",0","121.1",",,,0","0",",,,0","17.04",",0","23.49",",,,0","10.60",",,,0","","","","","","","","","",""
"USW00003841","1967-06","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","181.2","0","121.5",",0","10",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","3",",0","","","","","19670602",",,0","19670630","+,,0","19670630","+,,0","","","19670603",",,0","19670617","+,,0","11.1",",0,02,","0",",,0,30,+","0",",,0,30,+","42.9",",,0,03,","32.8",",0,17,+","2168.2","0","5.8",",0","162.5",",,,0","0",",,,0","22.19",",0","28.26",",,,0","16.11",",,,0","","","","","","","","","",""
"USW00003841","1967-07","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","304.3","0","123.1",",0","16",",0","14",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","","","19670715",",,0","19670731","+,,0","19670731","+,,0","","","19670711",",,0","19670724",",,0","10.0",",0,15,","0",",,0,31,+","0",",,0,31,+","119.6",",,0,11,","31.1",",0,24,","1.4","0","1.4",",0","489.3",",,,0","0",",,,0","22.26",",0","27.40",",,,0","17.13",",,,0","","","","","","","","","",""
"USW00003841","1967-08","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","439.4","0","135.1",",0","11",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","","","19670828","+,,0","19670831","+,,0","19670831","+,,0","","","19670826",",,0","19670804",",,0","12.2",",0,28,+","0",",,0,31,+","0",",,0,31,+","34.5",",,0,26,","31.7",",0,04,","1.4","0","0.0",",0","56.4",",,,0","0",",,,0","22.69",",0","27.85",",,,0","17.54",",,,0","","","","","","","","","",""
"USW00003841","1967-09","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","478.6","0","39.2",",0","5",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","","","","","19670930",",,0","19670930","+,,0","19670930","+,,0","","","19670927",",,0","19670920","+,,0","0.6",",0,30,","0",",,0,30,+","0",",,0,30,+","28.4",",,0,27,","30.6",",0,20,+","42.1","0","40.7",",0","83.0",",,,0","0",",,,0","18.28",",0","24.81",",,,0","11.76",",,,0","","","","","","","","","",""
"USW00003841","1967-10","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","490.7","0","12.1",",0","10",",0","9",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","15",",0","0",",0","","","","","19671029","+,,0","19671031","+,,0","19671031","+,,0","","","19671018",",,0","19671006",",,0","-1.1",",0,29,+","0",",,0,31,+","0",",,0,31,+","23.1",",,0,18,","27.8",",0,06,","179.4","0","137.3",",0","91.7",",,,0","0",",,,0","14.29",",0","21.25",",,,0","7.33",",,,0","","","","","","","","","",""
"USW00003841","1967-11","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","490.7","0","0.0",",0","10",",0","6",",0","1",",0","0",",0","0",",0","0",",0","12",",0","0",",0","1",",0","0",",0","","","","","19671129",",,0","19671130","+,,0","19671130","+,,0","","","19671101",",,0","19671112",",,0","-6.7",",0,29,","0",",,0,30,+","0",",,0,30,+","64.8",",,0,01,","23.3",",0,12,","525.3","0","345.9",",0","127.6",",,,0","0",",,,0","6.80",",0","12.48",",,,0","1.12",",,,0","","","","","","","","","",""
"USW00003841","1967-12","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","490.7","0","0.0",",0","14",",0","10",",0","3",",0","0",",0","0",",0","0",",0","13",",0","0",",0","1",",0","0",",0","","","","","19671227",",,0","19671231","+,,0","19671228",",,0","","","19671218",",,0","19671221",",,0","-6.1",",0,27,","0",",,0,31,+","5",",,0,28,","58.4",",,0,18,","21.7",",0,21,","883.6","0","358.3",",0","201.8",",,,0","5",",,,0","6.77",",0","11.52",",,,0","2.03",",,,0","","","","","","","","","",""
"USW00003841","1968-01","35.998","-84.2192","310.6","OAK RIDGE ATDD, TN US","","","0.0","0","0.0",",0","12",",0","7",",0","1",",0","4",",0","1",",0","0",",0","20",",0","1",",0","0",",0","0",",0","","","","","19680108",",,0","19680115",",,0","19680113",",,0","","","19680103",",,0","19680121",",,0","-11.7",",0,08,","76",",,0,15,","84",",,0,13,","36.1",",,0,03,","18.9",",0,21,","1369.2","0","485.6",",0","113.5",",,,0","100",",,,0","2.67",",0","7.69",",,,0","-2.35",",,,0","","","","","","","","","",""
