"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES"
"USC00291028","1916-03","35.76667","-106.46667","2255.5","BLAND, NM US","3",",6","2",",6","1",",6","2",",6","","","","","","","19160331",",,6","19160331",",,6","","","508",",,6,31,","39.4",",,6,31,","","","47.8",",,,6","589",",,,6","",""
"USC00291028","1916-08","35.76667","-106.46667","2255.5","BLAND, NM US","","","","","","","0",",6","","","","","","","19160831","+,,6","","","","","0",",,6,31,+","","","","","","","0",",,,6","",""
"USC00291028","1916-09","35.76667","-106.46667","2255.5","BLAND, NM US","5",",6","3",",6","0",",6","0",",6","","","","","","","19160930","+,,6","19160908",",,6","","","0",",,6,30,+","3.8",",,6,08,","","","11.7",",,,6","0",",,,6","",""
"USC00291028","1916-10","35.76667","-106.46667","2255.5","BLAND, NM US","8",",6","4",",6","1",",6","0",",6","","","","","","","19161031","+,,6","19161013",",,6","","","0",",,6,31,+","50.8",",,6,13,","","","75.0",",,,6","0",",,,6","",""
"USC00291028","1916-11","35.76667","-106.46667","2255.5","BLAND, NM US","1",",6","0",",6","0",",6","0",",6","","","","","","","19161108",",,6","19161108",",,6","","","0",",T,6,08,","0.5",",,6,08,","","","0.5",",,,6","0",",T,,6","",""
"USC00291028","1916-12","35.76667","-106.46667","2255.5","BLAND, NM US","1",",6","0",",6","0",",6","1",",6","","","","","","","19161228",",,6","19161228",",,6","","","25",",,6,28,","1.8",",,6,28,","","","1.8",",,,6","25",",,,6","",""
"USC00291028","1917-01","35.76667","-106.46667","2255.5","BLAND, NM US","2",",6","2",",6","0",",6","1",",6","","","","","","","19170116",",,6","19170116",",,6","","","203",",,6,16,","14.0",",,6,16,","","","19.8",",,,6","203",",,,6","",""
"USC00291028","1917-02","35.76667","-106.46667","2255.5","BLAND, NM US","2",",6","2",",6","0",",6","2",",6","","","","","","","19170213",",,6","19170213",",,6","","","178",",,6,13,","21.6",",,6,13,","","","25.4",",,,6","229",",,,6","",""
"USC00291028","1917-03","35.76667","-106.46667","2255.5","BLAND, NM US","2",",6","2",",6","0",",6","2",",6","","","","","","","19170302","+,,6","19170301",",,6","","","76",",,6,02,+","7.1",",,6,01,","","","12.4",",,,6","152",",,,6","",""
"USC00291028","1917-04","35.76667","-106.46667","2255.5","BLAND, NM US","0",",6","0",",6","0",",6","0",",6","","","","","","","19170428","+,,6","19170429","+,,6","","","0",",T,6,28,+","0.0",",T,6,29,+","","","0.0",",T,,6","0",",T,,6","",""
"USC00291028","1917-05","35.76667","-106.46667","2255.5","BLAND, NM US","10",",6","4",",6","1",",6","2",",6","","","","","","","19170508",",,6","19170508",",,6","","","241",",,6,08,","33.5",",,6,08,","","","70.1",",,,6","350",",,,6","",""
"USC00291028","1917-06","35.76667","-106.46667","2255.5","BLAND, NM US","1",",6","0",",6","0",",6","0",",6","","","","","","","19170630","+,,6","19170627",",,6","","","0",",,6,30,+","0.5",",,6,27,","","","0.5",",,,6","0",",,,6","",""
"USC00291028","1917-07","35.76667","-106.46667","2255.5","BLAND, NM US","13",",6","3",",6","0",",6","0",",6","","","","","","","19170731","+,,6","19170707",",,6","","","0",",,6,31,+","3.8",",,6,07,","","","21.9",",,,6","0",",,,6","",""
"USC00291028","1917-08","35.76667","-106.46667","2255.5","BLAND, NM US","13",",6","8",",6","1",",6","0",",6","","","","","","","19170831","+,,6","19170801",",,6","","","0",",,6,31,+","31.8",",,6,01,","","","63.8",",,,6","0",",,,6","",""
"USC00291028","1917-09","35.76667","-106.46667","2255.5","BLAND, NM US","11",",6","5",",6","1",",6","0",",6","","","","","","","19170930","+,,6","19170915",",,6","","","0",",,6,30,+","29.2",",,6,15,","","","73.4",",,,6","0",",,,6","",""
"USC00291028","1917-10","35.76667","-106.46667","2255.5","BLAND, NM US","1",",6","0",",6","0",",6","0",",6","","","","","","","19171031","+,,6","19171007",",,6","","","0",",,6,31,+","0.8",",,6,07,","","","0.8",",,,6","0",",,,6","",""
"USC00291028","1917-11","35.76667","-106.46667","2255.5","BLAND, NM US","0",",6","0",",6","0",",6","0",",6","","","","","","","19171127","+,,6","19171127","+,,6","","","0",",T,6,27,+","0.0",",T,6,27,+","","","0.0",",T,,6","0",",T,,6","",""
"USC00291028","1917-12","35.76667","-106.46667","2255.5","BLAND, NM US","0",",6","0",",6","0",",6","0",",6","","","","","","","19171231","+,,6","19171231","+,,6","","","0",",,6,31,+","0.0",",,6,31,+","","","0.0",",,,6","0",",,,6","",""
"USC00291028","1918-01","35.76667","-106.46667","2255.5","BLAND, NM US","8",",6","5",",6","0",",6","8",",6","","","","","","","19180119","+,,6","19180126","+,,6","","","152",",,6,19,+","8.9",",,6,26,+","","","37.4",",,,6","519",",,,6","",""
"USC00291028","1918-02","35.76667","-106.46667","2255.5","BLAND, NM US","5",",6","2",",6","0",",6","1",",6","","","","","","","19180227",",,6","19180227",",,6","","","152",",,6,27,","17.8",",,6,27,","","","29.5",",,,6","165",",,,6","",""
"USC00291028","1918-03","35.76667","-106.46667","2255.5","BLAND, NM US","6",",6","2",",6","0",",6","2",",6","","","","","","","19180321",",,6","19180322",",,6","","","102",",,6,21,","10.2",",,6,22,","","","18.3",",,,6","153",",,,6","",""
"USC00291028","1918-04","35.76667","-106.46667","2255.5","BLAND, NM US","4",",6","1",",6","0",",6","1",",6","","","","","","","19180419",",,6","19180419",",,6","","","152",",,6,19,","8.6",",,6,19,","","","12.1",",,,6","152",",,,6","",""
"USC00291028","1918-05","35.76667","-106.46667","2255.5","BLAND, NM US","5",",6","2",",6","0",",6","0",",6","","","","","","","19180511",",,6","19180504",",,6","","","0",",T,6,11,","5.8",",,6,04,","","","12.1",",,,6","0",",T,,6","",""
"USC00291028","1918-06","35.76667","-106.46667","2255.5","BLAND, NM US","5",",6","4",",6","0",",6","0",",6","","","","","","","19180630","+,,6","19180620",",,6","","","0",",,6,30,+","5.6",",,6,20,","","","17.5",",,,6","0",",,,6","",""
"USC00291028","1918-07","35.76667","-106.46667","2255.5","BLAND, NM US","16",",6","6",",6","0",",6","0",",6","","","","","","","19180731","+,,6","19180726",",,6","","","0",",,6,31,+","16.8",",,6,26,","","","67.3",",,,6","0",",,,6","",""
"USC00291028","1918-08","35.76667","-106.46667","2255.5","BLAND, NM US","10",",6","7",",6","0",",6","0",",6","","","","","","","19180831","+,,6","19180814",",,6","","","0",",,6,31,+","20.1",",,6,14,","","","60.4",",,,6","0",",,,6","",""
"USC00291028","1918-09","35.76667","-106.46667","2255.5","BLAND, NM US","6",",6","4",",6","0",",6","0",",6","","","","","","","19180930","+,,6","19180903",",,6","","","0",",,6,30,+","7.9",",,6,03,","","","23.5",",,,6","0",",,,6","",""
"USC00291028","1918-10","35.76667","-106.46667","2255.5","BLAND, NM US","11",",6","7",",6","0",",6","1",",6","","","","","","","19181025",",,6","19181020",",,6","","","25",",,6,25,","23.1",",,6,20,","","","63.5",",,,6","25",",,,6","",""
"USC00291028","1918-11","35.76667","-106.46667","2255.5","BLAND, NM US","6",",6","4",",6","0",",6","3",",6","","","","","","","19181123",",,6","19181123",",,6","","","254",",,6,23,","23.4",",,6,23,","","","51.8",",,,6","559",",,,6","",""
"USC00291028","1918-12","35.76667","-106.46667","2255.5","BLAND, NM US","10","1,6","7","1,6","0","1,6","6",",6","","","","","","","19181230",",,6","19181216",",1,6","","","305",",,6,30,","24.6","1,,6,16,","","","72.0","1,,,6","808",",,,6","",""
"USC00291028","1919-01","35.76667","-106.46667","2255.5","BLAND, NM US","2",",6","0",",6","0",",6","0",",6","","","","","","","19190112",",,6","19190112",",,6","","","13",",,6,12,","1.5",",,6,12,","","","2.0",",,,6","21",",,,6","",""
"USC00291028","1919-02","35.76667","-106.46667","2255.5","BLAND, NM US","4",",6","3",",6","0",",6","3",",6","","","","","","","19190201",",,6","19190201",",,6","","","97",",,6,01,","16.0",",,6,01,","","","27.7",",,,6","250",",,,6","",""
"USC00291028","1919-03","35.76667","-106.46667","2255.5","BLAND, NM US","8","1,6","6","1,6","1","1,6","3",",6","","","","","","","19190321",",,6","19190321",",1,6","","","165",",,6,21,","48.3","1,,6,21,","","","95.2","1,,,6","292",",,,6","",""
"USC00291028","1919-04","35.76667","-106.46667","2255.5","BLAND, NM US","12",",6","5",",6","1",",6","1",",6","","","","","","","19190408",",,6","19190408",",,6","","","406",",,6,08,","38.1",",,6,08,","","","80.3",",,,6","406",",,,6","",""
"USC00291028","1919-05","35.76667","-106.46667","2255.5","BLAND, NM US","14",",6","6",",6","1",",6","0",",6","","","","","","","19190531","+,,6","19190519",",,6","","","0",",,6,31,+","108.0",",,6,19,","","","160.0",",,,6","0",",,,6","",""
"USC00291028","1919-06","35.76667","-106.46667","2255.5","BLAND, NM US","9",",6","3",",6","0",",6","0",",6","","","","","","","19190630","+,,6","19190625",",,6","","","0",",,6,30,+","11.4",",,6,25,","","","25.5",",,,6","0",",,,6","",""
"USC00291028","1919-07","35.76667","-106.46667","2255.5","BLAND, NM US","21",",6","17",",6","3",",6","0",",6","","","","","","","19190731","+,,6","19190717",",,6","","","0",",,6,31,+","31.8",",,6,17,","","","189.4",",,,6","0",",,,6","",""
"USC00291028","1919-08","35.76667","-106.46667","2255.5","BLAND, NM US","13",",6","6",",6","0",",6","0",",6","","","","","","","19190831","+,,6","19190801",",,6","","","0",",,6,31,+","21.1",",,6,01,","","","62.6",",,,6","0",",,,6","",""
"USC00291028","1919-09","35.76667","-106.46667","2255.5","BLAND, NM US","10",",6","5",",6","0",",6","0",",6","","","","","","","19190930","+,,6","19190907",",,6","","","0",",,6,30,+","15.0",",,6,07,","","","37.8",",,,6","0",",,,6","",""
"USC00291028","1919-10","35.76667","-106.46667","2255.5","BLAND, NM US","7",",6","5",",6","0",",6","0",",6","","","","","","","19191031",",,6","19191006",",,6","","","0",",T,6,31,","19.8",",,6,06,","","","46.3",",,,6","0",",T,,6","",""
"USC00291028","1919-11","35.76667","-106.46667","2255.5","BLAND, NM US","8",",6","5",",6","0",",6","3",",6","","","","","","","19191127",",,6","19191126",",,6","","","84",",,6,27,","12.2",",,6,26,","","","39.1",",,,6","147",",,,6","",""
"USC00291028","1919-12","35.76667","-106.46667","2255.5","BLAND, NM US","1",",6","1",",6","0",",6","0",",6","","","","","","","19191218","+,,6","19191204",",,6","","","0",",T,6,18,+","11.2",",,6,04,","","","11.2",",,,6","0",",T,,6","",""
"USC00291028","1920-01","35.76667","-106.46667","2255.5","BLAND, NM US","7",",6","4",",6","0",",6","5",",6","","","","","","","19200106","+,,6","19200103",",,6","","","102",",,6,06,+","8.9",",,6,03,","","","24.6",",,,6","305",",,,6","",""
"USC00291028","1920-02","35.76667","-106.46667","2255.5","BLAND, NM US","13",",6","8",",6","0",",6","","","","","","","","","","","19200209",",,6","","","","","19.1",",,6,09,","","","54.8",",,,6","","","",""
"USC00291028","1920-03","35.76667","-106.46667","2255.5","BLAND, NM US","6",",6","2",",6","0",",6","","","","","","","","","","","19200323",",,6","","","","","12.7",",,6,23,","","","28.7",",,,6","","","",""
"USC00291028","1920-04","35.76667","-106.46667","2255.5","BLAND, NM US","7",",6","5",",6","0",",6","4",",6","","","","","","","19200418",",,6","19200425",",,6","","","89",",,6,18,","15.2",",,6,25,","","","34.3",",,,6","241",",,,6","",""
"USC00291028","1920-05","35.76667","-106.46667","2255.5","BLAND, NM US","7",",6","6",",6","0",",6","1",",6","","","","","","","19200513",",,6","19200513",",,6","","","51",",,6,13,","22.1",",,6,13,","","","74.7",",,,6","51",",,,6","",""
"USC00291028","1920-06","35.76667","-106.46667","2255.5","BLAND, NM US","9",",6","3",",6","1",",6","0",",6","","","","","","","19200630","+,,6","19200626",",,6","","","0",",,6,30,+","29.2",",,6,26,","","","45.1",",,,6","0",",,,6","",""
"USC00291028","1920-07","35.76667","-106.46667","2255.5","BLAND, NM US","10",",6","8",",6","0",",6","0",",6","","","","","","","19200731","+,,6","19200731",",,6","","","0",",,6,31,+","12.7",",,6,31,","","","57.1",",,,6","0",",,,6","",""
"USC00291028","1920-08","35.76667","-106.46667","2255.5","BLAND, NM US","16",",6","9",",6","1",",6","0",",6","","","","","","","19200831","+,,6","19200815",",,6","","","0",",,6,31,+","27.2",",,6,15,","","","103.7",",,,6","0",",,,6","",""
"USC00291028","1920-09","35.76667","-106.46667","2255.5","BLAND, NM US","9",",6","5",",6","0",",6","0",",6","","","","","","","19200930","+,,6","19200917",",,6","","","0",",,6,30,+","16.0",",,6,17,","","","47.1",",,,6","0",",,,6","",""
"USC00291028","1920-10","35.76667","-106.46667","2255.5","BLAND, NM US","5",",6","3",",6","1",",6","0",",6","","","","","","","19201030",",,6","19201030",",,6","","","5",",,6,30,","52.1",",,6,30,","","","61.8",",,,6","5",",,,6","",""
"USC00291028","1920-11","35.76667","-106.46667","2255.5","BLAND, NM US","2",",6","2",",6","0",",6","1",",6","","","","","","","19201112",",,6","19201105",",,6","","","51",",,6,12,","7.6",",,6,05,","","","10.6",",,,6","51",",,,6","",""
"USC00291028","1920-12","35.76667","-106.46667","2255.5","BLAND, NM US","3",",6","1",",6","0",",6","1",",6","","","","","","","19201221",",,6","19201221",",,6","","","51",",,6,21,","2.8",",,6,21,","","","3.4",",,,6","57",",,,6","",""
"USC00291028","1921-01","35.76667","-106.46667","2255.5","BLAND, NM US","3",",6","1",",6","0",",6","","","","","","","","","","","19210112",",,6","","","","","15.2",",,6,12,","","","17.5",",,,6","","","",""
"USC00291028","1921-02","35.76667","-106.46667","2255.5","BLAND, NM US","3",",6","1",",6","0",",6","1",",6","","","","","","","19210206",",,6","19210206",",,6","","","165",",,6,06,","10.2",",,6,06,","","","11.3",",,,6","178",",,,6","",""
"USC00291028","1921-03","35.76667","-106.46667","2255.5","BLAND, NM US","3",",6","2",",6","0",",6","1",",6","","","","","","","19210326",",,6","19210326",",,6","","","51",",,6,26,","9.9",",,6,26,","","","15.0",",,,6","51",",,,6","",""
"USC00291028","1921-04","35.76667","-106.46667","2255.5","BLAND, NM US","2",",6","1",",6","0",",6","1",",6","","","","","","","19210414",",,6","19210403",",,6","","","25",",,6,14,","8.9",",,6,03,","","","9.7",",,,6","25",",,,6","",""
"USC00291028","1921-05","35.76667","-106.46667","2255.5","BLAND, NM US","6",",6","3",",6","1",",6","0",",6","","","","","","","19210508",",,6","19210515",",,6","","","0",",T,6,08,","36.3",",,6,15,","","","57.0",",,,6","0",",T,,6","",""
"USC00291028","1921-06","35.76667","-106.46667","2255.5","BLAND, NM US","8",",6","5",",6","2",",6","0",",6","","","","","","","19210630","+,,6","19210604",",,6","","","0",",,6,30,+","40.1",",,6,04,","","","95.3",",,,6","0",",,,6","",""
"USC00291028","1921-07","35.76667","-106.46667","2255.5","BLAND, NM US","19",",6","9",",6","0",",6","0",",6","","","","","","","19210731","+,,6","19210727",",,6","","","0",",,6,31,+","21.8",",,6,27,","","","87.0",",,,6","0",",,,6","",""
"USC00291028","1921-08","35.76667","-106.46667","2255.5","BLAND, NM US","16",",6","9",",6","1",",6","0",",6","","","","","","","19210831","+,,6","19210808",",,6","","","0",",,6,31,+","27.9",",,6,08,","","","112.8",",,,6","0",",,,6","",""
"USC00291028","1921-09","35.76667","-106.46667","2255.5","BLAND, NM US","2",",6","0",",6","0",",6","0",",6","","","","","","","19210930","+,,6","19210918",",,6","","","0",",,6,30,+","2.3",",,6,18,","","","2.6",",,,6","0",",,,6","",""
"USC00291028","1921-10","35.76667","-106.46667","2255.5","BLAND, NM US","3",",6","1",",6","0",",6","0",",6","","","","","","","19211031","+,,6","19211024",",,6","","","0",",,6,31,+","4.6",",,6,24,","","","5.2",",,,6","0",",,,6","",""
"USC00291028","1921-11","35.76667","-106.46667","2255.5","BLAND, NM US","0",",6","0",",6","0",",6","0",",6","","","","","","","19211130","+,,6","19211117",",,6","","","0",",,6,30,+","0.0",",T,6,17,","","","0.0",",T,,6","0",",,,6","",""
"USC00291028","1921-12","35.76667","-106.46667","2255.5","BLAND, NM US","4",",6","4",",6","0",",6","2",",6","","","","","","","19211206",",,6","19211206",",,6","","","216",",,6,06,","20.6",",,6,06,","","","31.2",",,,6","305",",,,6","",""
"USC00291028","1922-01","35.76667","-106.46667","2255.5","BLAND, NM US","5",",6","0",",6","0",",6","1",",6","","","","","","","19220130",",,6","19220130",",,6","","","25",",,6,30,","1.8",",,6,30,","","","5.5",",,,6","64",",,,6","",""
"USC00291028","1922-02","35.76667","-106.46667","2255.5","BLAND, NM US","4",",6","1",",6","1",",6","2",",6","","","","","","","19220227",",,6","19220227",",,6","","","457",",,6,27,","34.3",",,6,27,","","","37.9",",,,6","503",",,,6","",""
"USC00291028","1922-03","35.76667","-106.46667","2255.5","BLAND, NM US","3",",6","1",",6","0",",6","1",",6","","","","","","","19220308",",,6","19220308",",,6","","","152",",,6,08,","9.4",",,6,08,","","","10.5",",,,6","165",",,,6","",""
"USC00291028","1922-04","35.76667","-106.46667","2255.5","BLAND, NM US","8",",6","4",",6","1",",6","0",",6","","","","","","","19220416","+,,6","19220425",",,6","","","0",",T,6,16,+","25.4",",,6,25,","","","44.3",",,,6","0",",T,,6","",""
"USC00291028","1922-05","35.76667","-106.46667","2255.5","BLAND, NM US","3",",6","2",",6","0",",6","0",",6","","","","","","","19220510",",,6","19220531",",,6","","","0",",T,6,10,","4.8",",,6,31,","","","8.1",",,,6","0",",T,,6","",""
"USC00291028","1922-06","35.76667","-106.46667","2255.5","BLAND, NM US","11",",6","6",",6","0",",6","0",",6","","","","","","","19220630","+,,6","19220624",",,6","","","0",",,6,30,+","8.6",",,6,24,","","","35.6",",,,6","0",",,,6","",""
"USC00291028","1922-07","35.76667","-106.46667","2255.5","BLAND, NM US","11",",6","4",",6","0",",6","0",",6","","","","","","","19220731","+,,6","19220723",",,6","","","0",",,6,31,+","9.1",",,6,23,","","","32.1",",,,6","0",",,,6","",""
"USC00291028","1922-08","35.76667","-106.46667","2255.5","BLAND, NM US","12",",6","5",",6","0",",6","0",",6","","","","","","","19220831","+,,6","19220811",",,6","","","0",",,6,31,+","14.7",",,6,11,","","","55.7",",,,6","0",",,,6","",""
"USC00291028","1922-09","35.76667","-106.46667","2255.5","BLAND, NM US","5",",6","2",",6","1",",6","0",",6","","","","","","","19220930","+,,6","19220918",",,6","","","0",",,6,30,+","40.1",",,6,18,","","","49.3",",,,6","0",",,,6","",""
"USC00291028","1923-01","35.76667","-106.46667","2255.5","BLAND, NM US","","","","","","","","","29","1,6","0","1,6","0","1,6","","","","","19230118",",1,6","","","","","4.4","1,6,18,","","","","","-10.22","1,,,6"
"USC00291028","1923-02","35.76667","-106.46667","2255.5","BLAND, NM US","3",",6","2",",6","0",",6","2",",6","","","","","","","19230225",",,6","19230225",",,6","","","229",",,6,25,","22.9",",,6,25,","","","25.9",",,,6","259",",,,6","",""
"USC00291028","1923-03","35.76667","-106.46667","2255.5","BLAND, NM US","5",",6","3",",6","0",",6","5",",6","","","","","","","19230314","+,,6","19230314",",,6","","","102",",,6,14,+","7.6",",,6,14,","","","23.3",",,,6","330",",,,6","",""
"USC00291028","1923-05","35.76667","-106.46667","2255.5","BLAND, NM US","1",",6","1",",6","0",",6","0",",6","","","","","","","19230531","+,,6","19230513",",,6","","","0",",,6,31,+","7.6",",,6,13,","","","7.6",",,,6","0",",,,6","",""
