"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00013782","1923-10","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1215.2","0","56.3",",0","7",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","","","19231024",",,0","19231031","+,,0","19231031","+,,0","","","19231002",",,0","19231019","+,,0","6.7",",0,24,","0",",,0,31,+","0",",,0,31,+","43.9",",,0,02,","27.2",",0,19,+","33.3","0","33.3",",0","68.3",",,,0","0",",,,0","19.08",",0","22.54",",,,0","15.61",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1923-11","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1216.3","0","1.1",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","","","19231110",",,0","19231130","+,,0","19231130","+,,0","","","19231127",",,0","19231105",",,0","2.2",",0,10,","0",",,0,30,+","0",",,0,30,+","19.8",",,0,27,","25.0",",0,05,","202.3","0","169.0",",0","45.4",",,,0","0",",,,0","12.74",",0","16.98",",,,0","8.49",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1923-12","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1217.4","0","1.1",",0","10",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","","","19231215",",,0","19231231","+,,0","19231231","+,,0","","","19231217",",,0","19231221",",,0","0.6",",0,15,","0",",,0,31,+","0",",,0,31,+","30.0",",,0,17,","23.9",",0,21,","342.8","0","140.5",",0","99.4",",,,0","0",",,,0","13.84",",0","17.90",",,,0","9.77",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1924-01","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","0.0","0","0.0",",0","10",",0","7",",0","1",",0","0",",0","0",",0","0",",0","5",",0","0",",0","2",",0","0",",0","","","19240106",",,0","19240131","+,,0","19240131","+,,0","","","19240124",",,0","19240103",",,0","-8.3",",0,06,","0",",,0,31,+","0",",,0,31,+","30.7",",,0,24,","21.7",",0,03,","619.6","0","276.8",",0","82.1",",,,0","0",",,,0","9.40",",0","13.68",",,,0","5.13",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1924-02","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","0.0","0","0.0",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","2",",0","0",",0","","","19240209",",,0","19240229","+,,0","19240229","+,,0","","","19240219",",,0","19240218",",,0","-1.7",",0,09,","0",",,0,29,+","0",",,0,29,+","16.0",",,0,19,","22.8",",0,18,","869.9","0","250.3",",0","39.9",",,,0","0",",,,0","9.70",",0","13.99",",,,0","5.42",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1924-03","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","5.0","0","5.0",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","5",",0","0",",0","","","19240311",",,0","19240331","+,,0","19240331","+,,0","","","19240306",",,0","19240330",",,0","-1.1",",0,11,","0",",,0,31,+","0",",,0,31,+","44.2",",,0,06,","26.7",",0,30,","1064.4","0","194.5",",0","93.4",",,,0","0",",,,0","12.22",",0","16.31",",,,0","8.14",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1924-04","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","38.3","0","33.3",",0","7",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","","","19240402",",,0","19240430","+,,0","19240430","+,,0","","","19240405",",,0","19240408",",,0","5.0",",0,02,","0",",,0,30,+","0",",,0,30,+","61.5",",,0,05,","30.0",",0,08,","1113.8","0","49.4",",0","146.8",",,,0","0",",,,0","17.80",",0","21.87",",,,0","13.72",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1924-05","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","165.5","0","127.2",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","","","19240512",",,0","19240531","+,,0","19240531","+,,0","","","19240521",",,0","19240530",",,0","11.7",",0,12,","0",",,0,31,+","0",",,0,31,+","24.6",",,0,21,","33.3",",0,30,","1113.8","0","0.0",",0","60.4",",,,0","0",",,,0","22.44",",0","26.75",",,,0","18.12",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1924-06","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","434.7","0","269.2",",0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","12",",0","","","19240604",",,0","19240630","+,,0","19240630","+,,0","","","19240601",",,0","19240621",",,0","18.9",",0,04,","0",",,0,30,+","0",",,0,30,+","20.3",",,0,01,","38.3",",0,21,","1113.8","0","0.0",",0","60.7",",,,0","0",",,,0","27.31",",0","31.20",",,,0","23.41",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1924-07","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","714.6","0","279.9",",0","16",",0","12",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","","","19240703",",,0","19240731","+,,0","19240731","+,,0","","","19240716",",,0","19240731","+,,0","20.0",",0,03,","0",",,0,31,+","0",",,0,31,+","35.1",",,0,16,","35.0",",0,31,+","0.0","0","0.0",",0","167.4",",,,0","0",",,,0","27.36",",0","31.02",",,,0","23.70",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1924-08","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1010.1","0","295.5",",0","10",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","13",",0","","","19240814",",,0","19240831","+,,0","19240831","+,,0","","","19240804",",,0","19240801",",,0","20.0",",0,14,","0",",,0,31,+","0",",,0,31,+","62.2",",,0,04,","36.1",",0,01,","0.0","0","0.0",",0","210.3",",,,0","0",",,,0","27.86",",0","31.63",",,,0","24.10",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1924-09","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1169.9","0","159.8",",0","14",",0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","1",",0","","","19240930",",,0","19240930","+,,0","19240930","+,,0","","","19240916",",,0","19240901",",,0","16.1",",0,30,","0",",,0,30,+","0",",,0,30,+","113.5",",,0,16,","32.2",",0,01,","0.0","0","0.0",",0","301.1",",,,0","0",",,,0","23.66",",0","26.80",",,,0","20.52",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1924-10","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1218.0","0","48.1",",0","2",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","","","19241022",",,0","19241031","+,,0","19241031","+,,0","","","19241026",",,0","19241006","+,,0","7.2",",0,22,","0",",,0,31,+","0",",,0,31,+","34.0",",,0,26,","27.2",",0,06,+","35.0","0","35.0",",0","42.1",",,,0","0",",,,0","18.76",",0","22.51",",,,0","15.00",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1924-11","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1231.6","0","13.6",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","","","19241130",",,0","19241130","+,,0","19241130","+,,0","","","19241122",",,0","19241115",",,0","1.1",",0,30,","0",",,0,30,+","0",",,0,30,+","12.7",",,0,22,","26.7",",0,15,","153.3","0","118.3",",0","18.3",",,,0","0",",,,0","14.84",",0","19.47",",,,0","10.21",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1924-12","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1235.2","0","3.6",",0","11",",0","10",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","7",",0","0",",0","","","19241202",",,0","19241221",",,0","19241222","+,,0","","","19241208",",,0","19241217",",,0","-2.2",",0,02,","0",",T,0,21,","0",",T,0,22,+","16.3",",,0,08,","25.6",",0,17,","366.5","0","213.2",",0","74.3",",,,0","0",",T,,0","11.57",",0","15.79",",,,0","7.35",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1925-01","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","0.0","0","0.0",",0","10",",0","6",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","0",",0","0",",0","","","19250128",",,0","19250131","+,,0","19250131","+,,0","","","19250116",",,0","19250127","+,,0","0.0",",0,28,","0",",,0,31,+","0",",,0,31,+","66.8",",,0,16,","20.0",",0,27,+","614.1","0","247.6",",0","123.3",",,,0","0",",,,0","10.35",",0","14.52",",,,0","6.17",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1925-02","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","0.0","0","0.0",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","4",",0","0",",0","","","19250212",",,0","19250228","+,,0","19250228","+,,0","","","19250217",",,0","19250223","+,,0","0.0",",0,12,","0",",,0,28,+","0",",,0,28,+","19.1",",,0,17,","22.2",",0,23,+","759.9","0","145.8",",0","46.8",",,,0","0",",,,0","13.13",",0","17.46",",,,0","8.79",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1925-03","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","10.6","0","10.6",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","10",",0","0",",0","","","19250303",",,0","19250331","+,,0","19250331","+,,0","","","19250316",",,0","19250309",",,0","-1.1",",0,03,","0",",,0,31,+","0",",,0,31,+","21.6",",,0,16,","28.3",",0,09,","871.0","0","111.1",",0","32.4",",,,0","0",",,,0","15.09",",0","19.30",",,,0","10.89",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1925-04","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","79.4","0","68.8",",0","4",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","2",",0","","","19250401",",,0","19250430","+,,0","19250430","+,,0","","","19250405",",,0","19250427","+,,0","4.4",",0,01,","0",",,0,30,+","0",",,0,30,+","36.6",",,0,05,","33.3",",0,27,+","910.3","0","39.3",",0","48.1",",,,0","0",",,,0","19.32",",0","23.87",",,,0","14.76",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1925-05","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","190.1","0","110.7",",0","4",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","1",",0","","","19250502",",,0","19250531","+,,0","19250531","+,,0","","","19250513",",,0","19250522",",,0","10.6",",0,02,","0",",,0,31,+","0",",,0,31,+","45.7",",,0,13,","32.2",",0,22,","916.4","0","6.1",",0","49.8",",,,0","0",",,,0","21.71",",0","25.92",",,,0","17.50",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1925-06","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","436.4","0","246.3",",0","12",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","5",",0","","","19250604",",,0","19250630","+,,0","19250630","+,,0","","","19250613",",,0","19250619",",,0","21.1",",0,04,","0",",,0,30,+","0",",,0,30,+","47.0",",,0,13,","36.1",",0,19,","916.4","0","0.0",",0","139.4",",,,0","0",",,,0","26.54",",0","29.72",",,,0","23.37",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1925-07","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","741.8","0","305.4",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","","","19250731",",,0","19250731","+,,0","19250731","+,,0","","","19250707",",,0","19250727",",,0","22.2",",0,31,","0",",,0,31,+","0",",,0,31,+","18.5",",,0,07,","36.7",",0,27,","0.0","0","0.0",",0","60.4",",,,0","0",",,,0","28.19",",0","31.60",",,,0","24.77",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1925-08","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1022.1","0","280.3",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","","","19250823",",,0","19250831","+,,0","19250831","+,,0","","","19250829",",,0","19250814",",,0","18.9",",0,23,","0",",,0,31,+","0",",,0,31,+","19.1",",,0,29,","38.9",",0,14,","0.0","0","0.0",",0","41.2",",,,0","0",",,,0","27.37",",0","31.35",",,,0","23.40",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1925-09","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1309.7","0","287.6",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","12",",0","","","19250901",",,0","19250930","+,,0","19250930","+,,0","","","19250922",",,0","19250919",",,0","20.6",",0,01,","0",",,0,30,+","0",",,0,30,+","18.3",",,0,22,","35.0",",0,19,","0.0","0","0.0",",0","49.4",",,,0","0",",,,0","27.92",",0","31.09",",,,0","24.75",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1925-10","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1429.5","0","119.8",",0","10",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","1",",0","","","19251031","+,,0","19251031","+,,0","19251031","+,,0","","","19251028",",,0","19251005",",,0","7.8",",0,31,+","0",",,0,31,+","0",",,0,31,+","47.5",",,0,28,","33.3",",0,05,","54.2","0","54.2",",0","78.3",",,,0","0",",,,0","20.45",",0","24.43",",,,0","16.47",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1925-11","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1436.1","0","6.6",",0","5",",0","4",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","10",",0","0",",0","","","19251124",",,0","19251130","+,,0","19251130","+,,0","","","19251112",",,0","19251108","+,,0","0.0",",0,24,","0",",,0,30,+","0",",,0,30,+","40.1",",,0,12,","24.4",",0,08,+","207.0","0","152.8",",0","78.5",",,,0","0",",,,0","13.46",",0","17.40",",,,0","9.52",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1925-12","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1436.1","0","0.0",",0","12",",0","7",",0","1",",0","0",",0","0",",0","0",",0","6",",0","1",",0","2",",0","0",",0","","","19251228",",,0","19251231","+,,0","19251231","+,,0","","","19251221",",,0","19251213",",,0","-7.8",",0,28,","0",",,0,31,+","0",",,0,31,+","39.6",",,0,21,","22.2",",0,13,","478.1","0","271.1",",0","101.8",",,,0","0",",,,0","9.59",",0","13.82",",,,0","5.35",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1926-01","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","0.0","0","0.0",",0","12",",0","9",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","1",",0","0",",0","","","19260101",",,0","19260131","+,,0","19260131","+,,0","","","19260125",",,0","19260121",",,0","-0.6",",0,01,","0",",,0,31,+","0",",,0,31,+","38.9",",,0,25,","21.7",",0,21,","761.4","0","283.3",",0","127.6",",,,0","0",",,,0","9.20",",0","13.19",",,,0","5.20",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1926-02","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","0.0","0","0.0",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","4",",0","0",",0","","","19260211",",,0","19260228","+,,0","19260228","+,,0","","","19260218",",,0","19260223","+,,0","0.0",",0,11,","0",",,0,28,+","0",",,0,28,+","25.1",",,0,18,","22.2",",0,23,+","948.8","0","187.4",",0","76.9",",,,0","0",",,,0","11.64",",0","15.98",",,,0","7.30",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1926-03","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","0.3","0","0.3",",0","12",",0","7",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","7",",0","0",",0","","","19260314",",,0","19260331","+,,0","19260313",",,0","","","19260331",",,0","19260331","+,,0","-3.9",",0,14,","0",",,0,31,+","0",",T,0,13,","24.6",",,0,31,","25.0",",0,31,+","1165.9","0","217.1",",0","91.7",",,,0","0",",T,,0","11.34",",0","15.98",",,,0","6.69",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1926-04","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","23.1","0","22.8",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","","","19260420",",,0","19260430","+,,0","19260430","+,,0","","","19260416",",,0","19260424",",,0","5.0",",0,20,","0",",,0,30,+","0",",,0,30,+","21.6",",,0,16,","28.9",",0,24,","1225.6","0","59.7",",0","63.1",",,,0","0",",,,0","17.10",",0","21.56",",,,0","12.65",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1926-05","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","157.8","0","134.7",",0","8",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","5",",0","","","19260516",",,0","19260531","+,,0","19260531","+,,0","","","19260520",",,0","19260527",",,0","11.7",",0,16,","0",",,0,31,+","0",",,0,31,+","48.5",",,0,20,","35.0",",0,27,","1229.0","0","3.4",",0","59.3",",,,0","0",",,,0","22.57",",0","27.60",",,,0","17.54",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1926-06","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","384.0","0","226.2",",0","10",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","7",",0","","","19260606",",,0","19260630","+,,0","19260630","+,,0","","","19260628",",,0","19260613",",,0","15.6",",0,06,","0",",,0,30,+","0",",,0,30,+","43.9",",,0,28,","35.6",",0,13,","1229.0","0","0.0",",0","143.4",",,,0","0",",,,0","25.87",",0","29.72",",,,0","22.02",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1926-07","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","663.8","0","279.8",",0","14",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","","","19260715",",,0","19260731","+,,0","19260731","+,,0","","","19260728",",,0","19260710",",,0","19.4",",0,15,","0",",,0,31,+","0",",,0,31,+","41.7",",,0,28,","36.1",",0,10,","0.0","0","0.0",",0","109.1",",,,0","0",",,,0","27.36",",0","30.55",",,,0","24.17",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1926-08","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","979.7","0","315.9",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","18",",0","","","19260823","+,,0","19260831","+,,0","19260831","+,,0","","","19260809",",,0","19260831",",,0","22.2",",0,23,+","0",",,0,31,+","0",",,0,31,+","25.1",",,0,09,","36.1",",0,31,","0.0","0","0.0",",0","60.4",",,,0","0",",,,0","28.52",",0","32.19",",,,0","24.86",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1926-09","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1219.7","0","240.0",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","4",",0","","","19260928","+,,0","19260930","+,,0","19260930","+,,0","","","19260905",",,0","19260902",",,0","18.9",",0,28,+","0",",,0,30,+","0",",,0,30,+","21.6",",,0,05,","35.0",",0,02,","0.0","0","0.0",",0","67.6",",,,0","0",",,,0","26.33",",0","29.58",",,,0","23.09",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1926-10","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1338.9","0","119.2",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","1",",0","","","19261027",",,0","19261031","+,,0","19261031","+,,0","","","19261031","+,,0","19261019",",,0","2.8",",0,27,","0",",,0,31,+","0",",,0,31,+","7.9",",,0,31,+","32.2",",0,19,","31.9","0","31.9",",0","21.7",",,,0","0",",,,0","21.15",",0","25.32",",,,0","16.97",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1926-11","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1341.7","0","2.8",",0","6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","","","19261112",",,0","19261130","+,,0","19261130","+,,0","","","19261109",",,0","19261109",",,0","2.2",",0,12,","0",",,0,30,+","0",",,0,30,+","15.7",",,0,09,","24.4",",0,09,","187.4","0","155.5",",0","48.2",",,,0","0",",,,0","13.24",",0","17.56",",,,0","8.92",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1926-12","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1345.1","0","3.4",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","10",",0","0",",0","","","19261219",",,0","19261231","+,,0","19261231","+,,0","","","19261215",",,0","19261222",",,0","-2.2",",0,19,","0",",,0,31,+","0",",,0,31,+","9.1",",,0,15,","26.1",",0,22,","372.4","0","185.0",",0","23.5",",,,0","0",",,,0","12.47",",0","16.88",",,,0","8.07",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1927-01","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","0.0","0","0.0",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","5",",0","0",",0","","","19270116",",,0","19270131","+,,0","19270127",",,0","","","19270127",",,0","19270124",",,0","-7.2",",0,16,","0",",,0,31,+","3",",,0,27,","7.1",",,0,27,","25.6",",0,24,","636.4","0","264.0",",0","16.0",",,,0","3",",,,0","9.82",",0","14.67",",,,0","4.96",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1927-02","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","17.3","0","17.3",",0","5",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","","","19270221",",,0","19270228","+,,0","19270228","+,,0","","","19270219",",,0","19270204",",,0","6.1",",0,21,","0",",,0,28,+","0",",,0,28,+","22.6",",,0,19,","27.8",",0,04,","712.5","0","76.1",",0","55.1",",,,0","0",",,,0","16.23",",0","20.50",",,,0","11.97",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1927-03","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","35.0","0","17.7",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","12",",0","0",",0","","","19270303",",,0","19270331","+,,0","19270302",",,0","","","19270309",",,0","19270319",",,0","0.0",",0,03,","0",",,0,31,+","0",",T,0,02,","19.8",",,0,09,","26.7",",0,19,","835.3","0","122.8",",0","75.6",",,,0","0",",T,,0","14.94",",0","18.85",",,,0","11.04",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1927-04","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","95.7","0","60.7",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","1",",0","","","19270423",",,0","19270430","+,,0","19270430","+,,0","","","19270430",",,0","19270429",",,0","6.7",",0,23,","0",",,0,30,+","0",",,0,30,+","7.4",",,0,30,","32.2",",0,29,","874.3","0","39.0",",0","16.0",",,,0","0",",,,0","19.06",",0","23.19",",,,0","14.92",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1927-05","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","263.2","0","167.5",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","","","19270501",",,0","19270531","+,,0","19270531","+,,0","","","19270525",",,0","19270526",",,0","12.8",",0,01,","0",",,0,31,+","0",",,0,31,+","9.7",",,0,25,","35.0",",0,26,","876.5","0","2.2",",0","18.2",",,,0","0",",,,0","23.66",",0","28.12",",,,0","19.21",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1927-06","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","493.5","0","230.3",",0","13",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","10",",0","","","19270616",",,0","19270630","+,,0","19270630","+,,0","","","19270620",",,0","19270605",",,0","17.2",",0,16,","0",",,0,30,+","0",",,0,30,+","19.1",",,0,20,","36.7",",0,05,","876.5","0","0.0",",0","104.3",",,,0","0",",,,0","26.01",",0","29.95",",,,0","22.07",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1927-07","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","762.8","0","269.3",",0","17",",0","10",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","","","19270711",",,0","19270731","+,,0","19270731","+,,0","","","19270715",",,0","19270703",",,0","20.0",",0,11,","0",",,0,31,+","0",",,0,31,+","28.7",",,0,15,","37.8",",0,03,","0.0","0","0.0",",0","117.4",",,,0","0",",,,0","27.02",",0","30.65",",,,0","23.39",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1927-08","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1013.4","0","250.6",",0","14",",0","12",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","","","19270828",",,0","19270831","+,,0","19270831","+,,0","","","19270810",",,0","19270809",",,0","16.7",",0,28,","0",",,0,31,+","0",",,0,31,+","74.4",",,0,10,","35.0",",0,09,","0.0","0","0.0",",0","223.2",",,,0","0",",,,0","26.42",",0","30.32",",,,0","22.52",",,,0","","","","","","","","","","","","","","","",""
