"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00013782","1896-08","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1077.7","0","276.4",",0","9",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","11",",0","","","18960830",",,0","18960831","+,,0","18960831","+,,0","","","18960803",",,0","18960809","+,,0","17.8",",0,30,","0",",,0,31,+","0",",,0,31,+","31.0",",,0,03,","35.0",",0,09,+","0.0","0","0.0",",0","120.0",",,,0","0",",,,0","27.25",",0","30.77",",,,0","23.73",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1896-09","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1283.5","0","205.8",",0","4",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","2",",0","","","18960930","+,,0","18960930","+,,0","18960930","+,,0","","","18960922",",,0","18960917",",,0","15.0",",0,30,+","0",",,0,30,+","0",",,0,30,+","42.2",",,0,22,","34.4",",0,17,","0.0","0","0.0",",0","70.0",",,,0","0",",,,0","25.19",",0","28.75",",,,0","21.63",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1896-10","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1338.5","0","55.0",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","0",",0","","","18961019",",,0","18961031","+,,0","18961031","+,,0","","","18961013",",,0","18961001",",,0","10.0",",0,19,","0",",,0,31,+","0",",,0,31,+","22.4",",,0,13,","29.4",",0,01,","25.5","0","25.5",",0","35.1",",,,0","0",",,,0","19.29",",0","23.21",",,,0","15.37",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1896-11","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1365.9","0","27.4",",0","10",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","","","18961130",",,0","18961130","+,,0","18961130","+,,0","","","18961101",",,0","18961111",",,0","4.4",",0,30,","0",",,0,30,+","0",",,0,30,+","27.9",",,0,01,","26.7",",0,11,","84.5","0","59.0",",0","45.1",",,,0","0",",,,0","17.28",",0","21.13",",,,0","13.44",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1896-12","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1365.9","0","0.0",",0","8",",0","6",",0","2",",0","0",",0","0",",0","0",",0","4",",0","0",",0","0",",0","0",",0","","","18961225",",,0","18961231","+,,0","18961231","+,,0","","","18961202",",,0","18961211","+,,0","-1.7",",0,25,","0",",,0,31,+","0",",,0,31,+","86.4",",,0,02,","20.0",",0,11,+","352.3","0","267.8",",0","146.4",",,,0","0",",,,0","9.70",",0","13.89",",,,0","5.50",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1897-01","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","0.0","0","0.0",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","6",",0","1",",0","1",",0","0",",0","","","18970128",",,0","18970131","+,,0","18970131","+,,0","","","18970127",",,0","18970104",",,0","-7.2",",0,28,","0",",,0,31,+","0",",,0,31,+","10.2",",,0,27,","21.7",",0,04,","654.5","0","302.2",",0","21.4",",,,0","0",",,,0","8.59",",0","12.53",",,,0","4.64",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1897-02","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1.1","0","1.1",",0","12",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","","","18970228","+,,0","18970228","+,,0","18970228","+,,0","","","18970211",",,0","18970218",",,0","3.3",",0,28,+","0",",,0,28,+","0",",,0,28,+","58.9",",,0,11,","23.3",",0,18,","811.9","0","157.4",",0","193.4",",,,0","0",",,,0","12.75",",0","16.12",",,,0","9.39",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1897-03","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","15.6","0","14.5",",0","15",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","","","18970328",",,0","18970331","+,,0","18970331","+,,0","","","18970313",",,0","18970321",",,0","5.0",",0,28,","0",",,0,31,+","0",",,0,31,+","45.5",",,0,13,","30.0",",0,21,","898.2","0","86.3",",0","111.2",",,,0","0",",,,0","16.01",",0","19.75",",,,0","12.28",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1897-04","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","54.6","0","39.0",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","","","18970402",",,0","18970430","+,,0","18970430","+,,0","","","18970426",",,0","18970406",",,0","9.4",",0,02,","0",",,0,30,+","0",",,0,30,+","12.2",",,0,26,","27.8",",0,06,","926.4","0","28.2",",0","48.1",",,,0","0",",,,0","18.69",",0","22.01",",,,0","15.37",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1897-05","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","182.7","0","128.1",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","2",",0","","","18970502",",,0","18970531","+,,0","18970531","+,,0","","","18970501",",,0","18970524",",,0","11.7",",0,02,","0",",,0,31,+","0",",,0,31,+","13.2",",,0,01,","33.3",",0,24,","928.8","0","2.4",",0","30.5",",,,0","0",",,,0","22.39",",0","26.13",",,,0","18.64",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1897-06","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","438.1","0","255.4",",0","14",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","11",",0","","","18970609",",,0","18970630","+,,0","18970630","+,,0","","","18970622",",,0","18970625","+,,0","20.0",",0,09,","0",",,0,30,+","0",",,0,30,+","38.1",",,0,22,","35.6",",0,25,+","928.8","0","0.0",",0","139.3",",,,0","0",",,,0","26.85",",0","30.33",",,,0","23.36",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1897-07","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","723.6","0","285.5",",0","16",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","","","18970714",",,0","18970731","+,,0","18970731","+,,0","","","18970727",",,0","18970701",",,0","21.7",",0,14,","0",",,0,31,+","0",",,0,31,+","82.0",",,0,27,","37.2",",0,01,","0.0","0","0.0",",0","239.1",",,,0","0",",,,0","27.54",",0","30.69",",,,0","24.40",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1897-08","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1001.8","0","278.2",",0","15",",0","11",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","7",",0","","","18970807",",,0","18970831","+,,0","18970831","+,,0","","","18970807",",,0","18970801",",,0","21.7",",0,07,","0",",,0,31,+","0",",,0,31,+","57.2",",,0,07,","34.4",",0,01,","0.0","0","0.0",",0","186.6",",,,0","0",",,,0","27.31",",0","30.47",",,,0","24.15",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1897-09","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1179.0","0","177.2",",0","8",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","1",",0","","","18970922",",,0","18970930","+,,0","18970930","+,,0","","","18970922",",,0","18970917",",,0","13.3",",0,22,","0",",,0,30,+","0",",,0,30,+","37.3",",,0,22,","32.2",",0,17,","5.0","0","5.0",",0","66.3",",,,0","0",",,,0","24.07",",0","27.06",",,,0","21.09",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1897-10","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1265.7","0","86.7",",0","7",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","0",",0","","","18971025",",,0","18971031","+,,0","18971031","+,,0","","","18971019",",,0","18971012","+,,0","12.8",",0,25,","0",",,0,31,+","0",",,0,31,+","134.6",",,0,19,","28.9",",0,12,+","11.5","0","6.5",",0","178.7",",,,0","0",",,,0","20.92",",0","23.91",",,,0","17.94",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1897-11","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1287.8","0","22.1",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","16",",0","0",",0","","","18971124",",,0","18971130","+,,0","18971130","+,,0","","","18971101",",,0","18971106",",,0","5.6",",0,24,","0",",,0,30,+","0",",,0,30,+","7.6",",,0,01,","26.7",",0,06,","85.8","0","74.3",",0","12.9",",,,0","0",",,,0","16.59",",0","20.71",",,,0","12.47",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1897-12","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1287.8","0","0.0","2,0","9",",0","5",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0","1,0","1","1,0","0","1,0","","","18971226",",1,0","18971231","+,,0","18971231","+,,0","","","18971226",",,0","18971218",",1,0","3.9","1,0,26,","0",",,0,31,+","0",",,0,31,+","25.1",",,0,26,","22.2","1,0,18,","269.0","0","183.2","1,0","59.8",",,,0","0",",,,0","12.09","2,0","16.21","1,,,0","7.97","1,,,0","","","","","","","","","","","","","","","",""
"USW00013782","1898-01","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","2.5","0","2.5",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","6",",0","0",",0","","","18980102",",,0","18980131","+,,0","18980131","+,,0","","","18980116",",,0","18980110",",,0","-2.8",",0,02,","0",",,0,31,+","0",",,0,31,+","3.8",",,0,16,","25.0",",0,10,","445.3","0","176.3",",0","4.9",",,,0","0",",,,0","12.73",",0","16.54",",,,0","8.91",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1898-02","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","3.0","0","0.5",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","2",",0","0",",0","","","18980202",",,0","18980228","+,,0","18980228","+,,0","","","18980227",",,0","18980212",",,0","-3.3",",0,02,","0",",,0,28,+","0",",,0,28,+","9.1",",,0,27,","24.4",",0,12,","677.7","0","232.4",",0","12.9",",,,0","0",",,,0","10.05",",0","14.12",",,,0","5.98",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1898-03","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","35.2","0","32.2",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","","","18980301",",,0","18980331","+,,0","18980331","+,,0","","","18980304",",,0","18980321","+,,0","3.9",",0,01,","0",",,0,31,+","0",",,0,31,+","17.0",",,0,04,","27.2",",0,21,+","768.2","0","90.5",",0","43.5",",,,0","0",",,,0","16.45",",0","19.89",",,,0","13.02",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1898-04","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","67.5","0","32.3",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","","","18980407",",,0","18980430","+,,0","18980430","+,,0","","","18980405",",,0","18980420",",,0","6.1",",0,07,","0",",,0,30,+","0",",,0,30,+","21.6",",,0,05,","27.8",",0,20,","834.9","0","66.7",",0","63.2",",,,0","0",",,,0","17.19",",0","21.50",",,,0","12.87",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1898-05","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","242.9","0","175.4",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","","","18980508",",,0","18980531","+,,0","18980531","+,,0","","","18980526",",,0","18980530",",,0","10.0",",0,08,","0",",,0,31,+","0",",,0,31,+","9.1",",,0,26,","36.7",",0,30,","840.7","0","5.8",",0","16.3",",,,0","0",",,,0","23.80",",0","27.66",",,,0","19.94",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1898-06","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","494.6","0","251.7",",0","10",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","10",",0","","","18980607","+,,0","18980630","+,,0","18980630","+,,0","","","18980622",",,0","18980626",",,0","19.4",",0,07,+","0",",,0,30,+","0",",,0,30,+","29.7",",,0,22,","34.4",",0,26,","840.7","0","0.0",",0","119.0",",,,0","0",",,,0","26.72",",0","30.20",",,,0","23.24",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1898-07","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","775.2","0","280.6",",0","17",",0","16",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","8",",0","","","18980712",",,0","18980731","+,,0","18980731","+,,0","","","18980713",",,0","18980720",",,0","18.3",",0,12,","0",",,0,31,+","0",",,0,31,+","78.0",",,0,13,","36.7",",0,20,","0.0","0","0.0",",0","330.0",",,,0","0",",,,0","27.38",",0","30.80",",,,0","23.97",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1898-08","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1049.7","0","274.5",",0","20",",0","15",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","","","18980830","+,,0","18980831","+,,0","18980831","+,,0","","","18980827",",,0","18980808","+,,0","22.2",",0,30,+","0",",,0,31,+","0",",,0,31,+","58.9",",,0,27,","32.2",",0,08,+","0.0","0","0.0",",0","287.8",",,,0","0",",,,0","27.19",",0","30.06",",,,0","24.31",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1898-09","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1270.0","0","220.3",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","","","18980913","+,,0","18980930","+,,0","18980930","+,,0","","","18980908",",,0","18980906","+,,0","17.8",",0,13,+","0",",,0,30,+","0",",,0,30,+","13.2",",,0,08,","31.7",",0,06,+","0.0","0","0.0",",0","37.9",",,,0","0",",,,0","25.68",",0","28.84",",,,0","22.52",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1898-10","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1364.4","0","94.4",",0","11",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","","","18981027",",,0","18981031","+,,0","18981031","+,,0","","","18981002",",,0","18981006","+,,0","3.9",",0,27,","0",",,0,31,+","0",",,0,31,+","45.0",",,0,02,","28.9",",0,06,+","46.6","0","46.6",",0","87.4",",,,0","0",",,,0","19.87",",0","23.70",",,,0","16.05",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1898-11","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1371.3","0","6.9",",0","15",",0","9",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","9",",0","0",",0","","","18981127",",,0","18981130","+,,0","18981130","+,,0","","","18981118",",,0","18981110",",,0","-1.1",",0,27,","0",",,0,30,+","0",",,0,30,+","46.2",",,0,18,","25.0",",0,10,","188.5","0","141.9",",0","117.5",",,,0","0",",,,0","13.83",",0","17.84",",,,0","9.83",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1898-12","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1371.6","0","0.3",",0","10",",0","8",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","2",",0","0",",0","","","18981214",",,0","18981231","+,,0","18981231","+,,0","","","18981216",",,0","18981223","+,,0","-1.7",",0,14,","0",",,0,31,+","0",",,0,31,+","15.0",",,0,16,","21.7",",0,23,+","426.5","0","238.0",",0","59.1",",,,0","0",",,,0","10.66",",0","14.61",",,,0","6.72",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1899-01","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","0.0","0","0.0",",0","12",",0","7",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","1",",0","0",",0","","","18990102",",,0","18990131","+,,0","18990131","+,,0","","","18990124",",,0","18990105",",,0","-2.8",",0,02,","0",",,0,31,+","0",",,0,31,+","16.3",",,0,24,","21.7",",0,05,","686.5","0","260.0",",0","72.3",",,,0","0",",,,0","9.95",",0","13.94",",,,0","5.95",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1899-02","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","2.8","0","2.8","2,0","15",",0","9",",0","2",",0","4",",0","1",",0","0","1,0","7","1,0","3","1,0","7","1,0","0","1,0","","","18990214",",1,0","18990213",",,0","18990213",",,0","","","18990216",",,0","18990204",",1,0","-13.9","1,0,14,","102",",,0,13,","81",",,0,13,","35.1",",,0,16,","24.4","1,0,04,","924.6","0","238.1","1,0","122.5",",,,0","99",",,,0","9.43","2,0","14.07","1,,,0","4.80","1,,,0","","","","","","","","","","","","","","","",""
"USW00013782","1899-03","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","20.3","0","17.5",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","14",",0","0",",0","","","18990308","+,,0","18990331","+,,0","18990307",",,0","","","18990314",",,0","18990323","+,,0","-3.3",",0,08,+","0",",,0,31,+","0",",T,0,07,","15.0",",,0,14,","26.7",",0,23,+","1029.5","0","104.9",",0","40.7",",,,0","0",",T,,0","15.51",",0","20.07",",,,0","10.95",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1899-04","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","49.9","0","29.6",",0","8",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","","","18990405",",,0","18990430","+,,0","18990430","+,,0","","","18990404",",,0","18990414",",,0","3.3",",0,05,","0",",,0,30,+","0",",,0,30,+","28.7",",,0,04,","29.4",",0,14,","1095.8","0","66.3",",0","92.7",",,,0","0",",,,0","17.11",",0","20.79",",,,0","13.43",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1899-05","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","229.6","0","179.7",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","5",",0","","","18990524",",,0","18990531","+,,0","18990531","+,,0","","","18990511",",,0","18990518",",,0","14.4",",0,24,","0",",,0,31,+","0",",,0,31,+","39.9",",,0,11,","36.7",",0,18,","1097.5","0","1.7",",0","84.2",",,,0","0",",,,0","24.07",",0","27.80",",,,0","20.35",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1899-06","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","483.8","0","254.2",",0","10",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","","","18990618",",,0","18990630","+,,0","18990630","+,,0","","","18990621",",,0","18990615",",,0","15.6",",0,18,","0",",,0,30,+","0",",,0,30,+","35.1",",,0,21,","36.7",",0,15,","1097.5","0","0.0",",0","83.7",",,,0","0",",,,0","26.81",",0","30.30",",,,0","23.32",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1899-07","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","757.2","0","273.4",",0","12",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","","","18990701",",,0","18990731","+,,0","18990731","+,,0","","","18990718",",,0","18990729",",,0","21.1",",0,01,","0",",,0,31,+","0",",,0,31,+","25.4",",,0,18,","35.6",",0,29,","0.0","0","0.0",",0","130.0",",,,0","0",",,,0","27.15",",0","29.96",",,,0","24.34",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1899-08","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1071.9","0","314.7",",0","12",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","","","18990817",",,0","18990831","+,,0","18990831","+,,0","","","18990829",",,0","18990804",",,0","21.1",",0,17,","0",",,0,31,+","0",",,0,31,+","106.7",",,0,29,","37.8",",0,04,","0.0","0","0.0",",0","220.3",",,,0","0",",,,0","28.48",",0","32.15",",,,0","24.82",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1899-09","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1269.1","0","197.2",",0","5",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","3",",0","","","18990927",",,0","18990930","+,,0","18990930","+,,0","","","18990918",",,0","18990907",",,0","13.9",",0,27,","0",",,0,30,+","0",",,0,30,+","27.7",",,0,18,","35.0",",0,07,","0.3","0","0.3",",0","44.9",",,,0","0",",,,0","24.90",",0","28.33",",,,0","21.46",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1899-10","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1350.2","0","81.1",",0","10",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","0",",0","","","18991022",",,0","18991031","+,,0","18991031","+,,0","","","18991030",",,0","18991020",",,0","10.0",",0,22,","0",",,0,31,+","0",",,0,31,+","28.2",",,0,30,","28.3",",0,20,","15.5","0","15.2",",0","88.7",",,,0","0",",,,0","20.46",",0","23.81",",,,0","17.10",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1899-11","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1361.1","0","10.9",",0","7",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","13",",0","0",",0","","","18991104",",,0","18991130","+,,0","18991130","+,,0","","","18991125",",,0","18991123",",,0","6.7",",0,04,","0",",,0,30,+","0",",,0,30,+","89.4",",,0,25,","28.3",",0,23,","90.7","0","75.2",",0","125.8",",,,0","0",",,,0","16.19",",0","20.22",",,,0","12.16",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1899-12","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","1361.1","0","0.0",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","4",",0","0",",0","","","18991230",",,0","18991231",",,0","18991231",",,0","","","18991231",",,0","18991219",",,0","-4.4",",0,30,","0",",T,0,31,","13",",,0,31,","6.6",",,0,31,","22.8",",0,19,","326.6","0","235.9",",0","21.6",",,,0","13",",,,0","10.72",",0","15.12",",,,0","6.33",",,,0","","","","","","","","","","","","","","","",""
"USW00013782","1900-01","32.775","-79.9239","3.0","DOWNTOWN CHARLESTON, SC US","","","0.0","0","0.0",",0","11",",0","8",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","0",",0","0",",0","","","19000102",",,0","19000127","+,,0","19000129","+,,0","","","19000118",",,0","19000125",",,0","-5.0",",0,02,","0",",T,0,27,+","0",",T,0,29,+","20.1",",,0,18,","20.6",",0,25,","586.6","0","260.0",",0","79.0",",,,0","0",",T,,0","9.95",",0","14.19",",,,0","5.70",",,,0","","","","","","","","","","","","","","","",""
