"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00157510","1963-11","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","461.5","0","0.0","1,0","10",",0","7",",0","0",",0","2",",0","0","1,0","0","1,0","14","1,0","0",",0","3",",0","0",",0","","","19631103",",1,0","19631129",",,0","19631114",",1,0","","","19631106",",,0","19631123",",,0","-8.3","1,0,03,","76",",,0,29,","13","1,,0,14,","17.3",",,0,06,","22.8",",0,23,","378.6","0","","","272.9",",0","","","","","","","","","","","","","","","","","89.7",",,,0","13","1,,,0","9.00","1,0","15.22",",,,0","2.77","1,,,0"
"USC00157510","1963-12","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","461.5","0","0.0",",0","8",",0","8",",0","0",",0","10",",0","1","2,0","1",",0","28",",0","11",",0","0",",0","0",",0","","","19631219",",,0","19631223",",,0","19631203",",2,0","","","19631212",",,0","19631207",",,0","-21.7",",0,19,","178",",,0,23,","51","2,,0,03,","11.7",",,0,12,","15.6",",0,07,","1013.7","0","","","635.1",",0","","","","","","","","","","","","","","","","","44.6",",,,0","51","2,,,0","-2.15",",0","3.03",",,,0","-7.34",",,,0"
"USC00157510","1964-01","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0",",0","11",",0","7",",0","0",",0","9",",0","0","4,0","2",",0","23",",0","2",",0","0",",0","0",",0","","","19640114",",,0","19640101",",,0","19640131","+,4,0","","","19640120",",,0","19640122",",,0","-21.1",",0,14,","152",",,0,01,","0","4,,0,31,+","16.8",",,0,20,","18.9",",0,22,","1521.5","0","","","507.8",",0","","","","","","","","","","","","","","","","","72.1",",,,0","0","4,,,0","1.95",",0","9.19",",,,0","-5.28",",,,0"
"USC00157510","1964-02","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0",",0","16",",0","7",",0","0",",0","2",",0","","","0",",0","26",",0","2",",0","0",",0","0",",0","","","19640229",",,0","19640228",",,0","","","","","19640206",",,0","19640205",",,0","-15.6",",0,29,","127",",,0,28,","","","14.7",",,0,06,","15.0",",0,05,","2014.4","0","","","492.9",",0","","","","","","","","","","","","","","","","","82.0",",,,0","","","1.34",",0","7.02",",,,0","-4.35",",,,0"
"USC00157510","1964-03","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0","1,0","14",",0","8",",0","3",",0","0",",0","0",",0","0","1,0","15","1,0","0",",0","4",",0","0",",0","","","19640330",",1,0","19640330",",,0","19640330","+,,0","4","","19640308",",,0","19640304",",,0","-7.8","1,0,30,","0",",T,0,30,","8",",,0,30,+","56.4",",,0,08,","23.3",",0,04,","2305.5","0","","","291.1",",0","","","","","","","","","","","","","","","","","177.7",",,,0","16",",,,0","8.52","1,0","15.74",",,,0","1.30","1,,,0"
"USC00157510","1964-04","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","18.7","0","18.7",",0","17",",0","11",",0","1",",0","0",",0","0",",0","0",",0","4",",0","0",",0","22",",0","0",",0","","","19640401",",,0","19640430","+,,0","19640430","+,,0","6","","19640407",",,0","19640420",",,0","-5.6",",0,01,","0",",,0,30,+","0",",,0,30,+","26.7",",,0,07,","28.3",",0,20,","2421.1","0","","","115.6",",0","","","","","","","","","","","","","","","","","146.4",",,,0","0",",,,0","15.10",",0","22.15",",,,0","8.06",",,,0"
"USC00157510","1964-05","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","69.5","0","50.8",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","0",",0","","","19640516","+,,0","19640531","+,,0","19640531","+,,0","5","","19640513",",,0","19640520","+,,0","6.7",",0,16,+","0",",,0,31,+","0",",,0,31,+","30.5",",,0,13,","31.1",",0,20,+","2446.8","0","","","25.7",",0","","","","","","","","","","","","","","","","","75.7",",,,0","0",",,,0","19.14",",0","26.32",",,,0","11.96",",,,0"
"USC00157510","1964-06","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","220.1","0","150.6",",0","11",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","8",",0","","","19640604",",,0","19640630","+,,0","19640630","+,,0","2","","19640618",",,0","19640623","+,,0","6.7",",0,04,","0",",,0,30,+","0",",,0,30,+","30.0",",,0,18,","35.0",",0,23,+","2453.7","0","","","6.9",",0","","","","","","","","","","","","","","","","","102.3",",,,0","0",",,,0","23.12",",0","29.89",",,,0","16.35",",,,0"
"USC00157510","1964-07","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","384.9","0","164.8",",0","9",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","6",",0","","","19640706",",,0","19640731","+,,0","19640731","+,,0","1","","19640712",",,0","19640724",",,0","11.1",",0,06,","0",",,0,31,+","0",",,0,31,+","65.0",",,0,12,","33.3",",0,24,","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","","","142.6",",,,0","0",",,,0","23.65",",0","29.90",",,,0","17.40",",,,0"
"USC00157510","1964-08","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","535.8","0","150.9",",0","11",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","","","19640813",",,0","19640831","+,,0","19640831","+,,0","7","","19640804",",,0","19640804","+,,0","6.7",",0,13,","0",",,0,31,+","0",",,0,31,+","31.5",",,0,04,","35.0",",0,04,+","9.5","0","","","9.5",",0","","","","","","","","","","","","","","","","","78.4",",,,0","0",",,,0","22.89",",0","29.49",",,,0","16.30",",,,0"
"USC00157510","1964-09","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","604.0","0","68.2",",0","9",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","7",",0","","","19640914",",,0","19640930","+,,0","19640930","+,,0","","","19640929",",,0","19640909",",,0","2.2",",0,14,","0",",,0,30,+","0",",,0,30,+","34.3",",,0,29,","34.4",",0,09,","34.6","0","","","25.1",",0","","","","","","","","","","","","","","","","","93.4",",,,0","0",",,,0","19.77",",0","27.53",",,,0","12.00",",,,0"
"USC00157510","1964-10","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","608.2","0","4.2",",0","7",",0","4",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","15",",0","0",",0","","","19641025","+,,0","19641031","+,,0","19641031","+,,0","","","19641002",",,0","19641002",",,0","-3.9",",0,25,+","0",",,0,31,+","0",",,0,31,+","4.6",",,0,02,","27.2",",0,02,","227.6","0","","","193.0",",0","","","","","","","","","","","","","","","","","17.8",",,,0","0",",,,0","12.24",",0","20.09",",,,0","4.40",",,,0"
"USC00157510","1964-11","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","608.2","0","0.0",",0","12",",0","7",",0","0",",0","1",",0","1",",0","0",",0","9",",0","0",",0","14",",0","0",",0","","","19641122",",,0","19641130",",,0","19641130",",,0","2","","19641125",",,0","19641115",",,0","-12.8",",0,22,","25",",,0,30,","25",",,0,30,","23.9",",,0,25,","25.6",",0,15,","478.4","0","","","250.8",",0","","","","","","","","","","","","","","","","","72.8",",,,0","25",",,,0","9.97",",0","17.62",",,,0","2.33",",,,0"
"USC00157510","1964-12","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","609.3","0","1.1","1,0","11",",0","8",",0","2",",0","0",",0","0",",0","0","1,0","18","1,0","0",",0","1",",0","0",",0","","","19641218",",1,0","19641202","+,,0","19641231","+,,0","","","19641203",",,0","19641224",",,0","-13.9","1,0,18,","0",",T,0,02,+","0",",,0,31,+","32.8",",,0,03,","22.8",",0,24,","890.1","0","","","411.7",",0","","","","","","","","","","","","","","","","","144.1",",,,0","0",",,,0","4.80","1,0","10.25",",,,0","-0.66","1,,,0"
"USC00157510","1965-01","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0",",0","9",",0","7",",0","2",",0","5","2,0","2",",0","2",",0","22",",0","4",",0","0",",0","0",",0","","","19650131",",,0","19650130",",2,0","19650130",",,0","","","19650109",",,0","19650108",",,0","-25.6",",0,31,","127","2,,0,30,","114",",,0,30,","39.4",",,0,09,","20.0",",0,08,","1388.3","0","","","498.2",",0","","","","","","","","","","","","","","","","","112.0",",,,0","229",",,,0","2.26",",0","8.76",",,,0","-4.24",",,,0"
"USC00157510","1965-02","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0","1,0","8","2,0","5","2,0","0","2,0","6","1,0","1","2,0","3",",0","18",",0","3","1,0","0","1,0","0","1,0","","","19650202",",,0","19650203","+,1,0","19650201",",2,0","","","19650201",",2,0","19650228",",1,0","-26.1",",0,02,","203","1,,0,03,+","127","2,,0,01,","12.7","2,,0,01,","20.0","1,0,28,","1803.2","0","","","414.9","1,0","","","","","","","","","","","","","","","","","54.6",",a,,0","135","2,,,0","2.90","1,0","9.94","1,,,0","-4.15",",,,0"
"USC00157510","1965-03","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0",",0","12",",0","8",",0","4",",0","0",",0","0","3,0","0",",0","20",",0","1",",0","1",",0","0",",0","","","19650321",",,0","19650304",",,0","19650320",",3,0","3","","19650329",",,0","19650328",",,0","-12.8",",0,21,","0",",T,0,04,","0","3,T,0,20,","49.0",",,0,29,","22.2",",0,28,","2218.8","0","","","415.6",",0","","","","","","","","","","","","","","","","","185.9",",,,0","0","3,T,,0","4.93",",0","11.04",",,,0","-1.18",",,,0"
"USC00157510","1965-04","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","17.0","0","17.0",",0","11",",0","6",",0","1",",0","0",",0","0",",0","0",",0","4",",0","0",",0","16",",0","0",",0","","","19650404","+,,0","19650430","+,,0","19650430","+,,0","4","","19650415",",,0","19650423",",,0","-1.1",",0,04,+","0",",,0,30,+","0",",,0,30,+","33.8",",,0,15,","31.1",",0,23,","2356.1","0","","","137.3",",0","","","","","","","","","","","","","","","","","94.6",",,,0","0",",,,0","14.32",",0","21.55",",,,0","7.10",",,,0"
"USC00157510","1965-05","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","79.3","0","62.3",",0","10",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","0",",0","","","19650530",",,0","19650531","+,,0","19650531","+,,0","4","","19650527","+,,0","19650525",",,0","4.4",",0,30,","0",",,0,31,+","0",",,0,31,+","13.7",",,0,27,+","31.1",",0,25,","2369.1","0","","","13.0",",0","","","","","","","","","","","","","","","","","58.7",",,,0","0",",,,0","19.92",",0","27.67",",,,0","12.17",",,,0"
"USC00157510","1965-06","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","185.8","0","106.5",",0","12",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","19650619",",,0","19650630","+,,0","19650630","+,,0","7","","19650612",",,0","19650629",",,0","7.8",",0,19,","0",",,0,30,+","0",",,0,30,+","26.2",",,0,12,","31.7",",0,29,","2373.5","0","","","4.4",",0","","","","","","","","","","","","","","","","","121.5",",,,0","0",",,,0","21.74",",0","28.03",",,,0","15.44",",,,0"
"USC00157510","1965-07","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","325.6","0","139.8",",0","14",",0","11",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","","","19650730",",,0","19650731","+,,0","19650731","+,,0","7","","19650704",",,0","19650724",",,0","9.4",",0,30,","0",",,0,31,+","0",",,0,31,+","44.2",",,0,04,","34.4",",0,24,","0.6","0","","","0.6",",0","","","","","","","","","","","","","","","","","141.6",",,,0","0",",,,0","22.82",",0","29.67",",,,0","15.98",",,,0"
"USC00157510","1965-08","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","463.7","0","138.1",",0","8",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","8",",0","","","19650829",",,0","19650831","+,,0","19650831","+,,0","6","","19650819",",,0","19650818","+,,0","7.8",",0,29,","0",",,0,31,+","0",",,0,31,+","21.1",",,0,19,","34.4",",0,18,+","4.2","0","","","3.6",",0","","","","","","","","","","","","","","","","","81.4",",,,0","0",",,,0","22.67",",0","29.89",",,,0","15.45",",,,0"
"USC00157510","1965-09","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","558.4","0","94.7","1,0","9",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","26","1,0","3","1,0","","","19650925",",,0","19650930","+,,0","19650930","+,,0","2","","19650912",",,0","19650910",",1,0","0.6",",0,25,","0",",,0,30,+","0",",,0,30,+","23.9",",,0,12,","33.3","1,0,10,","29.2","0","","","25.0","1,0","","","","","","","","","","","","","","","","","89.7",",,,0","0",",,,0","20.77","1,0","27.76","1,,,0","13.78",",,,0"
"USC00157510","1965-10","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","561.5","0","3.1",",0","6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","14",",0","0",",0","","","19651025",",,0","19651031","+,,0","19651031","+,,0","1","","19651001",",,0","19651017","+,,0","-4.4",",0,25,","0",",,0,31,+","0",",,0,31,+","24.1",",,0,01,","27.8",",0,17,+","206.8","0","","","177.6",",0","","","","","","","","","","","","","","","","","59.8",",,,0","0",",,,0","12.70",",0","20.19",",,,0","5.21",",,,0"
"USC00157510","1965-11","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","561.5","0","0.0",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","4",",0","0",",0","","","19651130",",,0","19651130","+,,0","19651130","+,,0","2","","19651127",",,0","19651107",",,0","-8.3",",0,30,","0",",,0,30,+","0",",,0,30,+","22.4",",,0,27,","23.9",",0,07,","499.9","0","","","293.1",",0","","","","","","","","","","","","","","","","","60.3",",,,0","0",",,,0","8.56",",0","15.57",",,,0","1.56",",,,0"
"USC00157510","1965-12","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","561.5","0","0.0",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","20",",0","0",",0","0",",0","0",",0","","","19651201",",,0","19651231","+,,0","19651231","+,,0","","","19651212",",,0","19651230",",,0","-10.0",",0,01,","0",",,0,31,+","0",",,0,31,+","4.1",",,0,12,","20.0",",0,30,","921.5","0","","","421.6",",0","","","","","","","","","","","","","","","","","5.2",",,,0","0",",,,0","4.73",",0","11.21",",,,0","-1.74",",,,0"
"USC00157510","1966-01","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0",",0","9",",0","9",",0","2",",0","10",",0","3",",0","2",",0","25",",0","10",",0","0",",0","0",",0","","","19660130",",,0","19660130","+,,0","19660129",",,0","","","19660101",",,0","19660101",",,0","-26.1",",0,30,","178",",,0,30,+","152",",,0,29,","47.0",",,0,01,","16.7",",0,01,","1531.9","0","","","610.4",",0","","","","","","","","","","","","","","","","","128.4",",,,0","317",",,,0","-1.36",",0","3.53",",,,0","-6.24",",,,0"
"USC00157510","1966-02","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0",",0","14",",0","8",",0","1",",0","6",",0","0",",0","0",",0","18",",0","4",",0","0",",0","0",",0","","","19660205",",,0","19660202","+,,0","19660228","+,,0","","","19660213",",,0","19660209","+,,0","-11.1",",0,05,","102",",,0,02,+","0",",,0,28,+","41.1",",,0,13,","19.4",",0,09,+","1954.7","0","","","422.8",",0","","","","","","","","","","","","","","","","","108.1",",,,0","0",",,,0","3.23",",0","8.21",",,,0","-1.74",",,,0"
"USC00157510","1966-03","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","2.8","0","2.8",",0","7",",0","2",",0","1",",0","0",",0","0",",0","0",",0","12",",0","1",",0","9",",0","0",",0","","","19660329","+,,0","19660331","+,,0","19660324","+,,0","2","","19660304",",,0","19660322",",,0","-7.8",",0,29,+","0",",,0,31,+","0",",T,0,24,+","25.7",",,0,04,","27.8",",0,22,","2239.5","0","","","284.8",",0","","","","","","","","","","","","","","","","","33.9",",,,0","0",",T,,0","9.24",",0","15.84",",,,0","2.63",",,,0"
"USC00157510","1966-04","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","16.4","0","13.6","1,0","14",",0","10",",0","2",",0","0",",0","0",",0","0",",0","5",",0","0","1,0","11","1,0","0","1,0","","","19660410",",,0","19660430","+,,0","19660430","+,,0","6","","19660413",",,0","19660418",",1,0","-5.6",",0,10,","0",",,0,30,+","0",",,0,30,+","33.8",",,0,13,","27.8","1,0,18,","2411.7","0","","","172.2","1,0","","","","","","","","","","","","","","","","","151.7",",,,0","0",",,,0","13.01","1,0","18.13","1,,,0","7.88",",,,0"
"USC00157510","1966-05","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","39.7","0","23.3",",0","6","2,0","4","2,0","0","2,0","0",",0","0",",0","0",",0","1",",0","0",",0","25",",0","0",",0","","","19660510",",,0","19660531","+,,0","19660531","+,,0","","","19660513",",2,0","19660508",",,0","-2.2",",0,10,","0",",,0,31,+","0",",,0,31,+","15.2","2,,0,13,","30.0",",0,08,","2479.8","0","","","68.1",",0","","","","","","","","","","","","","","","","","52.1",",a,,0","0",",,,0","16.89",",0","24.21",",,,0","9.57",",,,0"
"USC00157510","1966-06","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","145.5","0","105.8",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","8",",0","","","19660601",",,0","19660630","+,,0","19660630","+,,0","5","","19660616",",,0","19660628",",,0","1.1",",0,01,","0",",,0,30,+","0",",,0,30,+","20.3",",,0,16,","35.0",",0,28,","2492.5","0","","","12.7",",0","","","","","","","","","","","","","","","","","67.8",",,,0","0",",,,0","21.44",",0","29.52",",,,0","13.35",",,,0"
"USC00157510","1966-07","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","371.4","0","225.9",",0","10",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","22",",0","","","19660731","+,,0","19660731","+,,0","19660731","+,,0","6","","19660729",",,0","19660714",",,0","13.3",",0,31,+","0",",,0,31,+","0",",,0,31,+","37.1",",,0,29,","36.7",",0,14,","0.0","0","","","0.0",",0","","","","","","","","","","","","","","","","","120.0",",,,0","0",",,,0","25.62",",0","32.81",",,,0","18.43",",,,0"
"USC00157510","1966-08","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","511.9","0","140.5",",0","16",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","19660827",",,0","19660831","+,,0","19660831","+,,0","6","","19660820",",,0","19660820","+,,0","10.0",",0,27,","0",",,0,31,+","0",",,0,31,+","40.1",",,0,20,","31.7",",0,20,+","1.4","0","","","1.4",",0","","","","","","","","","","","","","","","","","154.0",",,,0","0",",,,0","22.82",",0","29.06",",,,0","16.58",",,,0"
"USC00157510","1966-09","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","552.8","0","40.9",",0","16",",0","10",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","","","19660925","+,,0","19660930","+,,0","19660930","+,,0","3","","19660913",",,0","19660903","+,,0","5.6",",0,25,+","0",",,0,30,+","0",",,0,30,+","47.0",",,0,13,","31.1",",0,03,+","20.8","0","","","19.4",",0","","","","","","","","","","","","","","","","","148.2",",,,0","0",",,,0","19.05",",0","24.66",",,,0","13.44",",,,0"
"USC00157510","1966-10","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","555.3","0","2.5","1,0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","6",",0","0","1,0","10","1,0","0","1,0","","","19661031","+,,0","19661031","+,,0","19661031","+,,0","1","","19661001",",,0","19661014",",1,0","-1.1",",0,31,+","0",",,0,31,+","0",",,0,31,+","25.4",",,0,01,","25.0","1,0,14,","201.7","0","","","180.9","1,0","","","","","","","","","","","","","","","","","63.1",",,,0","0",",,,0","12.41","1,0","19.44","1,,,0","5.38",",,,0"
"USC00157510","1966-11","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","555.3","0","0.0",",0","13",",0","10",",0","1",",0","2",",0","0","2,0","0",",0","13",",0","1",",0","2",",0","0",",0","","","19661104",",,0","19661103","+,,0","19661130","+,2,0","1","","19661102",",,0","19661118",",,0","-7.2",",0,04,","102",",,0,03,+","0","2,T,0,30,+","31.8",",,0,02,","22.2",",0,18,","497.4","0","","","295.7",",0","","","","","","","","","","","","","","","","","100.4",",,,0","0","2,T,,0","8.48",",0","14.39",",,,0","2.56",",,,0"
"USC00157510","1966-12","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","555.3","0","0.0","1,0","9",",0","9",",0","3",",0","0","5,0","2",",0","1",",0","23",",0","4","1,0","0","1,0","0","1,0","","","19661225",",,0","19661231","+,5,0","19661223",",,0","","","19661209",",,0","19661209",",1,0","-21.7",",0,25,","0","5,,0,31,+","152",",,0,23,","44.5",",,0,09,","17.2","1,0,09,","980.7","0","","","483.3","1,0","","","","","","","","","","","","","","","","","151.4",",,,0","203",",,,0","2.29","1,0","8.53","1,,,0","-3.95",",,,0"
"USC00157510","1967-01","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0",",0","5",",0","3",",0","0",",0","3",",0","2",",0","0",",0","24",",0","0",",0","3",",0","0",",0","","","19670118",",,0","19670119",",,0","19670119",",,0","1","","19670127",",,0","19670124",",,0","-12.2",",0,18,","127",",,0,19,","127",",,0,19,","20.3",",,0,27,","22.8",",0,24,","1425.5","0","","","444.8",",0","","","","","","","","","","","","","","","","","39.7",",,,0","152",",,,0","3.99",",0","9.75",",,,0","-1.78",",,,0"
"USC00157510","1967-02","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","0.0","0","0.0",",0","10",",0","10",",0","0",",0","0","3,0","1","2,0","1",",0","22",",0","2",",0","0",",0","0",",0","","","19670225",",,0","19670228","+,3,0","19670207",",2,0","","","19670220",",,0","19670201",",,0","-18.9",",0,25,","0","3,,0,28,+","51","2,,0,07,","17.5",",,0,20,","20.6",",0,01,","1900.7","0","","","475.2",",0","","","","","","","","","","","","","","","","","72.9",",,,0","51","2,,,0","1.36",",0","7.44",",,,0","-4.71",",,,0"
"USC00157510","1967-03","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","4.2","0","4.2","1,0","8",",0","6",",0","2",",0","1",",0","1",",0","0","1,0","11","1,0","0",",0","15",",0","0",",0","","","19670318",",1,0","19670307",",,0","19670307",",,0","2","","19670312",",,0","19670313",",,0","-10.6","1,0,18,","25",",,0,07,","51",",,0,07,","50.3",",,0,12,","27.8",",0,13,","2113.1","0","","","212.4",",0","","","","","","","","","","","","","","","","","138.7",",,,0","51",",,,0","11.23","1,0","18.91",",,,0","3.55","1,,,0"
"USC00157510","1967-04","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","25.4","0","21.2",",0","7",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","0",",0","","","19670428","+,,0","19670430","+,,0","19670430","+,,0","3","","19670426",",,0","19670416",",,0","0.6",",0,28,+","0",",,0,30,+","0",",,0,30,+","46.7",",,0,26,","28.9",",0,16,","2204.4","0","","","91.3",",0","","","","","","","","","","","","","","","","","91.5",",,,0","0",",,,0","16.00",",0","22.85",",,,0","9.14",",,,0"
"USC00157510","1967-05","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","47.4","0","22.0","1,0","12",",0","9",",0","4",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","21",",0","0",",0","","","19670516",",1,0","19670531","+,,0","19670531","+,,0","3","","19670515",",,0","19670526",",,0","1.1","1,0,16,","0",",,0,31,+","0",",,0,31,+","40.9",",,0,15,","31.7",",0,26,","2285.0","0","","","80.6",",0","","","","","","","","","","","","","","","","","186.1",",,,0","0",",,,0","16.29","1,0","22.66",",,,0","9.91","1,,,0"
"USC00157510","1967-06","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","157.3","0","109.9",",0","9",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","2",",0","","","19670602",",,0","19670630","+,,0","19670630","+,,0","4","","19670622",",,0","19670617",",,0","11.7",",0,02,","0",",,0,30,+","0",",,0,30,+","40.6",",,0,22,","33.3",",0,17,","2294.1","0","","","9.1",",0","","","","","","","","","","","","","","","","","107.6",",,,0","0",",,,0","21.69",",0","28.24",",,,0","15.15",",,,0"
"USC00157510","1967-07","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","277.8","0","120.5",",0","16",",0","12",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","19670715",",,0","19670731","+,,0","19670731","+,,0","12","","19670710","+,,0","19670724",",,0","8.3",",0,15,","0",",,0,31,+","0",",,0,31,+","50.8",",,0,10,+","31.1",",0,24,","4.5","0","","","4.5",",0","","","","","","","","","","","","","","","","","249.5",",,,0","0",",,,0","22.07",",0","27.90",",,,0","16.25",",,,0"
"USC00157510","1967-08","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","364.6","0","86.8",",0","12",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","2",",0","","","19670827","+,,0","19670831","+,,0","19670831","+,,0","","","19670826",",,0","19670802","+,,0","8.9",",0,27,+","0",",,0,31,+","0",",,0,31,+","22.6",",,0,26,","32.2",",0,02,+","11.4","0","","","6.9",",0","","","","","","","","","","","","","","","","","83.1",",,,0","0",",,,0","20.91",",0","26.97",",,,0","14.85",",,,0"
"USC00157510","1967-09","37.1167","-84.6167","310.9","SOMERSET 2 N, KY US","394.0","0","29.4",",0","6",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","1",",0","","","19670925",",,0","19670930","+,,0","19670930","+,,0","1","","19670928",",,0","19670919",",,0","0.6",",0,25,","0",",,0,30,+","0",",,0,30,+","42.2",",,0,28,","32.2",",0,19,","66.0","0","","","54.6",",0","","","","","","","","","","","","","","","","","93.8",",,,0","0",",,,0","17.49",",0","25.04",",,,0","9.94",",,,0"
