"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00023062","1961-07","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","186.3","0","119.6",",0","11",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","14",",0","2","","","","19610712",",,0","19610731","+,,0","19610731","+,,0","11","","19610730","+,,0","19610717",",,0","8.9",",0,12,","0",",,0,31,+","0",",,0,31,+","11.7",",,0,30,+","37.2",",0,17,","8.3","0","8.3",",0","40.6",",,,0","","","0",",,,0","21.92",",0","30.88",",,,0","12.97",",,,0","","","","","158",",X","","","","","20.0",",X","",""
"USW00023062","1961-08","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","309.1","0","122.8",",0","12",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","9",",0","3","","","","19610822",",,0","19610831","+,,0","19610831","+,,0","11","","19610830",",,0","19610806",",,0","11.7",",0,22,","0",",,0,31,+","0",",,0,31,+","8.1",",,0,30,","35.6",",0,06,","8.3","0","0.0",",0","30.7",",,,0","","","0",",,,0","22.29",",0","30.32",",,,0","14.26",",,,0","","","","","338",",X","","","","","14.9",",X","",""
"USW00023062","1961-09","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","317.9","0","8.8",",0","10",",0","8",",0","2",",0","0",",0","2",",0","0",",0","2",",0","0",",0","18",",0","0",",0","5","","","","19610930","+,,0","19610930","+,,0","19610903",",,0","3","","19610919",",,0","19610918","+,,0","-1.7",",0,30,+","0",",,0,30,+","107",",,0,03,","29.7",",,0,19,","29.4",",0,18,+","162.7","0","154.4",",0","118.6",",,,0","","","148",",,,0","13.48",",0","20.75",",,,0","6.21",",,,0","","","","","315",",X","","","","","18.0",",X","",""
"USW00023062","1961-10","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","317.9","0","0.0",",0","5",",0","1",",0","0",",0","3",",0","1",",0","0",",0","10",",0","0",",0","13",",0","0",",0","4","","","","19611025",",,0","19611030","+,,0","19611029",",,0","","","19611029",",,0","19611016",",,0","-5.6",",0,25,","76",",,0,30,+","152",",,0,29,","14.7",",,0,29,","27.2",",0,16,","421.4","0","258.7",",0","19.5",",,,0","","","157",",,,0","9.99",",0","18.44",",,,0","1.53",",,,0","","","","","293",",X","","","","","16.4",",X","",""
"USW00023062","1961-11","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","317.9","0","0.0",",0","8",",0","2",",0","0",",0","8",",0","2",",0","1",",0","27",",0","5",",0","0",",0","0",",0","8","","","","19611119",",,0","19611119","+,,0","19611117","+,,0","","","19611112",",,0","19611101",",,0","-18.9",",0,19,","127",",,0,19,+","127",",,0,17,+","10.2",",,0,12,","18.3",",0,01,","927.1","0","505.7",",0","23.8",",,,0","","","291",",,,0","1.48",",0","8.53",",,,0","-5.58",",,,0","","","","","45",",X","","","","","18.0",",X","",""
"USW00023062","1961-12","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","317.9","0","0.0",",0","4",",0","1",",0","0",",0","10",",0","1",",0","5",",0","31",",0","7",",0","0",",0","0",",0","6","","","","19611210",",,0","19611213","+,,0","19611208",",,0","","","19611208",",,0","19611225",",,0","-26.7",",0,10,","76",",,0,13,+","56",",,0,08,","4.1",",,0,08,","18.3",",0,25,","1569.9","0","642.8",",0","7.7",",,,0","","","97",",,,0","-2.40",",0","4.79",",,,0","-9.60",",,,0","","","","","270",",X","","","","","27.8",",X","",""
"USW00023062","1962-01","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","0.0","0","0.0",",0","10",",0","3",",0","0",",0","23",",0","4",",0","13",",0","31",",0","11",",0","0",",0","0",",0","2","","","","19620110","+,,0","19620109",",,0","19620108",",,0","","","19620108",",,0","19620102",",,0","-31.1",",0,10,+","305",",,0,09,","305",",,0,08,","23.4",",,0,08,","17.2",",0,02,","2354.4","0","784.5",",0","34.0",",,,0","","","440",",,,0","-6.97",",0","0.77",",,,0","-14.72",",,,0","","","","","45",",X","","","","","19.0",",X","",""
"USW00023062","1962-02","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","0.0","0","0.0",",0","8",",0","3",",0","0",",0","11",",0","3",",0","4",",0","22",",0","10",",0","2",",0","0",",0","7","","","","19620228",",,0","19620218",",,0","19620217",",,0","","","19620217",",,0","19620211",",,0","-27.8",",0,28,","178",",,0,18,","191",",,0,17,","18.3",",,0,17,","22.2",",0,11,","2901.6","0","547.2",",0","26.8",",,,0","","","289",",,,0","-1.21",",0","5.20",",,,0","-7.63",",,,0","","","","","293",",X","","","","","18.5",",X","",""
"USW00023062","1962-03","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","0.0","0","0.0",",0","7",",0","3",",0","0",",0","5",",0","4",",0","1",",0","29",",0","2",",0","2",",0","0",",0","2","","","","19620301",",,0","19620301",",,0","19620330",",,0","","","19620330",",,0","19620327",",,0","-20.0",",0,01,","102",",,0,01,","64",",,0,30,","4.1",",,0,30,","22.2",",0,27,","3425.0","0","523.4",",0","13.3",",,,0","","","173",",,,0","1.45",",0","8.28",",,,0","-5.38",",,,0","","","","","45",",X","","","","","20.6",",X","",""
"USW00023062","1962-04","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","1.1","0","1.1",",0","10",",0","2",",0","0",",0","2",",0","2",",0","0",",0","11",",0","0",",0","11",",0","0",",0","4","","","","19620401",",,0","19620401",",,0","19620429",",,0","1","","19620429",",,0","19620420",",,0","-9.4",",0,01,","51",",,0,01,","163",",,0,29,","16.3",",,0,29,","28.3",",0,20,","3671.1","0","246.1",",0","28.2",",,,0","","","255",",,,0","10.17",",0","17.98",",,,0","2.35",",,,0","","","","","293",",X","","","","","27.2",",X","",""
"USW00023062","1962-05","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","11.7","0","10.6",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","1",",0","3","","","","19620501",",,0","19620531","+,,0","19620531","+,,0","8","","19620516",",,0","19620512",",,0","0.6",",0,01,","0",",,0,31,+","0",",,0,31,+","8.4",",,0,16,","32.2",",0,12,","3772.1","0","101.0",",0","21.5",",,,0","","","0",",,,0","15.42",",0","24.04",",,,0","6.80",",,,0","","","","","225",",X","","","","","21.1",",X","",""
"USW00023062","1962-06","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","62.2","0","50.5",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","2",",0","4","","","","19620609",",,0","19620630","+,,0","19620630","+,,0","13","","19620607",",,0","19620628",",,0","5.0",",0,09,","0",",,0,30,+","0",",,0,30,+","15.5",",,0,07,","35.0",",0,28,","3813.8","0","41.7",",0","38.7",",,,0","","","0",",,,0","18.63",",0","26.90",",,,0","10.35",",,,0","","","","","293",",X","","","","","20.6",",X","",""
"USW00023062","1962-07","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","197.7","0","135.5",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","15",",0","2","","","","19620715",",,0","19620731","+,,0","19620731","+,,0","6","","19620723",",,0","19620706",",,0","10.0",",0,15,","0",",,0,31,+","0",",,0,31,+","6.4",",,0,23,","36.1",",0,06,","0.0","0","0.0",",0","13.9",",,,0","","","0",",,,0","22.70",",0","31.80",",,,0","13.61",",,,0","","","","","315",",X","","","","","20.0",",X","",""
"USW00023062","1962-08","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","337.5","0","139.8",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","21",",0","1","","","","19620831",",,0","19620831","+,,0","19620831","+,,0","4","","19620823",",,0","19620814","+,,0","6.1",",0,31,","0",",,0,31,+","0",",,0,31,+","7.1",",,0,23,","37.8",",0,14,+","11.1","0","11.1",",0","11.7",",,,0","","","0",",,,0","22.48",",0","32.17",",,,0","12.80",",,,0","","","","","248",",X","","","","","23.1",",X","",""
"USW00023062","1962-09","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","359.6","0","22.1",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","25",",0","5",",0","6","","","","19620909","+,,0","19620930","+,,0","19620908",",,0","1","","19620908",",,0","19620912",",,0","-0.6",",0,09,+","0",",,0,30,+","18",",,0,08,","2.0",",,0,08,","32.8",",0,12,","75.8","0","64.7",",0","4.9",",,,0","","","18",",,,0","16.91",",0","26.24",",,,0","7.58",",,,0","","","","","180",",X","","","","","17.0",",X","",""
"USW00023062","1962-10","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","359.6","0","0.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","16",",0","0",",0","","","","","19621025",",,0","19621031","+,,0","19621031","+,,0","","","19621019",",,0","19621010",",,0","-3.3",",0,25,","0",",,0,31,+","0",",,0,31,+","0.8",",,0,19,","30.6",",0,10,","275.1","0","199.3",",0","1.3",",,,0","","","0",",,,0","11.90",",0","21.45",",,,0","2.35",",,,0","","","","","293",",X","","","","","18.0",",X","",""
"USW00023062","1962-11","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","359.6","0","0.0",",0","4",",0","2",",0","0",",0","4",",0","2",",0","0",",0","25",",0","2",",0","1",",0","0",",0","3","","","","19621119",",,0","19621119","+,,0","19621115",",,0","","","19621115",",,0","19621105",",,0","-9.4",",0,19,","25",",,0,19,+","69",",,0,15,","11.7",",,0,15,","22.2",",0,05,","670.3","0","395.2",",0","17.3",",,,0","","","128",",,,0","5.16",",0","13.08",",,,0","-2.76",",,,0","","","","","270",",X","","","","","24.7",",X","",""
"USW00023062","1962-12","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","359.6","0","0.0",",0","4",",0","1",",0","0",",0","2",",0","1",",0","1",",0","31",",0","3",",0","0",",0","0",",0","3","","","","19621225",",,0","19621226","+,,0","19621224",",,0","","","19621224",",,0","19621217",",,0","-22.2",",0,25,","25",",,0,26,+","25",",,0,24,","2.5",",,0,24,","19.4",",0,17,","1208.6","0","538.3",",0","4.3",",,,0","","","30",",,,0","0.97",",0","9.43",",,,0","-7.49",",,,0","","","","","293",",X","","","","","20.0",",X","",""
"USW00023062","1963-01","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","0.0","0","0.0",",0","9",",0","2",",0","0",",0","14",",0","3",",0","12",",0","31",",0","14",",0","0",",0","0",",0","6","","","","19630112","+,,0","19630105",",,0","19630104",",,0","","","19630104",",,0","19630131",",,0","-31.7",",0,12,+","76",",,0,05,","102",",,0,04,","6.6",",,0,04,","18.3",",0,31,","1998.9","0","790.3",",0","18.1",",,,0","","","232",",,,0","-7.16",",0","0.61",",,,0","-14.93",",,,0","","","","","315",",X","","","","","22.6",",X","",""
"USW00023062","1963-02","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","0.0","0","0.0",",0","4",",0","1",",0","0",",0","3",",0","1",",0","1",",0","23",",0","2",",0","3",",0","0",",0","6","","","","19630212",",,0","19630225","+,,0","19630210",",,0","","","19630210",",,0","19630205",",,0","-17.8",",0,12,","25",",,0,25,+","28",",,0,10,","2.8",",,0,10,","24.4",",0,05,","2429.7","0","430.8",",0","5.4",",,,0","","","54",",,,0","2.95",",0","10.85",",,,0","-4.96",",,,0","","","","","248",",X","","","","","29.3",",X","",""
"USW00023062","1963-03","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","0.0","0","0.0",",0","8",",0","4",",0","0",",0","9",",0","5",",0","1",",0","24",",0","4",",0","5",",0","0",",0","4","","","","19630313",",,0","19630305","+,,0","19630303",",,0","","","19630303",",,0","19630328",",,0","-19.4",",0,13,","203",",,0,05,+","198",",,0,03,","11.9",",,0,03,","28.3",",0,28,","2906.6","0","476.9",",0","36.0",",,,0","","","458",",,,0","2.95",",0","10.45",",,,0","-4.55",",,,0","","","","","270",",X","","","","","24.7",",X","",""
"USW00023062","1963-04","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","0.0","0","0.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","9",",0","0",",0","2","","","","19630423",",,0","19630430","+,,0","19630422",",,0","1","","19630422",",,0","19630414",",,0","-2.8",",0,23,","0",",,0,30,+","5",",,0,22,","0.5",",,0,22,","28.3",",0,14,","3156.1","0","249.5",",0","0.8",",,,0","","","5",",,,0","10.02",",0","18.75",",,,0","1.28",",,,0","","","","","248",",X","","","","","28.3",",X","",""
"USW00023062","1963-05","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","18.4","0","18.4",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","0",",0","3","","","","19630521","+,,0","19630531","+,,0","19630531","+,,0","4","","19630530",",,0","19630530","+,,0","1.7",",0,21,+","0",",,0,31,+","0",",,0,31,+","5.6",",,0,30,","30.6",",0,30,+","3245.8","0","89.7",",0","17.4",",,,0","","","0",",,,0","16.03",",0","24.85",",,,0","7.21",",,,0","","","","","293",",X","","","","","22.1",",X","",""
"USW00023062","1963-06","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","75.4","0","57.0",",0","7",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","8",",0","3","","","","19630617",",,0","19630630","+,,0","19630630","+,,0","6","","19630616",",,0","19630628",",,0","7.2",",0,17,","0",",,0,30,+","0",",,0,30,+","33.3",",,0,16,","35.6",",0,28,","3274.3","0","28.5",",0","91.3",",,,0","","","0",",,,0","19.28",",0","28.19",",,,0","10.38",",,,0","","","","","270",",X","","","","","22.1",",X","",""
"USW00023062","1963-07","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","247.4","0","172.0",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","25",",0","1","","","","19630729",",,0","19630731","+,,0","19630731","+,,0","8","","19630709",",,0","19630725",",,0","11.1",",0,29,","0",",,0,31,+","0",",,0,31,+","10.7",",,0,09,","37.2",",0,25,","3.3","0","3.3",",0","14.1",",,,0","","","0",",,,0","23.77",",0","32.88",",,,0","14.66",",,,0","","","","","293",",X","","","","","22.6",",X","",""
"USW00023062","1963-08","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","316.1","0","68.7",",0","13",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","5","","","","19630830",",,0","19630831","+,,0","19630831","+,,0","11","","19630806",",,0","19630801",",,0","9.4",",0,30,","0",",,0,31,+","0",",,0,31,+","15.7",",,0,06,","35.6",",0,01,","7.7","0","4.4",",0","64.1",",,,0","","","0",",,,0","20.40",",0","27.34",",,,0","13.47",",,,0","","","","","270",",X","","","","","18.5",",X","",""
"USW00023062","1963-09","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","348.3","0","32.2",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","3",",0","5","","","","19630928",",,0","19630930","+,,0","19630930","+,,0","6","","19630920",",,0","19630918",",,0","4.4",",0,28,","0",",,0,30,+","0",",,0,30,+","15.2",",,0,20,","33.3",",0,18,","25.6","0","17.9",",0","31.8",",,,0","","","0",",,,0","18.81",",0","27.59",",,,0","10.03",",,,0","","","","","293",",X","","","","","15.4",",X","",""
"USW00023062","1963-10","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","355.8","0","7.5",",0","2",",0","2",",0","0",",0","0",",0","1",",0","0",",0","2",",0","0",",0","24",",0","0",",0","2","","","","19631027",",,0","19631031","+,,0","19631031",",,0","","","19631031",",,0","19631004","+,,0","-3.9",",0,27,","0",",,0,31,+","28",",,0,31,","4.1",",,0,31,","29.4",",0,04,+","155.9","0","130.3",",0","7.9",",,,0","","","28",",,,0","14.37",",0","23.20",",,,0","5.54",",,,0","","","","","360",",X","","","","","15.4",",X","",""
"USW00023062","1963-11","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","355.8","0","0.0",",0","1",",0","1",",0","0",",0","3",",0","1",",0","0",",0","29",",0","0",",0","5",",0","0",",0","4","","","","19631130",",,0","19631117",",,0","19631116",",,0","","","19631116",",,0","19631115",",,0","-9.4",",0,30,","76",",,0,17,","89",",,0,16,","11.4",",,0,16,","22.8",",0,15,","543.8","0","387.9",",0","11.4",",,,0","","","89",",,,0","5.40",",0","14.45",",,,0","-3.64",",,,0","","","","","45",",X","","","","","14.4",",X","",""
"USW00023062","1963-12","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","355.8","0","0.0",",0","7",",0","2",",0","0",",0","8",",0","2",",0","5",",0","31",",0","7",",0","0",",0","0",",0","10","","","","19631211",",,0","19631223","+,,0","19631210",",,0","","","19631221",",,0","19631206",",,0","-23.9",",0,11,","51",",,0,23,+","61",",,0,10,","5.8",",,0,21,","17.8",",0,06,","1172.2","0","628.4",",0","13.0",",,,0","","","150",",,,0","-1.94",",0","6.61",",,,0","-10.49",",,,0","","","","","293",",X","","","","","22.1",",X","",""
"USW00023062","1964-01","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","0.0","0","0.0",",0","5",",0","0",",0","0",",0","3",",0","0",",0","2",",0","31",",0","4",",0","0",",0","0",",0","3","","","","19640112",",,0","19640113","+,,0","19640111","+,,0","","","19640111","+,,0","19640120",",,0","-20.6",",0,12,","25",",,0,13,+","23",",,0,11,+","2.3",",,0,11,+","18.3",",0,20,","1765.3","0","593.1",",0","6.7",",,,0","","","67",",,,0","-0.80",",0","7.51",",,,0","-9.11",",,,0","","","","","293",",X","","","","","21.1",",X","",""
"USW00023062","1964-02","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","0.0","0","0.0",",0","8",",0","5",",0","0",",0","12",",0","5",",0","2",",0","27",",0","10",",0","0",",0","0",",0","1","","","","19640226","+,,0","19640226",",,0","19640225",",,0","","","19640225",",,0","19640201",",,0","-19.4",",0,26,+","127",",,0,26,","109",",,0,25,","7.6",",,0,25,","17.8",",0,01,","2371.9","0","606.6",",0","26.4",",,,0","","","323",",,,0","-2.58",",0","4.23",",,,0","-9.40",",,,0","","","","","293",",X","","","","","18.5",",X","",""
"USW00023062","1964-03","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","0.0","0","0.0",",0","10",",0","5",",0","0",",0","10",",0","5",",0","0",",0","30",",0","6",",0","0",",0","0",",0","1","","","","19640304",",,0","19640325","+,,0","19640302",",,0","","","19640302",",,0","19640331",",,0","-15.6",",0,04,","127",",,0,25,+","127",",,0,02,","10.7",",,0,02,","20.0",",0,31,","2923.1","0","551.2",",0","35.0",",,,0","","","467",",,,0","0.55",",0","7.27",",,,0","-6.17",",,,0","","","","","360",",X","","","","","15.9",",X","",""
"USW00023062","1964-04","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","0.0","0","0.0",",0","7",",0","1",",0","0",",0","3",",0","1",",0","0",",0","12",",0","1",",0","6",",0","0",",0","6","","","","19640405",",,0","19640404",",,0","19640403",",,0","1","","19640403",",,0","19640416",",,0","-6.1",",0,05,","254",",,0,04,","254",",,0,03,","24.9",",,0,03,","27.2",",0,16,","3229.9","0","306.8",",0","31.9",",,,0","","","308",",,,0","8.11",",0","15.47",",,,0","0.74",",,,0","","","","","270",",X","","","","","20.6",",X","",""
"USW00023062","1964-05","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","23.3","0","23.3",",0","6",",0","4",",0","1",",0","0",",0","1",",0","0",",0","3",",0","0",",0","17",",0","2",",0","5","","","","19640504",",,0","19640508",",,0","19640508",",,0","4","","19640529",",,0","19640525","+,,0","-2.8",",0,04,","0",",T,0,08,","25",",,0,08,","33.8",",,0,29,","32.8",",0,25,+","3360.2","0","130.3",",0","64.2",",,,0","","","25",",,,0","14.88",",0","23.55",",,,0","6.21",",,,0","","","","","203",",X","","","","","24.2",",X","",""
"USW00023062","1964-06","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","64.1","0","40.8",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","5",",0","1","","","","19640623","+,,0","19640630","+,,0","19640630","+,,0","7","","19640601",",,0","19640627",",,0","6.1",",0,23,+","0",",,0,30,+","0",",,0,30,+","7.6",",,0,01,","35.0",",0,27,","3401.6","0","41.4",",0","20.9",",,,0","","","0",",,,0","18.31",",0","26.59",",,,0","10.04",",,,0","","","","","270",",X","","","","","20.6",",X","",""
"USW00023062","1964-07","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","249.2","0","185.1",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","27",",0","","","","","19640713",",,0","19640731","+,,0","19640731","+,,0","10","","19640711",",,0","19640727","+,,0","10.6",",0,13,","0",",,0,31,+","0",",,0,31,+","9.4",",,0,11,","36.7",",0,27,+","0.0","0","0.0",",0","18.3",",,,0","","","0",",,,0","24.30",",0","33.53",",,,0","15.08",",,,0","","","","","203",",X","","","","","17.0",",X","",""
"USW00023062","1964-08","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","352.0","0","102.8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","11",",0","","","","","19640823",",,0","19640831","+,,0","19640831","+,,0","8","","19640827",",,0","19640810",",,0","5.0",",0,23,","0",",,0,31,+","0",",,0,31,+","4.6",",,0,27,","35.0",",0,10,","9.8","0","9.8",",0","7.0",",,,0","","","0",",,,0","21.33",",0","30.08",",,,0","12.58",",,,0","","","","","315",",X","","","","","26.2",",X","",""
"USW00023062","1964-09","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","380.9","0","28.9",",0","4",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","5",",0","4","","","","19640927",",,0","19640930","+,,0","19640930","+,,0","","","19640915",",,0","19640905","+,,0","0.6",",0,27,","0",",,0,30,+","0",",,0,30,+","5.1",",,0,15,","33.3",",0,05,+","80.1","0","70.3",",0","10.4",",,,0","","","0",",,,0","16.96",",0","26.05",",,,0","7.86",",,,0","","","","","248",",X","","","","","15.9",",X","",""
"USW00023062","1964-10","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","380.9","0","0.0",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","18",",0","0",",0","","","","","19641019",",,0","19641031","+,,0","19641030",",,0","1","","19641010",",,0","19641001",",,0","-7.2",",0,19,","0",",,0,31,+","0",",T,0,30,","4.6",",,0,10,","30.0",",0,01,","293.1","0","213.0",",0","4.6",",,,0","","","0",",T,,0","11.46",",0","21.23",",,,0","1.70",",,,0","","","","","293",",X","","","","","24.2",",X","",""
"USW00023062","1964-11","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","380.9","0","0.0",",0","8",",0","2",",0","0",",0","7",",0","1",",0","0",",0","24",",0","3",",0","4",",0","0",",0","6","","","","19641128","+,,0","19641115",",,0","19641114",",,0","","","19641114",",,0","19641108",",,0","-7.2",",0,28,+","127",",,0,15,","107",",,0,14,","10.2",",,0,14,","23.3",",0,08,","710.4","0","417.3",",0","22.5",",,,0","","","153",",,,0","4.42",",0","11.30",",,,0","-2.45",",,,0","","","","","315",",X","","","","","17.0",",X","",""
"USW00023062","1964-12","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","380.9","0","0.0",",0","8",",0","1",",0","0",",0","2",",0","2",",0","3",",0","27",",0","2",",0","1",",0","0",",0","6","","","","19641217",",,0","19641226","+,,0","19641203",",,0","","","19641225",",,0","19641223",",,0","-22.2",",0,17,","25",",,0,26,+","36",",,0,03,","3.0",",,0,25,","21.7",",0,23,","1258.7","0","548.3",",0","10.3",",,,0","","","112",",,,0","0.65",",0","7.82",",,,0","-6.52",",,,0","","","","","270",",X","","","","","29.8",",X","",""
"USW00023062","1965-01","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","0.0","0","0.0",",0","6",",0","4",",0","0",",0","3",",0","4",",0","0",",0","30",",0","0",",0","0",",0","0",",0","4","","1","","19650103",",,0","19650131","+,,0","19650131",",,0","","","19650131",",,0","19650106",",,0","-15.0",",0,03,","102",",,0,31,+","165",",,0,31,","11.7",",,0,31,","18.3",",0,06,","1775.0","0","516.3",",0","25.5",",,,0","72.8",",X","336",",,,0","1.68",",0","9.35",",,,0","-5.99",",,,0","13176",",X","","","270",",X","270",",X","","","24.2",",X","17.4",",X"
"USW00023062","1965-02","39.76746","-104.86948","1610.6","DENVER CENTRAL PARK, CO US","","","0.0","0","0.0",",0","10",",0","5",",0","0",",0","17",",0","6",",0","5",",0","26",",0","8",",0","0",",0","0",",0","7","","1","","19650216","+,,0","19650216","+,,0","19650210",",,0","","","19650214",",,0","19650226",",,0","-20.6",",0,16,+","178",",,0,16,+","130",",,0,10,","9.4",",,0,14,","18.3",",0,26,","2360.0","0","585.0",",0","32.2",",,,0","78.0",",X","435",",,,0","-2.56",",0","4.86",",,,0","-9.99",",,,0","14046",",X","","","45",",X","45",",X","","","17.5",",X","13.9",",X"
