"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USW00004839","2009-06","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","2.6",",W","96.1","W","81.9",",W","11",",W","7",",W","2",",W","","","0",",W","0",",W","0",",W","25",",W","2",",W","11","","","","20090605",",,W","","","3","","20090619",",,W","20090624",",,W","7.2",",W,05,","","","181.4",",,W,19,","33.9",",W,24,","3529.6","W","20.3",",W","247.3",",,,W","20.39",",W","25.58",",,,W","15.20",",,,W","","","290",",W","290",",W","17.4",",W","23.3",",W"
"USW00004839","2009-07","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","2.5",",W","154.9","W","58.8",",W","11",",W","3",",W","0",",W","","","0",",W","0",",W","0",",W","28",",W","0",",W","15","","3","","20090720","+,,W","","","3","","20090715",",,W","20090709",",,W","11.1",",W,20,+","","","18.8",",,W,15,","29.4",",W,09,","8.0","W","8.0",",W","43.6",",,,W","19.97",",W","25.07",",,,W","14.87",",,,W","","","230",",W","150",",W","11.2",",W","27.7",",W"
"USW00004839","2009-08","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","3.1",",W","244.5","W","89.6","3,W","19",",W","12",",W","2",",W","","","0","3,W","0","3,W","0","3,W","26","3,W","2","3,W","19","","3","","20090824",",3,W","","","3","","20090808",",,W","20090816",",3,W","11.1","3,W,24,","","","31.2",",,W,08,","33.3","3,W,16,","12.8","W","4.8","3,W","171.1",",,,W","21.36","3,W","26.41","3,,,W","16.31","3,,,W","","","210",",W","330",",W","13.0",",W","34.9",",W"
"USW00004839","2009-09","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","2.2",",W","267.7","W","23.2",",W","6",",W","3",",W","0",",W","","","0",",W","0",",W","0",",W","26",",W","0",",W","25","","12","","20090930",",,W","","","2","","20090928",",,W","20090915","+,,W","3.9",",W,30,","","","19.8",",,W,28,","27.8",",W,15,+","61.6","W","48.8",",W","32.7",",,,W","17.48",",W","23.72",",,,W","11.23",",,,W","","","270",",W","320",",W","13.9",",W","30.9",",W"
"USW00004839","2009-10","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","3.7",",W","267.7","W","0.0",",W","17",",W","11",",W","3",",W","","","0",",W","1",",W","0",",W","0",",W","0",",W","19","","","","20091018",",,W","","","","","20091030",",,W","20091030","+,,W","-0.5",",W,18,","","","62.5",",,W,30,","20.0",",W,30,+","331.4","W","269.8",",W","219.2",",,,W","9.63",",W","13.39",",,,W","5.87",",,,W","","","230",",W","280",",W","18.3",",W","23.3",",W"
"USW00004839","2009-11","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","3.4",",W","267.7","W","0.0",",W","11",",W","5",",W","0",",W","","","0",",W","8",",W","0",",W","1",",W","0",",W","13","","5","","20091112",",,W","","","","","20091126",",,W","20091108",",,W","-3.2",",W,12,","","","12.7",",,W,26,","22.8",",W,08,","661.6","W","330.2",",W","41.2",",,,W","7.33",",W","11.74",",,,W","2.91",",,,W","","","230",",W","240",",W","13.0",",W","17.9",",W"
"USW00004839","2009-12","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","4.5",",W","267.7","W","0.0",",W","21",",W","7",",W","0",",W","","","0",",W","27",",W","12",",W","0",",W","0",",W","21","","2","","20091212","+,,W","","","1","","20091209",",,W","20091201",",,W","-9.9",",W,12,+","","","11.9",",,W,09,","11.7",",W,01,","1268.6","W","607.0",",W","54.9",",,,W","-1.25",",W","1.43",",,,W","-3.92",",,,W","","","220",",W","230",",W","15.7",",W","20.1",",W"
"USW00004839","2010-01","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","3.9",",W","0.0","W","0.0",",W","9",",W","3",",W","0",",W","","","0",",W","29",",W","17",",W","0",",W","0",",W","12","","2","","20100130","+,,W","","","","","20100107",",,W","20100124",",,W","-17.1",",W,30,+","","","8.6",",,W,07,","9.4",",W,24,","1939.1","W","670.5",",W","26.4",",,,W","-3.30",",W","-0.37",",,,W","-6.22",",,,W","","","210",",W","220",",W","13.9",",W","18.3",",W"
"USW00004839","2010-02","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","3.0",",W","0.0","W","0.0",",W","14",",W","5",",W","0",",W","","","0",",W","26",",W","16",",W","0",",W","0",",W","14","","2","","20100204",",,W","","","","","20100222",",,W","20100221",",,W","-13.8",",W,04,","","","7.6",",,W,22,","5.0",",W,21,","2522.6","W","583.5",",W","27.9",",,,W","-2.51",",W","0.57",",,,W","-5.58",",,,W","","","320",",W","300",",W","11.6",",W","27.7",",W"
"USW00004839","2010-03","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","2.9",",W","0.0","W","0.0",",W","7",",W","3",",W","0",",W","","","0",",W","19",",W","0",",W","1",",W","0",",W","12","","2","","20100304",",,W","","","","","20100311",",,W","20100331",",,W","-8.8",",W,04,","","","23.9",",,W,11,","26.1",",W,31,","2927.8","W","405.2",",W","34.1",",,,W","5.26",",W","10.95",",,,W","-0.43",",,,W","","","240",",W","330",",W","10.3",",W","21.0",",W"
"USW00004839","2010-04","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","4.2",",W","11.6","W","11.6",",W","10",",W","5",",W","1",",W","","","0",",W","1",",W","0",",W","9",",W","0",",W","7","","1","","20100428",",,W","","","3","","20100406",",,W","20100401",",,W","-0.5",",W,28,","","","37.6",",,W,06,","29.4",",W,01,","3117.7","W","189.9",",W","76.2",",,,W","12.39",",W","18.70",",,,W","6.09",",,,W","","","210",",W","210",",W","17.9",",W","23.7",",W"
"USW00004839","2010-05","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","3.4",",W","60.5","W","48.9",",W","10",",W","7",",W","2",",W","","","0",",W","2",",W","0",",W","18",",W","2",",W","13","","1","","20100510",",,W","","","5","","20100513",",,W","20100524",",,W","-0.5",",W,10,","","","34.0",",,W,13,","32.8",",W,24,","3224.8","W","107.1",",W","129.5",",,,W","16.46",",W","21.82",",,,W","11.09",",,,W","","","250",",W","240",",W","13.4",",W","19.7",",W"
"USW00004839","2010-06","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","3.1",",W","144.4","W","83.9",",W","15",",W","9",",W","4",",W","","","0",",W","0",",W","0",",W","27",",W","0",",W","18","","4","","20100630","+,,W","","","10","","20100602",",,W","20100618",",,W","10.0",",W,30,+","","","44.7",",,W,02,","31.7",",W,18,","3237.9","W","13.1",",W","183.6",",,,W","20.69",",W","25.59",",,,W","15.80",",,,W","","","270",",W","160",",W","14.8",",W","27.3",",W"
"USW00004839","2010-07","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","2.6",",W","322.8","W","178.4",",W","15",",W","11",",W","2",",W","","","0",",W","0",",W","0",",W","31",",W","4",",W","16","","2","","20100701",",,W","","","10","","20100722",",,W","20100707","+,,W","10.6",",W,01,","","","65.0",",,W,22,","33.9",",W,07,+","0.5","W","0.5",",W","177.2",",,,W","24.07",",W","29.20",",,,W","18.95",",,,W","","","200",",W","210",",W","18.3",",W","23.7",",W"
"USW00004839","2010-08","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","2.5",",W","500.7","W","177.9",",W","12",",W","3",",W","0",",W","","","0",",W","0",",W","0",",W","31",",W","7",",W","19","","7","","20100826",",,W","","","3","","20100821",",,W","20100820",",,W","10.6",",W,26,","","","10.9",",,W,21,","34.4",",W,20,","1.6","W","1.1",",W","29.7",",,,W","24.04",",W","29.14",",,,W","18.93",",,,W","","","250",",W","240",",W","14.8",",W","23.7",",W"
"USW00004839","2010-09","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","3.5",",W","536.9","W","36.2",",W","15",",W","8",",W","0",",W","","","0",",W","0",",W","0",",W","21",",W","0",",W","12","","2","","20100929",",,W","","","7","","20100921","+,,W","20100923",",,W","6.1",",W,29,","","","11.9",",,W,21,+","31.7",",W,23,","57.3","W","55.7",",W","70.2",",,,W","17.68",",W","22.55",",,,W","12.81",",,,W","","","260",",W","230",",W","18.3",",W","32.2",",W"
"USW00004839","2010-10","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","3.4",",W","540.0","W","3.1",",W","11",",W","7",",W","0",",W","","","0",",W","3",",W","0",",W","10",",W","0",",W","14","","2","","20101031",",,W","","","6","","20101025",",,W","20101009",",,W","-2.1",",W,31,","","","7.9",",,W,25,","28.9",",W,09,","251.1","W","193.8",",W","38.0",",,,W","12.18",",W","18.06",",,,W","6.30",",,,W","","","230",",W","220",",W","20.1",",W","25.0",",W"
"USW00004839","2010-11","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","4.1",",W","540.0","W","0.0",",W","11",",W","4",",W","0",",W","","","0",",W","12",",W","0",",W","1",",W","0",",W","7","","","","20101128","+,,W","","","1","","20101122",",,W","20101111",",,W","-4.9",",W,28,+","","","22.1",",,W,22,","21.7",",W,11,","609.0","W","357.9",",W","52.0",",,,W","6.40",",W","11.46",",,,W","1.35",",,,W","","","240",",W","250",",W","14.8",",W","17.9",",W"
"USW00004839","2010-12","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","3.7",",W","540.0","W","0.0",",W","13",",W","5",",W","0",",W","","","0",",W","29",",W","18",",W","0",",W","0",",W","12","","3","","20101216",",,W","","","1","","20101206",",,W","20101231",",,W","-10.5",",W,16,","","","14.5",",,W,06,","13.9",",W,31,","1223.3","W","614.3",",W","55.8",",,,W","-1.48",",W","0.75",",,,W","-3.71",",,,W","","","240",",W","330",",W","13.0",",W","17.0",",W"
"USW00004839","2011-01","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","3.5",",W","0.0","W","0.0",",W","15",",W","3",",W","0",",W","","","1",",W","31",",W","23",",W","0",",W","0",",W","17","","5","","20110123",",,W","","","","","20110113",",,W","20110101",",,W","-24.3",",W,23,","","","7.4",",,W,13,","14.4",",W,01,","1943.0","W","719.7",",W","24.8",",,,W","-4.88",",W","-1.58",",,,W","-8.19",",,,W","","","240",",W","250",",W","14.8",",W","17.4",",W"
"USW00004839","2011-02","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","4.8",",W","0.0","W","0.0",",W","16",",W","6",",W","0",",W","","","0",",W","24",",W","15",",W","0",",W","0",",W","17","","4","","20110208",",,W","","","","","20110220",",,W","20110217",",,W","-17.1",",W,08,","","","16.3",",,W,20,","13.9",",W,17,","2541.2","W","598.2",",W","45.8",",,,W","-3.03",",W","0.70",",,,W","-6.76",",,,W","","","220",",W","230",",W","16.1",",W","22.8",",W"
"USW00004839","2011-03","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","3.8",",W","0.0","W","0.0",",W","7",",W","6",",W","1",",W","","","0",",W","22",",W","0",",W","1",",W","0",",W","9","","1","","20110307",",,W","","","3","","20110320",",,W","20110317",",,W","-9.9",",W,07,","","","26.2",",,W,20,","21.1",",W,17,","3064.1","W","522.9",",W","77.9",",,,W","1.47",",W","5.62",",,,W","-2.69",",,,W","","","130",",W","130",",W","14.3",",W","18.3",",W"
"USW00004839","2011-04","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","4.6",",W","3.1","W","3.1",",W","16",",W","12",",W","1",",W","","","0",",W","4",",W","0",",W","2",",W","0",",W","15","","","","20110401",",,W","","","5","","20110426",",,W","20110410",",,W","-3.8",",W,01,","","","32.3",",,W,26,","28.9",",W,10,","3362.2","W","298.1",",W","142.4",",,,W","8.50",",W","13.13",",,,W","3.87",",,,W","","","250",",W","80",",W","17.0",",W","91.6",",W"
"USW00004839","2011-05","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","3.7",",W","34.8","W","31.7",",W","18",",W","11",",W","1",",W","","","0",",W","0",",W","0",",W","14",",W","1",",W","14","","2","","20110505","+,,W","","","8","","20110525",",,W","20110530",",,W","2.2",",W,05,+","","","30.5",",,W,25,","32.2",",W,30,","3479.3","W","117.1",",W","163.9",",,,W","15.58",",W","20.83",",,,W","10.33",",,,W","","","210",",W","160",",W","13.4",",W","90.3",",W"
"USW00004839","2011-06","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","3.5","1,W","117.2","W","82.4",",W","11","2,W","5","2,W","0","2,W","","","0",",W","0",",W","0",",W","25",",W","3",",W","7","","2","","20110612",",,W","","","5","","20110615",",2,W","20110621","+,,W","10.6",",W,12,","","","19.8","2,,W,15,","33.9",",W,21,+","3491.0","W","11.7",",W","60.7","2,,,W","20.69",",W","25.85",",,,W","15.54",",,,W","","","230",",W","260",",W","13.0",",W","21.9",",W"
"USW00004839","2011-07","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","2.4",",W","313.2","W","196.0",",W","10",",W","6",",W","1",",W","","","0",",W","0",",W","0",",W","31",",W","8",",W","11","","","","20110727",",,W","","","9","","20110727",",,W","20110720",",,W","13.9",",W,27,","","","39.1",",,W,27,","36.1",",W,20,","0.0","W","0.0",",W","133.1",",,,W","24.66",",W","30.10",",,,W","19.22",",,,W","","","270",",W","90",",W","12.5",",W","20.1",",W"
"USW00004839","2011-08","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","2.2","3,W","424.2","W","111.0",",W","13",",W","5",",W","0",",W","","","0",",W","0",",W","0",",W","31",",W","0",",W","14","","5","","20110829",",,W","","","6","","20110813",",,W","20110802",",,W","11.1",",W,29,","","","19.6",",,W,13,","31.7",",W,02,","0.0","W","0.0",",W","51.4",",,,W","21.91",",W","27.17",",,,W","16.65",",,,W","","","240",",W","320",",W","13.0",",W","26.4",",W"
"USW00004839","2011-09","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","2.9",",W","458.6","W","34.4",",W","16",",W","8",",W","0",",W","","","0",",W","0",",W","0",",W","16",",W","2",",W","15","","7","","20110916",",,W","","","3","","20110919",",,W","20110901",",,W","2.8",",W,16,","","","19.3",",,W,19,","33.9",",W,01,","92.9","W","92.9",",W","87.3",",,,W","16.39",",W","22.04",",,,W","10.73",",,,W","","","270",",W","270",",W","11.6",",W","18.3",",W"
"USW00004839","2011-10","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","3.1",",W","463.1","W","4.5",",W","14",",W","6",",W","0",",W","0",",W","0",",W","3",",W","0",",W","9",",W","0",",W","10","","1","","20111028",",,W","20111031","+,,W","4","","20111019",",,W","20111007",",,W","-1.0",",W,28,","0",",,W,31,+","17.8",",,W,19,","28.3",",W,07,","299.5","W","206.6",",W","65.6",",,,W","11.81",",W","17.31",",,,W","6.32",",,,W","","","250",",W","280",",W","14.3",",W","20.1",",W"
"USW00004839","2011-11","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","4.5",",W","463.1","W","0.0",",W","8",",W","5",",W","0",",W","0",",W","0",",W","7",",W","0",",W","0",",W","0",",W","9","","1","","20111118",",,W","20111130","+,,W","","","20111108",",,W","20111113",",,W","-2.7",",W,18,","0",",,W,30,+","18.5",",,W,08,","19.4",",W,13,","629.2","W","329.7",",W","77.0",",,,W","7.34",",W","11.74",",,,W","2.94",",,,W","","","210",",W","210",",W","17.9",",W","22.8",",W"
"USW00004839","2011-12","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","4.0",",W","463.1","W","0.0",",W","14",",W","7",",W","0",",W","0","1,W","0",",W","21",",W","2",",W","0",",W","0",",W","9","","1","","20111210",",,W","20111231","+,1,W","","","20111214",",,W","20111215","+,,W","-6.0",",W,10,","0","1,,W,31,+","19.6",",,W,14,","13.3",",W,15,+","1124.1","W","494.9",",W","55.5",",,,W","2.37",",W","5.45",",,,W","-0.71",",,,W","","","210",",W","210",",W","14.3",",W","20.1",",W"
"USW00004839","2012-01","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","4.4",",W","0.0","W","0.0",",W","13",",W","9",",W","0",",W","","","0",",W","27",",W","9",",W","0",",W","0",",W","17","","4","","20120115",",,W","","","1","","20120123",",,W","20120131",",,W","-13.2",",W,15,","","","15.2",",,W,23,","13.3",",W,31,","1701.7","W","577.6",",W","67.8",",,,W","-0.30",",W","3.48",",,,W","-4.08",",,,W","","","250",",W","200",",W","16.1",",W","20.6",",W"
"USW00004839","2012-02","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","4.0","1,W","0.0","W","0.0","1,W","11","1,W","5","1,W","0","1,W","","","0","1,W","18","1,W","1","1,W","0","1,W","0","1,W","16","","3","","20120211",",1,W","","","1","","20120229",",1,W","20120229",",1,W","-12.1","1,W,11,","","","18.0","1,,W,29,","15.6","1,W,29,","2183.4","W","481.7","1,W","40.2","1,,,W","1.13","1,W","4.51","1,,,W","-2.25","1,,,W","","","250","1,W","230","1,W","13.0","1,W","16.5","1,W"
"USW00004839","2012-03","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","4.5",",W","17.2","W","17.2",",W","8",",W","5",",W","0",",W","","","0",",W","6",",W","2",",W","9",",W","0",",W","12","","1","","20120305",",,W","","","4","","20120323",",,W","20120321","+,,W","-6.0",",W,05,","","","15.5",",,W,23,","29.4",",W,21,+","2429.7","W","246.3",",W","57.6",",,,W","10.94",",W","16.15",",,,W","5.73",",,,W","","","210",",W","220",",W","17.4",",W","23.3",",W"
"USW00004839","2012-04","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","3.7",",W","18.6","W","1.4",",W","12",",W","5",",W","1",",W","","","0",",W","5",",W","0",",W","1",",W","0",",W","7","","","","20120427",",,W","","","3","","20120415",",,W","20120415",",,W","-2.1",",W,27,","","","27.9",",,W,15,","24.4",",W,15,","2698.6","W","268.9",",W","67.6",",,,W","9.42",",W","14.99",",,,W","3.85",",,,W","","","220",",W","200",",W","17.9",",W","24.6",",W"
"USW00004839","2012-05","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","3.5",",W","72.5","W","53.9",",W","15",",W","8",",W","1",",W","","","0",",W","0",",W","0",",W","19",",W","4",",W","2","","","","20120511",",,W","","","3","","20120504",",,W","20120528","+,,W","3.9",",W,11,","","","36.6",",,W,04,","33.9",",W,28,+","2773.0","W","74.4",",W","99.0",",,,W","17.67",",W","23.79",",,,W","11.55",",,,W","","","220",",W","210",",W","14.3",",W","20.1",",W"
"USW00004839","2012-06","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","3.6",",W","185.0","W","112.5","2,W","7",",W","2",",W","0",",W","","","0","2,W","0","2,W","0",",W","29",",W","7",",W","5","","","","20120613","+,2,W","","","2","","20120616",",,W","20120618","+,,W","8.9","2,W,13,+","","","11.9",",,W,16,","34.4",",W,18,+","2786.4","W","13.4",",W","23.1",",,,W","21.85","2,W","28.37",",,,W","15.33","2,,,W","","","220",",W","210",",W","18.3",",W","26.4",",W"
"USW00004839","2012-07","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","2.8",",W","434.5","W","249.5",",W","9",",W","4",",W","0",",W","","","0",",W","0",",W","0",",W","31",",W","17",",W","11","","2","","20120729",",,W","","","10","","20120718",",,W","20120706",",,W","12.2",",W,29,","","","23.9",",,W,18,","38.9",",W,06,","0.0","W","0.0",",W","69.3",",,,W","26.38",",W","32.86",",,,W","19.91",",,,W","","","330",",W","310",",W","13.9",",W","20.6",",W"
"USW00004839","2012-08","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","2.2",",W","533.3","W","98.8",",W","8",",W","4",",W","1",",W","","","0",",W","0",",W","0",",W","30",",W","4",",W","11","","3","","20120814",",,W","","","3","","20120810",",,W","20120803",",,W","8.3",",W,14,","","","38.4",",,W,10,","35.0",",W,03,","9.2","W","9.2",",W","66.0",",,,W","21.22",",W","27.49",",,,W","14.95",",,,W","","","260",",W","260",",W","11.6",",W","16.1",",W"
"USW00004839","2012-09","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","2.6",",W","575.8","W","42.5",",W","13",",W","8",",W","1",",W","","","0",",W","0",",W","0",",W","22",",W","1",",W","9","","2","","20120924","+,,W","","","4","","20120922",",,W","20120903",",,W","5.0",",W,24,+","","","34.3",",,W,22,","33.9",",W,03,","82.4","W","73.2",",W","81.2",",,,W","17.31",",W","23.54",",,,W","11.08",",,,W","","","220",",W","220",",W","13.0",",W","16.1",",W"
"USW00004839","2012-10","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","3.7",",W","580.0","W","4.2",",W","21",",W","14",",W","2",",W","","","0",",W","2",",W","0",",W","6",",W","0",",W","12","","","","20121013","+,,W","","","4","","20121022",",,W","20121025",",,W","0.0",",W,13,+","","","53.6",",,W,22,","26.7",",W,25,","312.4","W","230.0",",W","193.0",",,,W","11.05",",W","15.83",",,,W","6.26",",,,W","","","220",",W","230",",W","15.7",",W","21.0",",W"
"USW00004839","2012-11","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","3.3",",W","580.0","W","0.0",",W","5",",W","3",",W","0",",W","","","0",",W","17",",W","0",",W","1",",W","0",",W","13","","3","","20121127","+,,W","","","1","","20121112",",,W","20121111",",,W","-3.2",",W,27,+","","","7.9",",,W,12,","22.2",",W,11,","700.9","W","388.5",",W","19.2",",,,W","5.38",",W","9.88",",,,W","0.89",",,,W","","","210",",W","210",",W","13.9",",W","19.2",",W"
"USW00004839","2012-12","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","3.8",",W","580.0","W","0.0",",W","15",",W","8",",W","0",",W","","","0",",W","19",",W","3",",W","0",",W","0",",W","17","","3","","20121225",",,W","","","1","","20121220",",,W","20121203",",,W","-6.6",",W,25,","","","20.6",",,W,20,","19.4",",W,03,","1183.5","W","482.6",",W","64.7",",,,W","2.76",",W","6.31",",,,W","-0.78",",,,W","","","210",",W","330",",W","14.8",",W","21.0",",W"
"USW00004839","2013-01","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","4.9",",W","0.0","W","0.0",",W","15",",W","8",",W","1",",W","","","0",",W","25",",W","11",",W","0",",W","0",",W","11","","2","","20130123",",,W","","","1","","20130129",",,W","20130129",",,W","-14.3",",W,23,","","","28.2",",,W,29,","16.1",",W,29,","1781.7","W","598.2",",W","80.3",",,,W","-0.96",",W","2.56",",,,W","-4.49",",,,W","","","260",",W","310",",W","16.5",",W","22.8",",W"
"USW00004839","2013-02","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","4.2",",W","0.0","W","0.0",",W","19",",W","9",",W","0",",W","","","1",",W","26",",W","10",",W","0",",W","0",",W","19","","4","","20130217",",,W","","","","","20130207",",,W","20130218","+,,W","-21.0",",W,17,","","","17.8",",,W,07,","8.9",",W,18,+","2381.3","W","599.6",",W","66.2",",,,W","-3.08",",W","1.29",",,,W","-7.45",",,,W","","","230",",W","220",",W","16.5",",W","20.1",",W"
"USW00004839","2013-03","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","3.7",",W","0.0","W","0.0",",W","9",",W","3",",W","0",",W","","","0",",W","27",",W","7",",W","0",",W","0",",W","12","","3","","20130304","+,,W","","","1","","20130310",",,W","20130330",",,W","-11.6",",W,04,+","","","11.7",",,W,10,","14.4",",W,30,","2934.0","W","552.7",",W","25.5",",,,W","0.50",",W","4.15",",,,W","-3.14",",,,W","","","250",",W","260",",W","14.3",",W","17.9",",W"
"USW00004839","2013-04","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","4.7",",W","3.3","W","3.3",",W","17",",W","12",",W","3",",W","","","0",",W","7",",W","0",",W","2",",W","0",",W","13","","3","","20130404","+,,W","","","5","","20130418",",,W","20130430",",,W","-3.8",",W,04,+","","","68.3",",,W,18,","28.3",",W,30,","3249.9","W","315.9",",W","230.7",",,,W","7.91",",W","12.67",",,,W","3.16",",,,W","","","230",",W","230",",W","17.0",",W","22.8",",W"
"USW00004839","2013-05","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","3.4",",W","48.2","W","44.9",",W","11",",W","7",",W","0",",W","","","0",",W","0",",W","0",",W","23",",W","2",",W","8","","","","20130513",",,W","","","4","","20130528",",,W","20130520","+,,W","0.6",",W,13,","","","17.0",",,W,28,","32.2",",W,20,+","3332.3","W","82.4",",W","68.4",",,,W","17.12",",W","23.26",",,,W","10.99",",,,W","","","260",",W","240",",W","14.3",",W","19.7",",W"
"USW00004839","2013-06","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","2.9",",W","135.1","W","86.9",",W","12",",W","8",",W","1",",W","","","0",",W","0",",W","0",",W","27",",W","0",",W","14","","2","","20130603",",,W","","","7","","20130612",",,W","20130623","+,,W","6.1",",W,03,","","","61.2",",,W,12,","31.1",",W,23,+","3352.1","W","19.8",",W","117.8",",,,W","20.57",",W","25.80",",,,W","15.34",",,,W","","","250",",W","230",",W","14.8",",W","23.3",",W"
"USW00004839","2013-07","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","2.5",",W","282.3","W","147.2",",W","9",",W","6",",W","0",",W","","","0",",W","0",",W","0",",W","28",",W","7",",W","19","","4","","20130730",",,W","","","3","","20130721",",,W","20130719",",,W","10.6",",W,30,","","","21.8",",,W,21,","36.1",",W,19,","5.0","W","5.0",",W","76.9",",,,W","22.92",",W","28.25",",,,W","17.59",",,,W","","","210",",W","200","1,W","13.4",",W","19.7","1,W"
"USW00004839","2013-08","42.74634","-86.09677","206.5","HOLLAND TULIP CITY AIRPORT, MI US","2.3",",W","380.2","W","97.9",",W","10",",W","5",",W","0",",W","","","0",",W","0",",W","0",",W","31",",W","1",",W","24","","8","","20130814",",,W","","","5","","20130812",",,W","20130827",",,W","8.9",",W,14,","","","22.4",",,W,12,","32.8",",W,27,","12.2","W","7.2",",W","46.4",",,,W","21.26",",W","27.30",",,,W","15.22",",,,W","","","240",",W","280","4,W","10.7",",W","16.1","4,W"
