"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00045983","1949-02","41.32175","-122.31725","1101.2","MOUNT SHASTA, CA US","","","0.0","0","0.0",",0","15",",0","8",",0","1",",0","22",",0","5",",0","0",",0","25",",0","7",",0","0",",0","0",",0","9","","","","19490213",",,0","19490211","+,,0","19490206",",,0","","","19490222",",,0","19490225","+,,0","-17.2",",0,13,","356",",,0,11,+","254",",,0,06,","29.0",",,0,22,","15.0",",0,25,+","2770.9","0","522.5",",0","106.4",",,,0","531",",,,0","-0.33",",0","4.90",",,,0","-5.56",",,,0","","","","","","","",""
"USC00045983","1949-03","41.32175","-122.31725","1101.2","MOUNT SHASTA, CA US","","","0.0","0","0.0",",0","24",",0","14",",0","5",",0","9",",0","5",",0","0",",0","22",",0","0",",0","0",",0","0",",0","15","","","","19490320","+,,0","19490303",",,0","19490302",",,0","","","19490317",",,0","19490329","+,,0","-4.4",",0,20,+","102",",,0,03,","180",",,0,02,","57.2",",,0,17,","13.3",",0,29,+","3235.9","0","465.0",",0","302.7",",,,0","515",",,,0","3.33",",0","7.52",",,,0","-0.85",",,,0","","","","","","","",""
"USC00045983","1949-04","41.32175","-122.31725","1101.2","MOUNT SHASTA, CA US","","","0.0","0","0.0",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","11",",0","0",",0","","","","","19490401",",,0","19490430","+,,0","19490417",",,0","2","","19490428","+,,0","19490410",",,0","-2.8",",0,01,","0",",,0,30,+","0",",T,0,17,","2.5",",,0,28,+","26.7",",0,10,","3463.5","0","227.6",",0","7.2",",,,0","0",",T,,0","10.75",",0","19.25",",,,0","2.25",",,,0","","","","","","","",""
"USC00045983","1949-05","41.32175","-122.31725","1101.2","MOUNT SHASTA, CA US","","","0.8","0","0.8",",0","14",",0","9",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","13",",0","0",",0","7","","","","19490504",",,0","19490531","+,,0","19490531","+,,0","3","","19490529",",,0","19490525",",,0","0.0",",0,04,","0",",,0,31,+","0",",,0,31,+","14.0",",,0,29,","29.4",",0,25,","3639.0","0","175.5",",0","71.4",",,,0","0",",,,0","12.70",",0","19.64",",,,0","5.76",",,,0","","","","","","","",""
"USC00045983","1949-06","41.32175","-122.31725","1101.2","MOUNT SHASTA, CA US","","","25.3","0","24.5",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","25",",0","1",",0","","","","","19490629",",,0","19490630","+,,0","19490630","+,,0","1","","19490619",",,0","19490614",",,0","1.1",",0,29,","0",",,0,30,+","0",",,0,30,+","5.8",",,0,19,","32.2",",0,14,","3717.8","0","78.8",",0","7.6",",,,0","0",",,,0","16.52",",0","25.28",",,,0","7.76",",,,0","","","","","","","",""
"USC00045983","1949-07","41.32175","-122.31725","1101.2","MOUNT SHASTA, CA US","","","87.1","0","61.8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","","","","","19490720","+,,0","19490731","+,,0","19490731","+,,0","","","19490731",",,0","19490714",",,0","6.1",",0,20,+","0",",,0,31,+","0",",,0,31,+","0.3",",,0,31,","35.0",",0,14,","13.9","0","13.9",",0","0.3",",,,0","0",",,,0","19.88",",0","30.03",",,,0","9.73",",,,0","","","","","","","",""
"USC00045983","1949-08","41.32175","-122.31725","1101.2","MOUNT SHASTA, CA US","","","110.4","0","23.3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","2",",0","","","","","19490826","+,,0","19490831","+,,0","19490831","+,,0","","","19490831","+,,0","19490831",",,0","5.0",",0,26,+","0",",,0,31,+","0",",,0,31,+","0.0",",,0,31,+","33.3",",0,31,","45.7","0","31.8",",0","0.0",",,,0","0",",,,0","18.06",",0","27.97",",,,0","8.15",",,,0","","","","","","","",""
"USC00045983","1949-09","41.32175","-122.31725","1101.2","MOUNT SHASTA, CA US","","","134.6","0","24.2",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","5",",0","","","","","19490917",",,0","19490930","+,,0","19490930","+,,0","4","","19490927",",,0","19490903",",,0","2.2",",0,17,","0",",,0,30,+","0",",,0,30,+","3.6",",,0,27,","34.4",",0,03,","121.4","0","75.7",",0","6.2",",,,0","0",",,,0","16.61",",0","26.28",",,,0","6.94",",,,0","","","","","","","",""
"USC00045983","1949-10","41.32175","-122.31725","1101.2","MOUNT SHASTA, CA US","","","134.6","0","0.0",",0","3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","12",",0","0",",0","1","","","","19491019",",,0","19491031","+,,0","19491018","+,,0","","","19491006",",,0","19491031",",,0","-4.4",",0,19,","0",",,0,31,+","0",",T,0,18,+","7.1",",,0,06,","26.1",",0,31,","391.8","0","270.4",",0","10.2",",,,0","0",",T,,0","9.61",",0","17.66",",,,0","1.56",",,,0","","","","","","","",""
"USC00045983","1949-11","41.32175","-122.31725","1101.2","MOUNT SHASTA, CA US","","","134.6","0","0.0",",0","4",",0","4",",0","1",",0","0",",0","0",",0","0",",0","10",",0","0",",0","8",",0","0",",0","2","","","","19491112",",,0","19491130","+,,0","19491110","+,,0","","","19491109",",,0","19491102",",,0","-1.7",",0,12,","0",",,0,30,+","0",",T,0,10,+","35.8",",,0,09,","26.7",",0,02,","661.5","0","269.7",",0","58.1",",,,0","0",",T,,0","9.34",",0","17.04",",,,0","1.65",",,,0","","","","","","","",""
"USC00045983","1949-12","41.32175","-122.31725","1101.2","MOUNT SHASTA, CA US","","","134.6","0","0.0",",0","11",",0","4",",0","0",",0","3",",0","2",",0","0",",0","31",",0","2",",0","0",",0","0",",0","4","","","","19491211",",,0","19491210",",,0","19491209",",,0","","","19491204",",,0","19491228",",,0","-12.2",",0,11,","76",",,0,10,","51",",,0,09,","4.6",",,0,04,","14.4",",0,28,","1198.9","0","537.4",",0","23.7",",,,0","112",",,,0","1.00",",0","6.32",",,,0","-4.33",",,,0","","","","","","","",""
"USC00045983","1950-01","41.32175","-122.31725","1101.2","MOUNT SHASTA, CA US","","","0.0","0","0.0",",0","19",",0","13",",0","2",",0","20",",0","10",",0","2",",0","26",",0","16",",0","0",",0","0",",0","7","","","","19500115",",,0","19500111","+,,0","19500107",",,0","","","19500117",",,0","19500120",",,0","-18.9",",0,15,","940",",,0,11,+","300",",,0,07,","25.9",",,0,17,","10.6",",0,20,","1850.2","0","651.3",",0","152.5",",,,0","1553",",,,0","-2.68",",0","1.58",",,,0","-6.93",",,,0","","","","","","","",""
"USC00045983","1950-02","41.32175","-122.31725","1101.2","MOUNT SHASTA, CA US","","","0.0","0","0.0",",0","5",",0","4",",0","2",",0","10",",0","2",",0","0",",0","21",",0","1",",0","0",",0","0",",0","2","","","","19500202",",,0","19500204",",,0","19500203",",,0","","","19500205",",,0","19500228",",,0","-17.2",",0,02,","432",",,0,04,","411",",,0,03,","40.6",",,0,05,","16.7",",0,28,","2268.4","0","418.2",",0","101.1",",,,0","543",",,,0","3.40",",0","9.24",",,,0","-2.45",",,,0","","","","","","","",""
"USC00045983","1950-03","41.32175","-122.31725","1101.2","MOUNT SHASTA, CA US","","","0.0","0","0.0",",0","13",",0","6",",0","1",",0","1",",0","1",",0","0",",0","24",",0","0",",0","2",",0","0",",0","4","","","","19500312",",,0","19500323",",,0","19500323",",,0","1","","19500305",",,0","19500331",",,0","-8.3",",0,12,","76",",,0,23,","99",",,0,23,","31.2",",,0,05,","22.8",",0,31,","2709.7","0","441.3",",0","88.5",",,,0","148",",,,0","4.10",",0","9.98",",,,0","-1.79",",,,0","","","","","","","",""
"USC00045983","1950-04","41.32175","-122.31725","1101.2","MOUNT SHASTA, CA US","","","0.0","0","0.0",",0","5",",0","5",",0","1",",0","3",",0","2",",0","0",",0","17",",0","0",",0","5",",0","0",",0","","","","","19500429",",,0","19500408",",,0","19500407",",,0","","","19500407",",,0","19500419",",,0","-3.9",",0,29,","127",",,0,08,","249",",,0,07,","50.5",",,0,07,","28.3",",0,19,","3015.4","0","305.7",",0","92.2",",,,0","346",",,,0","8.14",",0","15.52",",,,0","0.77",",,,0","","","","","","","",""
"USC00045983","1950-05","41.32175","-122.31725","1101.2","MOUNT SHASTA, CA US","","","6.3","0","6.3",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","20",",0","0",",0","","","","","19500505",",,0","19500531","+,,0","19500507","+,,0","","","19500501",",,0","19500530",",,0","-2.2",",0,05,","0",",,0,31,+","0",",T,0,07,+","8.1",",,0,01,","30.0",",0,30,","3191.1","0","175.7",",0","11.7",",,,0","0",",T,,0","12.87",",0","20.88",",,,0","4.85",",,,0","","","","","","","",""
"USC00045983","1950-06","41.32175","-122.31725","1101.2","MOUNT SHASTA, CA US","","","29.7","0","23.4",",0","8",",0","5",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","20",",0","3",",0","1","","","","19500608",",,0","19500630","+,,0","19500606",",,0","8","","19500616",",,0","19500630","+,,0","-1.7",",0,08,","0",",,0,30,+","0",",T,0,06,","21.3",",,0,16,","32.8",",0,30,+","3305.8","0","114.7",",0","55.8",",,,0","0",",T,,0","15.29",",0","23.32",",,,0","7.26",",,,0","","","","","","","",""
"USC00045983","1950-07","41.32175","-122.31725","1101.2","MOUNT SHASTA, CA US","","","130.0","0","100.3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","12",",0","","","","","19500729",",,0","19500731","+,,0","19500731","+,,0","1","","19500725",",,0","19500724",",,0","5.6",",0,29,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,25,","35.6",",0,24,","6.0","0","6.0",",0","0.0",",T,,0","0",",,,0","21.37",",0","31.01",",,,0","11.74",",,,0","","","","","","","",""
"USC00045983","1950-08","41.32175","-122.31725","1101.2","MOUNT SHASTA, CA US","","","221.4","0","91.4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","16",",0","","","","","19500805",",,0","19500831","+,,0","19500831","+,,0","3","","19500810","+,,0","19500829","+,,0","2.8",",0,05,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,10,+","37.2",",0,29,+","23.7","0","17.7",",0","0.0",",T,,0","0",",,,0","20.71",",0","31.51",",,,0","9.91",",,,0","","","","","","","",""
"USC00045983","1950-09","41.32175","-122.31725","1101.2","MOUNT SHASTA, CA US","","","248.3","0","26.9",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","20",",0","4",",0","4","","","","19500930",",,0","19500930","+,,0","19500916",",,0","6","","19500917",",,0","19500902","+,,0","-3.3",",0,30,","0",",,0,30,+","0",",T,0,16,","21.8",",,0,17,","38.3",",0,02,+","117.4","0","93.7",",0","52.8",",,,0","0",",T,,0","16.11",",0","24.72",",,,0","7.49",",,,0","","","","","","","",""
"USC00045983","1950-10","41.32175","-122.31725","1101.2","MOUNT SHASTA, CA US","","","248.6","0","0.3",",0","13",",0","10",",0","5",",0","0",",0","0",",0","0",",0","5",",0","0",",0","9",",0","0",",0","4","","","","19501031","+,,0","19501031","+,,0","19501031","+,,0","","","19501029",",,0","19501012",",,0","-3.3",",0,31,+","0",",,0,31,+","0",",,0,31,+","104.9",",,0,29,","29.4",",0,12,","367.1","0","249.7",",0","352.7",",,,0","0",",,,0","10.29",",0","16.95",",,,0","3.63",",,,0","","","","","","","",""
"USC00045983","1950-11","41.32175","-122.31725","1101.2","MOUNT SHASTA, CA US","","","248.6","0","0.0",",0","12",",0","6",",0","2",",0","2",",0","2",",0","0",",0","13",",0","0",",0","2",",0","0",",0","10","","","","19501110",",,0","19501115",",,0","19501115",",,0","","","19501115",",,0","19501104",",,0","-5.0",",0,10,","51",",,0,15,","127",",,0,15,","69.1",",,0,15,","21.7",",0,04,","706.8","0","339.7",",0","125.8",",,,0","152",",,,0","7.01",",0","12.59",",,,0","1.42",",,,0","","","","","","","",""
"USC00045983","1950-12","41.32175","-122.31725","1101.2","MOUNT SHASTA, CA US","","","248.6","0","0.0",",0","16",",0","9",",0","2",",0","3",",0","2",",0","0",",0","20",",0","0",",0","0",",0","0",",0","17","","","","19501201",",,0","19501203",",,0","19501202",",,0","","","19501203",",,0","19501224",",,0","-7.2",",0,01,","127",",,0,03,","300",",,0,02,","36.8",",,0,03,","17.8",",0,24,","1121.7","0","414.9",",0","129.1",",,,0","331",",,,0","4.95",",0","9.87",",,,0","0.03",",,,0","","","","","","","",""
"USC00045983","1951-01","41.32175","-122.31725","1101.2","MOUNT SHASTA, CA US","","","0.0","0","0.0",",0","14",",0","11",",0","1",",0","24",",0","11",",0","0",",0","28",",0","4",",0","0",",0","0",",0","12","","","","19510130",",,0","19510121",",,0","19510121",",,0","","","19510121",",,0","19510125",",,0","-12.8",",0,30,","660",",,0,21,","343",",,0,21,","36.1",",,0,21,","15.0",",0,25,","1688.3","0","566.6",",0","143.5",",,,0","1184",",,,0","0.05",",0","4.21",",,,0","-4.10",",,,0","","","","","","","",""
"USC00045983","1951-02","41.32175","-122.31725","1101.2","MOUNT SHASTA, CA US","","","0.0","0","0.0",",0","14",",0","9",",0","0",",0","6",",0","4",",0","0",",0","19",",0","0",",0","0",",0","0",",0","4","","","","19510201",",,0","19510202",",,0","19510202",",,0","","","19510204",",,0","19510209",",,0","-8.9",",0,01,","203",",,0,02,","152",",,0,02,","20.1",",,0,04,","16.1",",0,09,","2124.6","0","436.3",",0","109.5",",,,0","489",",,,0","2.75",",0","7.65",",,,0","-2.15",",,,0","","","","","","","",""
"USC00045983","1951-03","41.32175","-122.31725","1101.2","MOUNT SHASTA, CA US","","","0.0","0","0.0",",0","10",",0","3",",0","0",",0","3",",0","2",",0","0",",0","26",",0","0",",0","1",",0","0",",0","","","","","19510303",",,0","19510304",",,0","19510306",",,0","","","19510308",",,0","19510324",",,0","-10.0",",0,03,","51",",,0,04,","43",",,0,06,","7.9",",,0,08,","21.7",",0,24,","2561.6","0","437.0",",0","25.5",",,,0","152",",,,0","4.24",",0","10.89",",,,0","-2.42",",,,0","","","","","","","",""
"USC00045983","1951-04","41.32175","-122.31725","1101.2","MOUNT SHASTA, CA US","","","0.0","0","0.0",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","11",",0","0",",0","6","","","","19510401",",,0","19510430","+,,0","19510429","+,,0","5","","19510427",",,0","19510413",",,0","-3.3",",0,01,","0",",,0,30,+","0",",T,0,29,+","23.9",",,0,27,","27.2",",0,13,","2795.0","0","233.4",",0","49.1",",,,0","0",",T,,0","10.55",",0","18.74",",,,0","2.36",",,,0","","","","","","","",""
"USC00045983","1951-05","41.32175","-122.31725","1101.2","MOUNT SHASTA, CA US","","","2.3","0","2.3",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","15",",0","0",",0","4","","","","19510512",",,0","19510531","+,,0","19510513","+,,0","2","","19510503",",,0","19510526",",,0","-3.3",",0,12,","0",",,0,31,+","0",",T,0,13,+","23.9",",,0,03,","30.6",",0,26,","3000.8","0","205.8",",0","68.9",",,,0","0",",T,,0","11.77",",0","18.97",",,,0","4.57",",,,0","","","","","","","",""
"USC00045983","1951-06","41.32175","-122.31725","1101.2","MOUNT SHASTA, CA US","","","39.0","0","36.7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","5",",0","","","","","19510606","+,,0","19510630","+,,0","19510630","+,,0","","","19510604",",,0","19510615",",,0","2.8",",0,06,+","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,04,","33.9",",0,15,","3050.0","0","49.2",",0","0.0",",T,,0","0",",,,0","17.92",",0","27.20",",,,0","8.63",",,,0","","","","","","","",""
"USC00045983","1951-07","41.32175","-122.31725","1101.2","MOUNT SHASTA, CA US","","","106.2","0","67.2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","","","","","19510706",",,0","19510731","+,,0","19510731","+,,0","","","19510705","+,,0","19510722",",,0","3.3",",0,06,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,05,+","36.1",",0,22,","13.6","0","13.6",",0","0.0",",T,,0","0",",,,0","20.06",",0","30.59",",,,0","9.54",",,,0","","","","","","","",""
"USC00045983","1951-08","41.32175","-122.31725","1101.2","MOUNT SHASTA, CA US","","","179.8","0","73.6",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","12",",0","1","","","","19510831",",,0","19510831","+,,0","19510831","+,,0","3","","19510822",",,0","19510817","+,,0","2.8",",0,31,","0",",,0,31,+","0",",,0,31,+","6.4",",,0,22,","36.1",",0,17,+","37.0","0","23.4",",0","6.7",",,,0","0",",,,0","19.95",",0","30.10",",,,0","9.81",",,,0","","","","","","","",""
"USC00045983","1951-09","41.32175","-122.31725","1101.2","MOUNT SHASTA, CA US","","","211.2","0","31.4",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","7",",0","","","","","19510901",",,0","19510930","+,,0","19510930","+,,0","","","19510930",",,0","19510915",",,0","3.9",",0,01,","0",",,0,30,+","0",",,0,30,+","6.9",",,0,30,","35.0",",0,15,","74.0","0","37.0",",0","6.9",",,,0","0",",,,0","18.15",",0","28.11",",,,0","8.18",",,,0","","","","","","","",""
"USC00045983","1951-10","41.32175","-122.31725","1101.2","MOUNT SHASTA, CA US","","","211.2","0","0.0",",0","6",",0","5",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","5",",0","0",",0","1","","","","19511017","+,,0","19511031","+,,0","19511031","+,,0","","","19511023",",,0","19511009",",,0","-2.2",",0,17,+","0",",,0,31,+","0",",,0,31,+","19.1",",,0,23,","27.2",",0,09,","339.2","0","265.2",",0","45.5",",,,0","0",",,,0","9.78",",0","16.92",",,,0","2.63",",,,0","","","","","","","",""
"USC00045983","1951-11","41.32175","-122.31725","1101.2","MOUNT SHASTA, CA US","","","211.2","0","0.0",",0","12",",0","11",",0","3",",0","8",",0","3",",0","0",",0","18",",0","0",",0","2",",0","0",",0","8","","","","19511124","+,,0","19511120",",,0","19511120",",,0","","","19511119",",,0","19511106","+,,0","-6.1",",0,24,+","102",",,0,20,","64",",,0,20,","67.1",",,0,19,","22.2",",0,06,+","747.3","0","408.1",",0","250.5",",,,0","199",",,,0","4.73",",0","9.99",",,,0","-0.53",",,,0","","","","","","","",""
"USC00045983","1951-12","41.32175","-122.31725","1101.2","MOUNT SHASTA, CA US","","","211.2","0","0.0",",0","14",",0","9",",0","4",",0","30",",0","6",",0","0",",0","31",",0","4",",0","0",",0","0",",0","7","","","","19511209",",,0","19511218",",,0","19511204",",,0","","","19511226",",,0","19511212",",,0","-12.2",",0,09,","279",",,0,18,","163",",,0,04,","69.1",",,0,26,","10.6",",0,12,","1328.7","0","581.4",",0","251.2",",,,0","811",",,,0","-0.42",",0","3.58",",,,0","-4.43",",,,0","","","","","","","",""
"USC00045983","1952-01","41.32175","-122.31725","1101.2","MOUNT SHASTA, CA US","","","0.0","0","0.0",",X","21",",X","18",",X","4",",X","31",",0","16",",0","0",",X","28",",X","10",",X","0",",X","0",",X","7","","","","19520118","+,,X","19520124","+,,X","19520113",",,0","","","19520114",",,X","19520128",",,X","-11.7",",X,18,+","1321",",,X,24,+","376",",,0,13,","36.1",",,X,14,","12.8",",X,28,","1934.9","0","606.2",",X","267.6",",,,X","3043",",,,0","-1.22",",X","2.32",",,,X","-4.76",",,,X","","","","","","","",""
