"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYSD","DYSD_ATTRIBUTES","DYSN","DYSN_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","DYXP","DYXP_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES"
"USC00280721","1960-10","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","2","5,0","1","5,0","0","5,0","0",",0","0",",0","","","19601031","+,,0","19601031","+,,0","","","19601020",",5,0","0",",,0,31,+","0",",,0,31,+","19.3","5,,0,20,","21.3","5,,,0","0",",,,0","",""
"USC00280721","1961-05","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","","","","","","","0",",0","0",",0","","","19610531","+,,0","19610531","+,,0","","","","","0",",,0,31,+","0",",,0,31,+","","","","","0",",,,0","",""
"USC00280721","1961-08","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","","","","","","","0",",0","0",",0","","","19610831","+,,0","19610831","+,,0","","","","","0",",,0,31,+","0",",,0,31,+","","","","","0",",,,0","",""
"USC00280721","1962-06","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","","","","","","","0",",0","0",",0","","","19620630","+,,0","19620630","+,,0","1","","","","0",",,0,30,+","0",",,0,30,+","","","","","0",",,,0","",""
"USC00280721","1962-07","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","5",",0","5",",0","2",",0","0",",0","0",",0","","","19620731","+,,0","19620731","+,,0","3","","19620725",",,0","0",",,0,31,+","0",",,0,31,+","50.8",",,0,25,","101.3",",,,0","0",",,,0","",""
"USC00280721","1962-08","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","6",",0","6",",0","1",",0","0",",0","0",",0","","","19620831","+,,0","19620831","+,,0","","","19620828",",,0","0",",,0,31,+","0",",,0,31,+","81.3",",,0,28,","121.4",",,,0","0",",,,0","",""
"USC00280721","1962-09","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","4",",0","4",",0","1",",0","0",",0","0",",0","","","19620930","+,,0","19620930","+,,0","","","19620926",",,0","0",",,0,30,+","0",",,0,30,+","30.5",",,0,26,","53.3",",,,0","0",",,,0","",""
"USC00280721","1962-10","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","5",",0","4",",0","1",",0","0",",0","0",",0","","","19621031","+,,0","19621031","+,,0","","","19621003",",,0","0",",,0,31,+","0",",,0,31,+","30.5",",,0,03,","58.1",",,,0","0",",,,0","",""
"USC00280721","1962-11","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","4",",0","4",",0","4",",0","0",",0","0",",0","","","19621130","+,,0","19621130","+,,0","","","19621110",",,0","0",",,0,30,+","0",",,0,30,+","63.5",",,0,10,","142.2",",,,0","0",",,,0","",""
"USC00280721","1962-12","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","4",",0","4",",0","0",",0","","","0",",0","","","","","19621210",",,0","","","19621219",",,0","","","13",",,0,10,","22.9",",,0,19,","53.4",",,,0","13",",,,0","",""
"USC00280721","1963-01","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","3",",0","3",",0","0",",0","","","","","","","","","","","","","19630113",",,0","","","","","10.2",",,0,13,","17.8",",,,0","","","",""
"USC00280721","1963-02","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","4",",0","4",",0","0",",0","","","","","","","","","","","","","19630204",",,0","","","","","10.2",",,0,04,","22.8",",,,0","","","",""
"USC00280721","1963-03","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","6",",0","6",",0","0",",0","","","","","","","","","","","","","19630320","+,,0","","","","","12.7",",,0,20,+","49.9",",,,0","","","",""
"USC00280721","1963-04","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","1",",0","1",",0","1",",0","0",",0","0",",0","","","19630430","+,,0","19630430","+,,0","","","19630430",",,0","0",",,0,30,+","0",",,0,30,+","25.4",",,0,30,","25.4",",,,0","0",",,,0","",""
"USC00280721","1963-05","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","3",",0","3",",0","0",",0","0",",0","0",",0","","","19630531","+,,0","19630531","+,,0","","","19630527",",,0","0",",,0,31,+","0",",,0,31,+","20.3",",,0,27,","30.4",",,,0","0",",,,0","",""
"USC00280721","1963-06","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","1",",0","1",",0","0",",0","0",",0","0",",0","","","19630630","+,,0","19630630","+,,0","","","19630630",",,0","0",",,0,30,+","0",",,0,30,+","7.6",",,0,30,","7.6",",,,0","0",",,,0","",""
"USC00280721","1963-07","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","3",",0","3",",0","0",",0","0",",0","0",",0","","","19630731","+,,0","19630731","+,,0","","","19630706",",,0","0",",,0,31,+","0",",,0,31,+","12.7",",,0,06,","28.0",",,,0","0",",,,0","",""
"USC00280721","1963-08","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","2",",0","2",",0","1",",0","0",",0","0",",0","","","19630831","+,,0","19630831","+,,0","","","19630812",",,0","0",",,0,31,+","0",",,0,31,+","30.5",",,0,12,","33.0",",,,0","0",",,,0","",""
"USC00280721","1963-09","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","6",",0","6",",0","1",",0","0",",0","0",",0","","","19630930","+,,0","19630930","+,,0","","","19630929",",,0","0",",,0,30,+","0",",,0,30,+","33.8",",,0,29,","81.7",",,,0","0",",,,0","",""
"USC00280721","1963-10","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","0",",0","0",",0","0",",0","0",",0","0",",0","","","19631031","+,,0","19631031","+,,0","","","19631029",",,0","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,29,","0.0",",T,,0","0",",,,0","",""
"USC00280721","1964-02","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","4",",0","3",",0","0",",0","0",",0","2",",0","","","19640229","+,,0","19640211",",,0","","","19640211",",,0","0",",,0,29,+","76",",,0,11,","7.6",",,0,11,","16.5",",,,0","140",",,,0","",""
"USC00280721","1964-03","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","4",",0","4",",0","0",",0","0",",0","0",",0","","","19640331","+,,0","19640331","+,,0","","","19640312",",,0","0",",,0,31,+","0",",,0,31,+","20.3",",,0,12,","38.1",",,,0","0",",,,0","",""
"USC00280721","1964-04","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","11",",0","10",",0","0",",0","0",",0","0",",0","","","19640430","+,,0","19640430","+,,0","","","19640407",",,0","0",",,0,30,+","0",",,0,30,+","24.1",",,0,07,","134.6",",,,0","0",",,,0","",""
"USC00280721","1964-07","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","4",",0","4",",0","3",",0","0",",0","0",",0","","","19640731","+,,0","19640731","+,,0","","","19640708",",,0","0",",,0,31,+","0",",,0,31,+","70.6",",,0,08,","167.1",",,,0","0",",,,0","",""
"USC00280721","1964-08","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","0","3,0","0","3,0","0","3,0","0",",0","0",",0","","","19640831","+,,0","19640831","+,,0","","","19640822","+,3,0","0",",,0,31,+","0",",,0,31,+","0.0","3,T,0,22,+","0.0","3,T,,0","0",",,,0","",""
"USC00280721","1964-09","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","3",",0","3",",0","0",",0","0",",0","0",",0","","","19640930","+,,0","19640930","+,,0","","","19640913",",,0","0",",,0,30,+","0",",,0,30,+","12.7",",,0,13,","28.0",",,,0","0",",,,0","",""
"USC00280721","1964-10","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","4",",0","4",",0","0",",0","0",",0","0",",0","","","19641031","+,,0","19641031","+,,0","","","19641017",",,0","0",",,0,31,+","0",",,0,31,+","17.8",",,0,17,","38.1",",,,0","0",",,,0","",""
"USC00280721","1964-11","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","5",",0","5",",0","1",",0","0",",0","0",",0","","","19641130","+,,0","19641130","+,,0","","","19641129",",,0","0",",,0,30,+","0",",,0,30,+","35.6",",,0,29,","73.7",",,,0","0",",,,0","",""
"USC00280721","1964-12","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","5","2,0","5","2,0","1","2,0","0","1,0","1",",0","","","19641231","+,1,0","19641220",",,0","","","19641212",",2,0","0","1,,0,31,+","76",",,0,20,","27.9","2,,0,12,","111.7",",a,,0","76",",,,0","",""
"USC00280721","1965-02","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","6",",0","6",",0","0",",0","","","","","","","","","","","","","19650225",",,0","","","","","24.1",",,0,25,","67.3",",,,0","","","",""
"USC00280721","1965-03","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","4",",0","4",",0","0",",0","","","","","","","","","","","","","19650324",",,0","","","","","20.3",",,0,24,","53.4",",,,0","","","",""
"USC00280721","1965-04","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","6",",0","6",",0","0",",0","0",",0","0",",0","","","19650430","+,,0","19650430","+,,0","","","19650423",",,0","0",",,0,30,+","0",",,0,30,+","12.7",",,0,23,","27.8",",,,0","0",",,,0","",""
"USC00280721","1965-06","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","4",",0","4",",0","0",",0","0",",0","0",",0","","","19650630","+,,0","19650630","+,,0","","","19650610",",,0","0",",,0,30,+","0",",,0,30,+","10.2",",,0,10,","19.0",",,,0","0",",,,0","",""
"USC00280721","1965-08","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","6",",0","6",",0","0",",0","0",",0","0",",0","","","19650831","+,,0","19650831","+,,0","","","19650802",",,0","0",",,0,31,+","0",",,0,31,+","12.7",",,0,02,","47.0",",,,0","0",",,,0","",""
"USC00280721","1965-10","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","1",",0","1",",0","0",",0","0",",0","0",",0","","","19651031","+,,0","19651031","+,,0","","","19651011",",,0","0",",,0,31,+","0",",,0,31,+","5.1",",,0,11,","5.1",",,,0","0",",,,0","",""
"USC00280721","1965-11","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","3",",0","3",",0","0",",0","0",",0","0",",0","","","19651130","+,,0","19651130","+,,0","","","19651127",",,0","0",",,0,30,+","0",",,0,30,+","17.8",",,0,27,","26.7",",,,0","0",",,,0","",""
"USC00280721","1965-12","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","4",",0","4",",0","0",",0","0",",0","0",",0","","","19651231","+,,0","19651231","+,,0","","","19651212",",,0","0",",,0,31,+","0",",,0,31,+","12.7",",,0,12,","31.8",",,,0","0",",,,0","",""
"USC00280721","1966-01","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","5",",0","5",",0","2",",0","","","","","","","","","","","","","19660128",",,0","","","","","53.3",",,0,28,","98.9",",,,0","","","",""
"USC00280721","1966-02","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","4",",0","4",",0","1",",0","","","","","","","","","","","","","19660213",",,0","","","","","78.7",",,0,13,","96.4",",,,0","","","",""
"USC00280721","1966-04","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","6",",0","6",",0","0",",0","0",",0","0",",0","","","19660430","+,,0","19660430","+,,0","","","19660430",",,0","0",",,0,30,+","0",",,0,30,+","22.9",",,0,30,","59.7",",,,0","0",",,,0","",""
"USC00280721","1966-06","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","2",",0","2",",0","1",",0","0",",0","0",",0","","","19660630","+,,0","19660630","+,,0","","","19660628",",,0","0",",,0,30,+","0",",,0,30,+","33.0",",,0,28,","35.5",",,,0","0",",,,0","",""
"USC00280721","1966-07","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","2",",0","2",",0","1",",0","0",",0","0",",0","","","19660731","+,,0","19660731","+,,0","","","19660704",",,0","0",",,0,31,+","0",",,0,31,+","43.2",",,0,04,","61.0",",,,0","0",",,,0","",""
"USC00280721","1966-08","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","2",",0","2",",0","0",",0","0",",0","0",",0","","","19660831","+,,0","19660831","+,,0","","","19660823","+,,0","0",",,0,31,+","0",",,0,31,+","2.5",",,0,23,+","5.0",",,,0","0",",,,0","",""
"USC00280721","1966-09","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","3","4,0","3","4,0","1","4,0","0",",0","0",",0","","","19660930","+,,0","19660930","+,,0","","","19660921",",4,0","0",",,0,30,+","0",",,0,30,+","114.3","4,,0,21,","162.5","2,a,,0","0",",,,0","",""
"USC00280721","1966-10","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","5",",0","5",",0","1",",0","0",",0","0",",0","","","19661031","+,,0","19661031","+,,0","","","19661022",",,0","0",",,0,31,+","0",",,0,31,+","25.4",",,0,22,","48.2",",,,0","0",",,,0","",""
"USC00280721","1966-11","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","3","2,0","3","2,0","1","2,0","0",",0","0",",0","","","19661130","+,,0","19661130","+,,0","","","19661113",",2,0","0",",,0,30,+","0",",,0,30,+","27.9","2,,0,13,","66.0",",a,,0","0",",,,0","",""
"USC00280721","1966-12","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","4",",0","4",",0","0",",0","","","1",",0","","","","","19661225",",,0","","","19661225",",,0","","","203",",,0,25,","20.3",",,0,25,","43.1",",,,0","203",",,,0","",""
"USC00280721","1967-01","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","3",",0","3",",0","0",",0","","","1",",0","","","","","19670128",",,0","","","19670128",",,0","","","282",",,0,28,","21.6",",,0,28,","39.4",",,,0","282",",,,0","",""
"USC00280721","1967-02","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","5",",0","5",",0","0",",0","","","5",",0","","","","","19670207",",,0","","","19670207",",,0","","","203",",,0,07,","20.3",",,0,07,","53.8",",,,0","538",",,,0","",""
"USC00280721","1967-03","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","8",",0","8",",0","2",",0","","","1","3,0","","","","","19670322",",3,0","","","19670316",",,0","","","203","3,,0,22,","29.2",",,0,16,","115.4",",,,0","203","3,,,0","",""
"USC00280721","1967-04","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","6",",0","6",",0","1",",0","0",",0","0",",0","","","19670430","+,,0","19670430","+,,0","","","19670417",",,0","0",",,0,30,+","0",",,0,30,+","27.9",",,0,17,","65.9",",,,0","0",",,,0","",""
"USC00280721","1967-05","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","6",",0","6",",0","0",",0","0",",0","0",",0","","","19670531","+,,0","19670531","+,,0","","","19670530",",,0","0",",,0,31,+","0",",,0,31,+","17.8",",,0,30,","45.7",",,,0","0",",,,0","",""
"USC00280721","1967-06","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","4",",0","4",",0","0",",0","0",",0","0",",0","","","19670630","+,,0","19670630","+,,0","","","19670620",",,0","0",",,0,30,+","0",",,0,30,+","12.7",",,0,20,","23.3",",,,0","0",",,,0","",""
"USC00280721","1967-07","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","11",",0","9",",0","3",",0","0",",0","0",",0","","","19670731","+,,0","19670731","+,,0","","","19670730",",,0","0",",,0,31,+","0",",,0,31,+","55.9",",,0,30,","216.1",",,,0","0",",,,0","",""
"USC00280721","1967-08","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","17",",0","15",",0","4",",0","0",",0","0",",0","","","19670831","+,,0","19670831","+,,0","","","19670825",",,0","0",",,0,31,+","0",",,0,31,+","40.6",",,0,25,","166.7",",,,0","0",",,,0","",""
"USC00280721","1967-09","40.15","-74.06667","11.9","BELMAR 2 SW, NJ US","5",",0","5",",0","0",",0","0",",0","0",",0","","","19670930","+,,0","19670930","+,,0","","","19670916",",,0","0",",,0,30,+","0",",,0,30,+","12.7",",,0,16,","33.0",",,,0","0",",,,0","",""
