"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYNT","DYNT_ATTRIBUTES","DYXT","DYXT_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"MUM00041270","2010-01","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0",",S","31",",S","0",",S","","","20100127","+,,S","","","26.7",",S,27,+","","","","","25.25",",,,S","",""
"MUM00041270","2010-02","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0","2,S","26","2,S","1","2,S","","","20100221",",2,S","","","32.4","2,S,21,","","","","","26.53","2,,,S","",""
"MUM00041270","2010-03","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0","1,S","30","1,S","10","1,S","","","20100326",",1,S","","","37.4","1,S,26,","","","","","30.71","1,,,S","",""
"MUM00041270","2010-04","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0","1,S","29","1,S","20","1,S","","","20100419",",1,S","","","40.9","1,S,19,","","","","","33.64","1,,,S","",""
"MUM00041270","2010-05","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0",",S","31",",S","28",",S","","","20100522",",,S","","","45.1",",S,22,","","","","","35.79",",,,S","",""
"MUM00041270","2010-07","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0",",S","31",",S","10",",S","","","20100712",",,S","","","37.3",",S,12,","","","","","30.94",",,,S","",""
"MUM00041270","2010-08","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0",",S","31",",S","0",",S","","","20100802",",,S","","","32.1",",S,02,","","","","","29.20",",,,S","",""
"MUM00041270","2010-09","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0","2,S","28","2,S","4","2,S","","","20100928",",2,S","","","34.9","2,S,28,","","","","","29.89","2,,,S","",""
"MUM00041270","2010-10","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0","2,S","29","2,S","17","2,S","","","20101004",",2,S","","","39.5","2,S,04,","","","","","33.20","2,,,S","",""
"MUM00041270","2010-11","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0",",S","30",",S","1",",S","","","20101111",",,S","","","33.8",",S,11,","","","","","29.33",",,,S","",""
"MUM00041270","2010-12","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0",",S","31",",S","0",",S","","","20101214",",,S","","","29.8",",S,14,","","","","","26.39",",,,S","",""
"MUM00041270","2011-01","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0","1,S","30","1,S","0","1,S","","","20110130",",1,S","","","26.3","1,S,30,","","","","","24.66","1,,,S","",""
"MUM00041270","2011-02","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0",",S","28",",S","0",",S","","","20110218",",,S","","","31.2",",S,18,","","","","","26.39",",,,S","",""
"MUM00041270","2011-03","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0","4,S","27","4,S","3","4,S","","","20110327",",4,S","","","34.5","4,S,27,","","","","","28.70","4,,,S","",""
"MUM00041270","2011-04","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0","1,S","29","1,S","15","1,S","","","20110412",",1,S","","","41.2","1,S,12,","","","","","32.79","1,,,S","",""
"MUM00041270","2011-07","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0","1,S","30","1,S","5","1,S","","","20110715",",1,S","","","43.0","1,S,15,","","","","","30.11","1,,,S","",""
"MUM00041270","2011-08","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0",",S","31",",S","3",",S","","","20110816",",,S","","","33.8",",S,16,","","","","","29.54",",,,S","",""
"MUM00041270","2011-12","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0","3,S","28","3,S","0","3,S","","","20111205",",3,S","","","29.2","3,S,05,","","","","","26.07","3,,,S","",""
"MUM00041270","2012-01","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0",",S","31",",S","0",",S","","","20120114",",,S","","","29.9",",S,14,","","","","","25.63",",,,S","",""
"MUM00041270","2012-02","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0","1,S","28","1,S","0","1,S","","","20120203",",1,S","","","29.7","1,S,03,","","","","","25.36","1,,,S","",""
"MUM00041270","2012-03","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0","1,S","30","1,S","7","1,S","","","20120331",",1,S","","","38.3","1,S,31,","","","","","28.78","1,,,S","",""
"MUM00041270","2012-04","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0","1,S","29","1,S","14","1,S","","","20120407",",1,S","","","40.5","1,S,07,","","","","","32.77","1,,,S","",""
"MUM00041270","2012-06","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0","4,S","26","4,S","12","4,S","","","20120618",",4,S","","","36.1","4,S,18,","","","","","32.17","4,,,S","",""
"MUM00041270","2012-07","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0","4,S","27","4,S","2","4,S","","","20120720",",4,S","","","34.6","4,S,20,","","","","","29.33","4,,,S","",""
"MUM00041270","2012-08","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0",",S","31",",S","2",",S","","","20120820",",,S","","","33.5",",S,20,","","","","","28.88",",,,S","",""
"MUM00041270","2012-11","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0",",S","30",",S","3",",S","","","20121105",",,S","","","34.0",",S,05,","","","","","29.82",",,,S","",""
"MUM00041270","2012-12","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0","1,S","30","1,S","0","1,S","","","20121212",",1,S","","","31.6","1,S,12,","","","","","26.57","1,,,S","",""
"MUM00041270","2013-01","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0",",S","31",",S","0",",S","","","20130106",",,S","","","27.2",",S,06,","","","","","24.70",",,,S","",""
"MUM00041270","2013-02","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0","2,S","26","2,S","0","2,S","","","20130218",",2,S","","","31.7","2,S,18,","","","","","25.75","2,,,S","",""
"MUM00041270","2013-03","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0","2,S","29","2,S","4","2,S","","","20130311",",2,S","","","36.1","2,S,11,","","","","","28.92","2,,,S","",""
"MUM00041270","2013-05","22.3","59.817","43.0","RAS AL HADD, MU","","","","","0","5,S","0","5,S","0","2,S","29","2,S","19","2,S","20130501",",5,S","20130516",",2,S","24.2","5,S,01,","43.9","2,S,16,","","","30.28","6,S","34.52","2,,,S","26.03","5,,,S"
"MUM00041270","2013-06","22.3","59.817","43.0","RAS AL HADD, MU","","","286.6","3,S","0","3,S","0","3,S","0",",S","30",",S","9",",S","20130623",",3,S","20130614",",,S","23.9","3,S,23,","35.0",",S,14,","0.0",",S","28.96","3,S","31.46",",,,S","26.46","3,,,S"
"MUM00041270","2013-07","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0","1,S","30","1,S","1","1,S","","","20130720",",1,S","","","33.0","1,S,20,","","","","","28.83","1,,,S","",""
"MUM00041270","2013-08","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0","3,S","28","3,S","1","3,S","","","20130811",",3,S","","","32.7","3,S,11,","","","","","28.14","3,,,S","",""
"MUM00041270","2013-09","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0","5,S","25","5,S","8","5,S","","","20130929",",5,S","","","38.6","5,S,29,","","","","","30.98","5,,,S","",""
"MUM00041270","2013-10","22.3","59.817","43.0","RAS AL HADD, MU","","","251.4","5,S","0","3,S","0","3,S","0","3,S","28","3,S","10","3,S","20131026",",3,S","20131022",",3,S","20.5","3,S,26,","37.3","3,S,22,","0.0","3,S","27.98","5,S","32.54","3,,,S","23.41","3,,,S"
"MUM00041270","2013-11","22.3","59.817","43.0","RAS AL HADD, MU","","","178.1","4,S","0","4,S","0","4,S","0",",S","30",",S","0",",S","20131112",",4,S","20131102",",,S","19.2","4,S,12,","29.9",",S,02,","0.0",",S","25.16","4,S","28.65",",,,S","21.67","4,,,S"
"MUM00041270","2013-12","22.3","59.817","43.0","RAS AL HADD, MU","","","121.9","3,S","0","3,S","0","3,S","0",",S","31",",S","0",",S","20131229",",3,S","20131202",",,S","15.3","3,S,29,","30.8",",S,02,","0.0",",S","22.55","3,S","26.53",",,,S","18.56","3,,,S"
"MUM00041270","2014-01","22.3","59.817","43.0","RAS AL HADD, MU","38.9","S","38.9","4,S","0","3,S","0","3,S","0","1,S","30","1,S","0","1,S","20140112",",3,S","20140104",",1,S","13.5","3,S,12,","25.8","1,S,04,","0.2","1,S","19.77","4,S","23.55","1,,,S","15.98","3,,,S"
"MUM00041270","2014-02","22.3","59.817","43.0","RAS AL HADD, MU","103.1","S","64.2","3,S","0","3,S","0","3,S","0",",S","28",",S","0",",S","20140213",",3,S","20140205",",,S","14.4","3,S,13,","29.3",",S,05,","0.0",",S","20.83","3,S","24.79",",,,S","16.87","3,,,S"
"MUM00041270","2014-03","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0","1,S","30","1,S","4","1,S","","","20140323",",1,S","","","35.1","1,S,23,","","","","","28.15","1,,,S","",""
"MUM00041270","2014-05","22.3","59.817","43.0","RAS AL HADD, MU","","","304.8","5,S","0","4,S","0","4,S","0","1,S","30","1,S","20","1,S","20140517",",4,S","20140528",",1,S","23.1","4,S,17,","43.5","1,S,28,","0.0","1,S","30.15","5,S","34.76","1,,,S","25.54","4,,,S"
"MUM00041270","2014-06","22.3","59.817","43.0","RAS AL HADD, MU","","","","","0","5,S","0","5,S","0","4,S","26","4,S","17","4,S","20140627",",5,S","20140604",",4,S","24.1","5,S,27,","42.8","4,S,04,","","","30.76","8,S","35.14","4,,,S","26.38","5,,,S"
"MUM00041270","2014-07","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0","1,S","30","1,S","4","1,S","","","20140713",",1,S","","","32.8","1,S,13,","","","","","30.02","1,,,S","",""
"MUM00041270","2014-08","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0","3,S","28","3,S","2","3,S","","","20140827",",3,S","","","35.4","3,S,27,","","","","","28.72","3,,,S","",""
"MUM00041270","2014-09","22.3","59.817","43.0","RAS AL HADD, MU","","","","","0","2,S","0","2,S","0","5,S","25","5,S","5","5,S","20140908",",2,S","20140918",",5,S","21.9","2,S,08,","34.0","5,S,18,","","","26.66","7,S","30.22","5,,,S","23.11","2,,,S"
"MUM00041270","2015-01","22.3","59.817","43.0","RAS AL HADD, MU","62.3","S","62.3","3,S","0","2,S","0","2,S","0","1,S","30","1,S","0","1,S","20150124",",2,S","20150112",",1,S","14.6","2,S,24,","26.4","1,S,12,","0.0","1,S","20.59","3,S","24.70","1,,,S","16.48","2,,,S"
"MUM00041270","2015-02","22.3","59.817","43.0","RAS AL HADD, MU","167.7","S","105.4","4,S","0","3,S","0","3,S","0","2,S","26","2,S","2","2,S","20150201",",3,S","20150219",",2,S","15.2","3,S,01,","36.4","2,S,19,","0.0","2,S","22.79","4,S","27.37","2,,,S","18.22","3,,,S"
"MUM00041270","2015-03","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0",",S","31",",S","3",",S","","","20150331",",,S","","","34.6",",S,31,","","","","","28.39",",,,S","",""
"MUM00041270","2015-04","22.3","59.817","43.0","RAS AL HADD, MU","","","252.5","5,S","0","4,S","0","4,S","0","1,S","29","1,S","18","1,S","20150422",",4,S","20150425",",1,S","16.0","4,S,22,","41.0","1,S,25,","0.0","1,S","28.50","5,S","33.39","1,,,S","23.60","4,,,S"
"MUM00041270","2015-06","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0","2,S","28","2,S","11","2,S","","","20150601",",2,S","","","42.4","2,S,01,","","","","","32.79","2,,,S","",""
"MUM00041270","2015-07","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0","4,S","27","4,S","11","4,S","","","20150705",",4,S","","","40.6","4,S,05,","","","","","31.73","4,,,S","",""
"MUM00041270","2015-08","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0",",S","31",",S","9",",S","","","20150820",",,S","","","35.8",",S,20,","","","","","30.45",",,,S","",""
"MUM00041270","2015-09","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0","4,S","26","4,S","11","4,S","","","20150920",",4,S","","","39.5","4,S,20,","","","","","32.25","4,,,S","",""
"MUM00041270","2015-10","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0","3,S","28","3,S","13","3,S","","","20151004",",3,S","","","38.8","3,S,04,","","","","","32.56","3,,,S","",""
"MUM00041270","2015-11","22.3","59.817","43.0","RAS AL HADD, MU","","","181.6","5,S","0","5,S","0","5,S","0",",S","30",",S","0",",S","20151128",",5,S","20151105",",,S","19.7","5,S,28,","31.6",",S,05,","0.0",",S","25.63","5,S","29.09",",,,S","22.17","5,,,S"
"MUM00041270","2015-12","22.3","59.817","43.0","RAS AL HADD, MU","","","117.1","3,S","0","3,S","0","3,S","0",",S","31",",S","0",",S","20151215",",3,S","20151202",",,S","15.5","3,S,15,","28.0",",S,02,","0.0",",S","22.51","3,S","26.24",",,,S","18.79","3,,,S"
"MUM00041270","2016-01","22.3","59.817","43.0","RAS AL HADD, MU","109.0","S","109.0","3,S","0","1,S","0","1,S","0","3,S","28","3,S","0","3,S","20160122",",1,S","20160111",",3,S","15.9","1,S,22,","29.5","3,S,11,","0.0","3,S","22.25","3,S","26.03","3,,,S","18.47","1,,,S"
"MUM00041270","2016-02","22.3","59.817","43.0","RAS AL HADD, MU","","","","","0","4,S","0","4,S","0","3,S","26","3,S","1","3,S","20160220","+,4,S","20160225",",3,S","15.5","4,S,20,+","32.9","3,S,25,","","","22.06","7,S","26.47","3,,,S","17.66","4,,,S"
"MUM00041270","2016-03","22.3","59.817","43.0","RAS AL HADD, MU","","","206.5","5,S","0","5,S","0","5,S","0",",S","31",",S","5",",S","20160327","+,5,S","20160331",",,S","19.1","5,S,27,+","38.8",",S,31,","0.0",",S","26.34","5,S","30.55",",,,S","22.13","5,,,S"
"MUM00041270","2016-04","22.3","59.817","43.0","RAS AL HADD, MU","","","","","0","5,S","0","5,S","0","1,S","29","1,S","15","1,S","20160409",",5,S","20160430",",1,S","19.9","5,S,09,","42.1","1,S,30,","","","28.32","6,S","32.67","1,,,S","23.97","5,,,S"
"MUM00041270","2016-05","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0","3,S","28","3,S","23","3,S","","","20160509",",3,S","","","43.3","3,S,09,","","","","","37.39","3,,,S","",""
"MUM00041270","2016-06","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0","1,S","29","1,S","19","1,S","","","20160609",",1,S","","","42.0","1,S,09,","","","","","33.51","1,,,S","",""
"MUM00041270","2016-07","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0","2,S","29","2,S","6","2,S","","","20160711",",2,S","","","40.9","2,S,11,","","","","","30.82","2,,,S","",""
"MUM00041270","2016-08","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0","4,S","27","4,S","4","4,S","","","20160802",",4,S","","","36.7","4,S,02,","","","","","30.35","4,,,S","",""
"MUM00041270","2016-09","22.3","59.817","43.0","RAS AL HADD, MU","","","","","0","5,S","0","5,S","0","5,S","25","5,S","6","5,S","20160901",",5,S","20160929",",5,S","22.3","5,S,01,","39.3","5,S,29,","","","27.15","9,S","30.70","5,,,S","23.61","5,,,S"
"MUM00041270","2016-10","22.3","59.817","43.0","RAS AL HADD, MU","","","","","0","4,S","0","4,S","","","","","","","20161030",",4,S","","","20.1","4,S,30,","","","","","","","","","22.69","4,,,S"
"MUM00041270","2016-11","22.3","59.817","43.0","RAS AL HADD, MU","","","156.9","5,S","0","4,S","0","4,S","0","1,S","29","1,S","1","1,S","20161119",",4,S","20161106",",1,S","16.5","4,S,19,","32.8","1,S,06,","0.0","1,S","24.59","5,S","28.88","1,,,S","20.30","4,,,S"
"MUM00041270","2017-01","22.3","59.817","43.0","RAS AL HADD, MU","84.3","S","84.3","4,S","0","3,S","0","3,S","0","1,S","30","1,S","0","1,S","20170102",",3,S","20170112",",1,S","15.0","3,S,02,","28.9","1,S,12,","0.0","1,S","21.48","4,S","25.55","1,,,S","17.42","3,,,S"
"MUM00041270","2017-02","22.3","59.817","43.0","RAS AL HADD, MU","168.1","S","83.8","4,S","0","4,S","0","4,S","0",",S","28",",S","0",",S","20170206",",4,S","20170226",",,S","14.1","4,S,06,","28.6",",S,26,","0.0",",S","21.84","4,S","25.39",",,,S","18.29","4,,,S"
"MUM00041270","2017-05","22.3","59.817","43.0","RAS AL HADD, MU","","","","","0","5,S","0","5,S","0","2,S","29","2,S","29","2,S","20170503",",5,S","20170529","+,2,S","25.8","5,S,03,","45.2","2,S,29,+","","","33.59","7,S","40.02","2,,,S","27.15","5,,,S"
"MUM00041270","2017-07","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0","1,S","30","1,S","15","1,S","","","20170717",",1,S","","","36.7","1,S,17,","","","","","32.20","1,,,S","",""
"MUM00041270","2017-08","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0","4,S","27","4,S","5","4,S","","","20170826",",4,S","","","35.8","4,S,26,","","","","","30.39","4,,,S","",""
"MUM00041270","2017-09","22.3","59.817","43.0","RAS AL HADD, MU","","","270.6","2,S","0","2,S","0","2,S","0",",S","30",",S","16",",S","20170928",",2,S","20170929",",,S","22.5","2,S,28,","39.1",",S,29,","0.0",",S","28.00","2,S","32.17",",,,S","23.84","2,,,S"
"MUM00041270","2017-10","22.3","59.817","43.0","RAS AL HADD, MU","","","259.0","4,S","0","4,S","0","4,S","0",",S","31",",S","17",",S","20171027",",4,S","20171013",",,S","20.3","4,S,27,","39.7",",S,13,","0.0",",S","27.82","4,S","32.84",",,,S","22.80","4,,,S"
"MUM00041270","2017-11","22.3","59.817","43.0","RAS AL HADD, MU","","","186.4","2,S","0","1,S","0","1,S","0","1,S","29","1,S","0","1,S","20171128",",1,S","20171103",",1,S","17.9","1,S,28,","32.1","1,S,03,","0.0","1,S","24.95","2,S","29.10","1,,,S","20.80","1,,,S"
"MUM00041270","2017-12","22.3","59.817","43.0","RAS AL HADD, MU","","","97.3","4,S","0","4,S","0","4,S","0",",S","31",",S","0",",S","20171208",",4,S","20171203",",,S","14.1","4,S,08,","28.6",",S,03,","0.0",",S","21.87","4,S","26.12",",,,S","17.63","4,,,S"
"MUM00041270","2018-01","22.3","59.817","43.0","RAS AL HADD, MU","82.9","S","82.9","1,S","0",",S","0",",S","0","1,S","30","1,S","0","1,S","20180101",",,S","20180128",",1,S","13.5",",S,01,","30.0","1,S,28,","0.0","1,S","21.11","1,S","25.53","1,,,S","16.68",",,,S"
"MUM00041270","2018-02","22.3","59.817","43.0","RAS AL HADD, MU","201.0","S","118.1",",S","0",",S","0",",S","0",",S","28",",S","1",",S","20180206",",,S","20180219",",,S","12.9",",S,06,","33.7",",S,19,","0.0",",S","22.55",",S","26.97",",,,S","18.13",",,,S"
"MUM00041270","2018-03","22.3","59.817","43.0","RAS AL HADD, MU","417.5","S","216.5",",S","0",",S","0",",S","0",",S","31",",S","10",",S","20180302",",,S","20180331",",,S","17.9",",S,02,","38.3",",S,31,","0.0",",S","25.32",",S","30.55",",,,S","20.08",",,,S"
"MUM00041270","2018-04","22.3","59.817","43.0","RAS AL HADD, MU","703.2","S","285.7","4,S","0","4,S","0","4,S","0","2,S","28","2,S","23","2,S","20180421",",4,S","20180407",",2,S","21.0","4,S,21,","41.6","2,S,07,","0.0","2,S","29.38","4,S","34.48","2,,,S","24.28","4,,,S"
"MUM00041270","2018-05","22.3","59.817","43.0","RAS AL HADD, MU","1092.4","S","389.2","2,S","0","2,S","0","2,S","0",",S","31",",S","25",",S","20180522",",2,S","20180502",",,S","21.2","2,S,22,","42.7",",S,02,","0.0",",S","31.73","2,S","36.95",",,,S","26.52","2,,,S"
"MUM00041270","2018-06","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0","1,S","29","1,S","18","1,S","","","20180608",",1,S","","","46.7","1,S,08,","","","","","34.78","1,,,S","",""
"MUM00041270","2018-07","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0","4,S","27","4,S","6","4,S","","","20180709",",4,S","","","38.8","4,S,09,","","","","","30.69","4,,,S","",""
"MUM00041270","2018-08","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0",",S","31",",S","1",",S","","","20180806",",,S","","","33.7",",S,06,","","","","","27.95",",,,S","",""
"MUM00041270","2018-09","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0","3,S","27","3,S","8","3,S","","","20180924",",3,S","","","39.4","3,S,24,","","","","","30.03","3,,,S","",""
"MUM00041270","2018-10","22.3","59.817","43.0","RAS AL HADD, MU","","","260.3","3,S","0","2,S","0","2,S","0","1,S","30","1,S","9","1,S","20181011",",2,S","20181005",",1,S","22.2","2,S,11,","38.7","1,S,05,","0.0","1,S","27.57","3,S","31.35","1,,,S","23.79","2,,,S"
"MUM00041270","2018-11","22.3","59.817","43.0","RAS AL HADD, MU","","","207.4","3,S","0","3,S","0","3,S","0",",S","30",",S","5",",S","20181106",",3,S","20181118",",,S","19.7","3,S,06,","35.4",",S,18,","0.0",",S","26.03","3,S","29.83",",,,S","22.23","3,,,S"
"MUM00041270","2018-12","22.3","59.817","43.0","RAS AL HADD, MU","","","127.6","3,S","0","3,S","0","3,S","0",",S","31",",S","0",",S","20181228","+,3,S","20181212",",,S","15.6","3,S,28,+","31.5",",S,12,","0.0",",S","22.85","3,S","27.15",",,,S","18.55","3,,,S"
"MUM00041270","2019-01","22.3","59.817","43.0","RAS AL HADD, MU","104.3","","104.3","2,S","0","2,S","0","2,S","0",",S","31",",S","0",",S","20190122",",2,S","20190130",",,S","16.2","2,S,22,","27.3",",S,30,","0.0",",S","21.90","2,S","25.71",",,,S","18.09","2,,,S"
"MUM00041270","2019-02","22.3","59.817","43.0","RAS AL HADD, MU","191.8","","87.5","4,S","0","4,S","0","4,S","0",",S","28",",S","0",",S","20190208",",4,S","20190225",",,S","14.1","4,S,08,","31.3",",S,25,","0.0",",S","22.00","4,S","25.93",",,,S","18.08","4,,,S"
"MUM00041270","2019-03","22.3","59.817","43.0","RAS AL HADD, MU","325.9","","134.1","5,S","0","5,S","0","5,S","0","1,S","30","1,S","1","1,S","20190311",",5,S","20190331",",1,S","15.4","5,S,11,","32.6","1,S,31,","0.0","1,S","23.42","5,S","27.12","1,,,S","19.71","5,,,S"
"MUM00041270","2019-04","22.3","59.817","43.0","RAS AL HADD, MU","584.2","","258.3","5,S","0","4,S","0","4,S","0","2,S","28","2,S","18","2,S","20190415",",4,S","20190408",",2,S","20.8","4,S,15,","41.8","2,S,08,","0.0","2,S","28.75","5,S","33.98","2,,,S","23.53","4,,,S"
"MUM00041270","2019-05","22.3","59.817","43.0","RAS AL HADD, MU","","","","","0","5,S","0","5,S","0","3,S","28","3,S","24","3,S","20190503",",5,S","20190511",",3,S","23.0","5,S,03,","42.7","3,S,11,","","","30.65","7,S","35.58","3,,,S","25.72","5,,,S"
"MUM00041270","2021-10","22.3","59.817","43.0","RAS AL HADD, MU","","","255.0","3,S","0","3,S","0","3,S","0",",S","31",",S","11",",S","20211015",",3,S","20211031","+,,S","19.6","3,S,15,","35.5",",S,31,+","0.0",",S","27.51","3,S","31.53",",,,S","23.49","3,,,S"
"MUM00041270","2021-11","22.3","59.817","43.0","RAS AL HADD, MU","","","","","","","","","0","3,S","27","3,S","2","3,S","","","20211101",",3,S","","","34.5","3,S,01,","","","","","29.47","3,,,S","",""
"MUM00041270","2021-12","22.3","59.817","43.0","RAS AL HADD, MU","","","114.0","5,S","0","5,S","0","5,S","0",",S","31",",S","0",",S","20211212",",5,S","20211221",",,S","16.2","5,S,12,","28.5",",S,21,","0.0",",S","22.76","5,S","26.59",",,,S","18.92","5,,,S"
