,STATION,DATE,LATITUDE,LONGITUDE,ELEVATION,NAME,CDSD,CDSD_ATTRIBUTES,CLDD,CLDD_ATTRIBUTES,DP01,DP01_ATTRIBUTES,DP10,DP10_ATTRIBUTES,DP1X,DP1X_ATTRIBUTES,DT00,DT00_ATTRIBUTES,DT32,DT32_ATTRIBUTES,DX32,DX32_ATTRIBUTES,DX70,DX70_ATTRIBUTES,DX90,DX90_ATTRIBUTES,DYNT,DYNT_ATTRIBUTES,DYXP,DYXP_ATTRIBUTES,DYXT,DYXT_ATTRIBUTES,EMNT,EMNT_ATTRIBUTES,EMXP,EMXP_ATTRIBUTES,EMXT,EMXT_ATTRIBUTES,HDSD,HDSD_ATTRIBUTES,HTDD,HTDD_ATTRIBUTES,PRCP,PRCP_ATTRIBUTES,TAVG,TAVG_ATTRIBUTES,TMAX,TMAX_ATTRIBUTES,TMIN,TMIN_ATTRIBUTES
229,NZM00093678,2022-10,-42.417,173.7,101.0,"KAIKOURA, NZ",,,,,8.0,",S",3.0,",S",0.0,",S",0.0,"3,S",0.0,"3,S",,,,,,,20221006.0,"+,3,S",20221005.0,",,S",,,1.0,"3,S,06,+",7.4,",,S,05,",,,,,,,20.8,",,,S",,,,,7.08,"3,,,S"
230,NZM00093678,2022-11,-42.417,173.7,101.0,"KAIKOURA, NZ",,,,,9.0,",S",4.0,",S",2.0,",S",0.0,"1,S",0.0,"1,S",,,,,,,20221111.0,"+,1,S",20221127.0,"+,,S",,,7.0,"1,S,11,+",51.8,",,S,27,+",,,,,,,130.1,",,,S",,,,,10.76,"1,,,S"
231,NZM00093678,2022-12,-42.417,173.7,101.0,"KAIKOURA, NZ",,,,,16.0,",S",6.0,",S",2.0,",S",0.0,"1,S",0.0,"1,S",,,,,,,20221203.0,"+,1,S",20221218.0,",,S",,,8.4,"1,S,03,+",55.9,",,S,18,",,,,,,,113.1,",,,S",,,,,11.79,"1,,,S"
232,NZM00093781,2021-01,-43.489,172.532,37.5,"CHRISTCHURCH INTERNATIONAL, NZ",,,,,13.0,",S",4.0,",S",0.0,",S",0.0,",S",0.0,",S",,,,,,,20210124.0,"+,,S",20210128.0,",,S",,,6.1,",S,24,+",14.7,",,S,28,",,,,,,,41.5,",,,S",,,,,10.94,",,,S"
233,NZM00093781,2021-02,-43.489,172.532,37.5,"CHRISTCHURCH INTERNATIONAL, NZ",,,,,5.0,"3,S",2.0,"3,S",0.0,"3,S",0.0,"3,S",0.0,"3,S",,,,,,,20210217.0,"+,3,S",20210209.0,",3,S",,,3.2,"3,S,17,+",19.8,"3,,S,09,",,,,,,,24.9,"3,,,S",,,,,10.29,"3,,,S"
234,NZM00093781,2021-03,-43.489,172.532,37.5,"CHRISTCHURCH INTERNATIONAL, NZ",,,,,10.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,",S",,,,,,,20210319.0,"+,,S",20210324.0,",,S",,,2.7,",S,19,+",2.3,",,S,24,",,,,,,,11.2,",,,S",,,,,7.96,",,,S"
235,NZM00093781,2021-04,-43.489,172.532,37.5,"CHRISTCHURCH INTERNATIONAL, NZ",,,,,14.0,",S",4.0,",S",0.0,",S",,,,,,,,,,,,,20210417.0,",,S",,,,,8.6,",,S,17,",,,,,,,25.1,",,,S",,,,,,
236,NZM00093781,2021-05,-43.489,172.532,37.5,"CHRISTCHURCH INTERNATIONAL, NZ",,,,,20.0,",S",5.0,",S",2.0,",S",,,,,,,,,,,,,20210530.0,",,S",,,,,63.2,",,S,30,",,,,,,,141.0,",,,S",,,,,,
237,NZM00093781,2021-06,-43.489,172.532,37.5,"CHRISTCHURCH INTERNATIONAL, NZ",,,,,24.0,",S",6.0,",S",1.0,",S",,,,,0.0,"2,S",0.0,"2,S",0.0,"2,S",,,20210601.0,",,S",20210625.0,",2,S",,,25.4,",,S,01,",20.2,"2,S,25,",,,,,80.5,",,,S",,,12.86,"2,,,S",,
238,NZM00093781,2021-07,-43.489,172.532,37.5,"CHRISTCHURCH INTERNATIONAL, NZ",,,,,22.0,"1,S",4.0,"1,S",0.0,"1,S",,,,,0.0,"3,S",0.0,"3,S",0.0,"3,S",,,20210717.0,",1,S",20210706.0,",3,S",,,4.3,"1,,S,17,",20.1,"3,S,06,",,,,,21.8,"1,,,S",,,12.45,"3,,,S",,
239,NZM00093781,2021-08,-43.489,172.532,37.5,"CHRISTCHURCH INTERNATIONAL, NZ",,,,,21.0,",S",5.0,",S",1.0,",S",,,,,0.0,"2,S",1.0,"2,S",0.0,"2,S",,,20210803.0,",,S",20210823.0,",2,S",,,29.2,",,S,03,",21.3,"2,S,23,",,,,,80.0,",,,S",,,13.4,"2,,,S",,
240,NZM00093781,2021-09,-43.489,172.532,37.5,"CHRISTCHURCH INTERNATIONAL, NZ",,,,,17.0,",S",4.0,",S",0.0,",S",,,,,,,,,,,,,20210913.0,",,S",,,,,15.5,",,S,13,",,,,,,,40.2,",,,S",,,,,,
241,NZM00093781,2021-10,-43.489,172.532,37.5,"CHRISTCHURCH INTERNATIONAL, NZ",,,,,15.0,",S",4.0,",S",0.0,",S",0.0,",S",1.0,",S",,,,,,,20211001.0,",,S",20211003.0,",,S",,,-0.5,",S,01,",18.0,",,S,03,",,,,,,,67.1,",,,S",,,,,6.45,",,,S"
242,NZM00093781,2021-11,-43.489,172.532,37.5,"CHRISTCHURCH INTERNATIONAL, NZ",,,,,9.0,",S",2.0,",S",0.0,",S",0.0,",S",0.0,",S",,,,,,,20211104.0,"+,,S",20211127.0,",,S",,,0.4,",S,04,+",15.5,",,S,27,",,,,,,,25.6,",,,S",,,,,8.25,",,,S"
243,NZM00093781,2021-12,-43.489,172.532,37.5,"CHRISTCHURCH INTERNATIONAL, NZ",,,,,18.0,",S",10.0,",S",1.0,",S",0.0,",S",0.0,",S",,,,,,,20211201.0,",,S",20211215.0,",,S",,,7.1,",S,01,",49.0,",,S,15,",,,,,,,130.6,",,,S",,,,,10.96,",,,S"
244,NZM00093781,2022-01,-43.489,172.532,37.5,"CHRISTCHURCH INTERNATIONAL, NZ",,,,,8.0,",S",4.0,",S",0.0,",S",0.0,",S",0.0,",S",,,,,,,20220115.0,"+,,S",20220126.0,",,S",,,5.3,",S,15,+",14.5,",,S,26,",,,,,,,36.2,",,,S",,,,,11.2,",,,S"
245,NZM00093781,2022-02,-43.489,172.532,37.5,"CHRISTCHURCH INTERNATIONAL, NZ",,,,,18.0,",S",8.0,",S",2.0,",S",0.0,"1,S",0.0,"1,S",,,,,,,20220228.0,"+,1,S",20220212.0,",,S",,,2.6,"1,S,28,+",59.9,",,S,12,",,,,,,,148.5,",,,S",,,,,10.78,"1,,,S"
246,NZM00093781,2022-03,-43.489,172.532,37.5,"CHRISTCHURCH INTERNATIONAL, NZ",,,,,10.0,",S",2.0,",S",1.0,",S",0.0,",S",0.0,",S",,,,,,,20220303.0,"+,,S",20220321.0,",,S",,,3.9,",S,03,+",30.0,",,S,21,",,,,,,,40.4,",,,S",,,,,9.61,",,,S"
247,NZM00093781,2022-04,-43.489,172.532,37.5,"CHRISTCHURCH INTERNATIONAL, NZ",,,,,16.0,"1,S",1.0,"1,S",0.0,"1,S",,,,,0.0,"5,S",3.0,"5,S",0.0,"5,S",,,20220407.0,",1,S",20220421.0,",5,S",,,10.4,"1,,S,07,",26.6,"5,S,21,",,,,,19.2,"1,,,S",,,18.6,"5,,,S",,
248,NZM00093781,2022-05,-43.489,172.532,37.5,"CHRISTCHURCH INTERNATIONAL, NZ",,,,,21.0,",S",7.0,",S",0.0,",S",,,,,0.0,"5,S",5.0,"5,S",0.0,"5,S",,,20220516.0,",,S",20220501.0,",5,S",,,13.2,",,S,16,",24.3,"5,S,01,",,,,,49.7,",,,S",,,17.2,"5,,,S",,
249,NZM00093781,2022-06,-43.489,172.532,37.5,"CHRISTCHURCH INTERNATIONAL, NZ",,,,,21.0,"1,S",4.0,"1,S",0.0,"1,S",,,,,0.0,"4,S",0.0,"4,S",0.0,"4,S",,,20220628.0,",1,S",20220625.0,",4,S",,,14.2,"1,,S,28,",18.3,"4,S,25,",,,,,36.0,"1,,,S",,,13.23,"4,,,S",,
250,NZM00093781,2022-07,-43.489,172.532,37.5,"CHRISTCHURCH INTERNATIONAL, NZ",,,,,25.0,",S",9.0,",S",6.0,",S",,,,,,,,,,,,,20220726.0,",,S",,,,,65.8,",,S,26,",,,,,,,313.2,",,,S",,,,,,
251,NZM00093781,2022-08,-43.489,172.532,37.5,"CHRISTCHURCH INTERNATIONAL, NZ",,,,,15.0,"2,S",4.0,"2,S",0.0,"2,S",,,,,0.0,"5,S",0.0,"5,S",0.0,"5,S",,,20220807.0,",2,S",20220802.0,",5,S",,,9.4,"2,,S,07,",20.0,"5,S,02,",,,,,32.6,"2,,,S",,,14.16,"5,,,S",,
252,NZM00093781,2022-09,-43.489,172.532,37.5,"CHRISTCHURCH INTERNATIONAL, NZ",,,,,11.0,",S",3.0,",S",0.0,",S",,,,,,,,,,,,,20220914.0,",,S",,,,,14.0,",,S,14,",,,,,,,27.4,",,,S",,,,,,
253,NZM00093781,2022-10,-43.489,172.532,37.5,"CHRISTCHURCH INTERNATIONAL, NZ",,,,,9.0,",S",4.0,",S",0.0,",S",0.0,"3,S",5.0,"3,S",,,,,,,20221022.0,"+,3,S",20221027.0,",,S",,,-2.8,"3,S,22,+",9.9,",,S,27,",,,,,,,26.2,",,,S",,,,,3.06,"3,,,S"
254,NZM00093781,2022-11,-43.489,172.532,37.5,"CHRISTCHURCH INTERNATIONAL, NZ",,,,,12.0,",S",8.0,",S",1.0,",S",0.0,",S",0.0,",S",,,,,,,20221111.0,"+,,S",20221118.0,",,S",,,3.2,",S,11,+",48.5,",,S,18,",,,,,,,120.1,",,,S",,,,,8.87,",,,S"
255,NZM00093781,2022-12,-43.489,172.532,37.5,"CHRISTCHURCH INTERNATIONAL, NZ",,,,,12.0,",S",4.0,",S",1.0,",S",0.0,",S",0.0,",S",,,,,,,20221231.0,"+,,S",20221219.0,",,S",,,5.6,",S,31,+",33.8,",,S,19,",,,,,,,62.6,",,,S",,,,,10.93,",,,S"
256,NZM00093929,2021-01,-50.483,166.3,40.0,"ENDERBY ISLAND AWS, NZ",,,0.0,"5,S",22.0,",S",12.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,"5,S",0.0,"5,S",0.0,"5,S",20210102.0,"+,,S",20210125.0,",,S",20210105.0,",5,S",4.8,",S,02,+",21.6,",,S,25,",14.9,"5,S,05,",210.2,,210.2,"5,S",130.2,",,,S",10.24,"5,S",12.88,"5,,,S",7.6,",,,S"
257,NZM00093929,2021-02,-50.483,166.3,40.0,"ENDERBY ISLAND AWS, NZ",,,,,19.0,"3,S",11.0,"3,S",1.0,"3,S",0.0,"3,S",0.0,"3,S",,,,,,,20210216.0,"+,3,S",20210210.0,",3,S",,,5.6,"3,S,16,+",26.9,"3,,S,10,",,,,,,,128.0,"3,,,S",,,,,8.4,"3,,,S"
258,NZM00093929,2021-03,-50.483,166.3,40.0,"ENDERBY ISLAND AWS, NZ",,,,,28.0,",S",11.0,",S",0.0,",S",0.0,",S",0.0,",S",,,,,,,20210331.0,"+,,S",20210327.0,",,S",,,5.6,",S,31,+",16.8,",,S,27,",,,,,,,99.5,",,,S",,,,,7.99,",,,S"
259,NZM00093929,2022-02,-50.483,166.3,40.0,"ENDERBY ISLAND AWS, NZ",,,0.0,"3,S",24.0,",S",8.0,",S",0.0,",S",0.0,",S",0.0,",S",0.0,"3,S",0.0,"3,S",0.0,"3,S",20220205.0,"+,,S",20220201.0,",,S",20220201.0,",3,S",5.8,",S,05,+",25.1,",,S,01,",16.6,"3,S,01,",,,180.3,"3,S",82.8,",,,S",11.06,"3,S",13.82,"3,,,S",8.3,",,,S"
260,NZM00093929,2022-03,-50.483,166.3,40.0,"ENDERBY ISLAND AWS, NZ",,,,,21.0,",S",6.0,",S",1.0,",S",0.0,",S",0.0,",S",,,,,,,20220315.0,"+,,S",20220310.0,",,S",,,4.6,",S,15,+",31.0,",,S,10,",,,,,,,108.0,",,,S",,,,,7.8,",,,S"
261,NZM00093929,2022-04,-50.483,166.3,40.0,"ENDERBY ISLAND AWS, NZ",,,,,26.0,"1,S",10.0,"1,S",0.0,"1,S",,,,,,,,,,,,,20220416.0,",1,S",,,,,15.5,"1,,S,16,",,,,,,,98.1,"1,,,S",,,,,,
262,NZM00093929,2022-05,-50.483,166.3,40.0,"ENDERBY ISLAND AWS, NZ",,,,,27.0,",S",12.0,",S",0.0,",S",,,,,,,,,,,,,20220507.0,",,S",,,,,23.1,",,S,07,",,,,,,,98.0,",,,S",,,,,,
263,NZM00093929,2022-06,-50.483,166.3,40.0,"ENDERBY ISLAND AWS, NZ",,,,,24.0,"4,S",12.0,"4,S",0.0,"4,S",,,,,,,,,,,,,20220624.0,",4,S",,,,,15.5,"4,,S,24,",,,,,,,87.7,"4,,,S",,,,,,
264,NZM00093929,2022-07,-50.483,166.3,40.0,"ENDERBY ISLAND AWS, NZ",,,,,26.0,",S",7.0,",S",0.0,",S",,,,,,,,,,,,,20220701.0,",,S",,,,,10.2,",,S,01,",,,,,,,52.2,",,,S",,,,,,
265,NZM00093929,2022-08,-50.483,166.3,40.0,"ENDERBY ISLAND AWS, NZ",,,,,21.0,",S",9.0,",S",0.0,",S",,,,,,,,,,,,,20220820.0,",,S",,,,,16.3,",,S,20,",,,,,,,74.6,",,,S",,,,,,
266,NZM00093929,2022-09,-50.483,166.3,40.0,"ENDERBY ISLAND AWS, NZ",,,,,22.0,"3,S",9.0,"3,S",0.0,"3,S",,,,,0.0,"5,S",0.0,"5,S",0.0,"5,S",,,20220928.0,",3,S",20220926.0,",5,S",,,9.9,"3,,S,28,",12.6,"5,S,26,",,,,,59.6,"3,,,S",,,9.91,"5,,,S",,
267,NZM00093929,2022-10,-50.483,166.3,40.0,"ENDERBY ISLAND AWS, NZ",,,,,25.0,",S",13.0,",S",0.0,",S",0.0,"5,S",2.0,"5,S",,,,,,,20221005.0,",5,S",20221010.0,",,S",,,-2.1,"5,S,05,",16.3,",,S,10,",,,,,,,115.6,",,,S",,,,,4.89,"5,,,S"
268,NZM00093929,2022-11,-50.483,166.3,40.0,"ENDERBY ISLAND AWS, NZ",,,,,20.0,",S",8.0,",S",0.0,",S",0.0,",S",0.0,",S",,,,,,,20221105.0,"+,,S",20221101.0,",,S",,,3.6,",S,05,+",10.4,",,S,01,",,,,,,,60.2,",,,S",,,,,6.65,",,,S"
269,NZM00093929,2022-12,-50.483,166.3,40.0,"ENDERBY ISLAND AWS, NZ",,,,,19.0,",S",5.0,",S",0.0,",S",0.0,",S",0.0,",S",,,,,,,20221202.0,"+,,S",20221203.0,",,S",,,4.1,",S,02,+",6.6,",,S,03,",,,,,,,35.8,",,,S",,,,,7.25,",,,S"
